eq_recipeID|wow_spellID|enabled|could_enable|name|Comment|eq_tradeskillID_orig|eq_tradeskillID|eq_skill_needed|eq_trivial|no_fail|replace_container|min_expansion|produced_eqid_0|produced_name_0|produced_count_0|produced_eqid_1|produced_name_1|produced_count_1|produced_eqid_2|produced_name_2|produced_count_2|produced_eqid_3|produced_name_3|produced_count_3|component_eqid_0|component_name_0|component_count_0|component_eqid_1|component_name_1|component_count_1|component_eqid_2|component_name_2|component_count_2|component_eqid_3|component_name_3|component_count_3|component_eqid_4|component_name_4|component_count_4|component_eqid_5|component_name_5|component_count_5|component_eqid_6|component_name_6|component_count_6|component_eqid_7|component_name_7|component_count_7|component_eqid_8|component_name_8|component_count_8|component_eqid_9|component_name_9|component_count_9|container_eqid_0|container_name_0|container_eqid_1|container_name_1|required_eqid_0|required_name_0|required_eqid_1|required_name_1
2466|-1|0||Black Pantherskin Tunic||61|61|0|335|0|0|-1|24839|Black Pantherskin Tunic|1||||||||||22568|Velium Boning|4|13804|Tunic Pattern|1|19181|Yew Leaf Tannin|1|22847|Black Panther Skin|1||||||||||||||||||||||||||
2467|-1|0||Black Pantherskin Wristbands||61|61|0|335|0|0|-1|24844|Black Pantherskin Wristbands|1||||||||||13809|Wristband Pattern|1|19181|Yew Leaf Tannin|1|22568|Velium Boning|1|22847|Black Panther Skin|1||||||||||||||||||||||||||
2468|87801|1||Black Rawhide Tunic||61|61|0|0|1|0|-1|8763|Black Rawhide Tunic|1||||||||||8764|Cured Panther Hide|1|8768|Whisps of Potameid Hair|1||||||||||||||||||||||||||||||||
2469|87802|1||Blackened Mithril Netted Gloves||61|61|0|216|0|0|-1|8872|Blackened Mithril Netted Gloves|1||||||||||8874|Tattered Panther Hide Gloves|1|8875|Blackened Mithril Netting|1||||||||||||||||||||||||||||||||
2480|-1|0||Bone Beaded Belt||61|61|0|66|0|0|-1|3924|Bone Beaded Belt|1||||||||||2791|INVALID_ID|1|3918|INVALID_ID|1|3922|Rough Belt Strap|1||||||||||||||||||||||||||3914|INVALID_ID||
2481|-1|0||Bone Beaded Belt||61|61|0|66|0|0|-1|3924|Bone Beaded Belt|1||||||||||2791|INVALID_ID|1|3918|INVALID_ID|1|3922|Rough Belt Strap|1||||||||||||||||||||||||||3915|INVALID_ID||
2482|-1|0||Bone Beaded Belt||61|61|0|68|0|0|-1|3924|Bone Beaded Belt|1||||||||||2791|INVALID_ID|1|3918|INVALID_ID|1|3922|Rough Belt Strap|1||||||||||||||||||||||||||3916|INVALID_ID||
2484|-1|0||Boots Of The Collective Initiate||61|61|0|0|1|0|-1|9094|Boots of the Collective Initiate|1||||||||||9169|Boots of the Collective Material|1|22585|INVALID_ID|1||||||||||||||||||||||||||||||||
2485|-1|0||Boots Of The Leafrunner||61|61|0|0|1|0|-1|27519|Boots of the Leafrunner|1||||||||||27551|Leafrunners Boots Material|1|22674|INVALID_ID|1||||||||||||||||||||||||||||||||
2487|-1|0||Bracer Of The Arcane Order||61|61|0|0|1|0|-1|27380|INVALID_ID|1||||||||||22584|INVALID_ID|1|27482|INVALID_ID|1||||||||||||||||||||||||||||||||
2488|-1|0||Bracer Of The Collective Initiate||61|61|0|0|1|0|-1|9092|Bracer of the Collective Initiate|1||||||||||9167|Bracer of the Collective Material|1|22584|INVALID_ID|1||||||||||||||||||||||||||||||||
2490|-1|0||Bracer Of The Leafrunner||61|61|0|0|1|0|-1|27517|Bracer of the Leafrunner|1||||||||||27549|Leafrunners Bracer Material|1|22672|INVALID_ID|1||||||||||||||||||||||||||||||||
2491|-1|0||Bracer Of The Silent Fist||61|61|0|0|1|0|-1|27373|Bracer of the Silent Fist|1||||||||||22584|INVALID_ID|1|27475|Silent Fist Bracer Material|1||||||||||||||||||||||||||||||||
2492|-1|0||Bracer Of The Spurned Initiate||61|61|0|0|1|0|-1|22636|Bracer of the Spurned Initiate|1||||||||||22622|Bracer of the Spurned Material|1|22629|INVALID_ID|1||||||||||||||||||||||||||||||||
2493|-1|0||Bracer Of The Stonehand||61|61|0|0|1|0|-1|9880|INVALID_ID|1||||||||||22584|INVALID_ID|1|24679|INVALID_ID|1||||||||||||||||||||||||||||||||
2495|87803|1||Braids Of Pine||61|61|0|138|0|0|-1|8866|Braids of Pine|1||||||||||8792|Shadowjade Moss|1|8868|Jaggedpine Needles|1|8869|Potameid Braids|1|||||||||||||||||||||||||||||
2499|-1|0||Cap Of The Arcane Order||61|61|0|0|1|0|-1|27379|INVALID_ID|1||||||||||22583|INVALID_ID|1|27481|INVALID_ID|1||||||||||||||||||||||||||||||||
2500|-1|0||Cap Of The Collective Initiate||61|61|0|0|1|0|-1|9091|Cap of the Collective Initiate|1||||||||||9166|Cap of the Collective Material|1|22583|INVALID_ID|1||||||||||||||||||||||||||||||||
2502|-1|0||Cap Of The Leafrunner||61|61|0|0|1|0|-1|27516|Cap of the Leafrunner|1||||||||||27548|Leafrunners Cap Material|1|22628|INVALID_ID|1||||||||||||||||||||||||||||||||
2503|-1|0||Cap Of The Silent Fist||61|61|0|0|1|0|-1|27372|Cap of the Silent Fist|1||||||||||22583|INVALID_ID|1|27474|Silent Fist Cap Material|1||||||||||||||||||||||||||||||||
2504|-1|0||Cap Of The Stonehand||61|61|0|0|1|0|-1|9879|INVALID_ID|1||||||||||22583|INVALID_ID|1|24678|INVALID_ID|1||||||||||||||||||||||||||||||||
2506|-1|0||Ceremonial Solstice Robe||61|61|0|335|0|0|-1|9670|Ceremonial Solstice Robe|1||||||||||9667|Sacred Tunare Silk|3|9669|Gem Studded Chain|1|13804|Tunic Pattern|1||||||||||||||||||||||||||9724|Embroidering Needle||
2508|-1|0||Cobalt Drake Belt||61|61|0|335|0|0|-1|24806|Cobalt Drake Belt|1||||||||||22568|Velium Boning|2|13807|Belt Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2509|-1|0||Cobalt Drake Boots||61|61|0|335|0|0|-1|24811|Cobalt Drake Boots|1||||||||||22568|Velium Boning|3|13812|Boot Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2510|-1|0||Cobalt Drake Cloak||61|61|0|335|0|0|-1|24805|Cobalt Drake Cloak|1||||||||||22568|Velium Boning|2|13806|Cloak Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2511|-1|0||Cobalt Drake Gloves||61|61|0|335|0|0|-1|24809|Cobalt Drake Gloves|1||||||||||22568|Velium Boning|2|13810|Glove Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2512|-1|0||Cobalt Drake Gorget||61|61|0|335|0|0|-1|24802|Cobalt Drake Gorget|1||||||||||13803|Gorget Pattern|1|19179|Drake Egg Oil|1|22568|Velium Boning|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2513|-1|0||Cobalt Drake Leggings||61|61|0|335|0|0|-1|24810|Cobalt Drake Leggings|1||||||||||22568|Velium Boning|3|13811|Pant Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2514|-1|0||Cobalt Drake Mask||61|61|0|335|0|0|-1|24801|Cobalt Drake Mask|1||||||||||13802|Mask Pattern|1|19179|Drake Egg Oil|1|22568|Velium Boning|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2515|-1|0||Cobalt Drake Shoulderpads||61|61|0|335|0|0|-1|24804|Cobalt Drake Shoulderpads|1||||||||||22568|Velium Boning|2|13805|Shoulderpad Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2516|-1|0||Cobalt Drake Skullcap||61|61|0|335|0|0|-1|24800|Cobalt Drake Skullcap|1||||||||||22568|Velium Boning|2|13801|Cap Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2517|-1|0||Cobalt Drake Sleeves||61|61|0|335|0|0|-1|24807|Cobalt Drake Sleeves|1||||||||||22568|Velium Boning|2|13808|Sleeve Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2518|-1|0||Cobalt Drake Tunic||61|61|0|335|0|0|-1|24803|Cobalt Drake Tunic|1||||||||||22568|Velium Boning|4|13804|Tunic Pattern|1|19179|Drake Egg Oil|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2519|-1|0||Cobalt Drake Wristbands||61|61|0|335|0|0|-1|24808|Cobalt Drake Wristbands|1||||||||||13809|Wristband Pattern|1|19179|Drake Egg Oil|1|22568|Velium Boning|1|28517|Cobalt Drake Hide|1||||||||||||||||||||||||||
2520|87804|1||Coldain Hunting Blanket||61|61|0|41|0|0|-1|30135|Coldain Hunting Blanket|1||||||||||30030|High Quality Cougarskin|2|30077|High Quality Tundra Kodiak Pelt|2||||||||||||||||||||||||||||||||
2522|87805|1||Cord Of Tormented Muscle||61|61|200|216|0|0|-1|29489|Cord of Tormented Muscle|1||||||||||10250|Vial of Viscous Mana|1|26633|A Mass of Muscle|1||||||||||||||||||||||||||||||||
2526|87806|1||Crystalline Silk Cap||61|61|0|115|0|0|-1|25651|Crystalline Silk Cap|1||||||||||12095|Silver Thread|1|13801|Cap Pattern|1|25663|Crystalline Silk Swatch|1|||||||||||||||||||||||||||||
2527|87807|1||Crystalline Silk Cloak||61|61|0|108|0|0|-1|25656|Crystalline Silk Cloak|1||||||||||25663|Crystalline Silk Swatch|3|12095|Silver Thread|1|13806|Cloak Pattern|1|||||||||||||||||||||||||||||
2528|87808|1||Crystalline Silk Collar||61|61|0|102|0|0|-1|25653|Crystalline Silk Collar|1||||||||||12095|Silver Thread|1|13803|Gorget Pattern|1|25663|Crystalline Silk Swatch|1|||||||||||||||||||||||||||||
2529|87809|1||Crystalline Silk Fiber||61|61|0|51|0|0|-1|1830|Crystalline Silk Fiber|1||||||||||1829|Crystalline Silk Thread|5|||||||||||||||||||||||||||||||||||
2530|87810|1||Crystalline Silk Gloves||61|61|0|124|0|0|-1|25660|Crystalline Silk Gloves|1||||||||||25663|Crystalline Silk Swatch|2|12095|Silver Thread|1|13810|Glove Pattern|1|||||||||||||||||||||||||||||
2531|87811|1||Crystalline Silk Mantle||61|61|0|118|0|0|-1|25655|Crystalline Silk Mantle|1||||||||||12095|Silver Thread|1|13805|Shoulderpad Pattern|1|25663|Crystalline Silk Swatch|1|||||||||||||||||||||||||||||
2532|87812|1||Crystalline Silk Mask||61|61|0|108|0|0|-1|25652|Crystalline Silk Mask|1||||||||||12095|Silver Thread|1|13802|Mask Pattern|1|25663|Crystalline Silk Swatch|1|||||||||||||||||||||||||||||
2533|87813|1||Crystalline Silk Mesh||61|61|0|68|0|0|-1|11636|Crystalline Silk Mesh|1||||||||||25306|Crystalline Silk|4|||||||||||||||||||||||||||||||||||
2534|87814|1||Crystalline Silk Pantaloons||61|61|0|128|0|0|-1|25661|Crystalline Silk Pantaloons|1||||||||||25663|Crystalline Silk Swatch|3|12095|Silver Thread|1|13811|Pant Pattern|1|||||||||||||||||||||||||||||
2535|87815|1||Crystalline Silk Sash||61|61|0|102|0|0|-1|25657|Crystalline Silk Sash|1||||||||||25663|Crystalline Silk Swatch|2|12095|Silver Thread|1|13807|Belt Pattern|1|||||||||||||||||||||||||||||
2536|87816|1||Crystalline Silk Shirt||61|61|0|131|0|0|-1|25654|Crystalline Silk Shirt|1||||||||||25663|Crystalline Silk Swatch|3|12095|Silver Thread|1|13804|Tunic Pattern|1|||||||||||||||||||||||||||||
2537|87817|1||Crystalline Silk Sleeves||61|61|0|124|0|0|-1|25658|Crystalline Silk Sleeves|1||||||||||25663|Crystalline Silk Swatch|2|12095|Silver Thread|1|13808|Sleeve Pattern|1|||||||||||||||||||||||||||||
2538|87818|1||Crystalline Silk Slippers||61|61|0|115|0|0|-1|25662|Crystalline Silk Slippers|1||||||||||25663|Crystalline Silk Swatch|2|12095|Silver Thread|1|13812|Boot Pattern|1|||||||||||||||||||||||||||||
2539|87819|1||Crystalline Silk Swatch||61|61|0|15|1|0|-1|25663|Crystalline Silk Swatch|1||||||||||25306|Crystalline Silk|2|||||||||||||||||||||||||||||||||||
2540|87820|1||Crystalline Silk Wristbands||61|61|0|108|0|0|-1|25659|Crystalline Silk Wristbands|1||||||||||12095|Silver Thread|1|13809|Wristband Pattern|1|25663|Crystalline Silk Swatch|1|||||||||||||||||||||||||||||
2541|87821|1||Cured Brontotherium Hide||61|61|0|31|0|0|-1|11654|Cured Brontotherium Hide|1||||||||||11652|Brontotherium Hide|1|11659|Glacier Oil Tannin|1||||||||||||||||||||||||||||||||
2542|-1|0||Cured Ethereal Energy||61|61|220|212|0|0|-1|16287|Cured Ethereal Energy|1||||||||||16286|Ethereal Silk Swatch|2||||||||||||||||||||||||||||||||16361|INVALID_ID||
2543|-1|0||Cured Shade Silk Cloak||61|61|0|82|0|0|-1|6075|INVALID_ID|1||||||||||2794|INVALID_ID|2|16566|Heady Paeala|2|13806|Cloak Pattern|1|||||||||||||||||||||||||||||
2544|-1|0||Cured Shade Silk Collar||61|61|0|82|0|0|-1|6072|INVALID_ID|1||||||||||16566|Heady Paeala|2|2794|INVALID_ID|1|13803|Gorget Pattern|1|||||||||||||||||||||||||||||
2545|-1|0||Cured Shade Silk Gloves||61|61|0|82|0|0|-1|6079|INVALID_ID|1||||||||||2794|INVALID_ID|2|16566|Heady Paeala|2|13810|Glove Pattern|1|||||||||||||||||||||||||||||
2546|-1|0||Cured Shade Silk Headband||61|61|0|82|0|0|-1|6070|INVALID_ID|1||||||||||16566|Heady Paeala|2|2794|INVALID_ID|1|13801|Cap Pattern|1|||||||||||||||||||||||||||||
2547|-1|0||Cured Shade Silk Leggings||61|61|0|82|0|0|-1|6080|INVALID_ID|1||||||||||16566|Heady Paeala|3|2794|INVALID_ID|2|13811|Pant Pattern|1|||||||||||||||||||||||||||||
2548|-1|0||Cured Shade Silk Mantle||61|61|0|82|0|0|-1|6074|INVALID_ID|1||||||||||2794|INVALID_ID|2|16566|Heady Paeala|2|13805|Shoulderpad Pattern|1|||||||||||||||||||||||||||||
2549|-1|0||Cured Shade Silk Mask||61|61|0|82|0|0|-1|6071|INVALID_ID|1||||||||||2794|INVALID_ID|1|13802|Mask Pattern|1|16566|Heady Paeala|1|||||||||||||||||||||||||||||
2550|-1|0||Cured Shade Silk Robe||61|61|0|82|0|0|-1|6073|INVALID_ID|1||||||||||2794|INVALID_ID|3|16566|Heady Paeala|2|13804|Tunic Pattern|1|||||||||||||||||||||||||||||
2551|-1|0||Cured Shade Silk Sandals||61|61|0|82|0|0|-1|6081|INVALID_ID|1||||||||||16566|Heady Paeala|2|2794|INVALID_ID|1|13812|Boot Pattern|1|||||||||||||||||||||||||||||
2552|-1|0||Cured Shade Silk Sash||61|61|0|82|0|0|-1|6076|INVALID_ID|1||||||||||16566|Heady Paeala|2|2794|INVALID_ID|1|13807|Belt Pattern|1|||||||||||||||||||||||||||||
2553|-1|0||Cured Shade Silk Sleeves||61|61|0|82|0|0|-1|6077|INVALID_ID|1||||||||||2794|INVALID_ID|2|16566|Heady Paeala|2|13808|Sleeve Pattern|1|||||||||||||||||||||||||||||
2554|-1|0||Cured Shade Silk Wristbands||61|61|0|82|0|0|-1|6078|INVALID_ID|1||||||||||16566|Heady Paeala|2|2794|INVALID_ID|1|13809|Wristband Pattern|1|||||||||||||||||||||||||||||
2555|87822|1||Cured Silk Cloak||61|61|0|82|0|0|-1|1185|Cured Silk Cloak|1||||||||||16480|Heady Kiola|2|16482|Silk Swatch|2|13806|Cloak Pattern|1|||||||||||||||||||||||||||||
2556|87823|1||Cured Silk Collar||61|61|0|82|0|0|-1|1182|Cured Silk Collar|1||||||||||16480|Heady Kiola|2|13803|Gorget Pattern|1|16482|Silk Swatch|1|||||||||||||||||||||||||||||
2557|87824|1||Cured Silk Gi||61|61|0|82|0|0|-1|1183|Cured Silk Gi|1||||||||||16482|Silk Swatch|3|16480|Heady Kiola|2|13804|Tunic Pattern|1|||||||||||||||||||||||||||||
2558|87825|1||Cured Silk Handwraps||61|61|0|82|0|0|-1|1189|Cured Silk Handwraps|1||||||||||16480|Heady Kiola|2|16482|Silk Swatch|2|13810|Glove Pattern|1|||||||||||||||||||||||||||||
2559|87826|1||Cured Silk Headband||61|61|0|82|0|0|-1|1180|Cured Silk Headband|1||||||||||16480|Heady Kiola|3|13801|Cap Pattern|1|16482|Silk Swatch|1|||||||||||||||||||||||||||||
2560|87827|1||Cured Silk Leggings||61|61|0|82|0|0|-1|1190|Cured Silk Leggings|1||||||||||16480|Heady Kiola|3|16482|Silk Swatch|2|13811|Pant Pattern|1|||||||||||||||||||||||||||||
2561|87828|1||Cured Silk Mantle||61|61|0|82|0|0|-1|1184|Cured Silk Mantle|1||||||||||16480|Heady Kiola|2|16482|Silk Swatch|2|13805|Shoulderpad Pattern|1|||||||||||||||||||||||||||||
2562|87829|1||Cured Silk Mask||61|61|0|82|0|0|-1|1181|Cured Silk Mask|1||||||||||13802|Mask Pattern|1|16480|Heady Kiola|1|16482|Silk Swatch|1|||||||||||||||||||||||||||||
2563|87830|1||Cured Silk Sandals||61|61|0|82|0|0|-1|1191|Cured Silk Sandals|1||||||||||16480|Heady Kiola|2|13812|Boot Pattern|1|16482|Silk Swatch|1|||||||||||||||||||||||||||||
2564|87831|1||Cured Silk Sash||61|61|0|82|0|0|-1|1186|Cured Silk Sash|1||||||||||16480|Heady Kiola|2|13807|Belt Pattern|1|16482|Silk Swatch|1|||||||||||||||||||||||||||||
2565|87832|1||Cured Silk Sleeves||61|61|0|82|0|0|-1|1187|Cured Silk Sleeves|1||||||||||16480|Heady Kiola|2|16482|Silk Swatch|2|13808|Sleeve Pattern|1|||||||||||||||||||||||||||||
2566|87833|1||Cured Silk Wristbands||61|61|0|82|0|0|-1|1188|Cured Silk Wristbands|1||||||||||16480|Heady Kiola|2|13809|Wristband Pattern|1|16482|Silk Swatch|1|||||||||||||||||||||||||||||
2569|-1|0||Dream Haunt Boots||61|61|0|295|0|0|-1|30905|Dream Haunt Boots|1||||||||||29577|INVALID_ID|4|13812|Boot Pattern|1|28233|Emblem of Nightmare|1|31597|Nightmare Mephit Skin|1||||||||||||||||||||||||||
2570|-1|0||Dream Haunt Bracer||61|61|0|295|0|0|-1|30903|Dream Haunt Bracer|1||||||||||29577|INVALID_ID|2|13809|Wristband Pattern|1|28233|Emblem of Nightmare|1|31597|Nightmare Mephit Skin|1||||||||||||||||||||||||||
2571|-1|0||Dream Haunt Cap||61|61|0|295|0|0|-1|30899|Dream Haunt Cap|1||||||||||29577|INVALID_ID|3|13801|Cap Pattern|1|28233|Emblem of Nightmare|1|31597|Nightmare Mephit Skin|1||||||||||||||||||||||||||
2572|-1|0||Dream Haunt Gloves||61|61|0|295|0|0|-1|30904|Dream Haunt Gloves|1||||||||||29577|INVALID_ID|4|13810|Glove Pattern|1|28233|Emblem of Nightmare|1|31597|Nightmare Mephit Skin|1||||||||||||||||||||||||||
2573|-1|0||Dream Haunt Leggings||61|61|0|295|0|0|-1|30902|Dream Haunt Leggings|1||||||||||29577|INVALID_ID|4|13811|Pant Pattern|1|28233|Emblem of Nightmare|1|31597|Nightmare Mephit Skin|1||||||||||||||||||||||||||
2574|-1|0||Dream Haunt Sleeves||61|61|0|295|0|0|-1|30901|Dream Haunt Sleeves|1||||||||||29577|INVALID_ID|3|13808|Sleeve Pattern|1|28233|Emblem of Nightmare|1|31597|Nightmare Mephit Skin|1||||||||||||||||||||||||||
2575|-1|0||Dream Haunt Tunic||61|61|0|295|0|0|-1|30900|Dream Haunt Tunic|1||||||||||29577|INVALID_ID|5|13804|Tunic Pattern|1|31597|Nightmare Mephit Skin|1|28233|Emblem of Nightmare|1||||||||||||||||||||||||||
2576|87834|1||Earthtwine Swatch||61|61|0|15|0|0|-1|29592|Earthtwine Swatch|1||||||||||29982|Earth Arborean Fibers|2|||||||||||||||||||||||||||||||||||
2577|-1|0||Earthweave Boots||61|61|0|335|0|0|-1|30468|Earthweave Boots|1||||||||||29592|Earthtwine Swatch|2|13812|Boot Pattern|1|28230|Emblem of Earth|1|29548|Earthweave Curing Agent|1||||||||||||||||||||||||||
2578|-1|0||Earthweave Cap||61|61|0|335|0|0|-1|30469|Earthweave Cap|1||||||||||13801|Cap Pattern|1|28230|Emblem of Earth|1|29548|Earthweave Curing Agent|1|29592|Earthtwine Swatch|1||||||||||||||||||||||||||
2579|-1|0||Earthweave Gloves||61|61|0|335|0|0|-1|30467|Earthweave Gloves|1||||||||||29592|Earthtwine Swatch|2|13810|Glove Pattern|1|28230|Emblem of Earth|1|29548|Earthweave Curing Agent|1||||||||||||||||||||||||||
2580|-1|0||Earthweave Pantaloons||61|61|0|335|0|0|-1|30466|INVALID_ID|1||||||||||29592|Earthtwine Swatch|3|13811|Pant Pattern|1|28230|Emblem of Earth|1|29548|Earthweave Curing Agent|1||||||||||||||||||||||||||
2581|-1|0||Earthweave Sleeves||61|61|0|335|0|0|-1|30465|Earthweave Sleeves|1||||||||||29592|Earthtwine Swatch|2|13808|Sleeve Pattern|1|28230|Emblem of Earth|1|29548|Earthweave Curing Agent|1||||||||||||||||||||||||||
2582|-1|0||Earthweave Wristband||61|61|0|335|0|0|-1|30470|Earthweave Wristband|1||||||||||13809|Wristband Pattern|1|28230|Emblem of Earth|1|29548|Earthweave Curing Agent|1|29592|Earthtwine Swatch|1||||||||||||||||||||||||||
2583|87835|1||Embroidered Coldain Prayer Shawl||61|61|0|208|0|0|-1|1198|Embroidered Coldain Prayer Shawl|1||||||||||1179|Silk Coldain Prayer Shawl|1|1832|Spool of Sacred Coldain Thread|1|1833|Embroidered Shawl Pattern|1|||||||||||||||||||||||||||||
2587|-1|0||Ethereal Silk Swatch||61|61|220|212|0|0|-1|16286|Ethereal Silk Swatch|1||||||||||16285|Strand of Ether|2|16289|Ethereal Curing Agent|1||||||||||||||||||||||||||||||||
2600|87836|1||Fiend Gut String||61|61|0|162|0|0|-1|29995|Fiend Gut String|1||||||||||29993|Fiend Gut|2|29992|Clump of Wax|1||||||||||||||||||||||||||||||||
2601|-1|0||Fire Undergarment Tunic||61|61|220|335|0|0|-1|15986|Fire Undergarment Tunic|1||||||||||29591|Firesilk Swatch|3|16252|Metal Signet|1|10254|INVALID_ID|1|13804|Tunic Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1||||||||||||||||||||
2602|-1|0||Firehide Boots||61|61|0|335|0|0|-1|30785|Firehide Boots|1||||||||||29573|Molten Studs|4|13812|Boot Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2603|-1|0||Firehide Bracer||61|61|0|335|0|0|-1|30733|INVALID_ID|1||||||||||29573|Molten Studs|2|13809|Wristband Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2604|-1|0||Firehide Cap||61|61|0|335|0|0|-1|30699|Firehide Cap|1||||||||||29573|Molten Studs|3|13801|Cap Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2605|-1|0||Firehide Gloves||61|61|0|335|0|0|-1|30734|Firehide Gloves|1||||||||||29573|Molten Studs|4|13810|Glove Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2606|-1|0||Firehide Leggings||61|61|0|335|0|0|-1|30732|INVALID_ID|1||||||||||29573|Molten Studs|4|13811|Pant Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2607|-1|0||Firehide Sleeves||61|61|0|335|0|0|-1|30731|Firehide Sleeves|1||||||||||29573|Molten Studs|3|13808|Sleeve Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2608|-1|0||Firehide Tunic||61|61|0|335|0|0|-1|30730|INVALID_ID|1||||||||||29573|Molten Studs|5|13804|Tunic Pattern|1|28229|Emblem of Fire|1|31447|Fire Mephit Skin|1||||||||||||||||||||||||||
2609|87837|1||Firesilk Swatch||61|61|0|15|0|0|-1|29591|Firesilk Swatch|1||||||||||29981|Fire Arachnid Silk|2|||||||||||||||||||||||||||||||||||
2610|-1|0||Firestrand Boots||61|61|0|335|0|0|-1|29666|Firestrand Boots|1||||||||||29591|Firesilk Swatch|2|13812|Boot Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1||||||||||||||||||||||||||
2611|-1|0||Firestrand Cap||61|61|0|335|0|0|-1|29689|Firestrand Cap|1||||||||||13801|Cap Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1|29591|Firesilk Swatch|1||||||||||||||||||||||||||
2612|-1|0||Firestrand Gloves||61|61|0|335|0|0|-1|29664|Firestrand Gloves|1||||||||||29591|Firesilk Swatch|2|13810|Glove Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1||||||||||||||||||||||||||
2613|-1|0||Firestrand Pantaloons||61|61|0|335|0|0|-1|29663|INVALID_ID|1||||||||||29591|Firesilk Swatch|3|13811|Pant Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1||||||||||||||||||||||||||
2614|-1|0||Firestrand Sleeves||61|61|0|335|0|0|-1|29662|Firestrand Sleeves|1||||||||||29591|Firesilk Swatch|2|13808|Sleeve Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1||||||||||||||||||||||||||
2615|-1|0||Firestrand Wristband||61|61|0|335|0|0|-1|29699|INVALID_ID|1||||||||||13809|Wristband Pattern|1|28229|Emblem of Fire|1|29547|Firestrand Curing Agent|1|29591|Firesilk Swatch|1||||||||||||||||||||||||||
2616|87838|1||Fleeting Quiver||61|61|0|222|0|0|2|17327|Fleeting Quiver|1||||||||||10253|Vial of Distilled Mana|1|12087|Fleeting Quiver Pattern|1|13766|High Quality Lion Skin|1|16538|Griffon Feathers|1|16549|Aviak Egg Oil|1|||||||||||||||||||||||
2619|-1|0||Fulvous Steelweave Belt||61|61|0|335|0|0|-1|24328|Fulvous Steelweave Belt|1||||||||||24272|Infused Terrorantula Silk|2|24321|Enchanted Steel Thread|2|13807|Belt Pattern|1|22502|Imbued Amber|1|||||||||||||||||||||||9724|Embroidering Needle||
2620|-1|0||Fulvous Steelweave Boots||61|61|0|335|0|0|-1|24324|Fulvous Steelweave Boots|1||||||||||24321|Enchanted Steel Thread|2|13812|Boot Pattern|1|22502|Imbued Amber|1|24272|Infused Terrorantula Silk|1|||||||||||||||||||||||9724|Embroidering Needle||
2621|-1|0||Fulvous Steelweave Bracer||61|61|0|335|0|0|-1|24325|Fulvous Steelweave Bracer|1||||||||||24321|Enchanted Steel Thread|2|13809|Wristband Pattern|1|22502|Imbued Amber|1|24272|Infused Terrorantula Silk|1|||||||||||||||||||||||9724|Embroidering Needle||
2622|-1|0||Fulvous Steelweave Breastplate||61|61|0|335|0|0|-1|24331|Fulvous Steelweave Breastplate|1||||||||||24272|Infused Terrorantula Silk|3|24321|Enchanted Steel Thread|2|13804|Tunic Pattern|1|22502|Imbued Amber|1|||||||||||||||||||||||9724|Embroidering Needle||
2623|-1|0||Fulvous Steelweave Cloak||61|61|0|335|0|0|-1|24332|Fulvous Steelweave Cloak|1||||||||||24272|Infused Terrorantula Silk|3|24321|Enchanted Steel Thread|2|13806|Cloak Pattern|1|22502|Imbued Amber|1|||||||||||||||||||||||9724|Embroidering Needle||
