wow_questid|zone_shortname|questgiver_name|Type|ReactionValue|PositionX|PositionY|PositionZ|Heading|AddedX|AddedY
30425|commons|Simon_Aldicott|say|Thank you, Knight. With this task accomplished, I shall reward you with this scroll. It is an ancient spell that only the holiest of knights may cast. Remember your duty!||||||
30430|commons|Wallin_Slyfoot|say|Yes..yes..of course you will. It is a matter of the utmost importance. I need this letter to be delivered to Master Whoopal in the Nektulos forest but I must also get these Brussels sprouts to my granny before they spoil. Please deliver this message for me?||||||
30431|crushbone|an_elven_priest|say|Erollisi be praised! You slew the orc lord! Well, here is a token of my appreciation! Should you wish to have that mace enchanted, just hand me the mace and my token and I shall uphold my end of the bargain!||||||
30432|crushbone|an_elven_priest|despawn|self||||||
30432|crushbone|an_elven_priest|say|As promised, here is your mace. Let it not fall into dark hands as its power is hidden until combat when it will reveal its true nature. Fare thee well!||||||
30433|crushbone|an_elven_slave|say|Not that!! I need key number 20!!||||||
30434|crushbone|an_elven_slave|despawn|self||||||
30434|crushbone|an_elven_slave|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30435|crushbone|an_elven_slave|despawn|self||||||
30435|crushbone|an_elven_slave|say|You killed the taskmaster?!  Absolutely amazing! The orcs will be fighting among themselves for power now and I can disappear in the commotion. Thanks, friend! Take this for your deeds!||||||
30436|crushbone|an_elven_slave|say|Please!! I need a key with a number 21!!||||||
30437|crushbone|an_elven_slave|despawn|self||||||
30437|crushbone|an_elven_slave|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30438|crushbone|an_elven_slave|despawn|self||||||
30438|crushbone|an_elven_slave|say|You killed the taskmaster?!  Absolutely amazing! The orcs will be fighting among themselves for power now and I can disappear in the commotion. Thanks, friend! Take this for your deeds!||||||
30439|crushbone|an_elven_slave|say|Not that!! I need key number 18!!||||||
30440|crushbone|an_elven_slave|despawn|self||||||
30440|crushbone|an_elven_slave|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30441|crushbone|an_elven_slave|despawn|self||||||
30441|crushbone|an_elven_slave|say|You killed the taskmaster?!  Absolutely amazing! The orcs will be fighting among themselves for power now and I can disappear in the commotion. Thanks, friend! Take this for your deeds!||||||
30442|crushbone|an_elven_slave|say|Please!! I need a key with a number 19!!||||||
30443|crushbone|an_elven_slave|despawn|self||||||
30443|crushbone|an_elven_slave|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30444|crushbone|an_elven_slave|despawn|self||||||
30444|crushbone|an_elven_slave|say|You killed the taskmaster?!  Absolutely amazing! The orcs will be fighting among themselves for power now and I can disappear in the commotion. Thanks, friend! Take this for your deeds!||||||
30445|crushbone|a_dwarven_slave|say|No, no!! I do not need this!! Get me key number 16!!||||||
30446|crushbone|a_dwarven_slave|despawn|self||||||
30446|crushbone|a_dwarven_slave|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30447|crushbone|a_dwarven_slave|despawn|self||||||
30447|crushbone|a_dwarven_slave|say|You killed the taskmaster?!  Absolutely amazing! The orcs will be fighting among themselves for power now and I can disappear in the commotion. Thanks, friend! Take this for your deeds!||||||
30448|crushbone|a_dwarven_slave|say|What is this!!? Get me key number 17!!||||||
30449|crushbone|a_dwarven_slave|despawn|self||||||
30449|crushbone|a_dwarven_slave|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30450|crushbone|a_dwarven_slave|despawn|self||||||
30450|crushbone|a_dwarven_slave|say|You killed the taskmaster?!  Absolutely amazing! The orcs will be fighting among themselves for power now and I can disappear in the commotion. Thanks, friend! Take this for your deeds!||||||
30451|crushbone|a_dwarven_smith|say|Outstanding! If you can kill the taskmaster, you might prove useful in recovering the items the orcs took from me when they caught me out in the Faydarks. Interested in helping me out?||||||
30452|crushbone|a_dwarven_smith|say|MY SHIELD!! Excellent, laddie! Next item on the list is my ringmail. Once I have my ringmail, I am out of here for good. I will finally be able to leave!||||||
30453|crushbone|a_dwarven_smith|despawn|self||||||
30453|crushbone|a_dwarven_smith|say|AHA!! My ringmail!! My, you ARE a resourceful one! Here is your reward as promised. It is exquisite, if I do say so myself. You might also wish to tell the priest in the cell over there that the king is dead. I am sure he will be pleased to hear that and might even be able to help you further. Farewell! It's time for me to make my escape!||||||
30454|crushbone|Kelynn|say|You were sent by Geeda!! Here. Take the information. Maybe next you shall earn your Scout Blade from Laren. Quickly!! Leave at once!!||||||
30455|crushbone|Retlon_Brenclog|say|No, no!! I do not need this!! Get me key number 15!!||||||
30456|crushbone|Retlon_Brenclog|despawn|self||||||
30456|crushbone|Retlon_Brenclog|say|Good work!! I shall be on my way. Farewell my friend!!||||||
30457|crushbone|Retlon_Brenclog|despawn|self||||||
30457|crushbone|Retlon_Brenclog|say|Ah! A letter from my brother! Mmm... no... no I don't have Tergon's spellbook. The orc's prophet took it and then they locked me in chains! Now why don't you go do something useful and get me key number 15!!||||||
30458|crystal|a_geonid|emote|%s seems as if it doesn't recognize you as anything of importance. You attempt to speak with the geonid through your velium focus but all you are able to hear is the same though over and over.., Eat. You have gained no knowledge from these creatures but you notice your focus has been altered slightly.||||||
30459|crystal|Historian_Baenek|despawn|self||||||
30459|crystal|Historian_Baenek|say|You found one of our lost tomes! A lost volume of the Book of Grudges, quite a find! Oh, dear Brell! This evidence proves that the legend of Burdael is true! Thank you,  $N. And now I suppose you wish to meet his ghostly form. I have sensed him from time to time. I will call to him now. Go and wait for him in the lower halls. His spirit sometimes calls to me from the fearsome stalagterrors' lair. Be wary though, undeath may have twisted his mind beyond reason.||||||
30459|crystal|Historian_Baenek|spawn|121015|-151|-308|-554|0||
30460|dalnir|an_Iksar_prisoner|emote|%s takes the wire and quickly saws through the rusted shackles. He hands you an icon and says as he runs off, 'Show that to the Arch Duke in Cabilis! He will reward you. Now I'm off to escape!'||||||
30461|dalnir|a_coerced_channeler|despawn|self||||||
30461|dalnir|a_coerced_channeler|yell|Go to where the pines have been smashed. Must reach great heights!||||||
30462|dalnir|a_tormented_tradesman|despawn|self||||||
30462|dalnir|a_tormented_tradesman|spawn|104075|playerX|playerY|playerZ|playerHeading||
30463|dalnir|a_tormented_tradesman|despawn|self||||||
30463|dalnir|a_tormented_tradesman|spawn|104075|playerX|playerY|playerZ|playerHeading||
30464|dalnir|Haggle_Baron_Dalnir|despawn|self||||||
30464|dalnir|Haggle_Baron_Dalnir|emote|%s stares at the broken blade for some time. After a few moments of studying, the apparition begins to draw and scribble on the parchment. He works with amazing speed as the memories from his past flood from his quill. The diagrams and runes that etch the surface of the parchment begin to glow. The legendary Haggle Baron rolls the parchment and hands it to you. Smiling, he bows deeply and quickly fades away.||||||
30465|dreadlands|Baldric_Slezaf|emote|%s looks shocked as you hand him the pages and the mystical lute. 'I will put on a symphony the likes of which the gods have never seen. Thank you so much,  $N. Please take this sword as a token of my gratitude.||||||
30466|dreadlands|Brother_Balatin|emote|%s holds his arms out and a fine robe materializes before your eyes. You grab it just in time to see the skeleton fade from existence.||||||
30467|dreadlands|Brother_Balatin|despawn|self||||||
30467|dreadlands|Brother_Balatin|emote|%s quickly stashes the flute inside of his ribcage, where it joins another. 'If you want the true Flute of Zan-Fi, you'll have to take it from me!'||||||
30467|dreadlands|Brother_Balatin|spawn|86004|playerX|playerY|playerZ|playerHeading||
30468|dreadlands|gem_cutter_skeleton|emote|%s eyes sparkle as you hand it the gem.||||||
30468|dreadlands|gem_cutter_skeleton|say|Worth more to you crushed, that is! Find a spectral pestle, and crush it to dust!||||||
30468|dreadlands|gem_cutter_skeleton|say|Yes! Yes! This is the greenest of gems!||||||
30469|dreadlands|Veltar|say|So you are finally ready for the final rung. Here it is, you shall receive mine for I quest for the fists of Cazic Thule no longer.||||||
30470|droga|an_Iksar_slave|emote|%s hands you a shackle and removes the coppernickel shackle so he may flee. He places your shackles on his wrists and darts into the darkness.||||||
30471|droga|an_angry_goblin|emote|%s howls in triumph! 'This is just what I needed! Skargus is mine now, wait until he finds out, just wait! His death is close at hand. Follow me and I'll take you to Skargus's chamber, you can wait there while I take this report to the chief!'||||||
30472|droga|an_enslaved_iksar|despawn|self||||||
30472|droga|an_enslaved_iksar|emote|%s escapes with a flash, but before he goes, he speaks, 'At last!! The keys which shall bring me freedom! I thank you and here is the contraption needle. Good luck.'||||||
30473|droga|a_goblin_traitor|emote|%s looks relieved when he sees your signet of service and eyes you with a bit more respect. 'Good! They tell'd me to wait here for ya, can't say I like it but here I sits. Itbe good to be rid of Skargus though, so I be a happy one, oh yes. Want to know the plan then?'||||||
30474|droga|Jeren_Manri|say|Oh! Thank you, I assume this means that Thiran sent you. I ran off with the incorrect book without thinking to check. Would you be kind enough to return this to him?||||||
30475|eastkarana|Althele|emote|%s looks at the coin and nods gravely at you as she slips it into a fold of her clothing. 'I see. The story of this coin speaks much to me as do the words you have given me. Telin sent word that you would arrive. The tidings you bring are ill indeed. Here, take this amulet and find Sionae. She is nearby. We will speak more on this matter when all are present.'||||||
30475|eastkarana|Althele|spawnunique|15178|-2595|-1595|4|127||
30476|eastkarana|Althele|despawn|15167||||||
30476|eastkarana|Althele|despawn|15170||||||
30476|eastkarana|Althele|despawn|15178||||||
30476|eastkarana|Althele|despawn|self||||||
30476|eastkarana|Althele|despawn|15042||||||
30476|eastkarana|Althele|despawn|15043||||||
30476|eastkarana|Althele|emote|%s hands the book to Tholris who reads through it with lines of concern etched on his face, then whispers into her ear. 'Dire news, indeed. This cannot be allowed. I must keep this book but you,  $N, must not allow Innoruuk to seed the land with his hatred and filth. You have only just begun your quest. The path you are guided upon will be difficult, if not impossible, but someone must finish it. Please, take this, read of it, follow its instructions. Tunare bless your path and Karana watch over you.||||||
30477|eastkarana|Ganelorn_Oast|say|Ah, what do we have here? A letter? Hmm? Scented with a familiar fragrance too. You must have gotten this from Lily. I do wish I had more time to spend with her, for she is a very sweet girl. If she trusts you to deliver such a letter, I must ask you to do me a favor for me. Please take these eggs. They are a very rare species of albino rattlesnakes which were thought to have been extinct due to poachers who eat them as a delicacy and griffins which prey on them. If these eggs hatch there is hope for the species. I need you to deliver them to my master, Kithicor.||||||
30478|eastkarana|Ganelorn_Oast|say|This does speak highly of you, my friend, an award from Kithicor does not come easy. But I must see more of your skills before I can consider teaching you. Lily's brother Devin is my current pupil - I need you to gather some equipment for me so I can properly train him. I require the following items of you - a smoldering sash, an adamantine ring and a blade forged of electrum. I also need a favor. Take this credit slip to Aanina Rockfinder. She is a merchant from whom I purchased a gift for Lily it should be ready by now.||||||
30479|eastkarana|Ganelorn_Oast|say|You have done well. I sense the one I have been hunting in the distance. As your final test, you must track him down and destroy him.||||||
30479|eastkarana|Ganelorn_Oast|spawnunique|15183|-2712|-800|15.6|138||
30480|eastkarana|Ganelorn_Oast|say|You,  $N, are a worthy forester. It brings me great pride to present you this scroll that I have only passed to the finest in all of Norrath. Now you, too, may call the flames.||||||
30481|eastkarana|Milea_Clothspinner|say|My sister is in danger. She is all the family I have left. I shall be on my way soon. Please take her my handkerchief, so she knows you have contacted me. Thank you. I am thankful Nerissa ran into you. I just wonder why she did not tell Kane about her suspicions.||||||
30481|eastkarana|Milea_Clothspinner|spawnunique|15193|-1870|-5521|3|226||
30482|eastkarana|Milea_Clothspinner|say|Oh great!! I thought I'd saw that last of Plagus, or as all the women in the Steel Warriors called him, the Plague. Please do not tell him where I am. It must have been a long journey for you. Here. A little something for your wasted trip. I found it on the ground. Have fun going back to Freeport.||||||
30483|eastkarana|Nuien|say|So be it. Do as you have done before and find the next. Teloa is the last.||||||
30483|eastkarana|Nuien|spawnunique|15170|-3840|-2854|126.5|61.8||
30484|eastkarana|Sionae|say|I see that the time has come. Take the amulet and give it to the third of our kin, Nuien. I will meet you at the gathering.||||||
30484|eastkarana|Sionae|spawnunique|15167|-3657|300|3|183||
30485|eastkarana|Sir_Morgan|say|What a grand donation!! You must be a rich noble to be making such a donation. Here, I am but a simple warrior, but I found this lying on the highway to Highpass Hold. The lifeless corpse next to it had no more need of it.||||||
30486|eastkarana|Teloa|say|begins walking toward the gathering spot. 'Follow, friend.'||||||
30487|eastkarana|Tenal_Redblade|say|So, you know my brother Kargek. He is weak and does not believe the legend that our family was chosen by Rallos Zek to bear the great scabbard. Yet he still holds it. Very well, I shall give you the first test since my 'dear' brother seems to have forgotten it. Travel to the fortress where the children of Rallos were first cursed by the Rathe and bring me the heart of one of the goblins who have made it their new home. Do not return without the heart of your foe and this war totem.||||||
30488|eastkarana|Tenal_Redblade|say|Very good, you have wreaked havoc on your foes in the ancient land of the giants. Rallos Zek must have guided your blade. (Tenal's voice is suddenly silenced and you feel as if your body is frozen. From Tenal's lips issues a voice that is not his own.) 'Bring this mortal the scales of the children of Veeshan. The red and green as well as my war totem. I will guide your blade.' Your movement returns as Tenal falls to the ground, gasping for breath.||||||
30489|eastkarana|Tenal_Redblade|emote|%s looks at you oddly as you hand him the scales. 'What are..? 'You have done well, mortal, and you will be rewarded if you are truly brave. Travel to the Plane of Hatred and slay the ancient bard who lives there. Do not return without his hand and this mark or you will never be a true warlord.' Tenal drops to the ground as the last words leave his lips.'||||||
30490|eastkarana|Tenal_Redblade|emote|%s looks horrified as you give him the hand of the Maestro of Rancor and show him the mark of the sword.  The godlike voice returns, 'You have done well to acquire this. One final task must be completed before you hold the red scabbard in your mortal hands.' Tenal reaches out and hands you a note. 'Take this note and a wingblade of the spirocs to Kargek. When he receives them, I will speak to you one last time.'||||||
30491|eastwastes|##Garadain_Glacierbane|despawn|self||||||
30491|eastwastes|##Garadain_Glacierbane|say|Good work friend! The Dain will hear of this right away. We couldn't have defeated the Ry'gorr  without your help. Take this ring as proof that you have served the Coldain well. You may wish to show it to the Seneschal should you ever stop in our fine city. Farewell,  $N, it has been my pleasure knowing you.||||||
30492|eastwastes|#Boridain_Glacierbane|say|Yes! I've done it! The vile beast is finally dead. I will at last be revered as the mighty hunter I am. Here is your axe back, I broke it on the killing blow. Take it as proof that you are a friend of the greatest hunter in the history of the Coldain!||||||
30493|eastwastes|#Dobbin_Crossaxe|despawn|self||||||
30493|eastwastes|#Dobbin_Crossaxe|say|Thank you,  $N. Your deeds will be mentioned to  the Dain. Please take this note from Corbin to Garadain. It may help him to achieve victory over the enemy.||||||
30493|eastwastes|#Dobbin_Crossaxe|spawnunique|116036|-574|-3188|158|62||
30494|eastwastes|a_coldain_lookout|say|Aahhh.. You're too late! They're upon us! To arms, men! Death to Scarbrow!||||||
30494|eastwastes|a_coldain_lookout|spawn|116021|-2731|-91|150|200||
30494|eastwastes|a_coldain_lookout|spawn|116021|-2696|-93|149|200||
30494|eastwastes|a_coldain_lookout|spawn|116022|-2687|-115|150|200||
30494|eastwastes|a_coldain_lookout|spawn|116022|-2727|-91|150|200||
30494|eastwastes|a_coldain_lookout|spawn|116022|-2716|-97|150|200||
30494|eastwastes|a_coldain_lookout|spawnunique|116020|-2715|-110|152|200||
30495|eastwastes|an_ogre_mercenary|despawn|self||||||
30495|eastwastes|an_ogre_mercenary|say|It's about time, whelp.  Take your payment and leave, you're scaring away my... clients.||||||
30496|eastwastes|Boridain_Glacierbane|despawn|self||||||
30496|eastwastes|Boridain_Glacierbane|say|Say! This looks just like the axe my uncle uses. With this I can kill the beast for sure! Now please, be very quiet, I must track my prey. I won't return to Thurgadin without the hide of the rabid tundra kodiak!||||||
30496|eastwastes|Boridain_Glacierbane|spawnunique|116016|playerX|playerY|playerZ|playerHeading||
30497|eastwastes|Captain_Berradin|say|You gotta be kiddin me, Avalanche Ale? Haven't had a bottle a this stuff in ages. Brell bless you,  $N! Glug, glug, glug...||||||
30498|eastwastes|Fjloaren_Icebane|say|Thank you for bringing the supplies,  $N. This season has not treated my clan well.  The winds have grown colder and the Coldain are now brazen enough to hunt the same animals we do.  Take this torque back to Svekk and he will repay you for the supplies.||||||
30499|eastwastes|Garadain_Glacierbane|say|Very well,  $N, give me the Adamantite ring and I will give you the marching orders. Once the orders are given to Gloradin in the next hut, we will be underway. You then must follow me to what will be our battleground. I must warn you, I will hold your ring until the head of Chief Ry`gorr is given to me. If we fail, all will be lost... for both of us.||||||
30500|eastwastes|Garadain_Glacierbane|say|Ahh, that'll do fine. Take this, it is but a trinket for now, but continue to serve the Coldain and it will grow in power. I must get some rest now, for I have been told my nephew has disappeared again and I will need to track him down tomorrow.||||||
30501|eastwastes|Garadain_Glacierbane|say|Well done friend! My nephew is safe at home and his thirst for adventure is quenched for now. The beast will claim no more of our people. I couldn't have handled it better myself. Now I can get back to the business of hunting.||||||
30502|eastwastes|Garadain_Glacierbane|say|Hrmm, not quite the work of a Coldain. Barely functional, in fact. I'll be needing to touch this up a bit. Fetch me a Coldain smithing hammer and I'll be sure to tell my associates in Thurgadin of your deeds.||||||
30503|eastwastes|Garadain_Glacierbane|say|Ahh, there we go now, that's more like it. It would be time to return to the hunt were it not for the plans our spies have discovered.||||||
30504|eastwastes|Garadain_Glacierbane|say|Without your assistance, we would have lost our camp and our lives. Again, I thank you. Now that you have proven your loyalty to the throne I have a special favor to ask of you.||||||
30505|eastwastes|Garadain_Glacierbane|emote|%s lowers his head and mutters, 'At least there will be some closure for their families, thanks to you. The Ry`gorr will pay for this with their lives! I will ask you to help us in the invasion of Ry`gorr keep, but first I have a delicate mission I was hoping you'd handle.||||||
30506|eastwastes|Garadain_Glacierbane|say|Thank you,  $N, your service to our people has been most helpful. The time has come for our people to make war with the Ry`gorr. They must pay for their transgressions against our people. We are just waiting on you. Prepare yourself for glorious battle and tell me when you are ready.||||||
30507|eastwastes|Garadain_Glacierbane|emote|%s Give this to Gloradin and return to me immediately, it is time. May Brell be with us!||||||
30508|eastwastes|Garath_the_Trader|say|Ah, excellent! Guess standin out here in the cold proved worthwhile for me after all. You take that weapon and enjoy it, I know I`ll be getting some use of this one. Safe travel to ya, friend!||||||
30509|eastwastes|Garath_the_Trader|say|Ah, excellent! Guess standin out here in the cold proved worthwhile for me after all. You take that weapon and enjoy it, I know I`ll be getting some use of this one. Safe travel to ya, friend!||||||
30510|eastwastes|Garath_the_Trader|say|Ah, excellent! Guess standin out here in the cold proved worthwhile for me after all. You take that weapon and enjoy it, I know I`ll be getting some use of this one. Safe travel to ya, friend!||||||
30511|eastwastes|Garath_the_Trader|say|Ah, excellent! Guess standin out here in the cold proved worthwhile for me after all. You take that weapon and enjoy it, I know I`ll be getting some use of this one. Safe travel to ya, friend!||||||
30512|eastwastes|Gloradin_Coldheart|despawn|self||||||
30512|eastwastes|Gloradin_Coldheart|despawn|116063||||||
30512|eastwastes|Gloradin_Coldheart|despawn|116084||||||
30512|eastwastes|Gloradin_Coldheart|despawn|116196||||||
30512|eastwastes|Gloradin_Coldheart|say|Thank you. I will return to the Dain and inform him that the battle is underway. Please escort Garadain to the battlefield and see that he returns safely. May Brell bless you and bring you victory over these beasts.||||||
30512|eastwastes|Gloradin_Coldheart|spawnunique|116058|playerX|playerY|playerZ|playerHeading||
30512|eastwastes|Gloradin_Coldheart|spawnunique|116064|-2713|-390|181.5|19||
30513|eastwastes|Korrigain|say|Many seasons ago I stood here in life with my comrades, the best warriors Thurgadin had to offer. Along with our faithful wolven army we were poised to eliminate the Kromrif presence in the region. Somehow, the enemy was made aware of our plans and just before our attack, a group of Ry'Gorr oracles charmed our wolves, forcing them to tear down their own masters. We were caught by surprise and died a savage death.||||||
30514|eastwastes|Peffin_Ambersnow|despawn|self||||||
30515|eastwastes|Tain_Hammerfrost|say|I will report your selfless actions when I return to Thurgadin. Take this for your troubles, friend. I hope you find it useful. Fare thee well.||||||
30516|eastwastes|Tanik_Greskil|despawn|self||||||
30516|eastwastes|Tanik_Greskil|say|Thank you,  $N. I shall be eternally grateful to you. Should you ever require my assistance I pledge to you my aid. Please deliver this to Borannin, it is imperative that he deliver this to the Dain at once. Farewell for now outlander....||||||
30517|ecommons|Altunic_Jartin|say|You are the one they have sent? A squire?!! I hope you can help me. I gather items strewn upon the grounds of the Commonlands. I sell them at good prices. Lately, I have been terrorized by a human rogue named Narl. He will no doubt appear at my house soon. Bring his head to me.||||||
30518|ecommons|Altunic_Jartin|say|You have performed a great service to me, but I fear others will attack me while I stroll the countryside. It would be very noble of you to fetch me a cloth shirt for protection from wicked creatures. It is not much, but it will help.||||||
30519|ecommons|Altunic_Jartin|say|Thank you. You are very noble for a squire. I can see you becoming a very valuable asset to the Hall of Truth. Take this token. Tell Merko that you have earned the Token of Generosity.||||||
30520|ecommons|Bubar|say|Mmmph!!.. *Pop!!* Ouch, my thumb!! Here you are. You had a gem inside.||||||
30521|emeraldjungle|#Scout_Vyrak|despawn|self||||||
30521|emeraldjungle|#Scout_Vyrak|say|Excellent work,  $N! Judging by the speed with which it altered that spirit, this totem must be extremely powerful. I've wrapped it, so you should be safe from its magic. Just be sure to keep it in the case. Once you have all of the totems, seal the case and make your way back to Shar Vahl. They will be waiting for you there. I'll continue to look for the person that perpetrated this vile act.||||||
30522|emeraldjungle|Scout_Vyrak|despawn|self||||||
30522|emeraldjungle|Scout_Vyrak|say|Well met,  $N, well met indeed I find comfort in the fact that the jungle permitted your passage to me! Maybe there is still hope we can stop this disturbance before any more damage can be done to the balance of the spirit realm I have spent several weeks tracking the corrupted spirit. It seems to have made a home of the ruins just south of here. The spirit no longer resembles he entity that it once was. It is quickly becoming something foul and savage. Let us hope that you are not too late.||||||
30522|emeraldjungle|Scout_Vyrak|spawn|94126|-690|4054|-44|0||
30522|emeraldjungle|Scout_Vyrak|spawnunique|94015|playerX|playerY|playerZ|0||
30523|emeraldjungle|Spirit_Sentinel|say|Excellent! Go into the city and gather what evidence you can. The ghosts who still walk the streets may hoard precious memories that will aid us. Take this booklet and combine what you find in it. Then bring me the completed report. From there, we will know where to look next.||||||
30524|emeraldjungle|Spirit_Sentinel|say|Ahh, you live, shaman! I am glad the beasts of this jungle haven't torn your body asunder. Tell me, do you still walk the path? Are you willing to continue what you have started?||||||
30525|emeraldjungle|Spirit_Sentinel|emote|%s begins to weep softly as he sees the pelt, battered and bloody. After a few moments, he says, 'We can only hope his passing was quick and painless. The Dire was powerful and yet you overcame him. Always remember that when you became Heyokah, it was the passing of a noble, yet misguided being that allowed you to do so. You should hold a special place in your heart for him and what he was in life. To help you remember him, we will fashion this pelt into a pair of boots and give them to you. With every step you take, you must think on the Dire, else his death be in vain forever.||||||
30526|emeraldjungle|Spirit_Sentinel|emote|%s Ahhh good, let us hope what you have found will point us in the right direction. Hmmm...this is interesting. It appears the disappearance of the first queen may have caused Rak'Ashiir's faith to decline. From there, the first King Rak laid down the groundwork for the city's eventual demise. We need to learn what happened to the queen. Perhaps bringing this knowledge to the King's now cursed form will lift the mantle. We've learned that the last lord of Torsis, Ghiosk, was a bit of a historian. Find him and see what you can learn about the queen. Take what you find to my brother here in the jungle beneath the murky waters of a pond.||||||
30527|emeraldjungle|Spirit_Sentinel_|say|Hmmm, it appears the queen's disappearance wasn't as random as we thought. It also looks as if this High Scale was having some sort of affair with Neh. We have little but speculation at this point so making it known to Nak'Ashiir would do nothing. Perhaps finding the resting place of the High Scale will show us more in the way of what really happened. We suspect the icon mentioned in this log could now be located in the city's old temple. Find the icon and bring it to Kirn, wherever he is. Tell me what you learn afterwards.||||||
30528|emeraldjungle|Spirit_Sentinel_|say|So, the truth is found!  Nak mourned over the loss of his child instead of relishing the blessing of his god, Cazic-Thule. His wife and the High Scale then abandoned him in disgust, but even that was an aftereffect of what caused the king to turn his back on his faith. The child is the key!  If we put the child to rest, Nak may repent of what he has done and the mantle may be lifted. The most difficult task is now at hand. Find the child, then take proof of her passing to Nak. I can feel the mantle's foundation crumbling!  Now, go!||||||
30529|emeraldjungle|Spirit_Sentinel_|emote|%s What is this?  The scale of Rak'Ashiir's father?  Then Rak has repented his mistake?  But why is the mantle still in place?  If Rak has repented, then the mantle should have dissolved since he was the one who initiated its construction.  But is its initiation the key?  How could we have been so blind?  Kirn said Rak'Ashiir had the blood of his people on his hands but that is false. Rak merely pointed to a path that would lead them to destruction.  It was the people who chose to follow. Now all is lost.||||||
30530|erudnext|Beth_Breadmaker|say|Ah yes! This is exactly what I am looking for, dear. Let me put these on the shelf right away. Here is some coin for your trouble. Perhaps we can do business again sometime.||||||
30531|erudnext|Beth_Breadmaker|say|Oh, wonderful fresh bread! Thank you for making the trip, that is such a long way. Here, I hope this covers your travel expenses. You have my deepest thanks.||||||
30532|erudnext|Breya_Nostulia|say|Well done,  $N. I had a feeling you would return victorious. Here is your reward, the Leggings of Midnight Sea. Wear them with pride for the Ocean Lord. If you are interested in aiding us further, you may want to ask Gans about his brother.||||||
30533|erudnext|Camin|say|So you have met Solomen, eh? He is a man with a wealth of knowledge. It is good to hear he is well.||||||
30537|erudnext|Collier|say|There is the weapon treatment I promised you. Use it in a forge with either a Long Sword or a Scimitar. Choose which weapon you prefer carefully as there is only enough of the substance for a single treatment.||||||
30538|erudnext|Depnar_Bulrious|say|Welcome to the Temple of Divine Light. I am Master Bulrious. Here. we study and spread the will of Quellious. Here is your guild tunic. Go find Jras Solsier. he will get you started with your first lesson.||||||
30539|erudnext|Dleria_Mausrel|say|So you wish to journey to Qeynos? So be it. Go to Qeynos and find me a willing convert. Ask them if they wish the blessing of Prexus. If so, they should snap their pole in two and you will return it to me. Do this and be rewarded.||||||
30540|erudnext|Dleria_Mausrel|say|Good work, young priest. Soon you shall carry the word of the Ocean Lord to distant lands. For now, continue your training. As for your reward, I have this which has been sitting in our vault. I hope it can be of use to a young priest such as yourself.||||||
30541|erudnext|Dleria_Mausrel|say|Peeuww!! That most certainly is zombie flesh!! Here is your reward. You have done a fine service in the name of Prexus. Soon you shall advance and we may tell you of greater dangers lurking in the depths.||||||
30542|erudnext|Gans_Paust|say|Yes. welcome friend! Here is your guild tunic. You'll make a fine addition to the Deepwater Knights. Go see Dleria, she will get you started in your studies.||||||
30543|erudnext|Gans_Paust|say|Ahhh, thank you for your effort,  $N. I'm glad he's doing ok despite the theft. I now award you the Sleeves of Midnight Sea. May they protect you until the time of our glorious redemption.||||||
30544|erudnext|Jras_Solsier|say|You have served us well. The harmony of the forest shall be preserved. I have word that theses infidels were all working for one man. Find me evidence pertaining to this man. Surely one of these poachers has something which could aid in finding this man. We must stop him to stop the poachers. Go in peace.||||||
30545|erudnext|Jras_Solsier|say|It is done! Quellious will look favorably upon our church and we will look favorably upon you. Go in peace.||||||
30546|erudnext|Laoni_Reista|say|Good work. You have shown these rogues who are the better swimmers. Now we have proof of their involvement. You are a fine addition to the temple. Take this small reward. Go, and serve Prexus.||||||
30547|erudnext|Leraena_Shelyrak|say|Return to the Warrens and obtain eight of the bronze symbols worn by the kobolds greater shaman. Place them in this sack that has been blessed by the powers of Quellious to protect you from the evil influence of the evil symbols. Return the full sack with your initiate symbol of Quellious.||||||
30548|erudnext|Leraena_Shelyrak|say|Greetings. and welcome to the Temple of Divine Light! Here is your guild tunic. Serve Quellious well. Please see Lumi Stergnon - he has a task for you.||||||
30549|erudnext|Leraena_Shelyrak|say|It is imperative that we discern the nature of these symbols and the source of the kobolds shamanistic powers. There is a citizen of Erudin residing in Freeport named Glyssa Sonshaw. She is quite possibly the most knowledgeable individual in the field of heraldic and hieroglyphic studies. Take the high shamans necklace and this note to her. When you have discovered the nature of the symbols return to me with the documentation and your Disciple Symbol of Quellious.||||||
30550|erudnext|Leraena_Shelyrak|say|This is important news indeed. It seems there is a tribe of cat men in the Stonebrunt Mountains that wishes to form an alliance with Erudin. I must alert the High Council of this immediately, thank you for your services.||||||
30551|erudnext|Leraena_Shelyrak|say|I am unfamiliar with the markings that adorn these necklaces. You have done well thus far in hindering the kobolds worship of their evil deity. I award you the Initiate Symbol of Quellious. Return to me when you feel you are ready to deal with the greater kobold shaman.||||||
