ZoneShortName|ShapeType|LiquidType|SlantType|MaterialName|NorthX|SouthX|WestY|EastY|TopOrOnlyZ|BottomZ|MinDepthOrHeight|StepSize|NorthY|SouthY|WestX|EastX|NorthXLimit|SouthXLimit|WestYLimit|EastYLimit|NorthWestY|NorthEastY|SouthWestY|SouthEastY|EastNorthX|EastSouthX|WestNorthX|WestSouthX|CylinderCenterX|CylinderCenterY|CylinderRadius|ForcedAlignedAreaName|Comment
guktop|levelplane|water||t75_wguk1|1125.5219|871.2829|244.85889|143.7448|-57.91784|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|872.3159|700.68726|230.10847|126.5289|-84.96859|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|786.31494|700.68726|126.5389|12.96488|-84.96859|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|700.69727|673.3117|158.22371|12.96488|-84.96859|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|673.3217|652.27637|144.4801|12.96488|-84.96859|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|652.2864|558.42163|113.90214|12.96488|-84.96859|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|558.43164|544.65625|66.63496|12.96488|-84.96859|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|942.1768|785.6938|36.78838|-79.6836|-125.93736|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|786.42053|769.2423|-25.84043|-44.14046|-153.94745|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|1119.1302|1092.1399|335.00372|308.9717|-82.96873|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|253.33653|138.75012|152.71475|67.29447|-0.99999|0|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|251.96324|237.87161|67.304474|41.96924|-0.99999|0|55|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|311.8748|207.78175|43.26198|-59.96873|-27.99999|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|233.09454|194.51498|-33.40786|-73.35135|-27.99999|0|22|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|209.9085|179.35248|0.00358|-20.19188|-0.01|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|209.9085|179.35248|-20.181879|-99.5043|-0.01|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|quadrilateral|water||t75_wguk1|223.91846|209|-14.02771|-31.6659|-0.01|0|200|0.2|-28.02627|-33.40054|209.90256|223.73753|223.91846|209|-14.02771|-31.6659|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|217.84277|207.96832|-22.13365|-37.86208|-0.01|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|824.67126|812.858|460.85504|448.8462|-68.96869|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|399.58633|293.23093|-59.96666|-114.73106|-41.96871|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|434.90323|311.87177|98.15142|-59.95666|-41.96871|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|508.33185|377.2178|186.73071|82.59255|-41.96871|0|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
guktop|levelplane|water||t75_wguk1|451.952|363.1419|-13.112|-127.28446|-84.96872|0|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
halas|levelplane|water||t75_agua1|-16.8227|-464.1634|195.24857|-189.50568|-2.99997|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
halas|levelplane|water||t75_agua1|199.2939|177.71974|-199.56396|-224.85645|-0.99997|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
highpass|levelplane|water||t50_w1|-52.05863|-396.37967|488.07578|248.0358|-0.99996|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|531.5603|320.95984|436.70285|82.40594|-349.875|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|711.45605|558.99567|-908.0723|-1057.3083|-83.9687|0|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|462.96948|377.55823|-474.5414|-565.9656|-195.91623|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|509.42535|483.2202|-165.89214|-179.7858|-196.90617|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|505.8323|485.2406|-175.22401|-206.39095|-223.90617|0|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|209.73172|163.09578|-138.0175|-212.54424|-251.90622|0|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|1.11353|-14.94506|-202.14032|-232.14127|-279.8749|0|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|-25.82891|-84.6179|-25.68694|-56.63112|-349.885|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|120.32404|103.31216|-12.44935|-29.56973|-349.875|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|15.9777|-16.02741|211.93448|180.20473|-307.875|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|112.89996|96.90393|155.00963|138.98907|-349.8749|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|189.84367|160.87328|330.02142|292.66446|-349.885|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|35.8806|19.90093|442.08908|425.78516|-349.87497|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|467.1478|462.4289|-243.48654|-248.41788|-144.93747|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|463.20584|458.28043|-239.39626|-252.31572|-144.93747|0|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|-82.05883|-84.66043|267.7517|263.92194|-289.7849|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|-59.59133|-84.66322|270.36072|261.38184|-307.885|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|272.59094|209.1912|871.8768|796.87134|-476.81247|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|958.6138|834.96106|870.8198|733.7377|-856.6559|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|917.3579|889.5874|535.84644|513.90393|-572.78125|0|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|582.9758|510.56793|409.5388|264.88617|-896.6562|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|605.38965|578.5045|387.3562|330.56372|-896.6562|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|594.4863|510.56793|331.23038|279.5074|-896.6562|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
hole|levelplane|water||t50_w1|560.78326|510.56793|266.73697|243.89827|-896.6562|0|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
iceclad|levelplane|water||d_w1|8819.658203|-8819.745117|12283.79492|-24357.74023|-39.998951|0|130|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
innothule|levelplane|water||t75_sw1|2322.1047|-2615.4902|1750.9744|-670.81683|-31.62469|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|268.66492|170.16914|-122.80333|-212.12897|-1.99997|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|193.90419|169.3611|-210.32246|-233.38544|-1.99997|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|170.36237|44.06265|-211.47797|-333.23096|-1.99997|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|88.34155|86.89158|375.2906|368.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|87.94155|86.49158|375.69058|368.11447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|86.54155|85.091576|377.09058|366.71448|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|85.141556|83.69158|378.4906|365.31445|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|83.741554|82.29158|379.8906|363.91446|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|82.34155|80.89158|381.2906|362.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|80.94155|79.49158|381.2906|361.11447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|79.54155|78.091576|381.2906|359.71448|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|78.141556|76.69158|379.8906|358.31445|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|76.741554|75.29158|378.4906|356.91446|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|75.34155|73.89158|377.09058|355.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|73.94155|72.49158|375.69058|355.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|72.54155|71.091576|374.2906|355.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|71.141556|69.69158|372.8906|355.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|69.741554|68.29158|371.4906|356.51447|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|68.34155|66.89158|370.09058|357.91446|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|66.94155|65.49158|368.69058|359.31445|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladima|levelplane|water||d_m0001|65.54155|64.091576|367.2906|360.71448|1.00001|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladimb|levelplane|water||t50_agua1|789.4454|736.1437|379.17508|226.05852|-75.96874|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladimb|levelplane|water||t50_agua1|1203.5365|1120.6893|188.96297|76.61378|22.00002|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladimb|levelplane|water||t50_agua1|628.4133|443.05032|-26.54249|-200.40506|-3.99996|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kaladimb|levelplane|water||t50_agua1|460.28204|330.70923|-42.51915|-153.39005|-3.99996|0|50|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|295.42444|-255.7387|173.62135|-245.66296|-3.99999|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|-155.51534|-261.28354|-162.7068|-450.11844|-3.99999|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|-140.48029|-158.5449|-340.42645|-358.40836|-3.99999|0|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|-102.27288|-139.45206|-400.9278|-447.814|-13.99997|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|volume|water|||-126.83452|-173.6325|-408.35007|-449.34213|-14.66867|-40.3997|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|volume|water|||-75.07947|-123.1469|-419.37393|-444.704|-40.0687|-100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|-20.20064|-75.79051|-420.3337|-435.19275|-39.9687|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|1.01383|-17.50133|-711.6082|-761.3954|-32.99996|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|-10.01707|-46.76713|-713.72705|-764.5171|-32.99996|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|302.0399|175.14047|-168.46465|-386.98468|-3.99999|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|292.45697|191.33084|-294.2218|-609.8432|-3.99999|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|110.70062|81.68165|-444.72443|-463.41913|-41.96872|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|131.34439|61.67876|-464.5756|-476.6241|-39.96873|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|83.27489|61.67876|-440.07025|-476.6241|-39.96873|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|34.2674|-5.826|-367.7484|-393.60352|-39.96875|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
karnor|levelplane|water||t75_evilwater1|34.2674|-17.47419|-367.7484|-378.75305|-39.96875|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kedge|levelplane|water||Dummy|370|-430|370|-680|400|0|1030|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kerraridge|levelplane|water||d_agua1|921.8417|-803.68097|-298.1457|-652.80206|-0.00993|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kerraridge|levelplane|water||d_agua1|105.10497|-463.91235|487.0974|-299.26694|-0.00993|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kerraridge|levelplane|water||d_agua1|-463.8254|-803.68097|451.51956|-107.27568|-0.00993|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kerraridge|levelplane|water||d_agua1|-548.3089|-803.68097|-105.71613|-299.28268|-0.00993|0|100|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kithicor|levelplane|water||d_w1|107.21662|-697.14545|463.53128|-773.157|-49.73634|0|200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|-106.7921|-127.12207|288.79492|268.54904|-125.9375|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|123.12538|99.9234|187.59715|158.06941|-120.93749|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|-66.34087|-78.20177|-101.64855|-112.5402|-108.96874|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|30.77728|13.26474|-75.55241|-120.49428|-110.96873|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|volume|water|||150.72495|24.39996|-92.11511|-239.7794|-113.20457|-250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|158.64043|53.63183|-17.20407|-107.36286|-121.9375|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|284.80887|147.89589|51.15578|-8.75971|-124.93749|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|148.00462|97.12283|26.08278|-6.47455|-121.9375|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|volume|water|||151.2842|90.78609|82.21247|-8.57454|-122.71808|-300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|114.8336|25.34737|153.85623|-8.10444|-121.93748|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|25.67032|-138.52753|207.82681|-10.28105|-124.93749|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|0.83542|-69.15383|216.98827|205.09338|-124.93749|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|-98.34879|-186.88068|132.5636|59.31443|-126.9375|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
kurn|levelplane|water||d_kw1|-137.36536|-179.62082|152.1947|131.82635|-126.9375|0|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|levelplane|water||d_w1|1502.1201|-2497.939|1338.1266|-1861.9683|65.18759|0|400|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1057.1565|1046.1862|-1526.0312|-1568.4536|76.781|65.33474|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1066.6497|1057.122|-1521.9556|-1568.5498|76.78413|76.77755|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1076.8241|1066.6151|-1519.1792|-1569.5475|80.59784|76.78069|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1086.8429|1076.7897|-1516.1448|-1567.6644|83.02311|80.59439|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1096.7607|1086.8083|-1516.9495|-1561.3314|83.84306|83.01966|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1105.8679|1096.7262|-1519.828|-1567.142|86.23842|83.83961|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1126.6635|1105.8334|-1516.9844|-1566.2719|94.15132|86.23497|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1136.9725|1126.6289|-1522.6804|-1567.58|94.25025|94.14787|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1146.9366|1136.938|-1523.9087|-1567.9093|97.46471|94.24681|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1170.5841|1146.9021|-1523.5516|-1575.275|97.46899|97.46127|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1197.111|1170.5497|-1509.716|-1579.9105|100.9071|97.46554|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1206.9022|1197.0764|-1517.065|-1563.2965|103.65652|100.90366|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1231.7222|1206.8678|-1514.6312|-1574.0103|106.12049|103.65308|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1246.7296|1231.6876|-1523.6036|-1569.902|106.15888|106.11705|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1258.524|1246.6951|-1519.6587|-1569.2627|108.92312|106.15544|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1268.4542|1258.4895|-1521.9628|-1568.6332|110.59773|108.91967|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1277.989|1268.4197|-1522.0051|-1565.9294|110.62509|110.59428|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1299.0037|1277.9545|-1514.3455|-1567.5131|122.21884|110.62164|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1308.3491|1298.9691|-1516.8457|-1563.3877|122.21876|122.21539|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1328.5956|1308.3146|-1515.8145|-1564.9711|129.94783|122.21532|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1338.0677|1328.5612|-1521.0823|-1569.1353|129.96881|129.94438|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1348.7357|1338.0332|-1525.0984|-1566.0928|132.0276|129.96538|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1368.29|1348.7012|-1508.8302|-1573.4259|133.66771|132.02417|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1395.0813|1368.2555|-1512.1306|-1571.4557|136.60545|133.66426|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1407.4911|1395.0468|-1519.8402|-1559.1526|137.0659|136.602|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1423.3218|1407.4564|-1515.3645|-1557.9124|140.68759|137.06245|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|northhighsouthlow|d_stwt01|1511.7678|1423.2872|-1511.9823|-1594.1538|140.78519|140.68414|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|easthighwestlow|d_stwt01|1516.6395|1475.5292|-1593.099|-1606.1937|143.57933|140.68411|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|easthighwestlow|d_stwt01|1526.4629|1471.6719|-1606.1592|-1655.6333|143.59396|143.57588|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|easthighwestlow|d_stwt01|1528.3098|1476.2456|-1655.5988|-1676.0887|151.29579|143.59052|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
lakeofillomen|slantedplane|water|easthighwestlow|d_stwt01|1524.2925|1471.292|-1676.0544|-1701.2179|151.42404|151.29234|250|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||
