spell_id|wow_class|spell_name|interaction|effect_index|school_mask|affects_damage|affects_healing|restriction|max_base_cast_time_ms|description_or_reason
44543|Mage|Fingers of Frost|describe|0|0|0|0|none|0|The frozen treatment also applies to your EverQuest spells.
44546|Mage|Brain Freeze|describe|0|0|0|0|none|0|Your chill-applying EverQuest direct damage Frost spells can also trigger this, and the effect also makes your next EverQuest direct damage Fire spell instant and free.
44557|Mage|Enduring Winter|describe|0|0|0|0|none|0|Your EverQuest direct damage Frost spells can also trigger Replenishment.
44566|Mage|Chilled to the Bone|align|0|16|1|0|none|0|Also increases the damage caused by your EverQuest Frost damage spells by $s1%.
45234|Priest|Focused Will|describe|0|0|0|0|none|0|The spell critical strike chance also applies to your EverQuest spells.
46859|Warrior|Unrelenting Assault|exclude|0|0|0|0|none|0|Reduces the cooldown of your Overpower and Revenge abilities by $/1000;s1 secs and increases the damage done by both abilities by $s2%. In addition, if you strike a player with Overpower while they are casting, their magical damage and healing will be reduced by $64849s1% for $64849d.
47195|Warlock|Eradication|describe|0|0|0|0|none|0|Also has a chance to trigger when your EverQuest Shadow damage over time spells deal damage.
47198|Warlock|Death's Embrace|describe|0|0|0|0|none|0|The Shadow damage increase also applies to your EverQuest Shadow damage spells when the target is below 35% health.
47201|Warlock|Everlasting Affliction|exclude|0|0|0|0|none|0|Your Corruption and Unstable Affliction spells gain an additional $s2% of your bonus spell damage, and your Drain Life, Drain Soul, Shadow Bolt, and Haunt spells have a $h% chance to reset the duration of your Corruption spell on the target.
47230|Warlock|Fel Synergy|describe|0|0|0|0|none|0|Also triggers from damage done by your EverQuest spells.
47236|Warlock|Demonic Pact|describe|0|0|0|0|none|0|The spell damage increase also applies to your EverQuest Fire and Shadow damage spells.
47236|Warlock|Demonic Pact|exclude|0|0|0|0|none|0|Internal proc effect that does not map to EverQuest spells.
47509|Priest|Divine Aegis|describe|0|0|0|0|none|0|Also triggers from critical heals with EverQuest healing spells.
47516|Priest|Grace|describe|0|0|0|0|none|0|Your EverQuest single target direct healing spells can also trigger this.
47562|Priest|Divine Providence|align|0|0|0|1|none|0|Also increases the amount healed by your EverQuest healing spells by $s1% and reduces the cooldown of your EverQuest healing spells by $s3%.
47562|Priest|Divine Providence|align|2|0|0|1|none|0|
47586|Priest|Twin Disciplines|align|0|0|0|1|none|0|Also increases the healing done by your EverQuest healing spells by $s1%.
48409|Druid|Primal Precision|exclude|0|0|0|0|none|0|Increases your expertise by $s1, and you are refunded $s2% of the energy cost of a finishing move if it fails to land.
48488|Druid|Gale Winds|align|0|8|1|0|area_damage|0|Also increases the damage of your EverQuest Nature area damage spells by $s1%.
48506|Druid|Earth and Moon|describe|0|0|0|0|none|0|The spell damage increase also applies to your EverQuest spells.
48532|Druid|Improved Mangle|exclude|0|0|0|0|none|0|Feral ability modifier whose mask also matches Regrowth.
48962|DeathKnight|Virulence|describe|0|0|0|0|none|0|The spell hit chance also applies to your EverQuest spells.
48987|DeathKnight|Dark Conviction|describe|0|0|0|0|none|0|The critical strike chance also applies to your EverQuest spells.
48988|DeathKnight|Bloody Vengeance|describe|0|0|0|0|none|0|Also triggers from your EverQuest critical strikes.
49140|DeathKnight|Black Ice|describe|0|0|0|0|none|0|This also applies to your EverQuest Frost and Shadow damage spells.
49182|DeathKnight|Blade Barrier|describe|0|0|0|0|none|0|Also triggers from your EverQuest spell casts.
49222|DeathKnight|Bone Shield|describe|0|0|0|0|none|0|The damage increase also applies to your EverQuest spells.
49796|DeathKnight|Deathchill|align|0|16|1|0|direct_damage|0|When activated, also applies to your next EverQuest direct damage Frost spell.
50334|Druid|Berserk|exclude|0|0|0|0|none|0|When activated, this ability causes your Mangle (Bear) ability to hit up to $58923s1 targets and have no cooldown, and reduces the energy cost of all your Cat Form abilities by $s1%. Lasts $d. You cannot use Tiger's Fury while Berserk is active. Clears the effect of Fear and makes you immune to Fear for the duration.
50365|DeathKnight|Improved Blood Presence|describe|0|0|0|0|none|0|Also triggers from damage done by your EverQuest spells.
50685|Warrior|Incite|exclude|0|0|0|0|none|0|Increases the critical strike chance of your Heroic Strike, Thunder Clap and Cleave abilities by $s1%.
51099|DeathKnight|Ebon Plaguebringer|describe|0|0|0|0|none|0|The spell critical strike chance also applies to your EverQuest spells.
51179|Druid|Gift of the Earthmother|describe|0|0|0|0|none|0|The spell haste also applies to your EverQuest spells.
51179|Druid|Gift of the Earthmother|exclude|0|0|0|0|none|0|Global cooldown micro-reduction that does not map to EverQuest spells.
51466|Shaman|Elemental Oath|describe|0|0|0|0|none|0|The spell critical strike chance also applies to your EverQuest spells.
51525|Shaman|Static Shock|describe|0|0|0|0|none|0|Also triggers from your EverQuest damaging spells.
51554|Shaman|Blessing of the Eternals|describe|0|0|0|0|none|0|The critical strike chance also applies to your EverQuest spells.
51560|Shaman|Improved Earth Shield|exclude|0|0|0|0|none|0|Shield charge effect modifier that does not map to EverQuest spells.
51632|Rogue|Blood Spatter|exclude|0|0|0|0|none|0|Increases the damage caused by your Garrote and Rupture abilities by $s1%.
51698|Rogue|Honor Among Thieves|describe|0|0|0|0|none|0|Also triggers from critical strikes with EverQuest spells.
51708|Rogue|Slaughter from the Shadows|describe|0|0|0|0|none|0|The damage increase also applies to your EverQuest spells.
53241|Hunter|Marked for Death|exclude|0|0|0|0|none|0|Mask matches Mend Pet, so it would give shot critical damage bonus to EverQuest healing spells.
53265|Hunter|Aspect Mastery|exclude|0|0|0|0|none|0|Aspect effect value modifier that does not map to EverQuest spells.
53375|Paladin|Sanctified Wrath|exclude|0|0|0|0|none|0|Hammer of Wrath crit chance that would over-generalize to all EverQuest Holy spells.
53486|Paladin|The Art of War|exclude|0|0|0|0|none|0|Judgement-specific damage that should not generalize to all EverQuest Holy spells.
53501|Paladin|Sheath of Light|describe|0|0|0|0|none|0|Also triggers from critical heals with EverQuest healing spells.
53556|Paladin|Enlightened Judgements|describe|0|0|0|0|none|0|The hit chance also applies to your EverQuest spells.
53556|Paladin|Enlightened Judgements|exclude|0|0|0|0|none|0|Increases the range of your Judgement of Light and Judgement of Wisdom spells by $s1 yards and increases your chance to hit by $s2%.
53620|Hunter|Focused Aim|exclude|0|0|0|0|none|0|Reduces the pushback suffered from damaging attacks while casting Steady Shot by $s1%, and increases your chance to hit by $s2%.
53671|Paladin|Judgements of the Pure|exclude|0|0|0|0|none|0|Increases the damage done by your Seal and Judgement spells by $s2%, and your Judgement spells increase your casting and melee haste by $53655s1% for $53655d.
53695|Paladin|Judgements of the Just|exclude|0|0|0|0|none|0|Seal effect value modifier that does not map to EverQuest spells.
53754|Warlock|Improved Fear|describe|0|0|0|0|none|0|Your EverQuest fear spells also cause Nightmare when the fear effect ends.
54646|Mage|Focus Magic|describe|0|0|0|0|none|0|The critical strike chance also applies to the target's EverQuest spells.
55061|DeathKnight|Icy Reach|align|0|16|1|0|none|0|Also increases the range of your EverQuest Frost damage spells by $s1 yards.
56927|Warrior|Unending Fury|exclude|0|0|0|0|none|0|Increases the damage done by your Slam, Whirlwind and Bloodthirst abilities by $s2%.
57470|Priest|Renewed Hope|describe|0|0|0|0|none|0|The critical effect chance also applies to your EverQuest healing spells.
57761|Mage|Fireball!|align|0|4|1|0|direct_damage|0|Your next EverQuest direct damage Fire spell is also instant and free.
57761|Mage|Fireball!|align|1|4|1|0|direct_damage|0|
57810|Druid|Genesis|align|0|72|1|1|none|0|Also increases the periodic damage of your EverQuest Nature and Arcane damage spells and the periodic healing of your EverQuest healing spells by $s1%.
57865|Druid|Nature's Splendor|exclude|0|0|0|0|none|0|Increases the duration of your Moonfire and Rejuvenation spells by ${$m1/1000} sec, your Regrowth spell by ${$m2/1000} sec, and your Insect Swarm and Lifebloom spells by ${$m3/1000} sec.
58414|Rogue|Filthy Tricks|exclude|0|0|0|0|none|0|Physical melee cooldown modifier that should not reach EverQuest spells.
58435|Warlock|Pandemic|describe|0|0|0|0|none|0|Also grants the periodic damage from your EverQuest Shadow damage over time spells the ability to critically hit for the increased damage.
63108|Warlock|Siphon Life|exclude|0|0|0|0|none|0|When you deal damage with your Corruption spell, you are instantly healed for $<percent>% of the damage done. In addition, the damage done by your Corruption, Seed of Corruption and Unstable Affliction damage over time effects is increased by $s2%.
63504|Priest|Improved Flash Heal|describe|0|0|0|0|none|0|The critical effect chance also applies to your EverQuest direct healing spells on targets at or below 50% health.
63534|Priest|Empowered Renew|align|0|0|0|1|periodic_heal|0|Your EverQuest heal over time spells also gain $s1% of your bonus healing and instantly heal for $s2% of their total periodic effect.
63646|Paladin|Divinity|describe|0|0|0|0|none|0|This also applies to your EverQuest healing spells.
