id|name|minmoney|maxmoney|avgmoney|done|min_expansion|max_expansion
91548|91548_a_twilight_wetfang_minnow_MAGELO-GEN|0|0|0|0|-1|-1
91549|91549_a_vas_ren_worker_MAGELO-GEN|1|3000|1000|0|-1|-1
91551|91551_a_grol_baku_legionnaire_MAGELO-GEN|1|3000|1000|0|-1|-1
91552|91552_a_grol_baku_soldier_MAGELO-GEN|1|2500|500|0|-1|-1
91553|91553_a_vas_ren_warrior_MAGELO-GEN|1|2500|500|0|-1|-1
91554|91554_a_grol_baku_scout_MAGELO-GEN|1|2000|250|0|-1|-1
91555|91555_a_grol_baku_warrior_MAGELO-GEN|1|2500|500|0|-1|-1
91556|91556_a_tro_jeg_soldier_MAGELO-GEN|1|3000|1000|0|-1|-1
91557|91557_an_eternal_golem_MAGELO-GEN|40|4000|0|0|-1|-1
91559|91559_a_forgotten_slave_MAGELO-GEN|38|3800|0|0|-1|-1
91560|91560_a_forlorn_slave_MAGELO-GEN|43|4300|0|0|-1|-1
91561|91561_a_tormented_iksar_slave_MAGELO-GEN|43|4300|0|0|-1|-1
91562|91562_an_iksar_slave_MAGELO-GEN|43|4300|0|0|-1|-1
91563|91563_an_undying_iksar_MAGELO-GEN|48|4800|0|0|-1|-1
91564|91564_a_giant_plague_rat_MAGELO-GEN|0|0|0|0|-1|-1
91565|91565_#Johanius_Barleou_MAGELO-GEN|1|2500|500|0|-1|-1
91566|91566_Legionnaire_Falion_MAGELO-GEN|36|3600|0|0|-1|-1
91567|91567_Courier_Balious_MAGELO-GEN|34|3400|0|0|-1|-1
91568|91568_Legionnaire_Kovenic_MAGELO-GEN|36|3600|0|0|-1|-1
91569|91569_a_coterie_scout_MAGELO-GEN|37|3700|0|0|-1|-1
91570|91570_A_vampyre_bat_MAGELO-GEN|0|0|0|0|-1|-1
91572|91572_a_goranga_lookout_MAGELO-GEN|0|2000|0|0|-1|-1
91573|91573_A_skeletal_drudge_MAGELO-GEN|0|0|0|0|-1|-1
91576|91576_a_zelniak_MAGELO-GEN|0|0|0|0|-1|-1
91578|91578_Reiker_Rikes_MAGELO-GEN|44|4400|0|0|-1|-1
91579|91579_Centurion_Peran_MAGELO-GEN|1|2000|250|0|-1|-1
91580|91580_Legionnaire_Baen_MAGELO-GEN|44|4400|0|0|-1|-1
91581|91581_Sedona_Raines_MAGELO-GEN|44|4400|0|0|-1|-1
91582|91582_Artah_Medrino_MAGELO-GEN|44|4400|0|0|-1|-1
91583|91583_Serena_Togges_MAGELO-GEN|44|4400|0|0|-1|-1
91584|91584_Glenda_Melonfus_MAGELO-GEN|44|4400|0|0|-1|-1
91585|91585_Denns_Rootenpaw_MAGELO-GEN|44|4400|0|0|-1|-1
91586|91586_Anario_Dirkog_MAGELO-GEN|44|4400|0|0|-1|-1
91587|91587_Tribal_Worker_MAGELO-GEN|1|3000|1000|0|-1|-1
91588|91588_Ryann_Desgrey_MAGELO-GEN|55|5500|0|0|-1|-1
91589|91589_a_tro_jeg_fire_servant_MAGELO-GEN|45|4500|0|0|-1|-1
91590|91590_a_tro_jeg_sentinel_MAGELO-GEN|35|3500|0|0|-1|-1
91591|91591_a_tro_jeg_firerider_MAGELO-GEN|45|4500|0|0|-1|-1
91592|91592_a_tro_jeg_spiritward_MAGELO-GEN|44|4400|0|0|-1|-1
91593|91593_a_grol_baku_seer_MAGELO-GEN|1|5000|0|0|-1|-1
91595|91595_a_tro_jeg_soldier_MAGELO-GEN|1|3000|1000|0|-1|-1
91596|91596_a_tro_jeg_defender_MAGELO-GEN|43|4300|0|0|-1|-1
91597|91597_a_vas_ren_fugitive_MAGELO-GEN|34|3400|0|0|-1|-1
91599|91599_a_fyr_jen_flame_warder_MAGELO-GEN|54|5400|0|0|-1|-1
91600|91600_Radir_Fireshower_MAGELO-GEN|60|6000|0|0|-1|-1
91601|91601_#Binkl_Dirkwafer_MAGELO-GEN|54|5400|0|0|-1|-1
91603|91603_a_massive_stone_guardian_MAGELO-GEN|0|0|0|0|-1|-1
91604|91604_a_gargantuan_zelniak_MAGELO-GEN|0|0|0|0|-1|-1
91606|91606_a_fyr_jen_fire_caller_MAGELO-GEN|53|5300|0|0|-1|-1
91607|91607_a_netherbian_infestor_MAGELO-GEN|54|5400|0|0|-1|-1
91608|91608_Xaui_Tatrua_MAGELO-GEN|60|6000|0|0|-1|-1
91609|akheva Sheleric_Vis|62|6200|0|0|-1|-1
91610|91610_A_young_centi_MAGELO-GEN|49|4900|0|0|-1|-1
91611|akheva Renthias`Dator|52|5200|0|0|-1|-1
91612|91612_Akuel_Centi_MAGELO-GEN|46|4600|0|0|-1|-1
91613|91613_Vius_Centi_MAGELO-GEN|46|4600|0|0|-1|-1
91614|91614_Gel`Temeriel_Centi_MAGELO-GEN|49|4900|0|0|-1|-1
91615|91615_Fer`Tatrau_Centi_MAGELO-GEN|49|4900|0|0|-1|-1
91616|91616_Teka`Temariel_Centi_MAGELO-GEN|48|4800|0|0|-1|-1
91617|91617_#Diabo`Gel`Temeriel_MAGELO-GEN|56|5600|0|0|-1|-1
91618|91618_Centi_Thall_MAGELO-GEN|52|5200|0|0|-1|-1
91619|akheva #Vius`Tekar_MAGELO-GEN|54|5400|0|0|-1|-1
91620|akheva #Akuel`Tekar|54|5400|0|0|-1|-1
91622|akheva A_wailing_shade|100|4500|0|0|-1|-1
91623|91623_Verishe_Mal_Executioner_MAGELO-GEN|33|3300|0|0|-1|-1
91624|91624_a_black_pinewolf_MAGELO-GEN|0|0|0|0|-1|-1
91625|91625_Anchorite_of_Brell_Serilis_MAGELO-GEN|1|3000|1000|0|-1|-1
91626|91626_Oracle_Jaarl_MAGELO-GEN|42|4200|0|0|-1|-1
91627|91627_a_river_turtle_MAGELO-GEN|0|0|0|0|-1|-1
91628|91628_Snarla_the_Fang_MAGELO-GEN|40|4000|0|0|-1|-1
91629|91629_a_water_protector_MAGELO-GEN|49|4900|0|0|-1|-1
91630|91630_#Farkus_Grime_MAGELO-GEN|1|2500|500|0|-1|-1
91631|91631_Verishe_Mal_Judge_MAGELO-GEN|32|3200|0|0|-1|-1
91632|91632_Sheriff_Roglio_MAGELO-GEN|61|6100|0|0|-1|-1
91633|91633_Lendel_Deeppockets_MAGELO-GEN|61|6100|0|0|-1|-1
91634|91634_a_shady_halfling_MAGELO-GEN|1|500|25|0|-1|-1
91635|91635_Innkeep_MAGELO-GEN|40|4000|0|0|-1|-1
91636|91636_a_young_halfling_MAGELO-GEN|1|25|3|0|-1|-1
91637|91637_Hobb_Tagglefoot_MAGELO-GEN|1|1000|50|0|-1|-1
91638|91638_Mayor_Gubbin_MAGELO-GEN|50|8000|0|0|-1|-1
91639|91639_Silna_Songsmith_MAGELO-GEN|1|2500|500|0|-1|-1
91640|91640_Mangler_MAGELO-GEN|0|0|0|0|-1|-1
91641|91641_Shutter_Silentstep_MAGELO-GEN|1|2000|250|0|-1|-1
91643|Bubonian_War_Rat|0|0|0|0|-1|-1
91644|Death_Knight|0|0|0|0|-1|-1
91646|Deathbone_Archmagus|0|0|0|0|-1|-1
91649|91649_Giz_X`Tin_MAGELO-GEN|50|5000|0|0|-1|-1
91650|91650_#Brigadier_G`tav_MAGELO-GEN|58|5800|0|0|-1|-1
91651|91651_#Ioltos_V`ghera_MAGELO-GEN|54|5400|0|0|-1|-1
91652|91652_#Tasi_V`ghera_MAGELO-GEN|56|5600|0|0|-1|-1
91653|91653_Leaf_Falldim_MAGELO-GEN|35|3500|0|0|-1|-1
91654|91654_Tallyn_Starwatch_MAGELO-GEN|1|3000|1000|0|-1|-1
91655|91655_Guard_Hewet_MAGELO-GEN|1|500|25|0|-1|-1
91656|91656_Morin_Shadowbane_MAGELO-GEN|61|6100|0|0|-1|-1
91657|91657_Thumper_MAGELO-GEN|0|0|0|0|-1|-1
91658|91658_Kithicor_MAGELO-GEN|61|6100|0|0|-1|-1
91659|91659_Gandari_MAGELO-GEN|35|3500|0|0|-1|-1
91662|91662_decayed_footman_MAGELO-GEN|1|3000|1000|0|-1|-1
91666|91666_decaying_commander_MAGELO-GEN|38|3800|0|0|-1|-1
91668|pojustice a_dread_locust|500|10000|0|0|-1|-1
91669|91669_Nura_Starwatcher_MAGELO-GEN|1|3000|1000|0|-1|-1
91671|91671_a_large_piranha_MAGELO-GEN|0|0|0|0|-1|-1
91672|91672_Lieutenant_Dagarok_MAGELO-GEN|50|5000|0|0|-1|-1
91673|91673_decaying_swordsman_MAGELO-GEN|35|3500|0|0|-1|-1
91674|91674_wandering_warrior_MAGELO-GEN|35|3500|0|0|-1|-1
91675|91675_decaying_footman_MAGELO-GEN|32|3200|0|0|-1|-1
91676|91676_skeleton_trooper_MAGELO-GEN|1|3000|1000|0|-1|-1
91677|91677_dreaded_wolf_MAGELO-GEN|0|0|0|0|-1|-1
91678|91678_zombie_infantry_MAGELO-GEN|1|3000|1000|0|-1|-1
91680|91680_tormented_corporal_MAGELO-GEN|1|3000|1000|0|-1|-1
91681|91681_undead_mendicant_MAGELO-GEN|33|3300|0|0|-1|-1
91682|91682_decayed_soldier_MAGELO-GEN|32|3200|0|0|-1|-1
91683|91683_a_skeletal_warrior_MAGELO-GEN|32|3200|0|0|-1|-1
91684|91684_decaying_trooper_MAGELO-GEN|1|3000|1000|0|-1|-1
91685|91685_fallen_warrior_MAGELO-GEN|34|3400|0|0|-1|-1
91687|91687_rotting_officer_MAGELO-GEN|35|3500|0|0|-1|-1
91688|91688_tortured_healer_MAGELO-GEN|1|3000|1000|0|-1|-1
91689|91689_dread_wolf_MAGELO-GEN|0|0|0|0|-1|-1
91690|91690_zombie_advisor_MAGELO-GEN|36|3600|0|0|-1|-1
91691|91691_Jracol_Brestiage_MAGELO-GEN|1|1000|50|0|-1|-1
91692|91692_Rolon_Banari_MAGELO-GEN|1|1000|50|0|-1|-1
91693|91693_risen_squad_leader_MAGELO-GEN|37|3700|0|0|-1|-1
91694|91694_Enic_Ruklin_MAGELO-GEN|1|3000|1000|0|-1|-1
91695|91695_Moodoro_Finharn_MAGELO-GEN|1|1000|50|0|-1|-1
91697|a_tortured_banshee|0|0|0|0|-1|-1
91701|91701_revenging_knight_MAGELO-GEN|35|3500|0|0|-1|-1
91702|ponightmare a_terror_bat|0|0|0|0|-1|-1
91706|91706_rotting_priest_MAGELO-GEN|35|3500|0|0|-1|-1
91707|91707_zombie_guard_MAGELO-GEN|35|3500|0|0|-1|-1
91708|91708_skeleton_infantry_MAGELO-GEN|1|3000|1000|0|-1|-1
91709|91709_decaying_warrior_MAGELO-GEN|1|3000|1000|0|-1|-1
91715|podisease a_malarian_pest|0|0|0|0|-1|-1
91718|podisease a_pestilence_pusling|0|0|0|0|-1|-1
91722|91722_Velarte_Selire_MAGELO-GEN|50|5000|0|0|-1|-1
91723|91723_Jaylia_the_Faithful_MAGELO-GEN|61|6100|0|0|-1|-1
91724|poinnovation a_clockwork_device|0|0|0|0|-1|-1
91726|poinnovation a_weathered_clockwork|0|0|0|0|-1|-1
91727|91727_Nax_Ghruna_MAGELO-GEN|1|2000|250|0|-1|-1
91732|potorment A_flayed_horror|0|0|0|0|-1|-1
91737|povalor A_Valorian_Sentry|0|0|0|0|-1|-1
91738|povalor lying A_Soldier_of_Marr|0|0|0|0|-1|-1
91740|91740_Segran_Rajhar_MAGELO-GEN|35|3500|0|0|-1|-1
91741|BoT weak jords|0|0|0|0|-1|-1
91743|BoT strong vinds|0|0|0|0|-1|-1
91744|91744_Flynn_Merrington_MAGELO-GEN|1|1000|50|0|-1|-1
91745|91745_Corporal_Lancot_MAGELO-GEN|50|5000|0|0|-1|-1
91749|PoStorms bears|0|0|0|0|-1|-1
91751|PoStorms a_violent_sand_storm|0|0|0|0|-1|-1
91756|91756_Kraxz_Darkpaw_MAGELO-GEN|1|500|25|0|-1|-1
91758|91758_Guard_Treitan_MAGELO-GEN|35|3500|0|0|-1|-1
91759|hohonora Sergeants|0|0|0|0|-1|-1
91761|91761_Guard_Furithane_MAGELO-GEN|1|500|25|0|-1|-1
91763|a_Diaku_Scout|0|0|0|0|-1|-1
91767|Diaku_Elite_Armsman|0|0|0|0|-1|-1
91768|GindansHendinsDecorins|0|0|0|0|-1|-1
91769|Eriak|0|0|0|0|-1|-1
91771|91771_Syreth_the_Fathomkeeper_MAGELO-GEN|61|6100|0|0|-1|-1
91772|91772_Trilani_Parlone_MAGELO-GEN|45|4500|0|0|-1|-1
91773|91773_Akbaq_Salid_MAGELO-GEN|35|3500|0|0|-1|-1
91774|91774_a_giant_piranha_MAGELO-GEN|0|0|0|0|-1|-1
91775|91775_Illithi_Nollith_MAGELO-GEN|1|2000|250|0|-1|-1
91776|91776_Tol_Nicelot_MAGELO-GEN|1|9000|0|0|-1|-1
91779|ErudinSentinel|1|3000|1000|0|-1|-1
91790|91790_Ticar_Lorestring_MAGELO-GEN|1|2500|500|0|-1|-1
91791|91791_Collier_MAGELO-GEN|35|3500|0|0|-1|-1
91792|91792_an_araneidae_spiderling_MAGELO-GEN|0|0|0|0|-1|-1
91793|91793_Captain_N`Farre_MAGELO-GEN|50|5000|0|0|-1|-1
91794|91794_a_calcified_skeleton_MAGELO-GEN|1|50|7|0|-1|-1
91795|91795_Initiate_of_Rodcet_MAGELO-GEN|1|50|7|0|-1|-1
91796|91796_An_Arcane_Shapeshifter_MAGELO-GEN|1|500|25|0|-1|-1
91797|91797_Slarin_K`Vekn_MAGELO-GEN|1|1000|50|0|-1|-1
91798|91798_Hetha_V`Syph_MAGELO-GEN|1|1000|50|0|-1|-1
91799|91799_Venenzi_Oberzendi_MAGELO-GEN|50|5000|0|0|-1|-1
91800|91800_Sergeant_C`Orm_MAGELO-GEN|50|5000|0|0|-1|-1
91801|91801_Corporal_D`Abth_MAGELO-GEN|1|2000|250|0|-1|-1
91802|91802_a_rotting_citizen_MAGELO-GEN|1|500|25|0|-1|-1
91803|91803_An_Arcane_Incantator_MAGELO-GEN|1|50|7|0|-1|-1
91804|91804_Missionary_of_Rodcet_MAGELO-GEN|1|500|25|0|-1|-1
91805|91805_an_ash_drakeling_MAGELO-GEN|1|50|7|0|-1|-1
91806|91806_Leatherfoot_Sergeant_MAGELO-GEN|1|500|25|0|-1|-1
91807|91807_Guard_N`Lan_MAGELO-GEN|1|2000|250|0|-1|-1
91811|91811_Tizina_MAGELO-GEN|1|3000|1000|0|-1|-1
91814|91814_#Ruathey_MAGELO-GEN|32|3200|0|0|-1|-1
91815|91815_Lakgara_the_Righteous_MAGELO-GEN|61|6100|0|0|-1|-1
91816|91816_Hoyce_MacTaegan_MAGELO-GEN|50|5000|0|0|-1|-1
91817|91817_a_Sled_Dog_MAGELO-GEN|0|0|0|0|-1|-1
91818|91818_Alec_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91819|91819_Andres_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91820|91820_Cian_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91821|91821_Adon_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91822|91822_Raven_MAGELO-GEN|35|3500|0|0|-1|-1
91823|91823_Clovan_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91824|91824_Nal_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91825|91825_Oli_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91826|91826_Mils_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91827|91827_a_bear_cub_MAGELO-GEN|0|0|0|0|-1|-1
91828|91828_Ran_Walker_MAGELO-GEN|1|3000|1000|0|-1|-1
91829|91829_Bryndin_McMill_MAGELO-GEN|1|50|7|0|-1|-1
91830|91830_Arnis_McLish_MAGELO-GEN|1|50|7|0|-1|-1
91831|91831_Sulgar_MAGELO-GEN|50|5000|0|0|-1|-1
91832|91832_Ristia_MAGELO-GEN|48|4800|0|0|-1|-1
91833|91833_Trankia_MAGELO-GEN|47|4700|0|0|-1|-1
91834|91834_Lish_McMarrin_MAGELO-GEN|40|4000|0|0|-1|-1
91835|91835_Sulon_McMoor_MAGELO-GEN|61|6100|0|0|-1|-1
91838|91838_Garn_McMarrin_MAGELO-GEN|50|5000|0|0|-1|-1
91842|91842_Lich_of_Miragul_MAGELO-GEN|45|4500|0|0|-1|-1
91843|91843_Megan_OReilly_MAGELO-GEN|1|50|7|0|-1|-1
91844|91844_ice_goblin_caster_MAGELO-GEN|1|50|7|0|-1|-1
91845|91845_Merdan_Fleetfoot_MAGELO-GEN|38|3800|0|0|-1|-1
91846|91846_Niera_Farbreeze_MAGELO-GEN|40|4000|0|0|-1|-1
91847|91847_Frenway_Marthank_MAGELO-GEN|31|3100|0|0|-1|-1
91848|91848_a_gnoll_guard_MAGELO-GEN|1|50|7|0|-1|-1
91850|91850_Krystal_Aspen_MAGELO-GEN|1|3000|1000|0|-1|-1
91851|91851_Bren_Treeclimber_MAGELO-GEN|1|500|25|0|-1|-1
91852|91852_CWG_Model_MA_MAGELO-GEN|1|3000|1000|0|-1|-1
91853|91853_gnomish_curator_MAGELO-GEN|1|3000|1000|0|-1|-1
91854|91854_gnomish_conjurer_MAGELO-GEN|1|3000|1000|0|-1|-1
91857|91857_fire_giant_wizard_MAGELO-GEN|704|56200|0|0|-1|-1
91858|91858_a_burnt_zombie_MAGELO-GEN|1|1000|50|0|-1|-1
91859|91859_a_zombie_MAGELO-GEN|1|500|25|0|-1|-1
91860|91860_a_shadowknight_Ogre|1|1000|50|0|-1|-1
91863|91863_a_ratman_warrior_MAGELO-GEN|45|4500|0|0|-1|-1
91864|91864_a_mimic_MAGELO-GEN|44|4400|0|0|-1|-1
91865|91865_a_revenant_MAGELO-GEN|49|4900|0|0|-1|-1
91866|91866_Jaeil_the_Wretched_MAGELO-GEN|55|5500|0|0|-1|-1
91867|91867_Ghost_of_Glohnor_MAGELO-GEN|50|5000|0|0|-1|-1
91868|91868_a_wanderer_MAGELO-GEN|51|5100|0|0|-1|-1
91869|91869_Polzin_Mrid_MAGELO-GEN|55|5500|0|0|-1|-1
91870|91870_an_elemental_channeler_MAGELO-GEN|38|3800|0|0|-1|-1
91871|91871_an_elemental_capturer_MAGELO-GEN|43|4300|0|0|-1|-1
91872|91872_an_elemental_visier_MAGELO-GEN|38|3800|0|0|-1|-1
91873|91873_Kejar_the_Mighty_MAGELO-GEN|44|4400|0|0|-1|-1
91874|91874_an_elemental_harvester_MAGELO-GEN|43|4300|0|0|-1|-1
91875|91875_Ulrik_the_Devout_MAGELO-GEN|51|5100|0|0|-1|-1
91876|91876_Schnozz_the_Flighty_MAGELO-GEN|44|4400|0|0|-1|-1
91877|91877_a_fallen_erudite_MAGELO-GEN|45|4500|0|0|-1|-1
91878|91878_a_flighty_fiend_MAGELO-GEN|42|4200|0|0|-1|-1
91879|91879_an_elemental_crusader_MAGELO-GEN|41|4100|0|0|-1|-1
91880|91880_a_rock_golem_MAGELO-GEN|48|4800|0|0|-1|-1
91881|91881_an_elemental_wizard_MAGELO-GEN|43|4300|0|0|-1|-1
91882|91882_an_elemental_deceiver_MAGELO-GEN|39|3900|0|0|-1|-1
91885|91885_Rolynn_B`Div_MAGELO-GEN|1|500|25|0|-1|-1
91886|91886_Uglan_MAGELO-GEN|50|5000|0|0|-1|-1
91887|91887_Capee_MAGELO-GEN|50|5000|0|0|-1|-1
91888|91888_Svunsa_MAGELO-GEN|50|5000|0|0|-1|-1
91890|91890_Guard_Quexill_MAGELO-GEN|35|4000|0|0|-1|-1
91891|91891_Psal_G`Noir_MAGELO-GEN|40|4000|0|0|-1|-1
91893|91893_Lisv_D`Unnar_MAGELO-GEN|40|4000|0|0|-1|-1
91894|91894_Jacker_MAGELO-GEN|44|4400|0|0|-1|-1
91895|91895_Karnan_MAGELO-GEN|47|4700|0|0|-1|-1
91896|91896_Mrak_MAGELO-GEN|48|4800|0|0|-1|-1
91898|91898_Rephas_MAGELO-GEN|1|3000|1000|0|-1|-1
91899|91899_Axe_Broadsmith_MAGELO-GEN|1|2000|250|0|-1|-1
91900|91900_Guard_Leopold_MAGELO-GEN|38|3800|0|0|-1|-1
91903|91903_Guard_Cheslin_MAGELO-GEN|1|50|7|0|-1|-1
91904|91904_Footman_M`oze_MAGELO-GEN|1|2500|500|0|-1|-1
91905|91905_Morgalanth_Tal`Raeloen_MAGELO-GEN|61|6100|0|0|-1|-1
91907|91907_Razran_F`Lok_MAGELO-GEN|40|4000|0|0|-1|-1
91908|91908_Olavn_N`Mar_MAGELO-GEN|40|4000|0|0|-1|-1
91909|91909_Klan_K`Jartan_MAGELO-GEN|40|4000|0|0|-1|-1
91912|91912_Dragoon_V`Retta_MAGELO-GEN|45|4500|0|0|-1|-1
91913|91913_Draxiz_N`Ryt_MAGELO-GEN|54|5400|0|0|-1|-1
91917|91917_Hefax_Tinmar_MAGELO-GEN|1|2000|250|0|-1|-1
91918|91918_a_gnoll_scout_MAGELO-GEN|1|50|0|0|-1|-1
91919|91919_Guard_Chrighton_MAGELO-GEN|40|4000|0|0|-1|-1
91921|91921_Kszan_Punox_MAGELO-GEN|40|4000|0|0|-1|-1
91922|91922_High_Priestess_Alexandria_MAGELO-GEN|61|6100|0|0|-1|-1
91923|91923_DeGarran_Kixl_MAGELO-GEN|38|3800|0|0|-1|-1
91924|91924_Spice_MAGELO-GEN|1|2000|250|0|-1|-1
91925|91925_Lisvan_X`Lottl_MAGELO-GEN|40|4000|0|0|-1|-1
91926|91926_Evin_X`Lottl_MAGELO-GEN|40|4000|0|0|-1|-1
91927|91927_Krizin_J`Narus_MAGELO-GEN|40|4000|0|0|-1|-1
91928|91928_Mare_X`Lottl_MAGELO-GEN|1|2000|250|0|-1|-1
91929|91929_Sazan_K`Jartan_MAGELO-GEN|1|2500|500|0|-1|-1
91932|91932_Eruvin_T`Kix_MAGELO-GEN|40|7000|0|0|-1|-1
91935|91935_Vivish_S`Lon_MAGELO-GEN|34|3400|0|0|-1|-1
91936|91936_Lokar_To`Biath_MAGELO-GEN|1|1000|50|0|-1|-1
91937|a_necromancer 15-19|1|1000|0|0|-1|-1
91938|Rathyl|1|2500|0|0|-1|-1
91939|a_giant_black_widow|0|0|0|0|-1|-1
91940|Officer_Grush|1|3000|0|0|-1|-1
91941|Tentacle_Terror|0|0|0|0|-1|-1
91942|91942_Lahn_Whinstone_MAGELO-GEN|1|3000|1000|0|-1|-1
91943|91943_a_shark_MAGELO-GEN|0|0|0|0|-1|-1
91944|91944_an_injured_brigand_MAGELO-GEN|1|500|25|0|-1|-1
91945|91945_Torin_Krentar_MAGELO-GEN|35|3500|0|0|-1|-1
91946|91946_Wellis_Pestule_MAGELO-GEN|35|3500|0|0|-1|-1
91947|91947_Illie_Roln_MAGELO-GEN|35|3500|0|0|-1|-1
91948|91948_Neab_MAGELO-GEN|1|500|25|0|-1|-1
91949|91949_an_investigator_MAGELO-GEN|1|25|3|0|-1|-1
91950|91950_Thumpy_MAGELO-GEN|1|500|25|0|-1|-1
91951|91951_a_gelatinous_cube_MAGELO-GEN|1|100|0|0|-1|-1
91952|91952_a_cave_myotis_bat_MAGELO-GEN|0|0|0|0|-1|-1
91953|91953_a_gopher_snake_MAGELO-GEN|0|0|0|0|-1|-1
91954|91954_a_dread_corpse_MAGELO-GEN|1|500|25|0|-1|-1
91958|91958_a_minor_scarab_MAGELO-GEN|0|0|0|0|-1|-1
91960|91960_Oknoggin_Stonesmacker_MAGELO-GEN|55|5500|0|0|-1|-1
91961|91961_Spanner_Scrapsnatcher_MAGELO-GEN|1|2500|500|0|-1|-1
91962|91962_Eleann_Morkul_MAGELO-GEN|1|2500|500|0|-1|-1
91963|91963_Aqaar_Aluram_MAGELO-GEN|1|2500|500|0|-1|-1
91964|91964_Annaelia_Wylassi_MAGELO-GEN|61|6100|0|0|-1|-1
91966|91966_a_Tae_Ew_probationer_MAGELO-GEN|1|2000|250|0|-1|-1
91967|91967_Gimlik_Cogboggle_MAGELO-GEN|1|3000|1000|0|-1|-1
91968|cazicthule a_swirling_ooze|0|0|0|0|-1|-1
91970|cazicthule a_jungle_stalker|0|0|0|0|-1|-1
91973|cazicthule a_Thul_Tae_Ew_defender|0|0|0|0|-1|-1
91974|cazicthule fierce raptors|0|0|0|0|-1|-1
91975|#a_Thul_Tae_Ew_High_Priest|0|0|0|0|-1|-1
91976|cazicthule an_enraged_Tae_Ew_fanatic|0|0|0|0|-1|-1
91977|#an_envenomed_hunter|0|0|0|0|-1|-1
91978|cazicthule a_Thul_Tae_Ew_fanatic|0|0|0|0|-1|-1
91979|#an_enraged_jungle_raptor|0|0|0|0|-1|-1
91980|#an_enraged_tiger_raptor|0|0|0|0|-1|-1
91981|cazicthule a_Tae_Ew_bloodcaller|0|0|0|0|-1|-1
91982|cazicthule a_Tae_Ew_justicar|0|0|0|0|-1|-1
91985|91985_Kizrak_the_Tyrant_MAGELO-GEN|61|6100|0|0|-1|-1
91986|91986_a_basilisk_MAGELO-GEN|0|0|0|0|-1|-1
91987|91987_Ankhnesmerira_MAGELO-GEN|0|0|0|0|-1|-1
91988|91988_Unkempt_preserver_MAGELO-GEN|1|2500|500|0|-1|-1
91989|91989_a_lizard_man_guard_MAGELO-GEN|1|1000|50|0|-1|-1
91991|91991_a_grizzly_bear_MAGELO-GEN|0|0|0|0|-1|-1
91992|91992_Nicholas_MAGELO-GEN|1|2000|250|0|-1|-1
91993|91993_Marianna_MAGELO-GEN|1|3000|1000|0|-1|-1
91994|91994_an_ebon_drake_MAGELO-GEN|1|2000|250|0|-1|-1
91995|91995_an_obsidian_drake_MAGELO-GEN|0|500|0|0|-1|-1
91996|91996_an_onyx_drake_MAGELO-GEN|1|500|0|0|-1|-1
91997|91997_a_skeleton_MAGELO-GEN|1|50|7|0|-1|-1
91998|91998_Tholia_Fastbond_MAGELO-GEN|50|5000|0|0|-1|-1
91999|91999_Guard_Dykalin_MAGELO-GEN|1|2000|250|0|-1|-1
92000|92000_Zazamaharet_MAGELO-GEN|0|0|0|0|-1|-1
92001|92001_Zazamenhu_MAGELO-GEN|0|0|0|0|-1|-1
92002|92002_Zazaphenebti_MAGELO-GEN|0|0|0|0|-1|-1
92003|92003_Lysandra_MAGELO-GEN|1|500|25|0|-1|-1
92004|92004_Brill_MAGELO-GEN|1|500|25|0|-1|-1
92005|92005_Kedryll_Tindle_MAGELO-GEN|1|500|25|0|-1|-1
92006|92006_Zazamoukh_MAGELO-GEN|0|0|0|0|-1|-1
92007|92007_Ankhefenmut_MAGELO-GEN|0|0|0|0|-1|-1
92008|92008_David_MAGELO-GEN|1|3000|1000|0|-1|-1
92009|92009_Elisabeth_MAGELO-GEN|1|2000|250|0|-1|-1
92010|92010_Nancine_MAGELO-GEN|1|1000|50|0|-1|-1
92011|92011_Sentry_Joanna_MAGELO-GEN|1|2500|500|0|-1|-1
92012|92012_Abigail_MAGELO-GEN|1|3000|1000|0|-1|-1
92013|92013_Tomas_MAGELO-GEN|1|2000|250|0|-1|-1
92014|92014_Ankhesenaten_MAGELO-GEN|0|0|0|0|-1|-1
92016|92016_Cynthia_MAGELO-GEN|1|3000|1000|0|-1|-1
92017|92017_Xenyari_Lisariel_MAGELO-GEN|40|4000|0|0|-1|-1
92018|92018_Kazzel_D`Leryt_MAGELO-GEN|50|5000|0|0|-1|-1
92019|92019_Solvedi_Aldeberan_MAGELO-GEN|45|4500|0|0|-1|-1
92020|92020_lizardman_mystic_MAGELO-GEN|1|500|25|0|-1|-1
92023|92023_a_freshwater_shark_MAGELO-GEN|0|0|0|0|-1|-1
92024|92024_Eldreth_MAGELO-GEN|49|4900|0|0|-1|-1
92025|92025_a_piranha_MAGELO-GEN|0|0|0|0|-1|-1
92026|92026_Lake Rathe 35 QuestNPC|35|3500|0|0|-1|-1
92027|92027_Misty_Tekcihta_MAGELO-GEN|51|5100|0|0|-1|-1
