id|enabled|wow_itemid|wow_spelltemplateid|drop_rate|name|size_mod|race_id|match_gender|match_texture|match_helmtexture|match_face|display_gender|display_texture|display_helmtexture|display_face
315|1|123314|120315|high|Red Water Dragon|1|165|-1|0|-1|-1|2|0|0|0
316|1|123315|120316|high|Green Water Dragon|1|165|-1|1|-1|-1|2|1|0|0
317|1|123316|120317|low|Cursed Hand|1|166|-1|-1|-1|-1|2|0|0|0
318|1|123317|120318|low|Succulent|1|167|-1|-1|-1|-1|2|0|0|0
319|1|123318|120319|low|Holgresh|1|168|-1|-1|-1|-1|2|0|0|0
320|1|123319|120320|low|Brontotherium|1|169|-1|-1|-1|-1|2|0|0|0
321|1|123320|120321|low|Snow Dervish|1|170|-1|-1|-1|-1|2|0|0|0
322|1|123321|120322|low|Manticore|1|172|-1|-1|-1|-1|2|0|0|0
323|1|123322|120323|low|Totem|1|173|-1|-1|-1|-1|2|0|0|0
324|1|123323|120324|low|Cold Spectre|1|174|-1|-1|-1|-1|2|0|0|0
325|1|123324|120325|low|Enchanted Armor|1|175|-1|-1|-1|-1|2|0|0|0
326|1|123325|120326|low|Snow Bunny|1|176|-1|-1|-1|-1|2|0|0|0
327|1|123326|120327|low|Walrus|1|177|-1|0|-1|-1|2|0|0|0
328|1|123327|120328|high|Manatee|1|177|-1|1|-1|-1|2|1|1|0
329|1|123328|120329|high|Sea Elephant|1|177|-1|2|-1|-1|2|2|2|0
330|1|123329|120330|low|Gemmed Rock Man|1|178|-1|-1|-1|-1|2|0|0|0
331|1|123330|120331|low|Tizmak|1|181|-1|0|-1|-1|2|0|0|0
332|1|123331|120332|low|Faun|1|181|-1|1|-1|-1|2|1|1|0
333|1|123332|120333|low|Coldain Guard (Male)|1|183|0|1|1|0|0|1|1|0
334|1|123333|120334|low|Coldain Lorekeeper (Male)|1|183|0|2|2|0|0|2|2|0
335|1|123334|120335|low|Coldain Guard (Female)|1|183|1|1|-1|-1|1|1|1|0
336|1|123335|120336|high|Coldain Lorekeeper (Female)|1|183|1|2|-1|-1|1|2|2|0
337|1|123336|120337|low|Coldain Merchant (Male)|1|183|0|-1|-1|-1|0|0|0|0
338|1|123337|120338|low|Coldain Merchant (Female)|1|183|1|-1|-1|-1|1|0|0|0
339|1|123338|120339|high|Dain Frostreaver IV|1|183|2|-1|-1|-1|2|0|0|0
340|1|123339|120340|high|Ash Dragon|1|184|-1|0|-1|-1|2|0|0|0
341|1|123340|120341|high|Lord Vyemm|1|184|-1|1|-1|-1|2|1|1|0
342|1|123341|120342|high|Shell Dragon|1|184|-1|2|-1|-1|2|2|2|0
343|1|123342|120343|high|Hag|1|185|-1|-1|-1|-1|2|0|0|0
344|1|123343|120344|low|Siren|1|187|-1|-1|-1|-1|2|0|0|0
345|1|123344|120345|low|Frost Giant Soldier|1|188|-1|0|-1|-1|2|0|0|0
346|1|123345|120346|low|Frost Giant Commander|1|188|-1|1|-1|-1|2|1|0|0
347|1|123346|120347|low|Frost Giant Noble|1|188|-1|2|-1|-1|2|2|0|0
348|1|123347|120348|low|Storm Giant Noble|1|189|0|-1|-1|-1|0|0|0|0
349|1|123348|120349|low|Storm Giant Guard|1|189|2|-1|-1|-1|2|0|0|0
350|1|123349|120350|low|Storm Giant Champion|1|189|2|1|-1|-1|2|1|0|0
351|1|123350|120351|low|Storm Giant Veteran|1|189|2|2|-1|-1|2|2|0|0
352|1|123351|120352|low|Ottermen Warrior|1|190|-1|0|-1|-1|2|0|0|0
353|1|123352|120353|low|Ottermen Chief|1|190|-1|1|-1|-1|2|1|1|0
354|1|123353|120354|low|Ottermen Shaman|1|190|-1|2|-1|-1|2|2|2|0
355|1|123354|120355|low|Ulthork|1|191|-1|0|-1|-1|2|0|0|0
356|1|123355|120356|high|Molkor|1|191|-1|1|-1|-1|2|1|1|0
357|1|123356|120357|low|Bulthar|1|191|-1|2|-1|-1|2|2|2|0
358|1|123357|120358|low|Tundra Kodiak|1|191|-1|3|-1|-1|2|3|3|0
359|1|123358|120359|low|Panda|0.7|191|-1|4|-1|-1|2|4|3|0
360|1|123359|120360|high|Abhorent|1|193|-1|-1|-1|-1|2|1|0|0
361|1|123360|120361|high|Sea Turtle|0.3|194|-1|-1|-1|-1|2|0|0|0
362|1|123361|120362|high|White Dragon|1|195|-1|0|-1|-1|2|0|0|0
363|1|123362|120363|high|Black Dragon|1|195|-1|1|-1|-1|2|1|1|0
364|1|123363|120364|high|Ghost Dragon|1|196|-1|-1|-1|-1|2|0|0|0
365|1|123364|120365|always|Prismatic Dragon|1|198|-1|-1|-1|-1|2|3|0|0
366|1|123365|120366|low|Scaled Wolf|0.7|481|-1|-1|-1|-1|1|0|0|0
