id,spawngroupID,zone,x,y,z,heading,respawntime,variance,pathgrid,roamRange
341585,181403,jaggedpine,1471,-1266.880005,-1.4,264,640,0,215,5
328642,25033,nektulos,281,-1266,-5.9,393.75,640,0,57,5
340653,186199,hateplaneb,-441,-1265,25.75,0,640,0,0,0
311656,46135,innothule,842,-1265,-30,87,450,1,0,0
328650,25034,nektulos,851,-1265,25.6,484.25,640,0,64,5
345053,83284,swampofnohope,2392,-1264.880005,-14,163.125,640,0,262,5
346561,79163,warslikswood,4204,-1264,583.630005,127,640,0,0,0
341207,181016,jaggedpine,182,-1263.880005,24.5,276.5,640,0,40,5
344413,100075,stonebrunt,1065.880005,-1263.880005,325.5,92.875,640,0,98,5
328154,35051,sro,1394.880005,-1263,-22,232,640,0,0,0
337688,86008,dreadlands,-1840,-1262.25,-77.379997,59,640,0,23,5
343056,107014,nurga,-769,-1262,-172.130005,40.5,640,0,0,0
321572,10003,freporte,-717,-1262,-52.130001,161,640,0,0,100
343062,107019,nurga,-75,-1261,-188.130005,241,640,0,0,0
8005,34148,nro,1221,-1261,7,225.5,640,0,0,0
326184,47431,feerrott,2593.879883,-1259.880005,-20,181.75,640,0,238,5
321649,10080,freporte,-760.75,-1259.380005,-54.630001,131.375,640,0,0,0
324559,12033,qey2hh1,-5618,-1259,20.379999,52.125,640,0,31,5
321884,56095,steamfont,-695.880005,-1259,-110,222.875,640,0,75,5
344847,83068,swampofnohope,2405,-1258,-12.9,372.5,640,0,73,5
339869,84285,firiona,3226,-1258,-63,0,640,0,0,0
345615,95179,trakanon,2332.879883,-1257.880005,-359.899994,135.5,640,0,142,5
328331,35223,sro,-455.880005,-1257,11.9,478.75,640,0,0,0
344050,89222,sebilis,-304,-1256,-104.129997,220.5,640,0,0,0
351230,128012,sleeper,1585,-1256,-115.379997,128,640,0,0,0
336130,87124,burningwood,2265,-1256,-377.380005,134,640,0,0,0
321876,56095,steamfont,1716.880005,-1255.880005,-108.379997,102.625,640,0,70,5
343554,93223,overthere,-227.380005,-1255.25,-170.5,0,640,0,224,5
2418,30219,everfrost,586.25,-1255.130005,-56.380001,255.5,640,0,0,0
338989,72080,fearplane,265,-1255,-12.63,142,15000,0,0,0
328202,35090,sro,1268.880005,-1255,-22,81.5,640,0,0,0
315492,71024,airplane,-825.75,-1253.75,1225.880005,64.125,640,0,0,0
315495,71024,airplane,-809.380005,-1253.75,1228.880005,64.125,640,0,0,0
2168,30008,everfrost,-722.25,-1253.630005,-53.799999,449.25,640,0,18,5
332562,54067,gfaydark,-676,-1253,-0.25,189,640,0,0,0
344049,89221,sebilis,-362,-1253,-104.129997,19.5,640,0,0,0
343887,89055,sebilis,159.880005,-1252.380005,-174.880005,215.625,640,0,22,5
339320,78141,fieldofbone,1095,-1252,-69.629997,0,640,0,183,5
321912,56105,steamfont,-1389.880005,-1251,-103.25,216.125,640,0,93,5
349780,113159,kael,1621,-1250,-144.25,63.5,640,0,0,0
2249,30048,everfrost,-6076.879883,-1249,-72.400002,511,640,0,73,5
343052,107011,nurga,-1118,-1249,-172.130005,106.5,640,0,0,0
335849,37023,oasis,-50.880001,-1248,7.9,385.75,640,0,34,5
351259,128048,sleeper,1009,-1248,-115.379997,128,640,0,0,0
349779,113158,kael,1768,-1248,-144.25,189.5,640,0,0,0
343989,89154,sebilis,135.5,-1247.380005,-108.129997,127.75,640,0,42,5
2318,30096,everfrost,-4368,-1247,-90.800003,511,640,0,105,5
322011,56212,steamfont,378.880005,-1247,-119.900002,280,640,0,164,5
341197,181012,jaggedpine,1570.880005,-1246.880005,-3.4,226.25,640,0,32,5
315497,71024,airplane,-610.5,-1246.630005,1247.880005,244.375,640,0,0,0
324707,12161,qey2hh1,-10324,-1246,344.25,126,640,0,0,0
343162,107113,nurga,-753,-1246,-172.130005,192.5,640,0,13,5
343186,107136,nurga,1189,-1246,-284,63.5,640,0,16,5
332589,54085,gfaydark,1157.5,-1245.880005,50.900002,0,640,0,113,5
321576,10013,freporte,-495.130005,-1245.25,-54,63.75,640,0,0,0
326886,13140,northkarana,102,-1245,66,195.5,640,0,0,0
328203,35092,sro,1365.880005,-1245,-22,96,640,0,0,0
315444,98064,erudsxing,2899,-1245,-37.380001,235.625,640,0,43,5
2242,30040,everfrost,-3810,-1244.880005,-1.5,152,640,0,70,5
339561,84031,firiona,1051,-1244,85.629997,0,640,0,42,5
315453,98078,erudsxing,1452.75,-1243.75,128.899994,112.25,640,0,52,5
315413,98028,erudsxing,1453.25,-1243.630005,-39.880001,58.75,640,0,28,5
351326,128108,sleeper,-79,-1243,103.75,0,640,0,0,0
344052,89224,sebilis,283,-1243,-111.629997,69.5,640,0,0,0
343235,107191,nurga,1155,-1243,-284,67,640,0,0,0
321564,10002,freporte,-781.5,-1242.880005,-52.75,189,640,0,0,0
331950,15140,eastkarana,-4225.879883,-1242.25,59.130001,113.875,640,0,0,0
335878,37040,oasis,-554,-1241.880005,-14.5,122.875,640,0,62,5
341262,181051,jaggedpine,-592,-1240.880005,-12.5,183,640,0,84,5
344773,83018,swampofnohope,-1770,-1240,27.75,185,640,0,0,0
351580,124192,templeveeshan,-1279,-1240,0,63.5,15000,0,0,0
351416,124029,templeveeshan,-1038,-1240,-15.5,192,15000,0,0,0
344051,89223,sebilis,316,-1240,-111,133.5,640,0,0,0
339281,78099,fieldofbone,483.880005,-1240,-52.5,9.5,640,0,148,5
328152,35048,sro,1380,-1240,-22.629999,141,640,0,0,0
344757,83010,swampofnohope,-1765,-1239.880005,27.799999,500,640,0,3,5
351414,124028,templeveeshan,-1450.130005,-1239.880005,-14.25,193.25,15000,0,10,5
351613,124230,templeveeshan,-540,-1239,-34.880001,0,15000,0,0,0
327870,32034,soldungb,-522,-1239,25.25,129,640,0,0,0
351620,124237,templeveeshan,-460,-1239,-34.880001,0,15000,0,0,0
347244,189248,feerrott,11,-1238,-2.9,508,640,0,0,0
329615,69025,oot,-8513,-1237,51.75,210.875,640,0,0,0
328311,35205,sro,-579.880005,-1237,-19.9,401.75,640,0,0,0
327872,32035,soldungb,-472,-1237,25.25,127,640,0,0,0
321965,56162,steamfont,1574.630005,-1236.630005,-142.75,95.25,640,0,0,0
328189,35079,sro,-774,-1236,-22,22.5,640,0,0,0
345644,95190,trakanon,1380.880005,-1236,-248,8.875,640,0,171,5
342808,85120,lakeofillomen,2303,-1236,297.630005,75,640,0,0,0
324674,12160,qey2hh1,-10313,-1235,344.75,126,640,0,0,0
326822,13076,northkarana,1071.880005,-1235,-9.25,23.375,640,0,72,5
345119,83363,swampofnohope,1494,-1234,-15.13,44,640,0,298,5
343294,93004,overthere,1184.130005,-1232,-49.299999,435.25,640,0,27,5
328190,35080,sro,-756,-1231,-22,213,640,0,0,0
341240,181036,jaggedpine,458,-1231,-18.629999,11.75,640,0,71,5
331820,15015,eastkarana,1197.380005,-1231,-75.879997,64.375,640,0,0,0
7967,34104,nro,1169.880005,-1229.880005,4.5,202.25,640,0,74,5
342704,85031,lakeofillomen,2243.75,-1229.75,306.130005,172,640,0,44,5
343188,107138,nurga,-1198.880005,-1229,-172.130005,94.5,640,0,18,5
328866,25268,nektulos,855,-1229,30,0,640,0,201,5
343678,93383,overthere,3480.629883,-1229,15.38,0,640,0,262,5
338921,72020,fearplane,-617.880005,-1228.880005,7.6,372,15000,0,25,5
352301,119144,wakening,-3534.629883,-1228.130005,-180.5,154.375,640,0,15,5
344782,83024,swampofnohope,-2110,-1228,4.75,184,640,0,0,0
338107,81125,droga,-961,-1228,-172.130005,49,640,0,0,0
345670,95221,trakanon,2021.880005,-1227.880005,-227.5,0,640,0,196,5
331916,15077,eastkarana,-942.25,-1227.25,340.899994,80.25,640,0,99,5
344781,83023,swampofnohope,-1990,-1227,27.75,184,640,0,0,0
341217,181018,jaggedpine,-1132,-1227,112.379997,195.25,640,0,50,5
326885,13139,northkarana,103,-1227,66,195.5,640,0,0,0
343156,107105,nurga,1230,-1227,-284,127.5,640,0,0,0
315409,98023,erudsxing,4709.879883,-1226.880005,-276.399994,219,640,0,25,5
341432,181218,jaggedpine,-2013,-1226.5,-25.4,264.25,640,0,121,5
344756,83009,swampofnohope,-1396.880005,-1225.880005,27.75,250,640,0,2,5
332596,54085,gfaydark,1085.5,-1225.880005,32.75,0,640,0,120,5
349375,127283,growthplane,1348.880005,-1225.880005,-9.5,74.75,46080,0,192,5
347345,189357,droga,210,-1225,-187.5,494,640,0,0,0
315251,24064,erudnext,-316,-1224,51.630001,226,640,0,0,0
328293,35205,sro,902,-1224,-30.299999,499,640,0,112,5
315405,98021,erudsxing,2100,-1224,-52.75,180,640,0,0,0
329616,69025,oot,-8601,-1223,51.380001,41,640,0,0,0
2206,30022,everfrost,-3506,-1223,-50.25,65.5,640,0,47,5
343915,89083,sebilis,-467,-1223,-104.129997,23,640,0,0,0
335884,37041,oasis,-284,-1223,7.25,0,640,0,68,5
339883,84296,firiona,1213,-1223,55.75,0,640,0,0,0
344031,89203,sebilis,-441.880005,-1221,-104.129997,0.5,640,0,0,0
321601,10024,freporte,-178,-1221,-54,236.25,640,0,0,100
7924,34058,nro,1251.880005,-1221,7,88.5,640,0,54,5
343228,107182,nurga,1369,-1221,-284,184,640,0,0,0
321907,56105,steamfont,1341.630005,-1220.380005,-98.129997,210.75,640,0,89,5
321577,10013,freporte,-550,-1220,-54,105.75,640,0,0,0
328319,35223,sro,97,-1220,-30.299999,435.25,640,0,0,0
343192,107141,nurga,1144,-1219,-284,71.5,640,0,0,0
351593,124207,templeveeshan,679,-1218,-59.880001,255.5,15000,0,0,0
315433,98053,erudsxing,3351,-1218,-292,183,640,0,0,0
325901,47133,feerrott,-2660.879883,-1217.880005,-44,339.5,640,0,62,5
345494,95040,trakanon,-3910,-1217,-353,18,640,0,68,5
341237,181033,jaggedpine,-1049,-1217,47.130001,255.5,640,0,69,5
321980,56180,steamfont,-634,-1217,-110,65,640,0,0,0
351297,128082,sleeper,931,-1217,113.75,96,640,0,0,0
342965,85300,lakeofillomen,2343,-1217,297.630005,106,640,0,0,0
336105,87096,burningwood,-3947,-1216,-51.130001,21.5,640,0,0,0
351307,128086,sleeper,1279,-1216,113.75,160,640,0,0,0
338108,81126,droga,-881,-1215,-172.130005,216,640,0,0,0
315431,98051,erudsxing,3305,-1215,-292,71.5,640,0,0,0
327874,32037,soldungb,-498.5,-1214.5,27.379999,1,640,0,7,5
339836,84259,firiona,-1893,-1214.380005,15,0,640,0,0,0
324803,12279,qey2hh1,-8778,-1213,177,123,640,0,0,0
329667,69070,oot,-8457,-1213,50.130001,145.5,640,0,0,0
343202,107153,nurga,-1237,-1213,-172.130005,73.5,640,0,0,0
328188,35078,sro,-765,-1213,-22,138,640,0,0,0
325939,47165,feerrott,2534.879883,-1212.880005,-45.599998,243.25,640,0,89,5
315455,98078,erudsxing,1211.25,-1211.880005,80.629997,147.375,640,0,0,0
339324,78149,fieldofbone,2264,-1211.880005,-38.25,128.875,640,0,185,5
315415,98029,erudsxing,1192.630005,-1211.5,104,225.75,640,0,0,0
315419,98031,erudsxing,1283.5,-1211.5,-1.25,186.25,640,0,0,0
335974,87005,burningwood,-3927,-1211,-50.5,220,640,0,0,0
343198,107149,nurga,-1172,-1211,-172.130005,227.5,640,0,0,0
343889,89058,sebilis,261.25,-1210.130005,-174.880005,94,640,0,23,5
351508,124109,templeveeshan,-1559.880005,-1210,-14.25,229.375,15000,0,28,5
344753,83007,swampofnohope,-1537,-1210,43,186.5,640,0,0,0
348905,118093,greatdivide,2427,-1209,117.879997,255.5,640,0,0,0
343880,89049,sebilis,21.5,-1208.380005,-177.630005,0,640,0,16,5
328288,35205,sro,-714.880005,-1208,-24.299999,427,640,0,0,0
311126,46126,innothule,-383,-1208,3,120,150,1,0,0
321608,10034,freporte,-477.380005,-1207.380005,-52.130001,247.625,640,0,0,100
344988,83212,swampofnohope,-2144,-1206.880005,13.63,13.75,640,0,199,5
332539,54025,gfaydark,-1361.630005,-1206.5,44.380001,246.5,640,0,69,5
329614,69024,oot,-8574,-1206,51.130001,91.5,640,0,0,0
338495,94024,emeraldjungle,-2998.879883,-1206,-332.100006,428.75,640,0,71,5
328317,35205,sro,1034.880005,-1206,19.6,54.5,640,0,127,5
348906,118094,greatdivide,2447,-1206,117.879997,248,640,0,0,0
343146,107098,nurga,617,-1205,-188.130005,241,640,0,0,0
321781,56012,steamfont,1332,-1205,-85.599998,436.75,640,0,18,5
352587,120169,westwastes,-3270.129883,-1204,-11.63,151,640,0,0,0
341554,181370,jaggedpine,306,-1202.880005,-19,135,640,0,196,5
331836,15023,eastkarana,-2324,-1202,102.25,255.5,640,0,23,5
343234,107190,nurga,1174,-1202,-284,92.5,640,0,0,0
337791,86070,dreadlands,4839.879883,-1201.880005,934.5,116.625,640,0,109,5
344032,89204,sebilis,-463,-1201,-104.129997,43,640,0,0,0
344257,91142,skyfire,-1801.880005,-1200,-149.899994,389.75,640,0,133,5
340652,186199,hateplaneb,-297,-1200,25.75,42.5,640,0,0,0
335816,37002,oasis,-239.5,-1199.130005,4.1,511,640,0,7,5
321922,56111,steamfont,150.630005,-1198.880005,-121.5,228.625,640,0,102,5
347777,117054,cobaltscar,-1241,-1198.25,297.5,124.5,640,0,0,0
343896,89064,sebilis,-333.380005,-1198.25,-104.129997,0,640,0,29,5
326328,68076,butcher,-2569,-1198,5.5,0,640,0,91,5
348797,118000,greatdivide,-2054,-1198,141.800003,26.75,640,0,3,5
322014,56216,steamfont,-21,-1198,-167.399994,110.75,640,0,166,5
351211,128008,sleeper,624,-1198,-307.380005,0,640,0,0,0
345104,83348,swampofnohope,-989,-1197,27.75,240,640,0,0,0
351246,128037,sleeper,593,-1197,-179.380005,32,640,0,0,0
351245,128037,sleeper,656,-1197,-179.380005,224,640,0,0,0
338505,94030,emeraldjungle,1112,-1197,-259,252.25,640,0,81,5
315432,98052,erudsxing,3326,-1197,-292,126,640,0,0,0
343054,107012,nurga,-1070,-1196,-172.130005,122,640,0,0,0
315404,98020,erudsxing,2094,-1195,-51.130001,180,640,0,0,0
315485,71015,airplane,-722.25,-1194.130005,1126.880005,64.5,640,0,0,0
315490,71015,airplane,-1013.630005,-1194,1215.400024,127.75,640,0,0,0
323312,38072,tox,-199,-1194,-51.099998,3.5,640,0,59,5
324525,12001,qey2hh1,-8349.879883,-1193,189.899994,415,640,0,7,5
343055,107013,nurga,-894,-1193,-172.130005,147.5,640,0,0,0
343866,89035,sebilis,-53,-1193,-174.880005,12.5,640,0,0,0
343149,107101,nurga,580,-1193,-188.130005,13,640,0,0,0
338515,94036,emeraldjungle,1464.880005,-1193,-338.600006,11.5,640,0,88,5
345559,95113,trakanon,-4063,-1192.880005,-353,0,640,0,87,5
328814,25212,nektulos,776,-1192.880005,24.4,339.5,640,0,181,5
339973,84444,firiona,-1807,-1192.380005,13.5,0,640,0,0,0
344118,91009,skyfire,4177.379883,-1192.25,-30.879999,205.125,640,0,0,0
2302,30075,everfrost,-3191,-1192,-53.5,3.5,640,0,0,0
352414,119266,wakening,-1588,-1192,-183.25,32,640,0,0,0
344222,91072,skyfire,4103.629883,-1191.880005,464.25,239.25,640,0,0,0
349283,127194,growthplane,-2171,-1191,198.800003,81.75,46080,0,104,5
349437,110009,iceclad,6074,-1190.880005,160.100006,9.25,640,0,14,5
343247,107204,nurga,655,-1190,-188.130005,204.5,640,0,0,0
327178,27004,lavastorm,-416,-1189,11.13,122.875,640,0,2,5
343963,89130,sebilis,195,-1189,-174.880005,61.5,640,0,0,0
328828,25229,nektulos,1275.880005,-1189,5.9,8.25,640,0,187,5
339975,84453,firiona,-1591,-1188.75,54.380001,0,640,0,0,0
337697,86009,dreadlands,-5367,-1188,134.380005,0,640,0,0,0
323334,38082,tox,-270.880005,-1188,-47.400002,0,640,0,77,5
343964,89131,sebilis,212,-1188,-174.880005,65,640,0,0,0
339851,84276,firiona,794,-1187.380005,72.879997,0,640,0,0,0
327871,32034,soldungb,-856,-1187,86.129997,122,640,0,0,0
327881,32042,soldungb,-789,-1187,86.129997,122,640,0,0,0
340456,186051,hateplaneb,-426,-1187,25.75,34,640,0,0,0
336045,87055,burningwood,-3069.879883,-1186.880005,-368.100006,328,640,0,60,5
315250,24063,erudnext,-333,-1186,51.630001,125,640,0,0,0
340659,186200,hateplaneb,-255,-1186,25.75,192,640,0,0,0
343251,107210,nurga,166,-1186,-188.130005,42.5,640,0,0,0
344758,83010,swampofnohope,-1529.880005,-1185.630005,43,0,640,0,4,5
326426,68151,butcher,-1957,-1185,0.13,48,640,0,0,0
344776,83020,swampofnohope,-1900,-1185,27.75,101,640,0,0,0
340457,186051,hateplaneb,-569,-1185,65.75,0,640,0,0,0
324565,12046,qey2hh1,-12679.87988,-1184.880005,22.4,348.5,640,0,37,5
2441,30224,everfrost,-760.130005,-1184.130005,-50.25,255.5,640,0,0,0
326264,68033,butcher,-2168.879883,-1184,-0.25,241.375,640,0,48,5
326102,47331,feerrott,-759.380005,-1184,-36.599998,322.25,640,0,209,5
352167,119014,wakening,-1679.25,-1183.25,-179.130005,14.25,640,0,0,0
315224,24037,erudnext,-318,-1183,51.630001,193,640,0,0,0
322070,56308,steamfont,703,-1182,-110,31,640,0,176,5
324535,12005,qey2hh1,-5723,-1181.880005,13.8,175,640,0,16,5
323414,38121,tox,64.379997,-1181.880005,-35.799999,119.5,640,0,127,5
340320,92313,frontiermtns,-3620.879883,-1181.25,-198.880005,0.5,640,0,243,5
340221,92143,frontiermtns,215.880005,-1181,-223.25,11.125,640,0,180,5
343878,89047,sebilis,765,-1181,-86.129997,255.5,640,0,0,0
349637,113022,kael,1620,-1181,-133,1,640,0,0,0
344750,83004,swampofnohope,-1430,-1180,27.75,248.5,640,0,0,0
340017,92007,frontiermtns,-2188,-1179.880005,-299.75,114.375,640,0,11,5
352223,119060,wakening,-2934.629883,-1179,-154.630005,229.125,640,0,0,0
321600,10024,freporte,-450.5,-1179,-54,19.5,640,0,0,100
344075,91001,skyfire,-3454,-1178,32,92,640,0,1,5
326756,13003,northkarana,-871.880005,-1178,-5.5,511,640,0,13,5
345056,83291,swampofnohope,2465,-1177.880005,-6.63,165.875,640,0,265,5
335973,87004,burningwood,-3927,-1177,-49.5,154,640,0,0,0
326239,68010,butcher,-2049,-1176,5.5,0,640,0,32,5
344755,83009,swampofnohope,-1700,-1176,27.75,79,640,0,0,0
315471,98092,erudsxing,1239.880005,-1175,55.380001,71,640,0,0,0
343875,89045,sebilis,802,-1174,-86.129997,255.5,640,0,0,0
2248,30042,everfrost,-3041,-1172,-52.5,240.5,640,0,0,0
344767,83014,swampofnohope,-1815,-1172,27.75,137,640,0,0,0
338110,81128,droga,-974,-1172,-172.130005,95,640,0,0,0
344972,83195,swampofnohope,-2141,-1171,20.879999,16,640,0,183,5
344780,83022,swampofnohope,-1989,-1171,27.75,201.5,640,0,0,0
329761,69174,oot,-8801,-1170.880005,50.130001,151.625,640,0,0,0
344745,83002,swampofnohope,-1299.880005,-1170.880005,27.799999,500,640,0,1,5
337857,86150,dreadlands,417,-1170.880005,12.25,132.75,640,0,147,5
349356,127260,growthplane,1316.630005,-1170.630005,0.25,107.125,46080,0,173,5
344783,83025,swampofnohope,-2090,-1170,8.38,201.5,640,0,0,0
315281,24095,erudnext,-72,-1170,83.629997,64.5,640,0,0,0
343155,107105,nurga,513,-1170,-188.130005,215.5,640,0,0,0
324675,12160,qey2hh1,-2883,-1169.880005,-1,138.25,640,0,114,5
329763,69176,oot,-8505,-1169,56.5,255.5,640,0,0,0
322020,56229,steamfont,-1800,-1168,-109.75,232.125,640,0,0,0
321581,10017,freporte,-595.25,-1167.5,-51.5,202.625,640,0,0,0
344748,83003,swampofnohope,-1318,-1166,27.75,206.5,640,0,0,0
315190,24004,erudnext,-12.63,-1166,83.629997,192.125,640,0,0,0
351244,128037,sleeper,625,-1166,-179.380005,0,640,0,0,0
351274,128062,sleeper,945,-1166,-115.379997,64,640,0,0,0
351256,128048,sleeper,1068,-1166,-115.379997,192,640,0,0,0
351268,128062,sleeper,1524,-1166,-115.379997,64,640,0,0,0
351229,128012,sleeper,1647,-1166,-115.379997,192,640,0,0,0
343197,107148,nurga,-1256,-1165,-172.130005,19.5,640,0,0,0
328844,25245,nektulos,-174,-1165,-3,143,640,0,0,0
343141,107094,nurga,628,-1165,-188.130005,198,640,0,0,0
349402,127313,growthplane,2825.879883,-1164.880005,-31.879999,67,46080,0,219,5
339951,84364,firiona,-1634,-1164.75,30.629999,0,640,0,0,0
337721,86018,dreadlands,3872,-1164,741.130005,217,640,0,53,5
323430,38137,tox,513.880005,-1163,-42.900002,109.5,640,0,139,5
346427,79037,warslikswood,1004,-1163,-4.88,248,640,0,0,0
338681,94258,emeraldjungle,1403,-1162,-319,0,640,0,220,5
332587,54085,gfaydark,-1179,-1161,21.5,67.5,640,0,111,5
345647,95193,trakanon,364.880005,-1161,-372.25,9.625,640,0,174,5
338109,81127,droga,-912,-1160,-172.130005,154,640,0,0,0
343213,107164,nurga,-506,-1160,-172.130005,213,640,0,0,0
323229,38014,tox,-827,-1159.880005,-59.599998,232,640,0,11,5
343199,107150,nurga,-1141,-1159,-172.130005,156.5,640,0,0,0
344042,89214,sebilis,136,-1159,-174.880005,31.5,640,0,0,0
339500,78400,fieldofbone,1032,-1159,-69.629997,0,640,0,0,0
326749,13001,northkarana,-1694.880005,-1158.880005,-5.5,267.5,640,0,6,5
343194,107144,nurga,-534,-1158,-172.130005,8.5,640,0,0,0
347516,189528,nurga,163,-1158,-188.100006,0,640,0,0,0
345049,83279,swampofnohope,2958.879883,-1157.880005,-8.38,69.375,640,0,258,5
347718,189728,erudnext,-143.30542,-1157.514282,51.268539,190.375,1200,0,0,0
341230,181027,jaggedpine,-586,-1157,-7,255.5,640,0,62,5
349722,113107,kael,1589,-1157,-134.25,65,640,0,0,0
315379,98000,erudsxing,2108,-1157,-54.380001,170,640,0,0,0
332474,54007,gfaydark,-247.380005,-1156.75,12.38,212.375,640,0,16,5
326586,68382,butcher,-1678,-1156,12,31.75,640,0,213,5
323352,38087,tox,-732.880005,-1156,-55.25,233.25,640,0,92,5
315252,24065,erudnext,-61,-1156,67.629997,129.5,640,0,0,0
339877,84290,firiona,172,-1155.380005,52.380001,0,640,0,175,5
345823,108057,veeshan,-1313.5,-1155.25,299.880005,41.375,75000,0,0,0
344929,83142,swampofnohope,-2529.879883,-1155,-14.13,240.125,640,0,140,5
343869,89038,sebilis,-48,-1154,-174.880005,127,640,0,0,0
343250,107208,nurga,233,-1154,-188.130005,199,640,0,0,0
336064,87070,burningwood,-3305.379883,-1153,-116.75,135.875,640,0,0,0
336121,87116,burningwood,-3299.129883,-1153,-120.75,114.125,640,0,0,0
328634,25025,nektulos,982.880005,-1153,6.5,61.875,640,0,52,5
323341,38083,tox,-255,-1152.880005,-49.380001,120.625,640,0,81,5
325740,47009,feerrott,2593.879883,-1152.880005,-19.5,93.125,640,0,0,0
315401,98018,erudsxing,1457.130005,-1152.25,120.5,138,640,0,20,5
326048,47305,feerrott,1160,-1151.880005,-8.1,368.75,640,0,164,5
321761,56000,steamfont,-753,-1151,-108.129997,226,640,0,0,0
343181,107133,nurga,151,-1151,-188.130005,98,640,0,0,0
347702,189712,eastkarana,-1027.657227,-1150.885498,321.756744,73.375,1200,0,133,5
315426,98046,erudsxing,1349,-1150.630005,40.25,31.125,640,0,0,0
344765,83012,swampofnohope,-1782,-1150,27.75,157,640,0,0,0
323313,38072,tox,-872.880005,-1150,-60.900002,433.75,640,0,60,5
351596,124209,templeveeshan,308,-1150,-19.879999,64,15000,0,0,0
349374,127283,growthplane,1525,-1150,-5.75,101.375,46080,0,191,5
339966,84427,firiona,1961,-1149,29.129999,0,640,0,0,0
7934,34067,nro,339.880005,-1148.880005,34.400002,166,640,0,63,5
315475,71004,airplane,-711.130005,-1148.630005,1208,191.625,640,0,0,0
2181,30016,everfrost,-5766.879883,-1148,-54.880001,195.875,640,0,26,5
349853,126003,mischiefplane,-633,-1148,94.629997,24,640,0,0,0
344053,89225,sebilis,115,-1148,-104.129997,47,640,0,0,0
343984,89151,sebilis,155,-1147,-104.129997,215.5,640,0,0,0
343158,107107,nurga,377,-1147,-188.130005,80.5,640,0,0,0
315436,98057,erudsxing,3281,-1147,-277.600006,460.25,640,0,35,5
337746,86038,dreadlands,844,-1146.880005,422.880005,137.75,640,0,76,5
335982,87009,burningwood,-3263,-1146.75,-155.630005,153.625,640,0,0,0
344766,83013,swampofnohope,-1805,-1146,27.75,142,640,0,0,0
349848,126001,mischiefplane,-778,-1146,98.379997,20.5,640,0,0,0
315417,98029,erudsxing,1241.75,-1145.880005,58,218.75,640,0,0,0
315477,71004,airplane,-642.25,-1145.630005,1101.880005,64.5,640,0,0,0
343193,107143,nurga,-1231,-1145,-172.130005,92,640,0,0,0
348911,118098,greatdivide,2082,-1145,161.5,0,640,0,29,5
338526,94046,emeraldjungle,2493,-1145,-341,246.625,640,0,98,5
343987,89153,sebilis,339.25,-1144.880005,-73.75,92,640,0,40,5
335980,87009,burningwood,1868,-1144.880005,-377.399994,311.75,640,0,11,5
2388,30171,everfrost,882.75,-1144.25,-57.130001,255.5,640,0,0,0
326323,68076,butcher,-2391,-1144,5.5,0,640,0,0,0
343212,107163,nurga,-507,-1144,-172.130005,226.5,640,0,0,0
347509,189521,nurga,237,-1144,-188.100006,84,640,0,0,0
343892,89061,sebilis,782,-1144,-86.129997,128,640,0,0,0
321571,10003,freporte,-648.880005,-1143.380005,-52.130001,43.625,640,0,0,100
2289,30068,everfrost,-825,-1143.25,-45.5,215.75,640,0,90,5
335975,87006,burningwood,-3950,-1143,-48.380001,251.5,640,0,0,0
343203,107154,nurga,-1172,-1143,-172.130005,149.5,640,0,0,0
343965,89132,sebilis,259.130005,-1142.380005,-174.880005,90.25,640,0,39,5
315476,71004,airplane,-718.880005,-1142,1146.130005,94.375,640,0,0,0
327939,32104,soldungb,-553,-1141,72.379997,128,640,0,0,0
346450,79067,warslikswood,720.5,-1141,-8.25,191.5,640,0,24,5
351603,124222,templeveeshan,1130,-1141,-119.879997,0,15000,0,0,0
321589,10017,freporte,-900.880005,-1140.75,-51.5,51,640,0,0,0
342717,85038,lakeofillomen,793,-1140,35,88.5,640,0,0,0
321908,56105,steamfont,-909.880005,-1139.880005,-106.599998,328.5,640,0,90,5
332495,54017,gfaydark,533.5,-1139.880005,-1.3,418.25,640,0,34,5
344764,83011,swampofnohope,-1839,-1139,27.75,116.5,640,0,0,0
351213,128008,sleeper,1103,-1139,112.5,0,640,0,0,0
336007,87026,burningwood,2367.879883,-1138.880005,-374.630005,66.25,640,0,26,5
315456,98078,erudsxing,1362.25,-1137.380005,57.880001,29.375,640,0,0,0
343216,107170,nurga,-712,-1137,-172.130005,102,640,0,0,0
349083,118288,greatdivide,-244.880005,-1137,21.25,211.875,640,0,0,0
341553,181370,jaggedpine,803,-1136.880005,-5.75,130,640,0,0,0
337794,86071,dreadlands,-4107,-1136.25,10.1,74.5,640,0,111,5
336109,87102,burningwood,-3262.879883,-1136,-178.75,149.25,640,0,0,0
343201,107152,nurga,-1271,-1136,-172.130005,197.5,640,0,0,0
351234,128014,sleeper,657,-1136,-307.380005,160,640,0,0,0
341395,181187,jaggedpine,-1979.880005,-1135.880005,-25.379999,240.75,640,0,106,5
351248,128037,sleeper,593,-1135,-179.380005,96,640,0,0,0
329651,69058,oot,-8464,-1134.880005,76.599998,222,640,0,26,5
328225,35106,sro,-345.880005,-1134,-24.4,383.5,640,0,84,5
351247,128037,sleeper,655,-1134,-179.380005,160,640,0,0,0
332499,54017,gfaydark,-2132.379883,-1133.880005,4.5,413.25,640,0,38,5
328833,25237,nektulos,-381.5,-1133.880005,-153.25,49,640,0,192,5
