id|name|min_expansion|max_expansion
103280|103280_a_Tae_Ew_protector_MAGELO-GEN|-1|-1
103281|103281_a_Tae_Ew_protector_MAGELO-GEN|-1|-1
103282|103282_a_Tae_Ew_sentinel_MAGELO-GEN|-1|-1
103283|103283_a_Tae_Ew_sentinel_MAGELO-GEN|-1|-1
103285|103285_a_Tae_Ew_warder_MAGELO-GEN|-1|-1
103287|103287_a_Tae_Ew_zealot_MAGELO-GEN|-1|-1
103291|103291_a_lizardman_mystic_MAGELO-GEN|-1|-1
103295|103295_an_orc_lumberjack_MAGELO-GEN|-1|-1
103296|103296_an_orc_lumberjack_MAGELO-GEN|-1|-1
103299|103299_a_bat_MAGELO-GEN|-1|-1
103300|103300_a_bat_MAGELO-GEN|-1|-1
103302|103302_a_bixie_MAGELO-GEN|-1|-1
103303|103303_a_bixie_MAGELO-GEN|-1|-1
103309|103309_a_diseased_rat_MAGELO-GEN|-1|-1
103310|103310_a_diseased_rat_MAGELO-GEN|-1|-1
103312|103312_a_fire_beetle_MAGELO-GEN|-1|-1
103313|103313_a_fire_beetle_MAGELO-GEN|-1|-1
103317|103317_a_giant_fruit_bat_MAGELO-GEN|-1|-1
103318|103318_a_giant_fruit_bat_MAGELO-GEN|-1|-1
103320|103320_a_giant_scarab_MAGELO-GEN|-1|-1
103321|103321_a_giant_scarab_MAGELO-GEN|-1|-1
103323|103323_a_giant_spider_MAGELO-GEN|-1|-1
103324|103324_a_giant_spider_MAGELO-GEN|-1|-1
103326|103326_a_giant_thicket_rat_MAGELO-GEN|-1|-1
103327|103327_a_giant_thicket_rat_MAGELO-GEN|-1|-1
103329|103329_a_giant_wood_spider_MAGELO-GEN|-1|-1
103330|103330_a_giant_wood_spider_MAGELO-GEN|-1|-1
103332|103332_a_giant_yellowjacket_MAGELO-GEN|-1|-1
103333|103333_a_giant_yellowjacket_MAGELO-GEN|-1|-1
103335|103335_a_goblin_shaman_MAGELO-GEN|-1|-1
103336|Humanoid Low Level Cash Loot|-1|-1
103337|103337_a_goblin_warrior_MAGELO-GEN|-1|-1
103338|103338_a_goblin_warrior_MAGELO-GEN|-1|-1
103340|103340_a_halfling_skeleton_MAGELO-GEN|-1|-1
103341|103341_a_halfling_skeleton_MAGELO-GEN|-1|-1
103343|103343_a_Klaknak_drone_MAGELO-GEN|-1|-1
103344|103344_a_Klaknak_drone_MAGELO-GEN|-1|-1
103346|103346_a_large_bat_MAGELO-GEN|-1|-1
103348|103348_a_large_fruit_bat_MAGELO-GEN|-1|-1
103349|103349_a_large_fruit_bat_MAGELO-GEN|-1|-1
103351|103351_a_large_rat_MAGELO-GEN|-1|-1
103352|103352_a_large_rat_MAGELO-GEN|-1|-1
103354|103354_a_large_thicket_rat_MAGELO-GEN|-1|-1
103355|103355_a_large_thicket_rat_MAGELO-GEN|-1|-1
103357|103357_a_large_wood_spider_MAGELO-GEN|-1|-1
103358|103358_a_large_wood_spider_MAGELO-GEN|-1|-1
103360|103360_a_large_yellowjacket_MAGELO-GEN|-1|-1
103361|103361_a_large_yellowjacket_MAGELO-GEN|-1|-1
103364|103364_a_moss_snake_MAGELO-GEN|-1|-1
103366|103366_a_shadowed_assassin_MAGELO-GEN|-1|-1
103368|103368_a_shadow_wolf_MAGELO-GEN|-1|-1
103372|103372_a_skeleton_MAGELO-GEN|-1|-1
103378|103378_orc_pawn_MAGELO-GEN|-1|-1
103379|103379_orc_pawn_MAGELO-GEN|-1|-1
103382|103382_orc_oracle_MAGELO-GEN|-1|-1
103383|103383_orc_centurion_MAGELO-GEN|-1|-1
103384|103384_orc_centurion_MAGELO-GEN|3|99
103385|103385_orc_centurion_MAGELO-GEN|3|99
103389|103389_Mooto_MAGELO-GEN|-1|-1
103390|103390_Mooto_MAGELO-GEN|-1|-1
103392|103392_Rufus_MAGELO-GEN|-1|-1
103393|103393_Rufus_MAGELO-GEN|-1|-1
103397|103397_Cozy_MAGELO-GEN|-1|-1
103401|103401_Oracle_of_K`Arnon_MAGELO-GEN|-1|-1
103402|103402_Gornit_MAGELO-GEN|-1|-1
103403|103403_Gornit_MAGELO-GEN|-1|-1
103404|103404_Gornit_MAGELO-GEN|-1|-1
103406|103406_Guardian_of_K`Arnon_MAGELO-GEN|-1|-1
103407|103407_Guardian_of_K`Arnon_MAGELO-GEN|-1|-1
103411|103411_a_seafury_cyclops_MAGELO-GEN|-1|-1
103412|103412_a_seafury_cyclops_MAGELO-GEN|-1|-1
103414|103414_a_buccaneer_MAGELO-GEN|-1|-1
103416|103416_an_isle_goblin_wizard_MAGELO-GEN|-1|-1
103422|103422_an_island_goblin_headhunter_MAGELO-GEN|-1|-1
103426|103426_an_aviak_tanager_MAGELO-GEN|-1|-1
103433|103433_an_aqua_goblin_MAGELO-GEN|-1|-1
103435|an_alluring_siren|-1|-1
103438|103438_Sister_of_Erollisi_MAGELO-GEN|-1|-1
103439|103439_Sister_of_Erollisi_MAGELO-GEN|-1|-1
103443|103443_Nerbilik_MAGELO-GEN|-1|-1
103446|103446_Dixl_Drool_MAGELO-GEN|-1|-1
103447|103447_Dixl_Drool_MAGELO-GEN|-1|-1
103452|103452_a_pledge_familiar_MAGELO-GEN|-1|-1
103453|103453_a_pledge_familiar_MAGELO-GEN|-1|-1
103455|103455_an_advisor_MAGELO-GEN|-1|-1
103459|103459_an_avenging_caitiff_MAGELO-GEN|-1|-1
103461|103461_an_imp_familiar_MAGELO-GEN|-1|-1
103463|103463_an_imp_familiar_MAGELO-GEN|-1|-1
103466|103466_a_dark_ass`t_librarian_MAGELO-GEN|-1|-1
103471|Essence of Moonlight|1|99
103472|103472_a_dark_sacrificer_MAGELO-GEN|-1|-1
103473|103473_a_dark_sacrificer_MAGELO-GEN|-1|-1
103475|103475_a_deathly_herald_MAGELO-GEN|-1|-1
103476|103476_a_deathly_herald_MAGELO-GEN|-1|-1
103478|103478_a_deathly_usher_MAGELO-GEN|-1|-1
103479|103479_a_deathly_usher_MAGELO-GEN|-1|-1
103483|103483_a_fallen_noble_MAGELO-GEN|-1|-1
103485|103485_a_flouting_gargoyle_MAGELO-GEN|-1|-1
103486|103486_a_ghastish_ancille_MAGELO-GEN|-1|-1
103487|103487_a_ghastish_ancille_MAGELO-GEN|-1|-1
103492|103492_a_ghoulish_ancille_MAGELO-GEN|-1|-1
103493|103493_a_ghoulish_ancille_MAGELO-GEN|-1|-1
103496|103496_a_glyphed_aegis_MAGELO-GEN|-1|-1
103497|103497_a_glyphed_familiar_MAGELO-GEN|-1|-1
103498|103498_a_glyphed_familiar_MAGELO-GEN|-1|-1
103499|103499_a_glyphed_sentry_MAGELO-GEN|-1|-1
103500|103500_a_glyphed_sentry_MAGELO-GEN|-1|-1
103502|103502_a_glyphed_warder_MAGELO-GEN|-1|-1
103504|103504_a_grinning_gargoyle_MAGELO-GEN|-1|-1
103506|103506_a_gypsy_ambassador_MAGELO-GEN|-1|-1
103509|103509_a_gypsy_dancer_MAGELO-GEN|-1|-1
103510|103510_a_gypsy_musician_MAGELO-GEN|-1|-1
103511|103511_a_gypsy_musician_MAGELO-GEN|-1|-1
103513|103513_a_hemo_enologist_MAGELO-GEN|-1|-1
103514|103514_a_hemo_enologist_MAGELO-GEN|-1|-1
103516|103516_a_jeering_gargoyle_MAGELO-GEN|-1|-1
103517|103517_a_jeering_gargoyle_MAGELO-GEN|-1|-1
103519|103519_a_leering_gargoyle_MAGELO-GEN|-1|-1
103520|103520_a_leering_gargoyle_MAGELO-GEN|-1|-1
103521|103521_a_Mistmoore_guard_MAGELO-GEN|-1|-1
103522|103522_a_Mistmoore_guard_MAGELO-GEN|-1|-1
103525|103525_a_shadowy_sage_MAGELO-GEN|-1|-1
103528|103528_a_shadowy_scribe_MAGELO-GEN|-1|-1
103531|103531_a_shadowy_scrivener_MAGELO-GEN|-1|-1
103535|103535_a_sneering_gargoyle_MAGELO-GEN|-1|-1
103536|103536_a_soul_temptress_MAGELO-GEN|-1|-1
103542|103542_a_spiritish_ancille_MAGELO-GEN|-1|-1
103545|103545_a_will_pillager_MAGELO-GEN|-1|-1
103546|103546_a_will_pillager_MAGELO-GEN|-1|-1
103548|103548_a_will_sapper_MAGELO-GEN|-1|-1
103549|103549_a_will_sapper_MAGELO-GEN|-1|-1
103552|103552_Butler_Syncall_MAGELO-GEN|-1|-1
103553|103553_Butler_Syncall_MAGELO-GEN|-1|-1
103556|103556_Enynti_MAGELO-GEN|-1|-1
103561|103561_Maid_Issis_MAGELO-GEN|-1|-1
103563|103563_Ssynthi_MAGELO-GEN|-1|-1
103564|103564_Ssynthi_MAGELO-GEN|-1|-1
103565|103565_Ssynthi_MAGELO-GEN|-1|-1
103567|103567_orc_slaver_MAGELO-GEN|-1|-1
103569|103569_orc_taskmaster_MAGELO-GEN|3|99
103570|103570_orc_taskmaster_MAGELO-GEN|-1|-1
103571|103571_orc_taskmaster_MAGELO-GEN|-1|-1
103574|103574_centaur_charger_MAGELO-GEN|-1|-1
103575|103575_a_gnoll_MAGELO-GEN|3|99
103576|103576_a_gnoll_MAGELO-GEN|-1|-1
103577|103577_a_gnoll_pup_MAGELO-GEN|-1|-1
103578|103578_a_gnoll_pup_MAGELO-GEN|-1|-1
103579|103579_a_gnoll_watcher_MAGELO-GEN|-1|-1
103580|103580_a_gnoll_watcher_MAGELO-GEN|-1|-1
103583|103583_an_elite_gnoll_guard_MAGELO-GEN|-1|-1
103584|103584_a_burly_gnoll_MAGELO-GEN|-1|-1
103585|103585_a_burly_gnoll_MAGELO-GEN|-1|-1
103587|103587_a_giant_snake_MAGELO-GEN|-1|-1
103588|103588_a_giant_snake_MAGELO-GEN|-1|-1
103589|103589_a_gnoll_MAGELO-GEN|3|99
103590|103590_a_gnoll_MAGELO-GEN|-1|-1
103591|103591_a_gnoll_brewer_MAGELO-GEN|-1|-1
103592|103592_a_gnoll_brewer_MAGELO-GEN|-1|-1
103593|103593_a_gnoll_commander_MAGELO-GEN|-1|-1
103594|103594_a_gnoll_commander_MAGELO-GEN|-1|-1
103595|103595_a_gnoll_guardsman_MAGELO-GEN|3|99
103596|103596_a_gnoll_guardsman_MAGELO-GEN|3|99
103597|103597_a_gnoll_pup_MAGELO-GEN|-1|-1
103598|103598_a_gnoll_pup_MAGELO-GEN|-1|-1
103599|103599_a_gnoll_tactician_MAGELO-GEN|-1|-1
103600|103600_a_gnoll_tactician_MAGELO-GEN|-1|-1
103601|103601_a_gnoll_tactician_MAGELO-GEN|-1|-1
103602|103602_a_patrolling_gnoll_MAGELO-GEN|3|99
103603|103603_a_patrolling_gnoll_MAGELO-GEN|-1|-1
103605|103605_Lord_Elgnub_MAGELO-GEN|-1|-1
103606|103606_Lord_Elgnub_MAGELO-GEN|-1|-1
103607|103607_Mannan_of_the_Sabertooth_MAGELO-GEN|-1|-1
103608|103608_Mannan_of_the_Sabertooth_MAGELO-GEN|-1|-1
103609|103609_Master_Brewer_MAGELO-GEN|-1|-1
103610|103610_Master_Brewer_MAGELO-GEN|-1|-1
103611|103611_Master_Brewer_MAGELO-GEN|-1|-1
103613|103613_Refugee_Splitpaw_MAGELO-GEN|-1|-1
103614|103614_Refugee_Splitpaw_MAGELO-GEN|3|99
103616|103616_Scout_Malityn_MAGELO-GEN|-1|-1
103618|103618_Socho_Darkpaw_MAGELO-GEN|-1|-1
103619|103619_Socho_Darkpaw_MAGELO-GEN|-1|-1
103621|103621_the_gnoll_high_shaman_MAGELO-GEN|-1|-1
103622|103622_the_gnoll_high_shaman_MAGELO-GEN|-1|-1
103623|103623_an_undead_barkeep_MAGELO-GEN|-1|-1
103625|103625_an_undead_barkeep_MAGELO-GEN|-1|-1
103628|103628_an_undead_brewer_MAGELO-GEN|-1|-1
103630|103630_an_undead_knight_of_Unrest_MAGELO-GEN|-1|-1
103631|103631_an_undead_knight_of_Unrest_MAGELO-GEN|-1|-1
103633|103633_a_barbed_bone_skeleton_MAGELO-GEN|-1|-1
103634|103634_a_barbed_bone_skeleton_MAGELO-GEN|-1|-1
103635|103635_a_carrion_ghoul_MAGELO-GEN|-1|-1
103636|103636_a_carrion_ghoul_MAGELO-GEN|-1|-1
103638|103638_a_crazed_ghoul_MAGELO-GEN|-1|-1
103640|103640_a_death_beetle_MAGELO-GEN|-1|-1
103642|103642_a_dry_bone_skeleton_MAGELO-GEN|-1|-1
103643|103643_a_dry_bone_skeleton_MAGELO-GEN|-1|-1
103646|103646_a_dusty_werebat_MAGELO-GEN|-1|-1
103648|103648_a_festering_hag_MAGELO-GEN|-1|-1
103650|103650_a_ghoul_MAGELO-GEN|-1|-1
103652|103652_a_greater_dark_bone_MAGELO-GEN|-1|-1
103653|103653_a_greater_skeleton_MAGELO-GEN|-1|-1
103654|103654_a_greater_skeleton_MAGELO-GEN|-1|-1
103655|103655_a_jack_o_lantern_MAGELO-GEN|-1|-1
103656|103656_a_jack_o_lantern_MAGELO-GEN|-1|-1
103657|103657_a_lurking_mummy_MAGELO-GEN|1|99
103658|103658_a_lurking_mummy_MAGELO-GEN|-1|-1
103660|103660_a_priest_of_najena_MAGELO-GEN|-1|-1
103661|103661_a_priest_of_najena_MAGELO-GEN|-1|-1
103664|103664_a_reanimated_hand_MAGELO-GEN|-1|-1
103665|103665_a_reanimated_hand_MAGELO-GEN|-1|-1
103668|103668_a_skeletal_monk_MAGELO-GEN|-1|-1
103671|103671_a_tentacle_terror_MAGELO-GEN|-1|-1
103674|103674_a_werebat_MAGELO-GEN|-1|-1
103675|103675_dark_boned_skeleton_MAGELO-GEN|-1|-1
103676|103676_dark_boned_skeleton_MAGELO-GEN|-1|-1
103679|103679_Garanel_Rucksif_MAGELO-GEN|-1|-1
103680|103680_mortuary_fungus_MAGELO-GEN|-1|-1
103681|103681_mortuary_fungus_MAGELO-GEN|-1|-1
103683|103683_reclusive_ghoul_magus_MAGELO-GEN|-1|-1
103684|103684_reclusive_ghoul_magus_MAGELO-GEN|-1|-1
103685|103685_reclusive_ghoul_magus_MAGELO-GEN|-1|-1
103687|103687_Torklar_Battlemaster_MAGELO-GEN|-1|-1
103692|92889_zombie_of_an_Unrest_noble_|-1|-1
103693|92889_zombie_of_an_Unrest_noble_|-1|-1
103696|103696_a_decaying_skeleton_MAGELO-GEN|-1|-1
103697|103697_a_decaying_skeleton_MAGELO-GEN|-1|-1
103698|103698_a_decaying_skeleton_MAGELO-GEN|-1|-1
103700|103700_a_fire_beetle_MAGELO-GEN|-1|-1
103701|103701_a_fire_beetle_MAGELO-GEN|-1|-1
103703|103703_a_giant_widow_MAGELO-GEN|-1|-1
103705|103705_a_large_widow_MAGELO-GEN|-1|-1
103706|103706_a_large_widow_MAGELO-GEN|-1|-1
103709|103709_a_skeleton_MAGELO-GEN|-1|-1
103710|103710_a_skeleton_MAGELO-GEN|3|99
103711|103711_a_skeleton_MAGELO-GEN|-1|-1
103712|103712_a_kobold_watcher_MAGELO-GEN|-1|-1
103713|103713_a_kobold_watcher_MAGELO-GEN|-1|-1
103715|103715_a_kobold_shaman_MAGELO-GEN|-1|-1
103716|103716_a_kobold_shaman_MAGELO-GEN|-1|-1
103717|103717_a_kobold_sentry_MAGELO-GEN|-1|-1
103718|103718_a_kobold_sentry_MAGELO-GEN|-1|-1
103720|103720_a_kobold_scout_MAGELO-GEN|-1|-1
103721|103721_a_kobold_runt_MAGELO-GEN|-1|-1
103722|103722_a_kobold_runt_MAGELO-GEN|3|99
103725|103725_Rungupp_MAGELO-GEN|-1|-1
103730|103730_a_thistle_snake_MAGELO-GEN|-1|-1
103732|103732_a_skunk_MAGELO-GEN|-1|-1
103734|103734_a_moss_snake_MAGELO-GEN|-1|-1
103735|103735_a_moss_snake_MAGELO-GEN|-1|-1
103737|103737_a_large_thistle_snake_MAGELO-GEN|-1|-1
103738|103738_a_large_thistle_snake_MAGELO-GEN|-1|-1
103740|103740_a_large_briar_snake_MAGELO-GEN|-1|-1
103741|103741_a_large_briar_snake_MAGELO-GEN|-1|-1
103743|103743_a_giant_thistle_snake_MAGELO-GEN|-1|-1
103744|103744_a_giant_thistle_snake_MAGELO-GEN|-1|-1
103746|103746_a_giant_fire_beetle_MAGELO-GEN|-1|-1
103747|103747_a_giant_fire_beetle_MAGELO-GEN|-1|-1
103749|103749_a_giant_briar_snake_MAGELO-GEN|-1|-1
103750|103750_a_giant_briar_snake_MAGELO-GEN|-1|-1
103752|103752_an_infected_rat_MAGELO-GEN|-1|-1
103753|103753_an_infected_rat_MAGELO-GEN|-1|-1
103755|103755_an_Erudin_Emissary_MAGELO-GEN|-1|-1
103756|103756_an_Erudin_Emissary_MAGELO-GEN|-1|-1
103758|103758_abandoned_heretic_pet_MAGELO-GEN|-1|-1
103759|103759_abandoned_heretic_pet_MAGELO-GEN|-1|-1
103760|92912_isle_goblin_chieftan_|-1|-1
103762|103762_Grizzleknot_MAGELO-GEN|-1|-1
103763|103763_Grizzleknot_MAGELO-GEN|-1|-1
103764|103764_Grizzleknot_MAGELO-GEN|-1|-1
103766|103766_royal_guard_MAGELO-GEN|-1|-1
103767|92914_royal_guard_|-1|-1
103768|103768_orc_warlord_MAGELO-GEN|-1|-1
103769|103769_orc_warlord_MAGELO-GEN|-1|-1
103770|103770_The_Prophet_MAGELO-GEN|-1|-1
103771|103771_The_Prophet_MAGELO-GEN|-1|-1
103772|103772_The_Prophet_MAGELO-GEN|-1|-1
103775|92917_a_bixie_drone_|-1|-1
103776|92917_a_bixie_drone_|-1|-1
103777|92917_a_bixie_drone_|-1|-1
103779|103779_a_cliff_spider_MAGELO-GEN|-1|-1
103780|103780_a_cliff_spider_MAGELO-GEN|-1|-1
103783|103783_Ambassador_DVinn_MAGELO-GEN|-1|-1
103784|103784_Ambassador_DVinn_MAGELO-GEN|-1|-1
103786|92920_Whimsy_Larktwitter_|-1|-1
103787|92920_Whimsy_Larktwitter_|-1|-1
103789|103789_an_ancient_croc_MAGELO-GEN|-1|-1
103792|103792_an_ancient_croc_MAGELO-GEN|-1|-1
103794|Upper Guk - Priest Rusty Weapons (Blunts)|-1|-1
103795|Upper Guk Froglok - Mesh|-1|-1
103796|Upper Guk Froglok - Parts|-1|-1
103798|103798_a_giant_heart_spider_MAGELO-GEN|-1|-1
103799|103799_a_giant_heart_spider_MAGELO-GEN|-1|-1
103802|103802_a_heart_spider_MAGELO-GEN|-1|-1
103805|103805_a_swampwater_crocodile_MAGELO-GEN|-1|-1
103810|103810_a_froglok_gaz_squire_MAGELO-GEN|-1|-1
103813|Upper Guk - Woven|-1|-1
103814|Upper Guk - Warrior Rusty Weapons (All types)|-1|-1
103824|103824_a_froglok_priest_MAGELO-GEN|-1|-1
103833|103833_a_froglok_shin_knight_MAGELO-GEN|-1|-1
103840|103840_a_froglok_summoner_MAGELO-GEN|-1|-1
103845|103845_a_froglok_tonta_knight_MAGELO-GEN|-1|-1
103866|103866_a_fungus_mutant_MAGELO-GEN|-1|-1
103870|92924_a_giant_heart_spider_|-1|-1
103873|103873_a_large_heart_spider_MAGELO-GEN|-1|-1
103875|103875_Bugrin_the_Gatherer_MAGELO-GEN|-1|-1
103877|103877_a_hill_giant_MAGELO-GEN|-1|-1
103879|103879_Frostbite_MAGELO-GEN|-1|-1
103880|103880_Frostbite_MAGELO-GEN|-1|-1
103882|103882_aqua_goblin_tidal_lord_MAGELO-GEN|-1|-1
103885|103885_aqua_goblin_shaman_MAGELO-GEN|-1|-1
103891|Cauldron Prawn|4|99
103894|103894_the_ghoul_lord_MAGELO-GEN|4|99
103895|103895_the_ghoul_lord_MAGELO-GEN|-1|-1
103897|92967_Larik_Z`Vole_|-1|-1
103898|92968_a_dark_elf_courier_|-1|-1
103900|103900_cinder_goblin_MAGELO-GEN|-1|-1
103902|103902_fire_goblin_MAGELO-GEN|-1|-1
103903|103903_fire_goblin_shaman_MAGELO-GEN|-1|-1
103904|103904_fire_goblin_shaman_MAGELO-GEN|-1|-1
103906|103906_fire_goblin_wizard_MAGELO-GEN|-1|-1
103908|103908_flame_goblin_MAGELO-GEN|-1|-1
103910|103910_flame_goblin_foreman_MAGELO-GEN|-1|-1
103911|103911_flame_goblin_foreman_MAGELO-GEN|-1|-1
103913|103913_flame_goblin_shaman_MAGELO-GEN|-1|-1
103915|103915_flame_goblin_wizard_MAGELO-GEN|-1|-1
103917|103917_inferno_goblin_MAGELO-GEN|-1|-1
103923|103923_inferno_goblin_captain_MAGELO-GEN|-1|-1
103924|103924_inferno_goblin_captain_MAGELO-GEN|-1|-1
103926|103926_inferno_goblin_shaman_MAGELO-GEN|-1|-1
103927|103927_inferno_goblin_shaman_MAGELO-GEN|-1|-1
103931|103931_inferno_goblin_torturer_MAGELO-GEN|-1|-1
103933|103933_inferno_goblin_wizard_MAGELO-GEN|-1|-1
103934|103934_inferno_goblin_wizard_MAGELO-GEN|-1|-1
103936|103936_Solusek_champion_MAGELO-GEN|-1|-1
103937|103937_Solusek_goblin_MAGELO-GEN|-1|-1
103938|103938_Solusek_goblin_MAGELO-GEN|1|99
103940|103940_Solusek_goblin_king_MAGELO-GEN|-1|-1
103941|103941_Solusek_goblin_king_MAGELO-GEN|-1|-1
103943|103943_Solusek_priest_MAGELO-GEN|-1|-1
103944|103944_young_goblin_MAGELO-GEN|-1|-1
103945|103945_young_goblin_MAGELO-GEN|-1|-1
103949|103949_lava_elemental_MAGELO-GEN|-1|-1
103950|103950_lava_elemental_MAGELO-GEN|-1|-1
103952|103952_Renux_Herkanor_MAGELO-GEN|-1|-1
103953|103953_Renux_Herkanor_MAGELO-GEN|-1|-1
103954|103954_Renux_Herkanor_MAGELO-GEN|-1|-1
103956|92990_Guard_Stald_|-1|-1
103958|103958_Shardwing_MAGELO-GEN|-1|-1
103959|103959_Shardwing_MAGELO-GEN|-1|-1
103961|103961_Petrifin_MAGELO-GEN|-1|-1
103963|103963_an_ancient_cyclops_MAGELO-GEN|-1|-1
103964|103964_an_ancient_cyclops_MAGELO-GEN|-1|-1
103966|103966_Boog_Mudtoe_MAGELO-GEN|-1|-1
103967|103967_Boog_Mudtoe_MAGELO-GEN|-1|-1
103968|103968_Boog_Mudtoe_MAGELO-GEN|-1|-1
103969|92599_an_ancient_cyclops_|-1|-1
103974|103974_a_ghoul_cavalier_MAGELO-GEN|-1|-1
103975|103975_a_frenzied_ghoul_MAGELO-GEN|1|99
103977|103977_a_frenzied_ghoul_MAGELO-GEN|-1|-1
103978|103978_an_urd_ghoul_wizard_MAGELO-GEN|-1|-1
103979|Froglok Ghouls - Wiz Fine Steel (Piercers)|-1|-1
103980|Froglok Ghouls - Phosp/Tongues|-1|-1
103981|Frogloks/Ghouls - War Fine Steel (All Type)|-1|-1
103982|103982_a_bloodthirsty_ghoul_MAGELO-GEN|1|99
103986|Frogloks - Mesh|-1|-1
103990|103990_a_ghoul_executioner_MAGELO-GEN|-1|-1
103993|103993_a_ghoul_ritualist_MAGELO-GEN|-1|-1
103996|103996_a_ghoul_sage_MAGELO-GEN|-1|-1
103999|103999_a_ghoul_savant_MAGELO-GEN|-1|-1
104002|104002_a_ghoul_scribe_MAGELO-GEN|-1|-1
104005|104005_a_ghoul_sentinel_MAGELO-GEN|-1|-1
104008|104008_a_ghoul_supplier_MAGELO-GEN|-1|-1
104010|104010_a_guk_ghoul_wizard_MAGELO-GEN|-1|-1
104014|104014_a_shin_ghoul_knight_MAGELO-GEN|-1|-1
104026|104026_the_froglok_king_MAGELO-GEN|-1|-1
104037|104037_a_froglok_noble_MAGELO-GEN|-1|-1
104038|104038_a_froglok_shin_knight_MAGELO-GEN|-1|-1
104042|104042_a_froglok_tactician_MAGELO-GEN|-1|-1
104044|104044_a_deadly_black_widow_MAGELO-GEN|-1|-1
104045|104045_a_deadly_black_widow_MAGELO-GEN|-1|-1
104047|104047_a_basilisk_MAGELO-GEN|-1|-1
104048|104048_a_basilisk_MAGELO-GEN|-1|-1
104050|104050_a_basalt_gargoyle_MAGELO-GEN|-1|-1
104051|104051_a_basalt_gargoyle_MAGELO-GEN|-1|-1
104053|104053_a_gray_wolf_MAGELO-GEN|-1|-1
104054|104054_a_gray_wolf_MAGELO-GEN|3|99
104058|104058_Hatar_MAGELO-GEN|-1|-1
104060|104060_an_ogre_priestess_MAGELO-GEN|-1|-1
104062|104062_an_ogre_shaman_MAGELO-GEN|-1|-1
104065|104065_Chief_Goonda_MAGELO-GEN|-1|-1
104066|104066_Chief_Goonda_MAGELO-GEN|-1|-1
104068|104068_a_thorn_drakeling_MAGELO-GEN|-1|-1
104069|104069_a_thorn_drakeling_MAGELO-GEN|-1|-1
104074|104074_Brother_Zephyl_MAGELO-GEN|-1|-1
104075|104075_Brother_Zephyl_MAGELO-GEN|-1|-1
104077|104077_a_brown_bear_MAGELO-GEN|-1|-1
104078|104078_a_brown_bear_MAGELO-GEN|-1|-1
104080|104080_a_giant_spider_MAGELO-GEN|-1|-1
104081|104081_a_giant_spider_MAGELO-GEN|-1|-1
104083|104083_a_grizzly_bear_MAGELO-GEN|-1|-1
104086|104086_a_hill_giant_MAGELO-GEN|-1|-1
104091|104091_an_Iksar_manslayer_MAGELO-GEN|-1|-1
104092|104092_an_Iksar_manslayer_MAGELO-GEN|-1|-1
104096|104096_a_deepwater_crocodile_MAGELO-GEN|-1|-1
104097|104097_a_deepwater_crocodile_MAGELO-GEN|-1|-1
104098|104098_A_Firefall_Saurek_MAGELO-GEN|-1|-1
104099|104099_A_Firefall_Saurek_MAGELO-GEN|-1|-1
104101|104101_a_hermit_MAGELO-GEN|-1|-1
104102|104102_a_hermit_MAGELO-GEN|-1|-1
104103|104103_a_hermit_MAGELO-GEN|-1|-1
104104|104104_a_goblin_agressor_MAGELO-GEN|-1|-1
104106|104106_a_goblin_agressor_MAGELO-GEN|-1|-1
104107|104107_a_goblin_soothsayer_MAGELO-GEN|-1|-1
104108|104108_a_goblin_soothsayer_MAGELO-GEN|-1|-1
104109|104109_a_goblin_soothsayer_MAGELO-GEN|-1|-1
104110|104110_a_goblin_warrior_MAGELO-GEN|-1|-1
104112|104112_a_goblin_warrior_MAGELO-GEN|-1|-1
104115|104115_Deputy_Eigon_MAGELO-GEN|-1|-1
104116|104116_Deputy_Eigon_MAGELO-GEN|-1|-1
104118|93049_Grenix_Mucktail_|-1|-1
104121|104121_Ghoul_Messenger_MAGELO-GEN|-1|-1
104124|104124_a_lion_MAGELO-GEN|3|99
104125|104125_a_plains_lion_MAGELO-GEN|-1|-1
104126|104126_a_plains_lion_MAGELO-GEN|-1|-1
104127|104127_a_plains_lion_MAGELO-GEN|-1|-1
104129|104129_a_plains_lioness_MAGELO-GEN|-1|-1
104130|104130_a_plains_lioness_MAGELO-GEN|-1|-1
104132|104132_Jetsam_MAGELO-GEN|-1|-1
104133|104133_Jetsam_MAGELO-GEN|-1|-1
104135|104135_King_Thex`Ka_IV_MAGELO-GEN|-1|-1
104136|104136_King_Thex`Ka_IV_MAGELO-GEN|-1|-1
104138|The_Widowmistress other|-1|-1
104139|The_Widowmistress weapons|-1|-1
104140|Drelzna|-1|-1
104143|Najena|-1|-1
104144|Najena misc|-1|-1
104147|BoneCracker misc|-1|-1
104148|BoneCracker|-1|-1
104151|93059_Garton_Viswin_|-1|-1
104153|104153_skeleton_squad_leader_MAGELO-GEN|-1|-1
104155|104155_a_kly_invoker_MAGELO-GEN|-1|-1
104156|104156_a_kly_invoker_MAGELO-GEN|-1|-1
104157|104157_a_mountain_giant_steep_MAGELO-GEN|-1|-1
104158|104158_a_mountain_giant_steep_MAGELO-GEN|-1|-1
104159|104159_a_mountain_giant_steep_MAGELO-GEN|-1|-1
104160|104160_a_drachnid_silkstrander_MAGELO-GEN|-1|-1
104161|104161_a_drachnid_silkstrander_MAGELO-GEN|-1|-1
104162|104162_a_drachnid_silkstrander_MAGELO-GEN|-1|-1
