lootdrop_id|item_id|item_charges|equip_item|chance|multiplier|disabled_chance|min_expansion|max_expansion
99620|7351|1|1|3.03|1|0|-1|-1
99620|7352|1|1|9.697|1|0|-1|-1
99628|13754|1|0|0.943|1|0|-1|-1
99629|13753|1|0|6.604|1|0|-1|-1
99629|13755|1|0|2.83|1|0|-1|-1
99629|13780|1|0|11.321|1|0|-1|-1
99629|13782|1|0|24.528|1|0|-1|-1
99638|5350|1|1|1.215|1|0|-1|-1
99638|5352|1|1|1.619|1|0|-1|-1
99638|5353|1|1|1.619|1|0|-1|-1
99638|6350|1|1|1.619|1|0|-1|-1
99638|6351|1|1|0.405|1|0|-1|-1
99638|6352|1|1|1.215|1|0|-1|-1
99638|7350|1|1|1.215|1|0|-1|-1
99638|7351|1|1|0.81|1|0|-1|-1
99638|7352|1|1|0.81|1|0|-1|-1
99638|30979|1|1|0.81|1|0|3|99
99638|30982|1|1|0.405|1|0|3|99
99639|12309|1|0|40.891|1|0|-1|-1
99642|7350|1|1|4.015|1|0|-1|-1
99642|7351|1|1|2.555|1|0|-1|-1
99642|7352|1|1|4.38|1|0|-1|-1
99643|10008|1|1|2.92|1|0|-1|-1
99643|10022|1|0|3.285|1|0|-1|-1
99643|10023|1|0|4.015|1|0|-1|-1
99643|10024|1|0|5|1|0|-1|-1
99643|10025|1|0|3.285|1|0|-1|-1
99643|10040|1|1|4.745|1|0|-1|-1
99643|10041|1|1|4.745|1|0|-1|-1
99643|10042|1|1|5|1|0|-1|-1
99643|10225|1|0|5.474|1|0|2|99
99643|22504|1|0|2.555|1|0|1|99
99647|7350|1|1|6.977|1|0|-1|-1
99647|7351|1|1|1.993|1|0|-1|-1
99647|7352|1|1|7.641|1|0|-1|-1
99665|10543|1|0|23.75|1|0|-1|-1
99671|4201|1|1|0.522|1|0|-1|-1
99671|4202|1|1|0.783|1|0|-1|-1
99671|4203|1|1|0.783|1|0|-1|-1
99671|4204|1|1|1.567|1|0|-1|-1
99671|4205|1|1|0.522|1|0|-1|-1
99671|4206|1|1|0.522|1|0|-1|-1
99671|4207|1|1|0.522|1|0|-1|-1
99671|4208|1|1|0.783|1|0|-1|-1
99671|4209|1|1|1.044|1|0|-1|-1
99671|4210|1|1|0.261|1|0|-1|-1
99671|4211|1|1|0.783|1|0|-1|-1
99671|4212|1|1|0.522|1|0|-1|-1
99672|5350|1|1|1.828|1|0|-1|-1
99672|5351|1|1|0.783|1|0|-1|-1
99672|5352|1|1|1.828|1|0|-1|-1
99672|5353|1|1|2.35|1|0|-1|-1
99672|6350|1|1|1.567|1|0|-1|-1
99672|6351|1|1|1.305|1|0|-1|-1
99672|6352|1|1|1.044|1|0|-1|-1
99672|7350|1|1|1.305|1|0|-1|-1
99672|7351|1|1|2.35|1|0|-1|-1
99672|7352|1|1|1.305|1|0|-1|-1
99672|30979|1|1|0.261|1|0|3|99
99672|30982|1|1|0.783|1|0|3|99
99695|6350|1|1|10.619|1|0|-1|-1
99695|6351|1|1|3.54|1|0|-1|-1
99695|6352|1|1|3.982|1|0|-1|-1
99708|5352|1|1|108.889|1|0|-1|-1
99717|10396|1|0|6.137|1|0|4|99
99717|10397|1|0|8.333|1|0|4|99
99717|10468|1|0|16.667|1|0|1|99
99717|10469|1|0|8.333|1|0|1|99
99717|13005|1|0|0.697|1|0|-1|-1
99717|13006|1|0|0.837|1|0|-1|-1
99717|13007|1|0|0.279|1|0|-1|-1
99717|13008|1|0|0.558|1|0|-1|-1
99717|13009|1|0|8.333|1|0|-1|-1
99717|13016|1|0|0.558|1|0|-1|-1
99717|13032|1|0|0.697|1|0|-1|-1
99717|13039|1|0|8.333|1|0|-1|-1
99717|13790|1|0|25|1|0|-1|-1
99717|17002|1|0|0.837|1|0|-1|-1
99717|17003|1|0|1.116|1|0|-1|-1
99717|17004|1|0|0.279|1|0|-1|-1
99717|17005|1|0|0.558|1|0|-1|-1
99717|17006|1|0|0.837|1|0|-1|-1
99723|5038|1|1|100|1|0|-1|-1
99739|5013|1|1|4.313|1|0|-1|-1
99739|5016|1|1|1.673|1|0|-1|-1
99739|5019|1|1|7.042|1|0|-1|-1
99739|5027|1|1|2.289|1|0|-1|-1
99739|5028|1|1|0.264|1|0|-1|-1
99739|5030|1|1|1.144|1|0|-1|-1
99739|6019|1|1|1.056|1|0|-1|-1
99739|7007|1|1|0.792|1|0|-1|-1
99795|5351|1|1|100|1|0|-1|-1
99804|10396|1|0|4.831|1|0|4|99
99804|10397|1|0|4.348|1|0|4|99
99804|10468|1|0|3.865|1|0|1|99
99804|10469|1|0|1.449|1|0|1|99
99804|13006|1|0|1.449|1|0|-1|-1
99804|13007|1|0|1.449|1|0|-1|-1
99804|13008|1|0|0.483|1|0|-1|-1
99804|13009|1|0|0.483|1|0|-1|-1
99804|13016|1|0|0.966|1|0|-1|-1
99804|13032|1|0|0.483|1|0|-1|-1
99804|13790|1|0|27.536|1|0|-1|-1
99804|17002|1|0|1.449|1|0|-1|-1
99804|17003|1|0|1.932|1|0|-1|-1
99804|17004|1|0|0.483|1|0|-1|-1
99804|17006|1|0|0.483|1|0|-1|-1
99805|5350|1|1|3|1|0|-1|-1
99805|5351|1|1|3|1|0|-1|-1
99805|5352|1|1|3|1|0|-1|-1
99805|5353|1|1|3|1|0|-1|-1
99805|6350|1|1|3|1|0|-1|-1
99805|6352|1|1|3|1|0|-1|-1
99805|7350|1|1|3|1|0|-1|-1
99805|7352|1|1|3|1|0|-1|-1
99805|30982|1|1|3|1|0|3|99
99814|13005|1|0|0.813|1|0|-1|-1
99814|13006|1|0|0.813|1|0|-1|-1
99814|13007|1|0|0.271|1|0|-1|-1
99814|13008|1|0|0.542|1|0|-1|-1
99814|13009|1|0|0.813|1|0|-1|-1
99814|13016|1|0|1.626|1|0|-1|-1
99814|13032|1|0|0.542|1|0|-1|-1
99814|13034|1|0|0.271|1|0|-1|-1
99814|13039|1|0|1.084|1|0|-1|-1
99814|17002|1|0|0.542|1|0|-1|-1
99814|17003|1|0|0.813|1|0|-1|-1
99814|17004|1|0|0.271|1|0|-1|-1
99814|17005|1|0|0.542|1|0|-1|-1
99814|17006|1|0|0.271|1|0|-1|-1
99815|6011|1|1|3|1|0|-1|-1
99815|6016|1|1|1|1|0|-1|-1
99815|6017|1|1|11|1|0|-1|-1
99815|6018|1|1|4|1|0|-1|-1
99815|6019|1|1|1.5|1|0|-1|-1
99815|6024|1|1|1|1|0|-1|-1
99815|7007|1|1|1|1|0|-1|-1
99818|22514|1|0|46.667|2|0|1|99
99820|22514|1|0|18.75|1|0|1|99
99832|5352|1|1|103.03|1|0|-1|-1
99833|13944|1|0|112.121|1|0|-1|-1
99851|5005|1|1|100|1|0|-1|-1
99944|12999|1|0|50|4|0|2|99
99944|13019|1|0|50|1|0|-1|-1
99953|13019|1|0|51.111|2|0|-1|-1
99953|13076|1|0|64.444|2|0|-1|-1
99968|19036|1|0|22.5|1|0|-1|-1
99969|7019|1|0|60|1|0|-1|-1
99969|13019|1|0|42.5|2|0|-1|-1
99981|2352|1|1|50|1|0|-1|-1
99981|13073|1|0|50|2|0|-1|-1
100030|12437|1|0|100|1|0|-1|-1
100051|10553|1|0|20|1|0|-1|-1
100052|13085|1|0|50|1|0|-1|-1
100083|5017|1|1|5|1|0|-1|-1
100083|9112|1|0|2.5|1|0|3|99
100083|13077|1|1|5|1|0|-1|-1
100126|10014|1|0|45|2|0|-1|-1
100151|1361|1|1|75|1|0|-1|-1
100151|5405|1|1|25|1|0|-1|-1
100166|5018|1|1|100|1|0|-1|-1
100168|5018|1|1|100|1|0|-1|-1
100180|13067|1|0|35.477|1|0|-1|-1
100180|13070|1|0|49.224|1|0|-1|-1
100187|13069|1|0|7.295|1|0|-1|-1
100188|13068|1|0|52.888|2|0|-1|-1
100222|13931|1|1|14.815|1|0|-1|-1
100233|13314|1|1|100|1|0|-1|-1
100287|13062|1|0|30|1|0|-1|-1
100288|13061|1|0|30|1|0|-1|-1
100333|13067|1|0|25|1|0|-1|-1
100333|13070|1|0|25|1|0|-1|-1
100334|13060|1|0|75|1|0|3|99
100344|5013|1|1|5.082|1|0|-1|-1
100344|5016|1|1|2.093|1|0|-1|-1
100344|5019|1|1|9.567|1|0|-1|-1
100344|5027|1|1|2.541|1|0|-1|-1
100344|5028|1|1|0.299|1|0|-1|-1
100344|5030|1|1|0.598|1|0|-1|-1
100344|6019|1|1|0.747|1|0|-1|-1
100344|30981|1|1|2|1|0|3|99
100349|13050|1|0|20|1|0|-1|-1
100350|13055|1|0|55|1|0|-1|-1
100350|13064|1|0|25|1|0|-1|-1
100352|13071|1|0|17.241|1|0|-1|-1
100352|13072|1|0|10.345|1|0|-1|-1
100352|13264|1|0|10.345|1|0|3|99
100352|27408|1|0|10.345|1|0|3|99
100354|7005|1|1|30|1|0|-1|-1
100354|14017|1|0|10|1|0|-1|-1
100355|13058|1|0|50|1|0|-1|-1
100469|5166|1|1|3|1|0|-1|-1
100469|5167|1|1|3|1|0|-1|-1
100469|5168|1|1|5|1|0|-1|-1
100469|5169|1|1|6|1|0|-1|-1
100469|5171|1|1|4|1|0|-1|-1
100469|5172|1|1|5|1|0|-1|-1
100469|5173|1|1|5|1|0|-1|-1
100469|5174|1|1|3|1|0|-1|-1
100470|2333|1|1|90|1|0|-1|-1
100470|12505|1|1|15|1|0|-1|-1
100473|4201|1|1|0.589|1|0|-1|-1
100473|4202|1|1|0.353|1|0|-1|-1
100473|4203|1|1|0.628|1|0|-1|-1
100473|4204|1|1|0.589|1|0|-1|-1
100473|4205|1|1|0.314|1|0|-1|-1
100473|4206|1|1|0.471|1|0|-1|-1
100473|4207|1|1|0.432|1|0|-1|-1
100473|4208|1|1|0.511|1|0|-1|-1
100473|4209|1|1|0.982|1|0|-1|-1
100473|4210|1|1|0.432|1|0|-1|-1
100473|4211|1|1|0.668|1|0|-1|-1
100473|4212|1|1|0.786|1|0|-1|-1
100474|5350|1|1|1.925|1|0|-1|-1
100474|5351|1|1|2.042|1|0|-1|-1
100474|5352|1|1|1.767|1|0|-1|-1
100474|5353|1|1|2.16|1|0|-1|-1
100474|6350|1|1|2.317|1|0|-1|-1
100474|6351|1|1|2.003|1|0|-1|-1
100474|6352|1|1|2.082|1|0|-1|-1
100474|7350|1|1|1.493|1|0|-1|-1
100474|7351|1|1|2.435|1|0|-1|-1
100474|7352|1|1|1.257|1|0|-1|-1
100474|30979|1|1|0.5|1|0|3|99
100474|30982|1|1|0.5|1|0|3|99
100486|7050|1|1|100|1|0|-1|-1
100508|6350|1|1|11.628|1|0|-1|-1
100508|6351|1|1|2.326|1|0|-1|-1
100509|16540|1|0|20.93|1|0|-1|-1
100510|8013|1|1|94.186|2|0|-1|-1
100511|11704|1|0|0.27|1|0|-1|-1
100511|11706|1|0|0.84|1|0|-1|-1
100511|11707|1|0|0.9|1|0|-1|-1
100511|11708|1|0|0.18|1|0|-1|-1
100511|11710|1|0|0.18|1|0|-1|-1
100511|11760|1|0|0.15|1|0|-1|-1
100511|11761|1|0|0.72|1|0|-1|-1
100511|11762|1|0|0.3|1|0|-1|-1
100511|11763|1|0|1.56|1|0|-1|-1
100511|11764|1|0|0.18|1|0|-1|-1
100511|11765|1|0|0.18|1|0|-1|-1
100511|11766|1|0|0.15|1|0|-1|-1
100511|11767|1|0|1.17|1|0|-1|-1
100511|11768|1|0|0.3|1|0|-1|-1
100511|11769|1|0|0.21|1|0|-1|-1
100511|11798|1|0|0.15|1|0|-1|-1
100511|11799|1|0|2.28|1|0|-1|-1
100511|11843|1|0|0.15|1|0|-1|-1
100511|11844|1|0|0.27|1|0|-1|-1
100511|11845|1|0|0.33|1|0|-1|-1
100511|11846|1|0|0.2|1|0|-1|-1
100511|11847|1|0|0.9|1|0|-1|-1
100511|11848|1|0|0.2|1|0|-1|-1
100511|11849|1|0|0.2|1|0|-1|-1
100511|11850|1|0|0.36|1|0|-1|-1
100511|11851|1|0|0.96|1|0|-1|-1
100511|11882|1|0|0.15|1|0|-1|-1
100511|16037|1|0|0.69|1|0|-1|-1
100511|16039|1|0|0.87|1|0|-1|-1
100514|16540|1|0|15.066|1|0|-1|-1
100514|16884|1|0|4.801|1|0|4|99
100514|22121|1|0|7.616|1|0|1|99
100514|22532|1|0|5.464|2|0|1|99
100515|8013|1|1|68.212|2|0|-1|-1
100517|13041|1|0|33.227|2|0|-1|-1
100517|13417|1|0|13.831|2|0|-1|-1
100517|14018|1|0|13.514|2|0|-1|-1
100517|19659|1|0|29.73|1|0|3|99
100517|19660|1|0|31.32|1|0|3|99
100521|11730|1|0|1.5|1|0|-1|-1
100521|11731|1|0|1.5|1|0|-1|-1
100521|11732|1|0|1.5|1|0|-1|-1
100521|11733|1|0|1.5|1|0|-1|-1
100521|11734|1|0|1.5|1|0|-1|-1
100521|11735|1|0|1.5|1|0|-1|-1
100521|11736|1|0|1.25|1|0|-1|-1
100521|11737|1|0|1.5|1|0|-1|-1
100521|11763|1|0|1.5|1|0|-1|-1
100521|11776|1|0|1.5|1|0|-1|-1
100521|11779|1|0|1.5|1|0|-1|-1
100521|11780|1|0|1.5|1|0|-1|-1
100521|11781|1|0|2.25|1|0|-1|-1
100521|11782|1|0|1.5|1|0|-1|-1
100521|11783|1|0|1.5|1|0|-1|-1
100521|11806|1|0|1.15|1|0|-1|-1
100521|11807|1|0|2.3|1|0|-1|-1
100521|11808|1|0|1.5|1|0|-1|-1
100521|11809|1|0|1.1|1|0|-1|-1
100521|11865|1|0|1.5|1|0|-1|-1
100521|11866|1|0|1.5|1|0|-1|-1
100521|11867|1|0|1.5|1|0|-1|-1
100521|11868|1|0|1.5|1|0|-1|-1
100521|11869|1|0|1.15|1|0|-1|-1
100521|11870|1|0|1.5|1|0|-1|-1
100522|16540|1|0|18.285|1|0|-1|-1
100522|16884|1|0|6.25|1|0|4|99
100522|20665|1|0|12.397|1|0|1|99
100522|22121|1|0|7.851|1|0|1|99
100522|22532|1|0|7.128|2|0|1|99
100528|13403|1|0|20|1|0|-1|-1
100532|13788|1|0|18.132|1|0|-1|-1
100536|1001|1|1|1.057|1|0|-1|-1
100536|1002|1|1|0.732|1|0|-1|-1
100536|1003|1|1|1.301|1|0|-1|-1
100536|1004|1|1|0.854|1|0|-1|-1
100536|1005|1|1|1.301|1|0|-1|-1
100536|1006|1|1|0.935|1|0|-1|-1
100536|1007|1|1|1.341|1|0|-1|-1
100536|1008|1|1|1.098|1|0|-1|-1
100536|1009|1|1|1.423|1|0|-1|-1
100536|1010|1|1|1.26|1|0|-1|-1
100536|1011|1|1|1.22|1|0|-1|-1
100536|1012|1|1|1.463|1|0|-1|-1
100537|7012|1|1|3.78|1|0|-1|-1
100537|7013|1|1|4.065|1|0|-1|-1
100537|7014|1|1|3.862|1|0|-1|-1
100537|7015|1|1|4.309|1|0|-1|-1
100537|7016|1|1|3.13|1|0|-1|-1
100538|6017|1|1|0.513|1|0|-1|-1
100538|12835|1|0|0.513|1|0|-1|-1
100557|6018|1|1|100|1|0|-1|-1
100563|13070|1|0|36.798|1|0|-1|-1
100564|13067|1|0|58.708|1|0|-1|-1
100566|13250|1|0|15|1|0|-1|-1
100567|10307|1|1|25|2|0|-1|-1
100587|22570|1|0|30|1|0|-1|-1
100603|13071|1|0|20|1|0|-1|-1
100603|13072|1|0|20|1|0|-1|-1
100604|13064|1|0|40|1|0|-1|-1
100604|13270|1|0|60|1|0|-1|-1
100615|13847|1|0|6.25|1|0|-1|-1
100615|13848|1|0|31.25|1|0|-1|-1
100615|13849|1|0|25|1|0|-1|-1
100620|13417|1|0|14.286|1|0|-1|-1
100620|14018|1|0|20|1|0|-1|-1
100620|19659|1|0|28.571|1|0|3|99
100621|13041|1|0|50|4|0|-1|-1
100621|19660|1|0|54.286|1|0|3|99
100630|5072|1|1|2.283|1|0|-1|-1
100630|5073|1|1|1.598|1|0|-1|-1
100630|5074|1|1|3.196|1|0|-1|-1
100630|5075|1|1|2.511|1|0|-1|-1
100630|5076|1|1|1.826|1|0|-1|-1
100630|5077|1|1|1.142|1|0|-1|-1
100631|9029|1|1|1.37|1|0|-1|-1
100631|12739|1|0|23.973|1|0|-1|-1
100632|13073|1|0|36.53|2|0|-1|-1
100638|11950|1|0|20|1|0|-1|-1
100638|12656|1|0|27.5|1|0|-1|-1
100639|12466|1|0|100|1|0|-1|-1
100658|5072|1|1|10.526|1|0|-1|-1
100658|5076|1|1|5.263|1|0|-1|-1
100658|5077|1|1|5.263|1|0|-1|-1
100658|12844|1|1|57.895|1|0|-1|-1
100659|13073|1|0|42.105|2|0|-1|-1
100672|14772|1|0|6.25|1|0|-1|-1
100677|13417|1|0|15.278|1|0|-1|-1
100677|14018|1|0|25.347|1|0|-1|-1
100677|19659|1|0|32.812|1|0|3|99
100678|13041|1|0|50|4|0|-1|-1
100678|19660|1|0|35.417|1|0|3|99
100680|13073|1|0|35|2|0|-1|-1
100689|10006|1|1|0.664|1|0|-1|-1
100689|10007|1|1|0.997|1|0|-1|-1
100689|10019|1|0|0.997|1|0|-1|-1
100689|10020|1|0|0.664|1|0|-1|-1
100689|10027|1|0|0.664|1|0|-1|-1
100689|10039|1|1|0.997|1|0|-1|-1
100690|28073|1|0|5.648|1|0|4|99
100690|28074|1|1|4.319|1|0|4|99
100690|28075|1|1|3.654|1|0|-1|-1
100691|12729|1|1|100|1|0|-1|-1
100751|10008|1|1|1|1|0|-1|-1
100751|10025|1|0|1|1|0|-1|-1
100751|10225|1|0|1|1|0|2|99
100751|11538|1|1|0.84|1|0|-1|-1
100751|22504|1|0|1|1|0|1|99
100763|12851|1|1|100|1|0|-1|-1
100764|10023|1|0|1.205|2|0|-1|-1
100764|10025|1|0|1.205|2|0|-1|-1
100764|10040|1|1|2.41|1|0|-1|-1
100764|10041|1|1|1.205|1|0|-1|-1
100764|10225|1|0|2.41|1|0|2|99
100765|10578|1|1|1.5|1|0|-1|-1
100765|10580|1|1|2|1|0|-1|-1
100765|10581|1|1|1.85|1|0|-1|-1
100765|10582|1|1|0.75|1|0|-1|-1
100765|10583|1|1|1|1|0|-1|-1
100765|10587|1|1|10.25|1|0|-1|-1
100765|14820|1|0|17.5|1|0|-1|-1
100766|11980|1|1|100|1|0|-1|-1
100827|10002|1|1|2.941|1|0|-1|-1
100827|10003|1|1|2.941|1|0|-1|-1
100827|10028|1|0|4.412|1|0|-1|-1
100827|10029|1|0|1.471|2|0|-1|-1
100827|10030|1|0|1.471|2|0|-1|-1
100827|16976|1|0|10.294|1|0|2|99
100827|22505|1|0|1.471|2|0|2|99
100828|6475|1|0|4.412|1|0|-1|-1
100828|7230|1|1|0.25|1|0|-1|-1
100828|10228|1|0|19.118|2|0|-1|-1
100828|11399|1|0|17.647|1|0|-1|-1
100828|14758|1|1|2|1|0|-1|-1
100828|16972|1|0|17.647|2|0|-1|-1
100828|18438|1|0|2.941|1|0|-1|-1
100828|22135|1|0|38.235|1|0|-1|-1
100829|5038|1|1|89.706|1|0|-1|-1
100829|5350|1|1|1.471|1|0|-1|-1
100829|7350|1|1|2.941|1|0|-1|-1
100829|7351|1|1|2.941|1|0|-1|-1
100829|7352|1|1|1.471|1|0|-1|-1
100840|6475|1|0|9.677|1|0|-1|-1
100840|7231|1|1|0.25|1|0|-1|-1
100840|10228|1|0|6.452|2|0|-1|-1
100840|11399|1|0|29.032|1|0|-1|-1
100840|16972|1|0|6.452|2|0|-1|-1
100840|18438|1|0|3.226|1|0|-1|-1
100840|22135|1|0|29.032|1|0|-1|-1
100842|3269|1|0|0.5|1|0|-1|-1
100842|10228|1|0|20|2|0|-1|-1
100842|11399|1|0|20|1|0|-1|-1
100842|16972|1|0|20|2|0|-1|-1
100842|18438|1|0|6.667|1|0|-1|-1
100842|22135|1|0|20|1|0|-1|-1
100844|6352|1|1|7.143|1|0|-1|-1
100844|10029|1|0|7.143|2|0|-1|-1
100844|16976|1|0|7.143|2|0|2|99
100845|3264|1|0|1|1|0|-1|-1
100845|6475|1|0|7.143|1|0|-1|-1
100845|7234|1|1|7.143|1|0|-1|-1
100845|10228|1|0|14.286|2|0|-1|-1
100845|11399|1|0|7.143|1|0|-1|-1
100845|16972|1|0|14.286|2|0|-1|-1
100845|22135|1|0|42.857|1|0|-1|-1
100847|12837|1|0|100|1|0|-1|-1
100848|22135|1|0|50|1|0|-1|-1
100857|10029|1|0|4.444|1|0|-1|-1
100857|10030|1|0|2.222|1|0|-1|-1
100857|10043|1|1|2.222|1|0|-1|-1
100857|16976|1|0|4.444|1|0|2|99
100858|5038|1|1|93.333|1|0|-1|-1
100858|6350|1|1|6.667|1|0|-1|-1
100858|7352|1|1|4.444|1|0|-1|-1
100877|5350|1|1|12.5|1|0|-1|-1
100877|5352|1|1|12.5|1|0|-1|-1
100877|7247|1|1|1|1|0|-1|-1
100878|6475|1|0|25|1|0|-1|-1
100878|10228|1|0|25|1|0|-1|-1
100878|11399|1|0|37.5|1|0|-1|-1
100878|16972|1|0|12.5|2|0|-1|-1
100878|22135|1|0|37.5|1|0|-1|-1
100879|10031|1|0|0.226|1|0|-1|-1
100879|10032|1|0|0.162|1|0|-1|-1
100879|10033|1|0|0.162|1|0|-1|-1
100879|10034|1|0|0.259|1|0|-1|-1
100879|10035|1|0|0.162|1|0|-1|-1
100879|10037|1|0|0.162|1|0|-1|-1
100879|16976|1|0|0.129|2|0|2|99
100880|6475|1|0|7.376|1|0|-1|-1
100880|10228|1|0|0.356|1|0|-1|-1
100880|11399|1|0|0.356|1|0|-1|-1
100880|16972|1|0|20.705|2|0|-1|-1
100880|18438|1|0|0.032|1|0|-1|-1
100880|22135|1|0|6.082|1|0|-1|-1
100885|6350|1|1|16.667|1|0|-1|-1
100885|16976|1|0|25|1|0|2|99
100885|22505|1|0|16.667|1|0|2|99
100886|7244|1|1|0.25|1|0|-1|-1
100886|10228|1|0|16.667|2|0|-1|-1
100886|11399|1|0|50|1|0|-1|-1
100886|16972|1|0|33.333|2|0|-1|-1
100886|22135|1|0|50|1|0|-1|-1
100888|6351|1|1|4.167|1|0|-1|-1
100888|10028|1|0|4.167|1|0|-1|-1
100888|10030|1|0|4.167|1|0|-1|-1
100889|6475|1|0|8.333|1|0|-1|-1
100889|10228|1|0|12.5|2|0|-1|-1
100889|11399|1|0|20.833|1|0|-1|-1
100889|16972|1|0|8.333|2|0|-1|-1
100889|18438|1|0|4.167|1|0|-1|-1
100889|22135|1|0|70.833|1|0|-1|-1
100891|6475|1|0|14.286|1|0|-1|-1
100891|7243|1|1|0.3|1|0|-1|-1
100891|11399|1|0|14.286|1|0|-1|-1
100891|16972|1|0|14.286|2|0|-1|-1
100891|22135|1|0|28.571|1|0|-1|-1
100893|6350|1|1|9.091|1|0|-1|-1
100894|10228|1|0|9.091|2|0|-1|-1
100894|11399|1|0|9.091|1|0|-1|-1
100894|16972|1|0|9.091|2|0|-1|-1
100894|22135|1|0|63.636|1|0|-1|-1
100926|12786|1|0|10.959|1|0|-1|-1
100934|12439|1|0|50|1|0|-1|-1
100934|12440|1|0|40|1|0|-1|-1
100943|12660|1|0|100|1|0|-1|-1
100964|10020|1|0|0.901|1|0|-1|-1
100964|10023|1|0|2.703|1|0|-1|-1
100964|10024|1|0|0.901|1|0|-1|-1
100964|10028|1|0|1.802|1|0|-1|-1
100964|10041|1|1|0.901|1|0|-1|-1
100964|10042|1|1|0.901|1|0|-1|-1
100964|12633|1|0|10.811|1|0|-1|-1
100964|16899|1|0|19.82|1|0|-1|-1
100965|12743|1|1|32.432|1|0|-1|-1
100965|12745|1|0|18.018|1|0|-1|-1
100965|12746|1|0|26.126|1|0|-1|-1
100965|12747|1|0|22.523|1|0|-1|-1
100969|10027|1|0|3.226|2|0|-1|-1
100969|10028|1|0|6.452|2|0|-1|-1
100981|11951|1|0|14.286|2|0|-1|-1
100990|10028|1|0|5.556|2|0|-1|-1
100998|10027|1|0|5.263|2|0|-1|-1
101009|11951|1|0|25|2|0|-1|-1
101018|10008|1|1|3.704|1|0|-1|-1
101018|11939|1|1|3.704|1|0|-1|-1
101018|11940|1|1|3.704|1|0|-1|-1
101018|11941|1|1|3.704|1|0|-1|-1
101018|11942|1|1|3.704|1|0|-1|-1
101018|11943|1|1|3.704|1|0|-1|-1
101019|14776|1|0|48.148|1|0|-1|-1
101022|11951|1|0|58.333|2|0|-1|-1
101023|10027|1|0|1.176|2|0|-1|-1
101026|10018|1|0|3.333|2|0|-1|-1
101026|10020|1|0|3.333|2|0|-1|-1
101026|10027|1|0|3.333|2|0|-1|-1
101030|22515|1|0|50|1|0|1|99
101031|6018|1|1|100|1|0|-1|-1
101032|10002|1|1|0.977|1|0|-1|-1
101032|10003|1|1|0.651|1|0|-1|-1
101032|10028|1|0|0.326|1|0|-1|-1
101032|10029|1|0|0.651|1|0|-1|-1
101032|10030|1|0|0.326|1|0|-1|-1
101032|10043|1|1|0.326|1|0|-1|-1
101032|16976|1|0|3.583|1|0|2|99
101032|22505|1|0|0.326|1|0|2|99
101033|14018|1|0|16.287|1|0|-1|-1
101033|16983|1|0|18.893|1|0|-1|-1
101034|13041|1|0|37.134|2|0|-1|-1
101036|5006|1|1|100|1|0|-1|-1
101042|7352|1|1|100|2|0|-1|-1
101045|10002|1|1|1.6|1|0|-1|-1
101045|10003|1|1|0.8|1|0|-1|-1
101045|10012|1|0|0.8|1|0|-1|-1
101045|10028|1|0|3.2|1|0|-1|-1
101045|10029|1|0|0.8|1|0|-1|-1
101045|10030|1|0|0.8|1|0|-1|-1
101045|10043|1|1|0.8|1|0|-1|-1
101045|10044|1|1|0.8|1|0|-1|-1
101045|16976|1|0|7.2|1|0|2|99
101045|22505|1|0|0.8|1|0|2|99
101046|5350|1|1|2.4|1|0|-1|-1
101046|5351|1|1|0.8|1|0|-1|-1
101046|5352|1|1|0.8|1|0|-1|-1
101046|5353|1|1|0.8|1|0|-1|-1
101046|6350|1|1|0.8|1|0|-1|-1
101046|6351|1|1|1.6|1|0|-1|-1
101046|6352|1|1|2.4|1|0|-1|-1
101046|7350|1|1|2.4|1|0|-1|-1
101046|7351|1|1|4|1|0|-1|-1
101046|7352|1|1|0.8|1|0|-1|-1
101046|30979|1|1|1.6|1|0|3|99
101046|30982|1|1|0.8|1|0|3|99
101047|10002|1|1|0.862|1|0|-1|-1
101047|10012|1|0|0.647|1|0|-1|-1
101047|10029|1|0|0.216|1|0|-1|-1
101047|10030|1|0|0.647|1|0|-1|-1
101047|10043|1|1|0.431|1|0|-1|-1
101047|10044|1|1|0.647|1|0|-1|-1
101047|16976|1|0|3.664|1|0|2|99
101047|22505|1|0|0.431|1|0|2|99
101048|5350|1|1|1.509|1|0|-1|-1
101048|5351|1|1|2.586|1|0|-1|-1
101048|5352|1|1|2.155|1|0|-1|-1
101048|5353|1|1|2.371|1|0|-1|-1
101048|6350|1|1|1.94|1|0|-1|-1
101048|6351|1|1|0.862|1|0|-1|-1
101048|6352|1|1|0.862|1|0|-1|-1
101048|7350|1|1|1.509|1|0|-1|-1
101048|7351|1|1|2.155|1|0|-1|-1
101048|7352|1|1|1.724|1|0|-1|-1
101048|30979|1|1|0.862|1|0|3|99
101048|30982|1|1|0.216|1|0|3|99
101056|22135|1|0|50|1|0|-1|-1
101067|22515|1|0|33.333|1|0|1|99
101068|5006|1|1|100|1|0|-1|-1
101070|5006|1|1|100|1|0|-1|-1
101075|5006|1|1|85.714|1|0|-1|-1
101077|5352|1|1|100|2|0|-1|-1
101080|5352|1|1|100|2|0|-1|-1
101083|5352|1|1|100|2|0|-1|-1
101085|1163|1|1|50|1|0|-1|-1
101087|13661|1|1|100|1|0|-1|-1
101089|10012|1|0|1.695|1|0|-1|-1
101089|10030|1|0|1.695|2|0|-1|-1
101089|16976|1|0|1.695|2|0|2|99
101090|12922|1|1|22.034|1|0|-1|-1
