id|doorid|zone|type|name|pos_x|pos_y|pos_z|heading|opentype|lockpick|keyitem|altkeyitem|nokeyring|triggerdoor|triggertype|doorisopen|door_param|dest_zone|dest_x|dest_y|dest_z|dest_heading|invert_state|incline|size|islift|close_time|can_open|comments
2427|17|unrest|Door|UNDOOR|705.664|-21.6168|35.9866|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
2561|46|steamfont|Teleport|POKTELE500|-1373.04|933.79|-111.662|0|58|0|0|0|1|0|0|0|0|poknowledge|-76|-401|-157|255|0|0|100|0|5|1|
5047|85|gfaydark|Door|FAYLEVATOR|-1895.94|-426.813|34.6542|479|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5048|86|gfaydark|Door|FAYLEVATOR|-1912.85|-364.028|36.3052|355.12|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5049|87|gfaydark|Door|FAYLEVATOR|-1886.11|-374.167|37.5796|354.1|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5050|88|gfaydark|Door|FAYLEVATOR|-1877.19|-400.018|35.4447|224.12|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|131|100|0|5|1|
5051|89|gfaydark|Door|FAYLEVATOR|-1948.66|-559.54|36.9793|221.59|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5052|90|gfaydark|Door|FAYLEVATOR|-1961.11|-588.273|45.3572|225.55|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5053|91|gfaydark|Door|FAYLEVATOR|-1983.66|-601.287|41.042|98.25|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|147|100|0|5|1|
5054|92|gfaydark|Door|FAYLEVATOR|-2009.59|-588.683|39.9885|94.79|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|139|100|0|5|1|
5057|95|gfaydark|Door|FAYLEVATOR|-2130.44|-537.21|27.7227|95.37|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5058|96|gfaydark|Door|FAYLEVATOR|-2162.33|-523.784|27.1563|94.97|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5059|97|gfaydark|Door|FAYLEVATOR|-2173.02|-500.114|39.0774|482.91|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|127|100|0|5|1|
5061|99|gfaydark|Door|FAYLEVATOR|-2157.82|-465.028|37.412|478.55|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5063|101|gfaydark|Door|FAYLEVATOR|-2106.12|-334.651|24.5783|478.97|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5064|102|gfaydark|Door|FAYLEVATOR|-2091.59|-300.849|25.8372|478.01|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5066|104|gfaydark|Door|FAYLEVATOR|-2066.78|-291.797|28.5482|353.49|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5068|106|gfaydark|Door|FAYLEVATOR|-2033.83|-306.659|29.6945|346.55|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|128|100|0|5|1|
5145|29|highpass|Door|DOOR1|350.703|221.111|43.3289|0|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5146|28|highpass|Door|DOOR1|-219.792|42.4425|30.9407|126.76|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5147|27|highpass|Door|DOOR1|-229.755|42.4247|30.9139|129.1|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5148|26|highpass|Door|DOOR1|-239.69|42.2396|30.8783|128.32|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5149|25|highpass|Door|DOOR1|-249.566|41.8576|31.1978|130.56|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5150|24|highpass|Door|DOOR1|-259.317|41.8959|31.1024|127.48|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5151|23|highpass|Door|DOOR1|-154.013|358.022|37.4712|428.22|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5152|22|highpass|Door|DOOR1|-162.318|352.955|37.3692|424.1|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5153|21|highpass|Door|DOOR1|-162.438|352.879|28.001|425.86|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5154|20|highpass|Door|DOOR1|-153.893|357.931|28.001|427.16|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5155|19|highpass|Door|DOOR1|-308.06|308.208|53.0434|66.9401|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5156|18|highpass|Door|DOOR1|-301.262|301.438|50.4646|168|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5157|30|highpass|Door|DOOR1|364.315|-191.836|13.9954|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5158|1|highpass|Door|DOOR1|364.322|-211.848|13.9954|256.82|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5159|2|highpass|Door|DOOR1|364.37|-247.895|13.9954|256.66|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5160|3|highpass|Door|DOOR1|364.642|-267.814|13.9954|256.42|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5161|4|highpass|Door|DOOR1|418.413|-233.889|13.9954|256.34|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5162|5|highpass|Door|DOOR1|418.409|-253.886|13.9954|256.34|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5163|6|highpass|Door|DOOR1|321.857|-215.893|0.000934|256.899|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5164|7|highpass|Door|DOOR1|-279.81|132.045|0.001041|256.96|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5165|8|highpass|Door|DOOR1|-235.843|40.9839|1.00061|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5166|9|highpass|Door|DOOR1|-325.916|-139.883|0.001022|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5167|10|highpass|Door|DOOR1|205.88|502.916|27.9897|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5168|11|highpass|Door|DOOR1|171.967|449.171|27.9898|128.4|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5169|12|highpass|Door|DOOR1|-109.869|503.781|0.001005|128.06|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5170|13|highpass|Door|DOOR1|-139.281|545.834|0.001061|256.74|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5171|14|highpass|Door|DOOR1|-139.279|517.84|0.001025|256.78|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5172|15|highpass|Door|DOOR1|-141.988|490.454|13.9954|384.74|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5173|16|highpass|Door|DOOR1|-139.28|517.847|13.9953|256.02|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5174|17|highpass|Door|DOOR1|-139.34|545.844|13.9954|256.7|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5175|5|soldungb|Lever|GIANTLEV|-1237.41|-537.358|13.9954|256|40|0|0|0|1|2|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5176|3|soldungb|Trap|BLOCK10C|-625.942|-241.378|-74.4642|384|140|0|0|0|1|0|0|0|0|NONE|0|0|0|0|1|0|100|0|5|1|
5177|1|soldungb|Door|PORTC2|-1345.99|-369.147|-4.99701|256|75|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5178|2|soldungb|Bridge|DRAWBRIDGE1|-1366.52|-520.912|-8.9938|0|30|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5179|4|soldungb|Door|PORTC1|-1172.66|-823.927|74.971|0|76|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5214|18|runnyeye|Door|D10X12|-9.95164|49.5481|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5215|16|runnyeye|Door|D10X12|9.02514|-49.6297|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5216|15|runnyeye|Door|D10X12|28.9187|-50.6558|-131.946|385.28|5|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5217|12|runnyeye|Door|D10X12|-63.9801|-52.5516|-131.946|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5218|11|runnyeye|Door|D10X12|-106.896|-15.378|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5219|10|runnyeye|Door|D10X12|-155.145|-117.924|-131.946|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5220|9|runnyeye|Door|D10X12|-104.866|-80.0713|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5221|8|runnyeye|Door|D10X12|-104.537|-106.008|-131.946|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5222|6|runnyeye|Door|D10X12|-94.9625|-153.921|-131.946|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5223|5|runnyeye|Door|D10X12|-117.384|-174.913|-131.946|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5224|4|runnyeye|Door|D10X12|-117.426|-141.885|-131.946|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5225|2|runnyeye|Door|DOOR3|-139.398|-166.003|-48.9794|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5226|19|runnyeye|Door|D10X12|-145.891|19.5621|-131.946|129.42|5|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5227|21|runnyeye|Door|DOOR3|-124.034|18.4114|-131.946|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5228|22|runnyeye|Door|D10X12|-133.948|88.8476|-131.946|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5229|23|runnyeye|Door|D10X12|-101.27|126.902|-131.946|4.14029|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5230|24|runnyeye|Door|D10X12|-123.91|105.742|-131.946|125.54|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5231|28|runnyeye|Door|D10X12|-56.5995|161.981|-131.946|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5232|1|runnyeye|Door|D10X12|-83.9281|163.93|-131.946|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5233|30|runnyeye|Door|D10X12|-105.883|149.295|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5234|31|runnyeye|Door|D10X12|-98.2295|99.8619|-131.946|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5235|32|runnyeye|Door|D10X12|-0.462887|119.949|-131.946|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5236|33|runnyeye|Door|D10X12|83.1714|45.9388|-131.946|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5237|34|runnyeye|Door|D10X12|106.955|110.556|-131.946|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5238|37|runnyeye|Door|D10X12|164.372|-10.987|-131.946|256|5|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5239|38|runnyeye|Door|D10X12|124.113|-51.95|-131.946|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5240|39|runnyeye|Door|D10X12|109.952|-77.3736|-131.946|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5241|40|runnyeye|Door|D10X12|95.991|-124.407|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5242|42|runnyeye|Door|DOOR1|69.0053|-157.835|-131.496|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5243|44|runnyeye|Door|DOOR1|25.6694|-152.994|-131.596|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5244|45|runnyeye|Door|D10X12|-92.9516|-128.862|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5245|46|runnyeye|Door|D10X12|165.987|-52.0223|-131.946|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5246|47|runnyeye|Door|HHCELL|-16.9459|-64.9411|-130.696|256|65|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5247|48|runnyeye|Door|DOOR3|-22.8333|-67.0325|-47.9678|128.56|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5303|28|erudnint|Door|ERDOOR4|657.78|784.462|-15.9924|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5304|27|erudnint|Door|ERDOOR4|669.662|623.337|-15.9923|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5305|26|erudnint|Door|ERDOOR4|765.675|622.868|-15.993|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5306|25|erudnint|Door|ERDOOR4|753.727|784.506|-15.9929|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5307|14|erudnint|Door|ERVAULT|739.741|842.235|-15.993|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5308|13|erudnint|Door|ERVAULT|778.922|857.576|-15.9927|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5309|11|erudnint|Door|ERJAIL|623.765|869.246|-31.9859|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5310|10|erudnint|Door|ERJAIL|635.701|830.994|-31.986|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5311|9|erudnint|Door|ERJAIL|599.803|869.372|-31.9859|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5312|8|erudnint|Door|ERJAIL|611.68|830.926|-31.986|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5313|1|erudnint|Door|ERJAIL|581.84|855.639|-31.7515|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5314|12|erudnint|Door|ERJAIL|597.772|841.459|-15.9927|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5315|16|erudnint|Door|ERVAULT|639.73|564.256|-15.9927|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5316|18|erudnint|Door|ERVAULT|792.131|601.764|-15.9927|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5317|20|erudnint|Door|ERVAULT|795.748|823.241|-15.9923|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5318|22|erudnint|Door|ERVAULT|646.05|789.783|-15.9925|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5319|23|erudnint|Door|ERVAULT|661.442|859.623|-15.9926|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5320|24|erudnint|Door|ERVAULT|612.219|847.72|-15.9926|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5321|20|airplane|Teleport|AIRPORT|1614.13|532.838|-686.686|270.76|58|-1|20919|0|1|0|0|0|0|airplane|574|1463|-765|250|0|0|100|0|5|1|
5322|5|airplane|NonInteract|SHAFT|379.391|1100.42|9.96093|511.684|100|0|0|0|1|0|0|0|0|airplane|574|1463|-765|250|1|0|100|0|5|1|
5323|2|airplane|NonInteract|AIRWMBLD|-269.33|-1425.84|1405.66|256|105|0|0|0|1|0|0|0|0|airplane|574|1463|-765|250|1|0|100|0|5|1|
5324|1|airplane|NonInteract|AIRWMBLDS|377.444|1035.65|168.147|0|105|0|0|0|1|0|0|0|0|airplane|574|1463|-765|250|1|0|100|0|5|1|
5325|3|airplane|NonInteract|AIRWMBLDS|766.523|-530.627|328.856|256|105|0|0|0|1|0|0|0|0|airplane|574|1463|-765|250|1|0|100|0|5|1|
5326|6|airplane|NonInteract|SHAFT|767.882|-602.935|175.116|511.684|100|0|0|0|1|0|0|0|0|airplane|574|1463|-765|250|1|0|100|0|5|1|
5327|7|airplane|NonInteract|SHAFT|-268.268|-1488.69|1251.04|511.684|100|0|0|0|1|0|0|0|0|airplane|574|1463|-765|250|1|0|100|0|5|1|
5328|9|airplane|Teleport|AIRPORT|1359.67|371.054|-685.717|338.5|58|-1|20912|0|1|0|0|0|0|airplane|-434|-103|-359|231|0|0|100|0|5|1|
5329|10|airplane|Teleport|AIRPORT|185.367|233.63|-118.139|306.58|58|-1|20914|0|1|0|0|0|0|airplane|-781|1185|130|231|0|0|100|0|5|1|
5330|13|airplane|Teleport|AIRPORT|-463.494|-578.415|-362.874|447.659|58|-1|20913|0|1|0|0|0|0|airplane|320|564|-55|0|0|0|100|0|5|1|
5331|14|airplane|Teleport|AIRPORT|492.924|-343.799|124.446|64.7795|58|-1|20915|0|1|0|0|0|0|airplane|1089|-884|412|231|0|0|100|0|5|1|
5332|15|airplane|Teleport|AIRPORT|-189.461|724.927|406.212|329.599|58|-1|20916|0|1|0|0|0|0|airplane|306|-750|772|231|0|0|100|0|5|1|
5333|16|airplane|Teleport|AIRPORT|-1184.36|410.751|766.095|170.459|58|-1|20917|0|1|0|0|0|0|airplane|-471|-984|1013|231|0|0|100|0|5|1|
5334|17|airplane|Teleport|AIRPORT|-716.549|-1340.42|1006.65|316.039|58|-1|20918|0|1|0|0|0|0|airplane|-1294|-262|1221|231|0|0|100|0|5|1|
5335|19|airplane|Teleport|AIRPORT|1418.58|840.839|-686.936|347.6|58|-1|20911|0|1|0|0|0|0|airplane|1108|516|-8|231|0|0|100|0|5|1|
5336|21|airplane|Teleport|AIRPORT|456.103|1173.95|-6.52011|315|58|-1|20912|0|1|0|0|0|0|airplane|-434|-103|-359|231|0|0|100|0|5|1|
5338|108|qeynos|Door|DOOR1|311.876|-102.45|28|128|5|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5339|107|qeynos|Door|DOOR1|360.2|-135.945|28|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5340|106|qeynos|Door|DOOR1|509.453|-322.797|12.002|127.973|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5341|105|qeynos|Door|DOOR1|-268.116|-224.415|0.002|381.78|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5342|94|qeynos|Door|DOOR1|475.702|-289.472|15.501|2|54|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5343|64|qeynos|NonInteract|BBBOARD|-326.309|-216.156|4.751|128|55|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5344|59|qeynos|Door|DOOR1|30.0511|-560.18|27.9898|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5345|58|qeynos|Door|DOOR1|82.0039|-560.214|0.001|128|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5346|57|qeynos|Door|DOOR1|53.2673|-575.732|0.001|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5347|33|qeynos|Door|DOOR1|419.186|-95.9453|0.000982|256.92|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5348|32|qeynos|Door|DOOR1|431.776|-70.4861|0.001016|384.28|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5349|31|qeynos|Door|DOOR1|305.913|-160.788|13.9954|128.94|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5350|30|qeynos|Door|DOOR1|297.136|-183.946|13.9954|0.079956|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5351|29|qeynos|Door|DOOR1|253.138|-175.93|13.9954|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5352|28|qeynos|Door|DOOR1|255.257|-118.028|13.9954|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5353|27|qeynos|Door|DOOR1|254.504|-83.8874|13.9954|257|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5354|26|qeynos|Door|DOOR1|319.345|-90.0124|13.9954|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5355|25|qeynos|Door|DOOR1|295.92|-88.3207|13.9954|128.66|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5356|24|qeynos|Door|DOOR1|303.968|-126.44|13.9954|128.74|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5357|23|qeynos|Door|DOOR1|359.848|-103.752|13.9954|384.96|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5358|22|qeynos|Door|DOOR1|348.971|-74.019|0.000986|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5359|21|qeynos|Door|DOOR1|331.734|-69.3671|0.001027|384.5|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5360|20|qeynos|Door|DOOR1|291.786|-99.307|0.001018|384.58|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5361|19|qeynos|Door|DOOR1|281.89|-86.5917|0.000996|128.46|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5362|18|qeynos|Door|DOOR1|349.062|-115.975|0.00092|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5363|17|qeynos|Door|DOOR1|224.328|-86.0096|0.00099|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5364|16|qeynos|Door|DOOR1|322.303|-170.004|0.000924|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5365|15|qeynos|Door|DOOR1|335.343|-613.667|0.000859|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5366|14|qeynos|Door|DOOR1|335.653|-571.73|0.001091|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5367|13|qeynos|Door|DOOR1|389.755|-574.117|0.001|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5368|12|qeynos|Door|DOOR1|335.249|-487.75|0.000997|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5369|11|qeynos|Door|DOOR1|364.273|-491.81|0.000848|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5370|10|qeynos|Door|DOOR1|305.851|-476.198|0.001|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5371|9|qeynos|Door|DOOR1|307.623|-459.796|0.001103|256|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5372|8|qeynos|Door|DOOR1|193.836|-280.266|0.001007|384.46|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5373|7|qeynos|Door|DOOR1|-193.904|-377.317|0.000989|128.48|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5374|6|qeynos|Door|DOOR1|-167.588|-211.993|0.00096|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5375|34|qeynos|Door|DOOR1|277.816|-336.409|0.001|384.68|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5376|35|qeynos|Door|DOOR1|263.874|-336.311|0.001018|382.82|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5377|36|qeynos|Door|DOOR1|265.519|-305.784|0.00101|256.6|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5378|37|qeynos|Door|DOOR1|505.868|-321.513|0.000998|128.82|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5379|38|qeynos|Door|DOOR1|431.796|-210.09|0.000992|384.68|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5380|39|qeynos|Door|DOOR1|490.314|-43.9946|0.000794|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5381|41|qeynos|NonInteract|BBBOARD|226.221|-107.042|3.751|256|55|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5382|42|qeynos|NonInteract|CHEST1|-205.078|-373.545|0.001|2.06008|56|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5383|43|qeynos|Door|PORT1414|122.696|-539.731|-13.765|384|66|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5384|49|qeynos|Door|BBDOOR1|-2.16171|-389.332|-25.9878|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5385|50|qeynos|Door|BBDOOR1|-44.023|-389.468|-25.9878|384|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5386|51|qeynos|Door|BBDOOR1|-72.3358|-407.924|-25.9878|0|0|0|0|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
5387|52|qeynos|Door|BBDOOR1|-72.4357|-435.873|-25.9886|0|0|1|20029|0|1|0|0|0|0|NONE|0|0|0|0|0|0|100|0|5|1|
