zone_short_name|eq_itemid|chance|min_expansion|max_expansion
velketor|19122|44|-1|-1
velketor|19128|8|-1|-1
velketor|19130|42|-1|-1
wakening|13044|17|-1|-1
wakening|13045|12|-1|-1
wakening|13047|13|-1|-1
wakening|13048|3|-1|-1
wakening|13106|4|-1|-1
wakening|13419|17|-1|-1
wakening|16589|3|-1|-1
wakening|19140|3|-1|-1
wakening|19141|12|-1|-1
wakening|30058|3|-1|-1
wakening|30063|13|-1|-1
warrens|13044|14|-1|-1
warrens|13045|14|-1|-1
warrens|13046|14|-1|-1
warrens|13047|14|-1|-1
warrens|13048|14|-1|-1
warrens|13106|14|-1|-1
warrens|13419|14|-1|-1
warslikswood|12434|10|-1|-1
warslikswood|12459|18|-1|-1
warslikswood|12638|12|-1|-1
warslikswood|12676|4|-1|-1
warslikswood|13044|30|-1|-1
warslikswood|13046|8|-1|-1
warslikswood|13047|4|-1|-1
warslikswood|13048|2|-1|-1
warslikswood|13106|8|-1|-1
warslikswood|16490|4|1|99
westwastes|13047|2|-1|-1
westwastes|19125|8|-1|-1
westwastes|19128|8|-1|-1
westwastes|19130|36|-1|-1
westwastes|19131|6|-1|-1
westwastes|19136|8|-1|-1
westwastes|19137|10|-1|-1
westwastes|19138|6|-1|-1
westwastes|19139|4|-1|-1
westwastes|19143|12|-1|-1
