contextkey|wow_spell_id
basesplit~98680~1~~|99418
basesplit~98680~2~~|99419
basesplit~98681~1~~|99420
basesplit~98681~2~~|99421
basesplit~93420~1~~|99422
basesplit~93423~1~~|99423
basesplit~93424~1~~|99424
basesplit~93425~1~~|99425
basesplit~93426~1~~|99426
basesplit~93431~1~~|99427
basesplit~93433~1~~|99428
basesplit~93444~1~~|99429
basesplit~93445~1~~|99430
basesplit~93446~1~~|99431
basesplit~93461~1~~|99432
basesplit~93461~2~~|99433
basesplit~93465~1~~|99434
basesplit~93465~2~~|99435
basesplit~93465~3~~|99436
basesplit~93473~1~~|99437
basesplit~93474~1~~|99438
basesplit~93476~1~~|99439
basesplit~93478~1~~|99440
basesplit~93479~1~~|99441
clickyblock~97299~1~~|99442
basesplit~93484~1~~|99443
basesplit~93499~1~~|99444
basesplit~98685~1~~|99445
basesplit~98686~1~~|99446
basesplit~98687~1~~|99447
basesplit~98688~1~~|99448
basesplit~98689~1~~|99449
basesplit~98689~2~~|99450
basesplit~98690~1~~|99451
basesplit~98690~2~~|99452
basesplit~93505~1~~|99453
basesplit~93507~1~~|99454
basesplit~93516~1~~|99455
basesplit~93517~1~~|99456
basesplit~93518~1~~|99457
basesplit~93532~1~~|99458
basesplit~93538~1~~|99459
basesplit~93539~1~~|99460
basesplit~93548~1~~|99461
basesplit~93550~1~~|99462
clickyblock~97314~1~~|99463
basesplit~98691~1~~|99464
basesplit~98692~1~~|99465
basesplit~93552~1~~|99466
basesplit~98693~1~~|99467
basesplit~98694~1~~|99468
basesplit~93559~1~~|99469
basesplit~93568~1~~|99470
clickyblock~97316~1~~|99471
clickyblock~97315~1~~|99472
basesplit~93574~1~~|99473
basesplit~93575~1~~|99474
basesplit~93596~1~~|99475
basesplit~93605~1~~|99476
basesplit~93606~1~~|99477
basesplit~93620~1~~|99478
basesplit~93621~1~~|99479
basesplit~93622~1~~|99480
basesplit~93623~1~~|99481
basesplit~93624~1~~|99482
clickyblock~97319~1~~|99483
basesplit~93636~1~~|99484
basesplit~93637~1~~|99485
basesplit~93640~1~~|99486
basesplit~93643~1~~|99487
basesplit~93650~1~~|99488
basesplit~93650~2~~|99489
basesplit~93653~1~~|99490
basesplit~93655~1~~|99491
basesplit~93659~1~~|99492
basesplit~93669~1~~|99493
basesplit~93682~1~~|99494
basesplit~93682~2~~|99495
clickyblock~97324~1~~|99496
clickyblock~97324~2~~|99497
basesplit~93684~1~~|99498
basesplit~93687~1~~|99499
basesplit~93688~1~~|99500
basesplit~98702~1~~|99501
basesplit~98702~2~~|99502
basesplit~98703~1~~|99503
basesplit~98705~1~~|99504
basesplit~98706~1~~|99505
basesplit~98710~1~~|99506
basesplit~98712~1~~|99507
basesplit~93712~1~~|99508
basesplit~93733~1~~|99509
basesplit~93735~1~~|99510
basesplit~93743~1~~|99511
basesplit~93746~1~~|99512
clickyblock~97337~1~~|99513
clickyblock~97336~1~~|99514
basesplit~93747~1~~|99515
basesplit~93754~1~~|99516
basesplit~93759~1~~|99517
clickyblock~97346~1~~|99518
basesplit~93760~1~~|99519
clickyblock~97347~1~~|99520
basesplit~93776~1~~|99521
basesplit~93777~1~~|99522
basesplit~93778~1~~|99523
basesplit~93787~1~~|99524
basesplit~93788~1~~|99525
basesplit~93789~1~~|99526
basesplit~93790~1~~|99527
basesplit~93798~1~~|99528
basesplit~93799~1~~|99529
basesplit~93806~1~~|99530
basesplit~93812~1~~|99531
basesplit~93813~1~~|99532
basesplit~93817~1~~|99533
basesplit~93819~1~~|99534
basesplit~93820~1~~|99535
basesplit~93868~1~~|99536
basesplit~93871~1~~|99537
clickyblock~97381~1~~|99538
basesplit~93877~1~~|99539
basesplit~93878~1~~|99540
clickyblock~97384~1~~|99541
basesplit~93879~1~~|99542
clickyblock~97385~1~~|99543
basesplit~93880~1~~|99544
basesplit~93880~2~~|99545
clickyblock~97387~1~~|99546
clickyblock~97387~2~~|99547
basesplit~93881~1~~|99548
basesplit~93882~1~~|99549
basesplit~93883~1~~|99550
basesplit~93885~1~~|99551
basesplit~93887~1~~|99552
basesplit~93897~1~~|99553
basesplit~98724~1~~|99554
basesplit~98725~1~~|99555
basesplit~93908~1~~|99556
basesplit~93910~1~~|99557
clickyblock~97390~1~~|99558
basesplit~93911~1~~|99559
basesplit~93912~1~~|99560
basesplit~98729~1~~|99561
basesplit~93918~1~~|99562
basesplit~93945~1~~|99563
basesplit~93946~1~~|99564
basesplit~98732~1~~|99565
basesplit~98732~2~~|99566
basesplit~93949~1~~|99567
basesplit~93953~1~~|99568
basesplit~93981~1~~|99569
basesplit~93985~1~~|99570
basesplit~93986~1~~|99571
basesplit~93987~1~~|99572
basesplit~98735~1~~|99573
basesplit~93991~1~~|99574
basesplit~94004~1~~|99575
basesplit~94004~2~~|99576
basesplit~94007~1~~|99577
basesplit~94010~1~~|99578
basesplit~94011~1~~|99579
basesplit~94014~1~~|99580
basesplit~94034~1~~|99581
basesplit~94034~2~~|99582
basesplit~94036~1~~|99583
basesplit~94046~1~~|99584
basesplit~94047~1~~|99585
basesplit~94049~1~~|99586
basesplit~98742~1~~|99587
basesplit~98743~1~~|99588
basesplit~94056~1~~|99589
basesplit~94056~2~~|99590
basesplit~94070~1~~|99591
basesplit~94077~1~~|99592
basesplit~98747~1~~|99593
basesplit~98747~2~~|99594
basesplit~98748~1~~|99595
basesplit~98748~2~~|99596
basesplit~94079~1~~|99597
basesplit~94080~1~~|99598
clickyblock~97421~1~~|99599
basesplit~94081~1~~|99600
basesplit~94082~1~~|99601
basesplit~94105~1~~|99602
clickyblock~97431~1~~|99603
basesplit~94106~1~~|99604
basesplit~94110~1~~|99605
basesplit~94127~1~~|99606
basesplit~94128~1~~|99607
basesplit~98752~1~~|99608
basesplit~98753~1~~|99609
basesplit~94165~1~~|99610
basesplit~94172~1~~|99611
basesplit~94176~1~~|99612
basesplit~94180~1~~|99613
basesplit~94186~1~~|99614
basesplit~94228~1~~|99615
basesplit~94231~1~~|99616
basesplit~94243~1~~|99617
basesplit~94294~1~~|99618
basesplit~94299~1~~|99619
basesplit~94300~1~~|99620
basesplit~94301~1~~|99621
basesplit~94307~1~~|99622
basesplit~94308~1~~|99623
basesplit~94334~1~~|99624
basesplit~94341~1~~|99625
basesplit~94342~1~~|99626
basesplit~94349~1~~|99627
basesplit~94388~1~~|99628
basesplit~94393~1~~|99629
basesplit~94394~1~~|99630
basesplit~94398~1~~|99631
basesplit~94398~2~~|99632
basesplit~94400~1~~|99633
basesplit~94401~1~~|99634
basesplit~94402~1~~|99635
basesplit~94403~1~~|99636
basesplit~94404~1~~|99637
basesplit~94406~1~~|99638
basesplit~94406~2~~|99639
basesplit~94407~1~~|99640
basesplit~98763~1~~|99641
basesplit~98763~2~~|99642
basesplit~98764~1~~|99643
basesplit~98764~2~~|99644
basesplit~94413~1~~|99645
basesplit~94414~1~~|99646
basesplit~94415~1~~|99647
basesplit~94415~2~~|99648
basesplit~94415~3~~|99649
basesplit~94419~1~~|99650
basesplit~94425~1~~|99651
basesplit~94430~1~~|99652
basesplit~94434~1~~|99653
basesplit~94434~2~~|99654
basesplit~94440~1~~|99655
basesplit~94443~1~~|99656
basesplit~94444~1~~|99657
basesplit~94444~2~~|99658
basesplit~94445~1~~|99659
basesplit~94446~1~~|99660
basesplit~94449~1~~|99661
basesplit~98765~1~~|99662
basesplit~98765~2~~|99663
basesplit~98766~1~~|99664
basesplit~98766~2~~|99665
basesplit~98767~1~~|99666
basesplit~98767~2~~|99667
basesplit~98768~1~~|99668
basesplit~98768~2~~|99669
basesplit~94459~1~~|99670
basesplit~94476~1~~|99671
basesplit~94482~1~~|99672
basesplit~94484~1~~|99673
basesplit~98772~1~~|99674
basesplit~94536~1~~|99675
basesplit~94538~1~~|99676
basesplit~94540~1~~|99677
basesplit~94541~1~~|99678
basesplit~94550~1~~|99679
basesplit~94552~1~~|99680
basesplit~94588~1~~|99681
basesplit~94589~1~~|99682
basesplit~94590~1~~|99683
basesplit~94608~1~~|99684
basesplit~94614~1~~|99685
basesplit~94614~2~~|99686
clickyblock~97541~1~~|99687
clickyblock~97541~2~~|99688
basesplit~94615~1~~|99689
basesplit~94616~1~~|99690
basesplit~98778~1~~|99691
basesplit~98778~2~~|99692
basesplit~98778~3~~|99693
basesplit~98779~1~~|99694
basesplit~98779~2~~|99695
basesplit~98779~3~~|99696
basesplit~94633~1~~|99697
basesplit~94634~1~~|99698
basesplit~94637~1~~|99699
basesplit~94658~1~~|99700
basesplit~94659~1~~|99701
basesplit~94660~1~~|99702
basesplit~94681~1~~|99703
basesplit~94682~1~~|99704
basesplit~94683~1~~|99705
basesplit~94684~1~~|99706
basesplit~94687~1~~|99707
basesplit~94688~1~~|99708
basesplit~94690~1~~|99709
basesplit~94693~1~~|99710
basesplit~94694~1~~|99711
basesplit~94700~1~~|99712
basesplit~94701~1~~|99713
basesplit~94703~1~~|99714
basesplit~94706~1~~|99715
basesplit~94708~1~~|99716
basesplit~94708~2~~|99717
basesplit~94711~1~~|99718
basesplit~94715~1~~|99719
basesplit~94718~1~~|99720
basesplit~94720~1~~|99721
basesplit~94721~1~~|99722
clickyblock~97546~1~~|99723
basesplit~94755~1~~|99724
basesplit~94758~1~~|99725
basesplit~94763~1~~|99726
basesplit~94765~1~~|99727
basesplit~94767~1~~|99728
basesplit~98792~1~~|99729
basesplit~98793~1~~|99730
basesplit~94771~1~~|99731
basesplit~94772~1~~|99732
basesplit~94773~1~~|99733
basesplit~94775~1~~|99734
basesplit~94776~1~~|99735
basesplit~94778~1~~|99736
basesplit~94779~1~~|99737
basesplit~94781~1~~|99738
basesplit~94784~1~~|99739
basesplit~94800~1~~|99740
basesplit~94800~2~~|99741
basesplit~94801~1~~|99742
basesplit~94803~1~~|99743
basesplit~94808~1~~|99744
basesplit~94820~1~~|99745
basesplit~94821~1~~|99746
basesplit~94822~1~~|99747
basesplit~94823~1~~|99748
basesplit~94827~1~~|99749
basesplit~94828~1~~|99750
basesplit~94829~1~~|99751
basesplit~94830~1~~|99752
basesplit~94834~1~~|99753
clickyblock~97610~1~~|99754
basesplit~94837~1~~|99755
clickyblock~97611~1~~|99756
basesplit~94856~1~~|99757
basesplit~94860~1~~|99758
basesplit~94875~1~~|99759
basesplit~94883~1~~|99760
basesplit~94884~1~~|99761
basesplit~94885~1~~|99762
basesplit~94888~1~~|99763
basesplit~94890~1~~|99764
basesplit~94901~1~~|99765
basesplit~94917~1~~|99766
basesplit~94918~1~~|99767
basesplit~94919~1~~|99768
basesplit~94920~1~~|99769
basesplit~94922~1~~|99770
basesplit~94924~1~~|99771
basesplit~94926~1~~|99772
basesplit~94929~1~~|99773
basesplit~94930~1~~|99774
basesplit~94939~1~~|99775
basesplit~94940~1~~|99776
basesplit~94941~1~~|99777
basesplit~94943~1~~|99778
basesplit~94944~1~~|99779
basesplit~94984~1~~|99780
basesplit~94985~1~~|99781
basesplit~94991~1~~|99782
basesplit~94991~2~~|99783
basesplit~94991~3~~|99784
basesplit~94993~1~~|99785
basesplit~94996~1~~|99786
basesplit~94998~1~~|99787
basesplit~94999~1~~|99788
basesplit~95000~1~~|99789
basesplit~95003~1~~|99790
basesplit~95008~1~~|99791
basesplit~95009~1~~|99792
basesplit~95010~1~~|99793
basesplit~95012~1~~|99794
basesplit~95013~1~~|99795
basesplit~95014~1~~|99796
basesplit~95015~1~~|99797
basesplit~95015~2~~|99798
basesplit~95015~3~~|99799
basesplit~95018~1~~|99800
basesplit~95018~2~~|99801
basesplit~95019~1~~|99802
basesplit~95020~1~~|99803
basesplit~95020~2~~|99804
basesplit~95021~1~~|99805
basesplit~95028~1~~|99806
basesplit~95047~1~~|99807
basesplit~95049~1~~|99808
basesplit~95049~2~~|99809
basesplit~95050~1~~|99810
basesplit~95051~1~~|99811
basesplit~95055~1~~|99812
basesplit~95055~2~~|99813
basesplit~95055~3~~|99814
basesplit~95055~4~~|99815
basesplit~95055~5~~|99816
basesplit~95059~1~~|99817
basesplit~95060~1~~|99818
basesplit~95062~1~~|99819
basesplit~95062~2~~|99820
basesplit~95064~1~~|99821
basesplit~95065~1~~|99822
basesplit~95065~2~~|99823
basesplit~98822~1~~|99824
basesplit~98822~2~~|99825
basesplit~98823~1~~|99826
basesplit~98823~2~~|99827
basesplit~95072~1~~|99828
basesplit~95080~1~~|99829
basesplit~95089~1~~|99830
basesplit~98825~1~~|99831
basesplit~98826~1~~|99832
basesplit~98827~1~~|99833
basesplit~98828~1~~|99834
basesplit~98829~1~~|99835
basesplit~98830~1~~|99836
basesplit~95122~1~~|99837
basesplit~95123~1~~|99838
basesplit~95124~1~~|99839
basesplit~95125~1~~|99840
basesplit~95125~2~~|99841
clickyblock~97626~1~~|99842
clickyblock~97626~2~~|99843
basesplit~95126~1~~|99844
basesplit~95127~1~~|99845
clickyblock~97628~1~~|99846
basesplit~95130~1~~|99847
clickyblock~97632~1~~|99848
basesplit~95134~1~~|99849
basesplit~98831~1~~|99850
basesplit~98832~1~~|99851
basesplit~95158~1~~|99852
basesplit~95173~1~~|99853
basesplit~95175~1~~|99854
clickyblock~97634~1~~|99855
basesplit~95185~1~~|99856
basesplit~98834~1~~|99857
basesplit~98836~1~~|99858
basesplit~95212~1~~|99859
basesplit~95220~1~~|99860
basesplit~95222~1~~|99861
basesplit~95224~1~~|99862
basesplit~95225~1~~|99863
basesplit~95244~1~~|99864
basesplit~95251~1~~|99865
basesplit~95259~1~~|99866
basesplit~95260~1~~|99867
basesplit~95262~1~~|99868
basesplit~95275~1~~|99869
basesplit~95276~1~~|99870
basesplit~95278~1~~|99871
basesplit~95289~1~~|99872
basesplit~95296~1~~|99873
basesplit~95296~2~~|99874
basesplit~95299~1~~|99875
basesplit~95306~1~~|99876
basesplit~98843~1~~|99877
basesplit~98844~1~~|99878
basesplit~95376~1~~|99879
basesplit~98847~1~~|99880
basesplit~98847~2~~|99881
basesplit~98848~1~~|99882
basesplit~98848~2~~|99883
basesplit~98849~1~~|99884
basesplit~98849~2~~|99885
basesplit~98850~1~~|99886
basesplit~98850~2~~|99887
basesplit~95400~1~~|99888
basesplit~95400~2~~|99889
basesplit~95403~1~~|99890
basesplit~98851~1~~|99891
basesplit~98851~2~~|99892
basesplit~98852~1~~|99893
basesplit~98852~2~~|99894
basesplit~95432~1~~|99895
basesplit~95443~1~~|99896
basesplit~95453~1~~|99897
basesplit~95481~1~~|99898
basesplit~95483~1~~|99899
basesplit~95484~1~~|99900
basesplit~95489~1~~|99901
basesplit~95500~1~~|99902
basesplit~95500~2~~|99903
basesplit~95501~1~~|99904
basesplit~95507~1~~|99905
basesplit~95508~1~~|99906
basesplit~95508~2~~|99907
basesplit~95511~1~~|99908
basesplit~95512~1~~|99909
basesplit~95512~2~~|99910
basesplit~95520~1~~|99911
basesplit~95545~1~~|99912
basesplit~95547~1~~|99913
basesplit~95548~1~~|99914
basesplit~95549~1~~|99915
basesplit~95550~1~~|99916
basesplit~95552~1~~|99917
basesplit~95553~1~~|99918
basesplit~98860~1~~|99919
basesplit~98860~2~~|99920
basesplit~98861~1~~|99921
basesplit~98861~2~~|99922
basesplit~95555~1~~|99923
basesplit~95557~1~~|99924
basesplit~95561~1~~|99925
basesplit~95563~1~~|99926
basesplit~95563~2~~|99927
basesplit~95564~1~~|99928
basesplit~95565~1~~|99929
basesplit~95566~1~~|99930
basesplit~95567~1~~|99931
basesplit~95569~1~~|99932
basesplit~95570~1~~|99933
basesplit~95571~1~~|99934
basesplit~95573~1~~|99935
basesplit~95575~1~~|99936
basesplit~95576~1~~|99937
basesplit~95577~1~~|99938
basesplit~95578~1~~|99939
basesplit~95579~1~~|99940
basesplit~95580~1~~|99941
basesplit~95581~1~~|99942
basesplit~95586~1~~|99943
basesplit~95587~1~~|99944
basesplit~95644~1~~|99945
basesplit~95644~2~~|99946
basesplit~98870~1~~|99947
basesplit~98871~1~~|99948
basesplit~98872~1~~|99949
basesplit~98873~1~~|99950
basesplit~98874~1~~|99951
basesplit~98875~1~~|99952
basesplit~98876~1~~|99953
basesplit~98877~1~~|99954
basesplit~95674~1~~|99955
basesplit~95678~1~~|99956
basesplit~95679~1~~|99957
basesplit~95680~1~~|99958
basesplit~95708~1~~|99959
basesplit~95713~1~~|99960
basesplit~95735~1~~|99961
basesplit~95736~1~~|99962
basesplit~95748~1~~|99963
basesplit~95749~1~~|99964
basesplit~95750~1~~|99965
basesplit~95751~1~~|99966
basesplit~98884~1~~|99967
basesplit~98885~1~~|99968
basesplit~95757~1~~|99969
basesplit~95758~1~~|99970
basesplit~95760~1~~|99971
basesplit~95765~1~~|99972
