eqid|spawngroupid|zone|x|y|z|heading|respawntime|variance|pathgrid|eq_condition_old|enabled|animation|boot_respawntime|clear_timer_onboot|boot_variance|force_z|min_expansion|max_expansion|content_flags|content_flags_disabled|z_eq_original|wowcustom
331371|47113|feerrott|-503|2739|-2.00685|76|150|0|0|0|1|0|0|0|0|0|-1|-1|||2.8|0
331373|47113|feerrott|-1084|1766.0001|-32.11559|116|150|0|0|0|1|0|0|0|0|0|-1|-1|||-26.6|0
331374|222255|feerrott|1241.0001|-1956|16.84769|205|150|0|0|0|1|0|0|0|0|0|-1|-1|||19.5|0
331375|47081|feerrott|-1076|89|-9.40774|185|700|0|0|0|1|0|0|0|0|0|3|99|||-5.5|0
331376|222371|feerrott|-1378|5|47.09375|196|700|0|0|0|1|0|0|0|0|0|3|99|||50.799999|0
331377|222371|feerrott|-1357|5|47.09375|195|700|0|0|0|1|0|0|0|0|0|3|99|||50.799999|0
331378|222371|feerrott|-1376.0001|-122.00001|47.09375|63|700|0|0|0|1|0|0|0|0|0|3|99|||50.799999|0
331379|47113|feerrott|-940.00006|1671|-36.69244|218|150|0|0|0|1|0|0|0|0|0|-1|-1|||-31.4|0
331380|222371|feerrott|-1362.0001|-122.00001|47.09375|62|700|0|0|0|1|0|0|0|0|0|3|99|||50.799999|0
331381|222261|feerrott|-1246|655|-91|148|150|0|0|0|1|0|0|0|0|0|-1|-1|||-91|0
331382|222255|feerrott|584|-1309|-27.4006|59|150|0|0|0|1|0|0|0|0|0|-1|-1|||-25.299999|0
331383|225061|feerrott|-573|2832.0002|-9.62505|239|360|0|0|0|1|0|0|0|0|0|-1|-1|||-5.9|0
331384|222256|feerrott|777|-2808|0.56653|142|150|0|0|0|1|0|0|0|0|0|-1|-1|||2.8|0
331385|47126|feerrott|803|1149|-18.87632|79|3600|0|0|0|1|0|0|0|0|0|1|99|||-13.2|0
331386|222255|feerrott|640.00006|-459.00003|-15.89548|58|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.9|0
331388|47113|feerrott|-613.00006|2615|4.12639|87|150|0|0|0|1|0|0|0|0|0|-1|-1|||8.9|0
331389|47062|feerrott|-1064|634|-105.5|203|150|0|0|0|1|0|0|0|0|0|-1|-1|||-105.5|0
331390|222255|feerrott|710|-1175|-19.04083|237|150|0|0|0|1|0|0|0|0|0|-1|-1|||-17.1|0
331391|222256|feerrott|685|-2415|-19.64547|65|150|0|0|0|1|0|0|0|0|0|-1|-1|||-18.299999|0
331392|222255|feerrott|437.00003|-2510.0002|-23.41186|191|150|0|0|0|1|0|0|0|0|0|-1|-1|||-21.4|0
331393|222255|feerrott|404.00003|-1887|12.46646|138|150|0|0|0|1|0|0|0|0|0|-1|-1|||14.3|0
331394|47062|feerrott|-479.00003|649.00006|-117.60001|125|150|0|0|0|1|0|0|0|0|0|-1|-1|||-117.599998|0
331395|222261|feerrott|-773|686|-133.90001|80|150|0|0|0|1|0|0|0|0|0|-1|-1|||-133.899994|0
331396|222256|feerrott|631.00006|-2649.0002|-14.08466|196|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.7|0
331397|222261|feerrott|-586|656.00006|-134.40001|75|150|0|0|0|1|0|0|0|0|0|-1|-1|||-134.399994|0
331398|222261|feerrott|-621|697.00006|-117.1|75|150|0|0|0|1|0|0|0|0|0|-1|-1|||-117.099998|0
331399|47132|feerrott|-1459|1046|12.41324|56|1200|0|0|0|1|1|0|0|0|0|3|99|||16.4|0
331400|222261|feerrott|-102|734|-150.1|21|150|0|0|0|1|0|0|0|0|0|-1|-1|||-150.100006|0
331401|47127|feerrott|1467|876|59.05491|122|1440|0|0|0|1|0|0|0|0|0|-1|-1|||64.599998|0
331402|47128|feerrott|1470|931|59.3817|149|1440|0|0|0|1|0|0|0|0|0|-1|-1|||65|0
331403|222255|feerrott|226.00002|-2542|-25.82099|0|150|0|0|0|1|0|0|0|0|0|-1|-1|||-23.799999|0
331404|222255|feerrott|385.00003|-1931|11.59409|196|150|0|0|0|1|0|0|0|0|0|-1|-1|||14.2|0
331405|47055|feerrott|-1874.0001|2797|0|13|360|0|0|0|1|0|0|0|0|0|-1|-1|||6.2|0
331406|47071|feerrott|-32|-1547.0001|-26.80363|125|150|0|0|0|1|0|0|0|0|0|-1|-1|||-25.700001|0
331407|47000|feerrott|899|-853|-18.53125|109|360|0|0|0|1|0|0|0|0|0|-1|-1|||-15.4|0
331408|222255|feerrott|471|-162|2.69048|62|150|0|0|0|1|0|0|0|0|0|-1|-1|||4.4|0
331409|222255|feerrott|1111|-620|-13.70459|51|150|0|0|0|1|0|0|0|0|0|-1|-1|||-11.5|0
331410|47000|feerrott|894.00006|-871|-18.53125|98|360|0|0|0|1|0|0|0|0|0|-1|-1|||-15.4|0
331411|47055|feerrott|-1728|2736|32.9375|153|360|0|0|0|1|0|0|0|0|0|-1|-1|||39.099998|0
331412|47071|feerrott|-316|-1731|-34.18224|214|150|0|0|0|1|0|0|0|0|0|-1|-1|||-32.5|0
331413|47055|feerrott|-1306|2665|2.15659|17|360|0|0|0|1|0|0|0|0|0|-1|-1|||8.299999|0
331414|47055|feerrott|-1724|2793|0|140|360|0|0|0|1|0|0|0|0|0|-1|-1|||6.2|0
331415|222255|feerrott|551|-1809|0.36874|70|150|0|0|0|1|0|0|0|0|0|-1|-1|||1.7|0
331416|222258|feerrott|176.00002|-1618|-50.31278|117|150|0|0|0|1|0|0|0|0|0|-1|-1|||-47.299999|0
331417|47130|feerrott|-1443|1055.0001|7.42639|143|1200|0|0|0|1|0|0|0|0|0|3|99|||9.5|0
331418|47131|feerrott|-1460|1063|10.30985|207|1200|0|0|0|1|1|0|0|0|0|3|99|||14.3|0
331419|222255|feerrott|556.00006|-1606|-2.94514|19|150|0|0|0|1|0|0|0|0|0|-1|-1|||-1.5|0
331420|222255|feerrott|17|-1871.0001|1.2084|0|150|0|0|0|1|0|0|0|0|0|-1|-1|||2.5|0
331421|222255|feerrott|763.00006|-2022.0001|-19.87632|193|150|0|0|0|1|0|0|0|0|0|-1|-1|||-16|0
331422|47108|feerrott|-890.00006|1817|-19.92488|0|700|0|3|0|1|0|0|0|0|0|-1|-1|||-17|0
331423|47129|feerrott|1279|2447|51.1646|172|360|0|0|0|1|0|0|0|0|0|-1|-1|||54.900002|0
331424|47129|feerrott|1317|2494|53.79314|47|360|0|0|0|1|0|0|0|0|0|-1|-1|||57.5|0
331425|222255|feerrott|1055.0001|-2158|11.14342|101|150|0|0|0|1|0|0|0|0|0|-1|-1|||12.8|0
331426|222255|feerrott|1178|-2072|13.91374|209|150|0|0|0|1|0|0|0|0|0|-1|-1|||15.9|0
331427|47142|feerrott|1132|569|-13.71875|24|150|0|0|0|1|0|0|0|0|0|-1|-1|||-8|0
331428|47145|feerrott|1144.0001|-144|0.44898|69|150|0|0|0|1|0|0|0|0|0|-1|-1|||6|0
331429|47138|feerrott|975|1267|-18.53125|214|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.9|0
331430|47139|feerrott|972.00006|1236|-18.53125|40|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.9|0
331431|47140|feerrott|1005.00006|1234|-18.53125|117|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.9|0
331432|47141|feerrott|1117|637|-14.44846|237|150|0|0|0|1|0|0|0|0|0|-1|-1|||-8.799999|0
331433|225061|feerrott|-630|2872|-15.49798|106|360|0|0|0|1|0|0|0|0|0|-1|-1|||-11.6|0
331434|47144|feerrott|1144.0001|1444.0001|-18.24688|148|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.6|0
331435|47062|feerrott|-1256|671|-148.8|44|150|0|0|0|1|0|0|0|0|0|-1|-1|||-148.800003|0
331436|222255|feerrott|231|-466|-9.54753|41|150|0|0|0|1|0|0|0|0|0|-1|-1|||-6.1|0
331437|47055|feerrott|-1897.0001|2978|0|33|360|0|0|0|1|0|0|0|0|0|-1|-1|||6.2|0
331438|47188|feerrott|-379.00003|-643|22.14853|122|360|0|0|0|1|0|0|0|0|0|-1|-1|||25.200001|0
331439|222261|feerrott|-523|693|-127.2|84|150|0|0|0|1|0|0|0|0|0|-1|-1|||-127.199997|0
331440|47174|feerrott|-361.00003|-663.00006|19.02973|79|360|0|0|0|1|0|0|0|0|0|-1|-1|||22.1|0
331441|47000|feerrott|-350|-637|20.67177|156|360|0|0|0|1|0|0|0|0|0|-1|-1|||23.700001|0
331442|47149|feerrott|1129|-137|-0.11759|34|150|0|0|0|1|0|0|0|0|0|-1|-1|||5.5|0
331443|222261|feerrott|-1192|745.00006|-38.2|260|150|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
331444|47071|feerrott|-199|-1509|-1.21537|110|150|0|0|0|1|0|0|0|0|0|-1|-1|||-0.8|0
331445|222261|feerrott|-36|771|-38.3|135|150|0|0|0|1|0|0|0|0|0|-1|-1|||-38.299999|0
331446|222255|feerrott|440|-1861.0001|11.66408|41|150|0|0|0|1|0|0|0|0|0|-1|-1|||15.3|0
331447|222256|feerrott|673|-2292|-21.20459|99|150|0|0|0|1|0|0|0|0|0|-1|-1|||-19.799999|0
331448|222256|feerrott|687|-2634|-14.39505|57|150|0|0|0|1|0|0|0|0|0|-1|-1|||-11.6|0
331449|222256|feerrott|873|-2676|-5.87956|52|150|0|0|0|1|0|0|0|0|0|-1|-1|||-4|0
331450|47129|feerrott|1309|2835.0002|-1.18878|186|360|0|0|0|1|0|0|0|0|0|-1|-1|||2.5|0
331451|222256|feerrott|710|-2772|2.16041|123|150|0|0|0|1|0|0|0|0|0|-1|-1|||3.4|0
331452|222256|feerrott|630|-2627.0002|-15.59648|138|150|0|0|0|1|0|0|0|0|0|-1|-1|||-13|0
331453|222255|feerrott|400|-1688|-1.23701|21|150|0|0|0|1|0|0|0|0|0|-1|-1|||0.3|0
331454|222255|feerrott|1231|-1962|14.76958|195|150|0|0|0|1|0|0|0|0|0|-1|-1|||17.5|0
331455|222255|feerrott|984|-1284|-14.43082|57|150|0|0|0|1|0|0|0|0|0|-1|-1|||-11.9|0
331456|222255|feerrott|370.00003|-2111|3.4051|70|150|0|0|0|1|0|0|0|0|0|-1|-1|||-2.3|0
331457|222255|feerrott|1097|292|-16.53787|68|150|0|0|0|1|0|0|0|0|0|-1|-1|||-15.2|0
331458|222255|feerrott|645|121.00001|23.93898|0|150|0|0|0|1|0|0|0|0|0|-1|-1|||25.799999|0
331459|222255|feerrott|550|-785|-13.79444|31|150|0|0|0|1|0|0|0|0|0|-1|-1|||-12.1|0
331460|47117|feerrott|-1319.0001|-682|-29.32181|162|150|0|0|0|1|0|0|0|0|0|-1|-1|||-23.9|0
331461|47218|feerrott|-619|-5|2.04884|237|700|0|0|0|1|0|0|0|0|0|3|99|||5.8|0
331462|222261|feerrott|-241|752|-38.3|132|150|0|0|0|1|0|0|0|0|0|-1|-1|||-38.299999|0
331463|47084|feerrott|-567|11|4.59275|230|700|0|0|0|1|0|0|0|0|0|3|99|||8.4|0
331464|47084|feerrott|-548|32|4.69007|221|700|0|0|0|1|0|0|0|0|0|3|99|||8.5|0
331465|47164|feerrott|-508.00003|127.00001|0.51353|205|700|0|0|0|1|0|0|0|0|0|3|99|||4.1|0
331466|222371|feerrott|-194|490.00003|34.46387|160|700|0|0|0|1|0|0|0|0|0|3|99|||37.900002|0
331467|222371|feerrott|-217|529|41.7926|98|700|0|0|0|1|0|0|0|0|0|3|99|||45.299999|0
331468|47092|feerrott|-160.00002|526|54.94164|189|700|0|0|0|1|0|0|0|0|0|3|99|||58.400002|0
331469|222255|feerrott|418.00003|-854.00006|-12.54064|189|150|0|0|0|1|0|0|0|0|0|-1|-1|||-8.7|0
331470|222255|feerrott|825|240|5.93105|109|150|0|0|0|1|0|0|0|0|0|-1|-1|||9.799999|0
331471|222255|feerrott|818|-1979|-21.47182|151|150|0|0|0|1|0|0|0|0|0|-1|-1|||-19.5|0
331472|47117|feerrott|-133|63.00001|-19.8653|27|150|0|0|0|1|0|0|0|0|0|-1|-1|||-14.8|0
331473|47129|feerrott|1219.0001|2723|-4.76734|179|360|0|0|0|1|0|0|0|0|0|-1|-1|||-1|0
331474|47117|feerrott|-1029|-363|-2.78286|162|150|0|0|0|1|0|0|0|0|0|-1|-1|||2.5|0
331475|47129|feerrott|1225|2683|-4.63308|79|360|0|0|0|1|0|0|0|0|0|-1|-1|||-0.8|0
331476|47129|feerrott|1193|2709|-5.30433|237|360|0|0|0|1|0|0|0|0|0|-1|-1|||-1.5|0
331477|47077|feerrott|-177.00002|56|-27.47699|0|1440|0|2|0|1|0|0|0|0|0|-1|-1|||-22|0
331478|47076|feerrott|-731.00006|797.00006|-26.75804|0|1440|0|1|0|1|0|0|0|0|0|-1|-1|||-21|0
331479|222258|feerrott|492|-1958.0001|10.66975|120|150|0|0|0|1|0|0|0|0|0|-1|-1|||3.9|0
331480|47062|feerrott|1161|1779|-32.9|130|150|0|0|0|1|0|0|0|0|0|-1|-1|||-32.900002|0
331481|222255|feerrott|534|-588.00006|16.03195|218|150|0|0|0|1|0|0|0|0|0|-1|-1|||20.200001|0
331482|47143|feerrott|1182|117.00001|-4.56142|183|150|0|0|0|1|0|0|0|0|0|-1|-1|||1|0
331483|222255|feerrott|982|-244.00002|-10.81877|57|150|0|0|0|1|0|0|0|0|0|-1|-1|||-8.9|0
331484|47136|feerrott|-114.00001|581.00006|42.78104|32|700|0|0|0|1|0|0|0|0|0|3|99|||46.599998|0
331485|47117|feerrott|-124|498|9.05594|162|150|0|0|0|1|0|0|0|0|0|-1|-1|||15.8|0
331486|47113|feerrott|-497.00003|2510.0002|-23.98827|156|150|0|0|0|1|0|0|0|0|0|-1|-1|||-18.9|0
331487|47071|feerrott|-390|-2070|-21.06612|218|150|0|0|0|1|0|0|0|0|0|-1|-1|||-17.1|0
331488|222261|feerrott|-594|743|-38.2|132|150|0|0|0|1|0|0|0|0|0|-1|-1|||-38.200001|0
331489|222261|feerrott|-314|704.00006|-38.8|253|150|0|0|0|1|0|0|0|0|0|-1|-1|||-38.799999|0
331490|47116|feerrott|-1042|-134|23.53125|85|700|0|0|0|1|0|0|0|0|0|3|99|||27.200001|0
331491|222257|feerrott|656.00006|-1121|-20.75148|27|150|0|0|0|1|0|0|0|0|0|-1|-1|||-18.299999|0
331492|47201|feerrott|377.00003|-2552.0002|-23.64678|53|150|0|0|0|1|0|0|0|0|0|-1|-1|||-19.700001|0
331493|47152|feerrott|-1127|-2922|-14.36655|25|360|0|0|0|1|0|0|0|0|0|-1|-1|||-10.8|0
331494|47081|feerrott|-1010|-133|23.53125|32|700|0|0|0|1|0|0|0|0|0|3|99|||27.200001|0
331495|47348|feerrott|1000|840.00006|21.86242|130|150|0|0|0|1|0|0|0|0|0|2|99|||27.4|0
331496|222256|feerrott|1234|-2209|22.14974|65|150|0|0|0|1|0|0|0|0|0|-1|-1|||24.4|0
331497|222255|feerrott|685|274|19.65164|0|150|0|0|0|1|0|0|0|0|0|-1|-1|||22.1|0
331498|47154|feerrott|-2418|2797|0|224|1200|0|0|0|1|0|0|0|0|0|3|99|||1.8|0
331499|61075|felwithea|14|-46|-0.27891|64|1440|0|0|0|1|0|0|0|0|0|-1|-1|||3.4|0
331500|61079|felwithea|0|-41.00001|0|66|1440|0|4|0|1|0|0|0|0|0|-1|-1|||3.7|0
331501|61086|felwithea|-23|-162|0.03125|0|1440|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331502|61005|felwithea|27|-162|0.0203|131|1440|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331503|61084|felwithea|-13|-46|-0.27891|64|1440|0|0|0|1|0|0|0|0|0|-1|-1|||3.4|0
331504|61083|felwithea|1|-186|0|0|1440|0|3|0|1|0|0|0|0|0|-1|-1|||3.750999|0
331505|61087|felwithea|95|-304.00003|0|0|1440|0|2|0|1|0|0|0|0|0|-1|-1|||3.7|0
331506|61012|felwithea|-13|-261.00003|-16|0|1200|0|0|0|1|0|0|0|0|0|1|99|||-12.2|0
331507|61008|felwithea|-54|-571|0|9|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.750999|0
331508|61015|felwithea|-14|-196|-22|217|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-18.200001|0
331509|61016|felwithea|-5|-254.00002|0|214|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331510|61017|felwithea|15|-426.00003|-4|194|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.2|0
331511|61018|felwithea|0|-456.00003|-4|0|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331512|61019|felwithea|0|-444|-4|0|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331513|61020|felwithea|26|-444|-4|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331514|61021|felwithea|26|-456.00003|-4|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331515|61022|felwithea|28|-466|-4|124|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331516|61011|felwithea|-63.00001|-690.00006|-14|171|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-10.249|0
331517|61024|felwithea|11|-327.00003|8|76|1200|0|0|0|1|0|0|0|0|0|-1|-1|||11.7|0
331518|61025|felwithea|13|-434|-4|190|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331519|61026|felwithea|17|-197.00002|-22|137|1440|0|0|0|1|0|0|0|0|0|-1|-1|||-18.200001|0
331520|61027|felwithea|21|-291|-16|58|10800|0|0|0|1|0|0|0|0|0|4|99|||-12.2|0
331521|61028|felwithea|104|-422|14|260|1200|0|0|0|1|0|0|0|0|0|1|99|||16.5|0
331522|61029|felwithea|147.00002|-454.00003|0|107|1200|0|0|0|1|0|0|0|0|0|1|99|||3.7|0
331523|61030|felwithea|129|-413|0|196|1200|0|0|0|1|0|0|0|0|0|1|99|||3.7|0
331524|61031|felwithea|80.00001|-345.00003|0|236|1200|0|0|0|1|0|0|0|0|0|1|99|||3.7|0
331525|61013|felwithea|247|-712|-25.02891|139|1200|0|0|0|1|0|0|0|0|0|1|99|||-21.24835|0
331526|61032|felwithea|-87|-394.00003|14|131|1200|0|0|0|1|0|0|0|0|0|1|99|||17.700001|0
331527|61033|felwithea|117.00001|-413|14|197|1200|0|0|0|1|0|0|0|0|0|1|99|||17.700001|0
331528|61034|felwithea|144|-413|0|194|1200|0|0|0|1|0|0|0|0|0|1|99|||3.7|0
331529|61085|felwithea|163|-139.00002|55.96876|112|1200|0|0|0|1|0|0|0|0|0|-1|-1|||59.700001|0
331530|61078|felwithea|-63.00001|-443.00003|0|191|1440|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331531|61077|felwithea|-49|-439|0|230|1440|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331532|61081|felwithea|55|-155|28|0|1440|0|15|0|1|0|0|0|0|0|-1|-1|||31.75|0
331533|61082|felwithea|-6.75|-644|43.96875|0|1440|0|16|0|1|0|0|0|0|0|-1|-1|||45.700001|0
331534|61072|felwithea|-117.50001|-216|-11.23263|132|1440|0|17|0|1|0|0|0|0|0|-1|-1|||-7.38|0
331535|61074|felwithea|8|-569|0|0|1440|0|1|0|1|0|0|0|0|0|-1|-1|||3.751|0
331536|61040|felwithea|245.00002|-702|-23.61457|133|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-19.835449|0
331537|61010|felwithea|41.00001|-672.00006|-14|188|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-10.249|0
331538|61041|felwithea|162|-587|-14|195|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-10.249|0
331539|61042|felwithea|4|-383|0|89|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331540|61043|felwithea|242.00002|-605|-14|184|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-10.249|0
331541|61044|felwithea|107.00001|-438|14|227|1200|0|0|0|1|0|0|0|0|0|-1|-1|||17.700001|0
331542|61045|felwithea|147.00002|-411.00003|14|157|1200|0|0|0|1|0|0|0|0|0|-1|-1|||17.700001|0
331543|61046|felwithea|-69|-341|0|147|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331544|61047|felwithea|-69|-412.00003|0|71|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331545|61048|felwithea|-79|-412.00003|0|104|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331546|61049|felwithea|-104|-338|0|106|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331547|61050|felwithea|147.00002|-373|0|198|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331548|61051|felwithea|258|-625|-14|256|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-10.249|0
331549|61052|felwithea|102|-342|0|258|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331550|61053|felwithea|76.00001|-367|0|196|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331551|61054|felwithea|136|-414|0|192|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331552|61055|felwithea|148|-455|14|94|1200|0|0|0|1|0|0|0|0|0|-1|-1|||17.700001|0
331553|61056|felwithea|-78.00001|-384|0|195|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331554|61057|felwithea|-105.00001|-383|0|221|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331555|61058|felwithea|-89|-435.00003|0|128|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331556|61059|felwithea|-121.00001|-358|0|34|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331557|61060|felwithea|106|-453|0|34|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331558|61061|felwithea|-33|-440|14.12626|181|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331559|61062|felwithea|-49|-452.00003|0|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331560|61063|felwithea|7|-255|0|196|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331561|61064|felwithea|2|-467|-4|0|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.249|0
331562|61065|felwithea|38.00001|-5|0|135|1200|0|0|0|1|0|0|0|0|0|2|99|||3.7|0
331563|61066|felwithea|155|-341|0|198|1200|0|0|0|1|0|0|0|0|0|2|99|||3.7|0
331564|61067|felwithea|0|-224|0|65|1200|0|0|0|1|0|0|0|0|0|3|99|||3.7|0
331565|61069|felwithea|-89|-325|0|32|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.1|0
331566|61008|felwithea|-4|-643|61.9873|66|1200|0|0|0|1|0|0|0|0|0|-1|-1|||65.738297|0
331567|61071|felwithea|14|-265|0|196|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331568|62000|felwitheb|736|-657|0|171|1200|0|0|0|1|0|0|0|0|0|1|99|||3.7|0
331569|62038|felwitheb|521|-762|0|100|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.751|0
331570|62001|felwitheb|496|-928|0|35|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331571|62002|felwitheb|593|-910|0|233|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331572|62003|felwitheb|511.00003|-909|0|157|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331573|62004|felwitheb|577.281616|-803.32074|0.00012|178|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331574|62005|felwitheb|529.874329|-800.433899|0.0001|226|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331575|62006|felwitheb|526.130859|-869.869019|0.00014|39|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331576|62007|felwitheb|450|-339|0|173|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331577|62008|felwitheb|437.00003|-450|0|250|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331578|62009|felwitheb|462|-458.00003|0|114|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331579|62010|felwitheb|465.00003|-438|0|167|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331580|62011|felwitheb|692|-488.00003|-12|195|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-8.2|0
331581|62012|felwitheb|664|-527|-12|0|1200|0|1|0|1|0|0|0|0|0|-1|-1|||-8.2|0
331582|62013|felwitheb|664|-513|-12|0|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-8.2|0
331583|62014|felwitheb|720.00006|-513|-12|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-8.2|0
331584|62015|felwitheb|719|-527|-12|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-8.2|0
331585|62016|felwitheb|448|-810|-8|133|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-4.248999|0
331586|62017|felwitheb|367|-866|-7.8958|11|1200|0|2|0|1|0|0|0|0|0|3|99|||-4.2|0
331587|62018|felwitheb|375|-845.00006|-8|131|1200|0|3|0|1|0|0|0|0|0|1|99|||-4.2|0
331588|62019|felwitheb|507|-408|-4|195|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-0.2|0
331589|62020|felwitheb|556.00006|-838.00006|0|166|1200|0|4|0|1|0|0|0|0|0|-1|-1|||3.7|0
331590|62021|felwitheb|795.00006|-598|0|147|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331591|62022|felwitheb|607|-934|0|66|1200|0|0|0|1|0|0|0|0|0|1|99|||3.7|0
331592|62023|felwitheb|408|-600|28.0898|0|1440|0|5|0|1|0|0|0|0|0|-1|-1|||31.750999|0
331593|62024|felwitheb|410.00003|-603|14|131|1440|0|6|0|1|0|0|0|0|0|-1|-1|||17.750999|0
331594|62025|felwitheb|410.00003|-593|14|131|1440|0|0|0|1|0|0|0|0|0|-1|-1|||17.750999|0
331595|62026|felwitheb|450|-774.00006|-8|166|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-4.248998|0
331596|62027|felwitheb|436.00003|-871|-7.8958|79|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-4.2|0
331597|62028|felwitheb|448|-804.00006|-8|99|1200|0|7|0|1|0|0|0|0|0|-1|-1|||-4.248999|0
331598|62029|felwitheb|580|-871|0|88|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331599|62030|felwitheb|567|-608.00006|-18.02701|154|1200|0|0|0|1|0|0|0|0|0|-1|-1|||-14.12256|0
331600|62031|felwitheb|464|-347|0|131|1200|0|0|0|1|0|0|0|0|0|-1|-1|||3.7|0
331601|62032|felwitheb|299|-583.00006|-14|0|1440|0|8|0|1|0|0|0|0|0|-1|-1|||-10.249|0
331602|62033|felwitheb|494|-891.8793|0|0|1440|0|9|0|1|0|0|0|0|0|-1|-1|||3.8|0
331603|62034|felwitheb|694|-531.00006|-13|0|1440|0|10|0|1|0|0|0|0|0|-1|-1|||-9.1|0
331604|62035|felwitheb|503|-365|0|0|1440|0|11|0|1|0|0|0|0|0|-1|-1|||3.7|0
331605|62036|felwitheb|462|-600|16|127|1200|0|12|0|1|0|0|0|0|0|3|99|||19.750999|0
331606|222446|fieldofbone|-1631|576|-38.82446|8|36|0|0|0|1|0|0|0|0|0|-1|-1|||-34.900002|0
331607|78032|fieldofbone|64.62931|1271.6001|-78.71875|141|36|0|0|0|1|0|0|0|0|0|-1|-1|||-76.842728|0
331608|222441|fieldofbone|-2213.0002|2036.0001|-51.24655|138|36|0|15|0|1|0|0|0|0|0|-1|-1|||-49.799999|0
