eq_id|wow_id|enabled|name|player_1|teleport_zone|you_cast|other_casts|cast_on_you|cast_on_other|spell_fades|range|aoerange|pushback|pushup|cast_time|recovery_time|recast_time|buffdurationformula|buffduration|AEDuration|mana|effect_base_value1|effect_base_value2|effect_base_value3|effect_base_value4|effect_base_value5|effect_base_value6|effect_base_value7|effect_base_value8|effect_base_value9|effect_base_value10|effect_base_value11|effect_base_value12|effect_limit_value1|effect_limit_value2|effect_limit_value3|max1|max2|max3|max4|max5|max6|max7|max8|max9|max10|icon|memicon|components1|components2|component_counts1|component_counts2|NoexpendReagent1|NoexpendReagent2|formula1|formula2|formula3|formula4|formula5|formula6|formula7|formula8|formula9|formula10|formula11|LightType|goodEffect|Activated|resisttype|effectid1|effectid2|effectid3|effectid4|effectid5|effectid6|effectid7|effectid8|effectid9|effectid10|effectid11|effectid12|targettype|basediff|skill|zonetype|EnvironmentType|TimeOfDay|warrior_learn_level|warrior_learn_wowitemid|cleric_learn_level|cleric_learn_wowitemid|paladin_learn_level|paladin_learn_wowitemid|ranger_learn_level|ranger_learn_wowitemid|shadowknight_learn_level|shadowknight_learn_wowitemid|druid_learn_level|druid_learn_wowitemid|monk_learn_level|monk_learn_wowitemid|bard_learn_level|bard_learn_wowitemid|rogue_learn_level|rogue_learn_wowitemid|shaman_learn_level|shaman_learn_wowitemid|necromancer_learn_level|necromancer_learn_wowitemid|wizard_learn_level|wizard_learn_wowitemid|magician_learn_level|magician_learn_wowitemid|enchanter_learn_level|enchanter_learn_wowitemid|beastlord_learn_level|beastlord_learn_wowitemid|CastingAnim|TargetAnim|TravelType|SpellAffectIndex|disallow_sit|npc_no_cast|new_icon|spellanim|uninterruptable|ResistDiff|dot_stacking_exempt|deleteable|RecourseLink|no_partial_resist|short_buff_box|descnum|typedescnum|effectdescnum|effectdescnum2|npc_no_los|reflectable|resist_per_level|resist_cap|EndurCost|EndurTimerIndex|IsDiscipline|HateAdded|EndurUpkeep|pvpresistbase|pvpresistcalc|pvpresistcap|spell_category|pvp_duration|pvp_duration_cap|cast_not_standing|can_mgb|nodispell|npc_category|npc_usefulness|wear_off_message|suspendable|spellgroup|allowrest|custom_icon|not_player_spell
1569|93509|1|Regrowth of the Grove|PLAYER_1||||You begin to regenerate.| begins to regenerate.|You have stopped regenerating.|0|60|0|0|6000|2500|2250|10|205|0|600|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2510|2007|-1|-1|1|1|-1|-1|100|0|0|0|100|100|100|100|100|100|100|0|1|0|0|0|254|254|254|254|254|254|254|254|254|254|254|41|5|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|58|111336|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|1|0|100|118|73|0|0|0|0|0|0|0|41569|39010|39144|0|0|0|0|0|0|0|0|0|0|-62|135|-94|25|10|205|0|1|0|0|0|1|1|0|0|118|0
1560|93500|1|Shield of Blades|PLAYER_1||||You are surrounded by a barrier of blades.| is surrounded by a barrier of blades.|The blades fall away.|100|0|0|0|3000|2250|2250|8|75|0|150|-32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32|0|0|0|0|0|0|0|0|0|2516|2057|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|1|59|254|254|254|254|254|254|254|254|254|254|254|5|0|4|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|58|111335|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|2|0|100|155|86|0|0|0|1|0|0|0|41560|39003|39073|0|0|0|0|0|0|0|0|0|0|-62|135|-94|65|8|75|0|0|0|3|260|1|1|0|0|155|0
1767|93707|1|Bonds of Tunare|PLAYER_1||||Dark vines drag your feet into the ground.| is dragged down by dark vines.|Your feet come free.|200|30|0|0|2000|2250|2250|1|18|0|115|0|-35|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-65|0|0|0|0|0|0|0|0|2516|2035|-1|-1|1|1|-1|-1|100|102|100|100|100|100|100|100|100|100|100|0|0|0|1|10|3|254|254|254|254|254|254|254|254|254|254|8|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|57|111334|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|16|0|100|5|109|0|0|0|0|0|0|0|41767|39004|39088|0|0|-1|0|0|0|0|0|0|0|12|135|-36|101|1|4|0|0|0|7|193|1|0|0|0|5|0
1605|93545|1|Frost|PLAYER_1||||Your blood freezes as you are iced by an intense cone of frost.| is iced by an intense cone of frost.||200|0|0|0|6000|2500|2500|0|0|0|250|-762|0|0|0|0|0|0|0|0|0|0|0|0|0|0|762|0|0|0|0|0|0|0|0|0|2519|2053|-1|-1|1|1|-1|-1|100|0|0|0|100|100|100|100|100|100|100|5|0|0|3|0|254|254|254|254|254|254|254|254|254|254|254|5|0|24|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|57|111333|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|13|0|23|0|15|56|135|0|0|0|0|0|0|0|41605|39001|39052|0|0|-1|0|0|0|0|0|0|0|12|135|-31|126|0|0|0|0|0|2|63|0|0|0|0|56|0
1567|93507|1|Succor|PLAYER_1|same|||| creates a mystic portal.|The portal shimmers and fades.|0|100|0|0|9000|2250|2250|0|0|0|100|-150|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2522|2079|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|15|88|254|254|254|254|254|254|254|254|254|254|41|0|5|-1|8|0|255|-1|255|-1|255|-1|255|-1|255|-1|57|111332|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|67|0|0|40|0|100|107|78|0|0|0|0|0|0|0|41567|39005|39108|0|0|0|0|0|0|0|0|0|0|-62|135|-81|55|0|0|0|0|0|0|0|0|1|0|0|107|0
1559|93499|1|Natureskin|PLAYER_1||||Your skin shimmers.|'s skin shimmers.|Your skin returns to normal.|100|0|0|0|6000|2500|2250|3|810|0|400|5|220|220|0|4|0|0|0|0|0|0|0|0|0|0|65|0|0|0|0|0|0|0|0|0|2511|2056|-1|-1|1|1|-1|-1|102|104|104|100|100|100|100|100|100|100|100|0|1|0|0|1|69|79|10|0|254|254|254|254|254|254|254|5|0|4|-1|0|0|255|-1|255|-1|255|-1|65|110971|255|-1|57|111331|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|2|0|100|131|86|0|0|0|1|0|0|0|41559|39009|39139|0|0|0|0|0|0|0|0|0|0|-62|135|-81|30|3|810|0|0|0|3|474|1|1|0|0|131|0
2518|94407|1|Ro's Smoldering Disjunction|PLAYER_1||||You are surrounded by an outline of cold flame.| is surrounded by an outline of cold flame.|The flames die away.|200|100|0|0|4500|2250|6000|9|100|0|250|-60|-55|-150|-30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2515|2052|-1|-1|1|1|10307|-1|101|110|100|101|100|100|100|100|100|100|100|8|0|0|2|1|46|79|2|254|254|254|254|254|254|254|254|5|5|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|56|111330|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|0|0|18|0|100|51|84|0|0|0|1|0|0|0|42518|39004|39090|0|0|-1|0|0|0|0|0|0|0|-62|135|-78|69|9|100|0|0|0|0|0|1|0|0|0|51|0
1725|93665|1|Wake of Karana|PLAYER_1||| calls out to Karana.|You call out to Karana.|||0|0|0|0|7000|5000|15000|0|0|0|400|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2513|2132|10030|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|1|93|254|254|254|254|254|254|254|254|254|254|254|6|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|56|111329|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|35|0|100|111|9|0|0|0|0|0|0|0|41725|39003|39079|0|0|0|0|0|0|0|0|0|0|-62|135|-78|200|0|0|0|0|0|0|0|0|1|0|0|111|0
1719|93659|1|Engorging Roots|PLAYER_1||||Your feet become entwined.| is entangled by roots.|The roots fall from your feet.|200|0|0|0|1750|2250|2250|2|30|0|75|-10|-10000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2516|2057|-1|-1|1|1|-1|-1|104|100|100|100|100|100|100|100|100|100|100|0|0|0|1|79|99|254|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|56|111328|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|0|0|16|0|100|117|109|0|0|0|1|0|1|0|41719|39004|39087|0|0|-1|0|0|0|0|0|0|0|12|135|-33|50|2|6|0|0|0|2|1486|1|0|0|0|117|0
1604|93544|1|Breath of Karana|PLAYER_1||||You are slammed by an intense gust of wind.| is slammed by an intense gust of wind.||200|0|2|2|3000|2500|12000|0|0|0|250|-212|1|0|0|0|0|0|0|0|0|0|0|0|0|0|812|0|0|0|0|0|0|0|0|0|2513|2121|-1|-1|1|1|-1|-1|10|100|100|100|100|100|100|100|100|100|100|0|0|0|1|0|21|254|254|254|254|254|254|254|254|254|254|5|0|14|1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|56|111327|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|66|15|0|35|0|100|85|104|0|0|0|0|0|1|0|41604|39001|39053|0|0|-1|0|0|0|0|0|0|0|12|135|-28|1|0|0|0|0|0|2|134|0|0|0|0|85|0
1558|93498|1|Bladecoat|PLAYER_1||||Blades spring from your skin.|'s skin sprouts blades.|Your skin returns to normal.|0|0|0|0|2000|2250|2250|3|1950|0|235|0|126|-6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2511|2045|-1|-1|1|1|-1|-1|100|100|100|0|100|100|100|100|100|100|100|0|1|0|1|10|1|59|254|254|254|254|254|254|254|254|254|6|0|4|-1|0|0|255|-1|255|-1|255|-1|63|110964|255|-1|56|111326|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|2|0|100|155|86|0|0|0|1|0|0|0|41558|39003|39073|0|0|0|0|0|0|0|0|0|0|-62|135|-78|68|3|1950|0|0|0|0|0|1|1|0|0|155|0
1557|93497|1|Girdle of Karana|PLAYER_1||||You feel the strength of Karana infuse you.| looks stronger.|Your Karanic strength fades.|100|0|0|0|5000|2250|7500|3|720|0|105|42|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2518|2124|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|4|254|254|254|254|254|254|254|254|254|254|254|5|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|55|111325|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|7|0|100|6|88|0|0|0|0|0|0|0|41557|39008|39128|0|0|0|0|0|0|0|0|0|0|-62|135|-75|73|3|720|0|0|0|0|0|1|1|0|0|6|0
1556|93496|1|Tunare's Request|PLAYER_1||||| blinks.||200|0|0|0|8000|2250|24000|3|1950|0|350|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|35|0|0|0|0|0|0|0|0|0|2504|2059|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|22|254|254|254|254|254|254|254|254|254|254|254|9|5|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|55|111324|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|12|0|100|72|87|0|0|0|0|0|0|0|41556|39004|39092|39159|0|-1|0|0|0|0|0|0|0|-62|135|-75|96|3|1950|0|0|0|0|0|1|0|0|0|72|0
1475|93415|1|Nature Walkers Behest|PLAYER_1|DruidPet|||You summon a spirit of nature.| summons a spirit of nature.||0|0|0|0|9000|2250|28000|0|0|0|220|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2512|2106|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|33|254|254|254|254|254|254|254|254|254|254|254|6|0|14|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|55|111323|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|4|0|100|38|83|0|0|0|1|0|0|0|41475|39007|39124|0|0|0|0|0|0|0|0|0|0|-62|135|-75|51|0|0|0|0|0|4|2202|0|1|0|0|38|0
1603|93543|1|Scoriae|PLAYER_1||||Your skin melts.|'s skin melts.||200|0|0|0|4000|2500|2500|0|0|0|250|-688|0|0|0|0|0|0|0|0|0|0|0|0|0|0|688|0|0|0|0|0|0|0|0|0|2515|2052|-1|-1|1|1|-1|-1|100|0|0|0|100|100|100|100|100|100|100|6|0|0|2|0|254|254|254|254|254|254|254|254|254|254|254|5|0|24|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|54|111319|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|13|0|18|0|100|51|84|0|0|0|1|0|0|0|41603|39001|39051|0|0|-1|0|0|0|0|0|0|0|22|135|-22|125|0|0|0|0|0|2|79|0|0|0|0|51|0
1602|93542|1|Blizzard|PLAYER_1||||You are caught in a raging blizzard.| is caught in a raging blizzard.||150|20|0|0|3500|2500|12000|0|0|7500|332|-490|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2519|2064|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|3|0|254|254|254|254|254|254|254|254|254|254|254|8|0|24|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|54|111318|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|13|0|3|0|100|56|90|0|0|0|0|0|0|0|41602|39001|39052|0|0|-1|0|0|0|0|0|0|0|22|135|-22|151|0|0|0|0|0|1|147|0|0|0|0|56|0
1562|93502|1|Form of the Howler|PLAYER_1||||You are now a wolf.| turns into a wolf.|You are no longer a wolf.|0|1|0|0|6000|2250|6000|3|1440|0|100|42|35|2|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2520|2047|-1|-1|1|1|-1|-1|100|101|100|100|100|100|100|100|100|100|100|0|1|0|0|58|3|15|66|254|254|254|254|254|254|254|254|6|0|5|1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|54|111317|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|10|0|100|81|96|0|0|0|0|0|0|0|41562|39003|39070|39078|0|0|0|0|0|0|0|0|0|-47|134|-72|43|3|1440|0|0|0|0|0|1|1|0|0|81|0
2517|94406|1|Spirit of Eagle|PLAYER_1||||Your body pulses with an avian spirit.|'s body pulses with an avian spirit.|The avian spirit departs.|100|0|0|0|4500|2250|2250|3|600|0|125|3|30|3|1|0|0|0|0|0|0|0|0|0|0|0|0|60|0|0|0|0|0|0|0|0|2513|2121|-1|-1|1|1|-1|-1|100|101|100|100|100|100|100|100|100|100|100|0|1|0|0|13|3|57|65|254|254|254|254|254|254|254|254|5|15|5|1|0|0|255|-1|255|-1|255|-1|65|110972|255|-1|54|111315|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|36|0|7|0|100|4|88|0|0|0|1|0|0|0|42517|39003|39070|39072|0|0|0|0|0|0|0|0|0|-47|134|-72|41|3|600|0|0|0|0|0|1|1|0|0|4|0
1601|93541|1|Winged Death|PLAYER_1||||You feel the pain of a million stings.| is engulfed by a swarm of deadly insects.|The swarm departs.|250|0|0|0|5000|2500|2250|1|9|0|350|-143|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2520|2058|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|0|254|254|254|254|254|254|254|254|254|254|254|5|0|14|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|53|111313|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|0|3|17|0|100|159|145|0|-100|0|1|0|0|0|41601|39006|39111|0|0|-1|0|0|0|0|0|0|0|-147|134|-170|7|1|9|0|0|0|2|90|1|0|0|0|159|0
1555|93495|1|Glamour of Tunare|PLAYER_1||||| is surrounded by a Tunarian glamour.|The glamour fades.|200|0|0|0|1000|2250|2250|10|205|0|10|1|-5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|0|0|0|0|0|0|0|2520|2058|-1|-1|1|1|-1|-1|100|102|100|100|100|100|100|100|100|100|100|0|0|0|0|36|50|254|254|254|254|254|254|254|254|254|254|9|0|4|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|53|111312|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|17|0|100|165|110|0|0|0|0|0|0|0|41555|39004|39090|39159|0|-1|0|0|0|0|0|0|0|-47|134|-70|96|10|205|0|0|1|0|0|1|0|0|0|165|0
2516|94405|1|Foliage Shield|PLAYER_1||||You are surrounded by mystical foliage.| is surrounded by mystical foliage.|The mystical foliage vanishes.|100|65|0|0|6500|2250|2250|3|200|0|85|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2502|2071|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|12|254|254|254|254|254|254|254|254|254|254|254|41|10|18|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|52|111310|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|9|0|100|18|95|0|0|0|1|0|0|0|42516|39003|39084|0|0|0|0|0|0|0|0|0|0|-47|134|-68|82|3|200|0|1|0|0|0|1|1|0|0|18|0
1600|93540|1|Breath of Ro|PLAYER_1||||You are immolated by blazing flames.| is immolated by blazing flames.|The flames die down.|200|0|0|0|3500|2500|2250|1|10|0|250|0|-92|-1|0|0|0|0|0|0|-10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2515|2052|-1|-1|1|1|10307|-1|100|100|101|100|100|100|100|100|100|102|100|8|0|0|2|10|0|46|10|10|10|10|10|10|1|254|254|5|25|24|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|52|111309|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|0|0|18|0|100|51|84|0|0|1|1|0|0|0|41600|39006|39112|0|0|-1|0|0|0|0|0|0|0|-47|134|-68|129|1|10|0|0|0|2|82|1|0|0|0|51|0
1566|93506|1|Egress|PLAYER_1|same|||| sinks into the ground.||0|0|0|0|5000|2250|10000|0|0|0|100|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2522|2112|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|88|254|254|254|254|254|254|254|254|254|254|254|6|10|5|-1|8|0|255|-1|255|-1|255|-1|255|-1|255|-1|52|111308|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|29|0|0|9|0|100|107|95|0|0|0|0|0|0|0|41566|39005|39108|0|0|0|0|0|0|0|0|0|0|-47|134|-68|55|0|0|0|0|0|0|0|0|1|0|0|107|0
1553|93493|1|Call of Karana|PLAYER_1||||| blinks.||200|0|0|0|5000|2250|12000|10|205|0|220|16|0|0|0|0|0|0|0|0|0|0|0|0|0|0|53|0|0|0|0|0|0|0|0|0|2504|2059|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|22|254|254|254|254|254|254|254|254|254|254|254|9|0|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|52|111307|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|12|0|100|72|87|0|0|0|0|0|0|0|41553|39004|39092|39159|0|-1|0|0|0|0|0|0|0|-47|134|-68|96|10|205|0|0|0|0|0|1|0|0|0|72|0
3693|95500|1|Pure Blood|PLAYER_1||||Your blood purifies.|'s blood has been purified.||100|0|0|0|2500|2250|2250|0|0|0|100|-9|-9|-9|-9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2510|2051|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|36|36|35|35|254|254|254|254|254|254|254|254|5|5|5|-1|0|0|255|-1|51|110665|255|-1|255|-1|255|-1|52|111306|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|1|0|0|149|133|0|0|0|0|0|0|0|43693|39002|39066|0|0|0|0|0|0|0|0|0|0|-47|134|-66|161|0|0|0|0|0|0|0|0|1|0|0|149|1
1552|93492|1|Circle of Summer|PLAYER_1||||You are surrounded by a summer haze.| is surrounded by a summer haze.|Your summer haze clears.|0|60|0|0|4500|2250|2250|3|360|0|150|47|47|0|15|0|0|0|0|0|0|0|0|0|0|0|45|45|0|45|0|0|0|0|0|0|2515|2008|-1|-1|1|1|-1|-1|201|201|100|102|100|100|100|100|100|100|100|0|1|0|0|148|149|10|47|254|254|254|254|254|254|254|254|41|15|4|-1|0|0|255|-1|255|-1|255|-1|63|110963|255|-1|52|111305|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|2|0|100|57|86|0|0|0|0|0|0|0|41552|39008|39136|0|0|0|0|0|0|0|0|0|0|-47|134|-68|70|3|360|0|1|0|0|0|1|1|0|0|57|0
1727|93667|1|Legacy of Spike|PLAYER_1||||You are surrounded by a thorny barrier.| is surrounded by a thorny barrier.|The brambles fall away.|0|60|0|0|3000|2250|2250|7|65|0|300|-20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|0|0|0|0|0|0|0|0|0|2516|2013|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|1|59|254|254|254|254|254|254|254|254|254|254|254|41|0|4|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|51|111302|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|2|0|100|155|86|0|0|0|1|0|0|0|41727|39003|39073|0|0|0|0|0|0|0|0|0|0|-47|134|-66|66|7|65|0|1|0|0|0|1|1|0|0|155|0
1550|93490|1|Repulse Animal|PLAYER_1||||| is utterly repulsed!||200|0|0|0|1750|2250|4000|8|8|0|100|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2507|2116|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|0|0|1|23|254|254|254|254|254|254|254|254|254|254|254|9|25|5|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|51|111301|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|44|0|0|13|0|100|165|101|0|-25|0|1|0|0|0|41550|39004|39093|39159|0|-1|0|0|0|0|0|0|0|-72|134|-91|63|8|8|0|0|0|0|0|1|0|0|0|165|0
1542|93482|1|Upheaval|PLAYER_1||||You feel the ground scream and heave.| is mauled by the moving ground.||0|35|1|0|5000|2500|24000|0|0|0|625|-138|0|0|0|0|0|0|0|0|0|0|0|0|0|0|725|0|0|0|0|0|0|0|0|0|2517|2085|-1|-1|1|1|-1|-1|10|100|100|100|100|100|100|100|100|100|100|0|0|0|1|0|254|254|254|254|254|254|254|254|254|254|254|4|0|24|-1|0|0|255|-1|52|110670|255|-1|255|-1|255|-1|51|111300|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|13|0|16|0|100|161|13|0|0|0|0|0|0|0|41542|39001|39053|0|0|-1|0|0|0|0|0|0|0|22|134|-16|11|0|0|0|0|0|1|223|0|0|0|0|161|0
1551|93491|1|Circle of Winter|PLAYER_1||||You are surrounded by a winter haze.| is surrounded by a winter haze.|Your winter haze clears.|0|60|0|0|4500|2250|2250|3|360|0|150|10|0|0|0|0|0|0|0|0|0|0|0|0|0|0|45|0|0|0|0|0|0|0|0|0|2519|2009|-1|-1|1|1|-1|-1|102|100|100|100|100|100|100|100|100|100|100|0|1|0|0|46|254|254|254|254|254|254|254|254|254|254|254|41|25|4|-1|0|0|255|-1|255|-1|255|-1|61|110957|255|-1|51|111298|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|2|0|100|52|86|0|0|0|0|0|0|0|41551|39008|39136|0|0|0|0|0|0|0|0|0|0|-47|134|-66|70|3|360|0|1|0|0|0|1|1|0|0|52|0
1435|93375|1|Improved Superior Camouflage|PLAYER_1||||You vanish.| fades away.|You appear.|100|0|0|0|5000|2250|2250|3|100|0|75|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2502|2104|-1|-1|1|1|-1|-1|100|100|100|100|100|100|100|100|100|100|100|0|1|0|0|12|254|254|254|254|254|254|254|254|254|254|254|6|0|18|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|50|111297|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|42|0|0|9|0|100|18|95|0|0|0|1|0|0|0|41435|39003|39084|0|0|0|0|0|0|0|0|0|0|-47|134|-59|82|3|100|0|0|0|0|0|1|1|0|0|18|0
3579|95398|1|Share Form of the Great Wolf|PLAYER_1||||You are now a wolf.| turns into a wolf.|You are no longer a wolf.|0|40|0|0|6000|2250|12000|3|1440|0|350|42|35|1|1|0|0|0|0|0|0|0|0|0|0|0|0|62|65|0|0|0|0|0|0|0|2520|2047|-1|-1|1|1|-1|-1|100|101|102|100|100|100|100|100|100|100|100|0|1|0|0|58|3|2|66|254|254|254|254|254|254|254|254|41|5|5|1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|49|111296|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|3|10|0|100|81|96|0|0|0|1|0|0|0|43579|39003|39070|39078|0|0|0|0|0|0|0|0|0|-42|133|-57|43|3|1440|0|1|0|0|0|1|1|0|0|81|0
2515|94404|1|Protection of Nature|PLAYER_1||||Your skin shimmers with divine power.|'s skin shimmers with divine power.|Your skin returns to normal.|100|65|0|0|9000|2500|12000|3|720|0|700|5|150|150|0|2|0|0|0|0|0|0|0|0|0|0|55|250|250|0|0|0|0|0|0|0|2511|2012|-1|-1|1|1|-1|-1|102|103|103|100|100|100|100|100|100|100|100|0|1|0|0|1|69|79|10|0|254|254|254|254|254|254|254|41|0|4|-1|0|0|255|-1|255|-1|255|-1|255|-1|255|-1|49|111295|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|255|-1|43|0|0|2|0|100|131|86|0|0|0|1|0|0|0|42515|39009|39139|0|0|0|0|0|0|0|0|0|0|-42|133|-57|30|3|720|0|1|0|0|0|1|1|0|0|131|0
