id|npc_spells_id|spellid|type|minlevel|maxlevel|manacost|recast_delay|priority|resist_adjust|min_expansion|max_expansion|content_flags|content_flags_disabled
951|11|3366|1|61|255|-1|-1|1||-1|-1||
952|11|724|1|15|27|-1|-1|1||-1|-1||
953|11|741|1|28|39|-1|-1|1||-1|-1||
954|11|868|1|40|255|-1|-1|1||-1|-1||
955|11|1753|1|53|255|-1|-1|1||-1|-1||
956|11|1100|1|58|255|-1|-1|1||-1|-1||
957|11|1197|1|60|255|-1|-1|1||-1|-1||
958|11|3030|1|62|255|-1|-1|1||-1|-1||
959|11|3369|1|64|255|-1|-1|1||-1|-1||
960|11|3376|1|65|255|-1|-1|1||-1|-1||
961|11|736|1|35|56|-1|-1|1||-1|-1||
962|11|1761|1|57|59|-1|-1|1||-1|-1||
963|11|2936|1|60|255|-1|-1|1||-1|-1||
964|11|703|256|2|17|-1|-1|1||-1|-1||
965|11|730|256|18|42|-1|-1|1||-1|-1||
966|11|742|256|43|255|-1|-1|1||-1|-1||
967|11|743|256|38|64|-1|-1|1||-1|-1||
968|11|3367|256|65|255|-1|-1|1||-1|-1||
969|11|744|256|46|62|-1|-1|1||-1|-1||
970|11|3373|256|63|255|-1|-1|1||-1|-1||
971|11|3566|256|50|58|-1|-1|1||-1|-1||
972|11|1764|256|59|62|-1|-1|1||-1|-1||
973|11|3370|256|63|255|-1|-1|1||-1|-1||
974|11|3567|256|42|60|-1|-1|1||-1|-1||
975|11|3363|256|61|255|-1|-1|1||-1|-1||
976|11|738|128|23|53|-1|-1|1||-1|-1||
977|11|1758|128|54|255|-1|-1|1||-1|-1||
978|11|705|1|20|50|-1|-1|1||-1|-1||
979|11|1751|1|51|59|-1|-1|1||-1|-1||
980|11|1748|1|60|63|-1|-1|1||-1|-1||
981|11|3066|1|64|255|-1|-1|1||-1|-1||
982|11|707|1|30|54|-1|-1|1||-1|-1||
983|11|1451|1|55|64|-1|-1|1||-1|-1||
984|11|3375|1|65|255|-1|-1|1||-1|-1||
985|11|727|1|22|39|-1|-1|1||-1|-1||
986|11|726|1|40|55|-1|-1|1||-1|-1||
987|11|1755|1|56|61|-1|-1|1||-1|-1||
988|11|3364|1|62|255|-1|-1|1||-1|-1||
990|11|709|8|17|255|-1|-1|1||-1|-1||
991|11|748|8|47|48|-1|-1|1||-1|-1||
992|11|1450|8|49|57|-1|-1|1||-1|-1||
993|11|1763|8|58|255|-1|-1|1||-1|-1||
994|11|710|8|9|53|-1|-1|1||-1|-1||
995|11|2607|8|54|255|-1|-1|1||-1|-1||
996|11|711|8|13|55|-1|-1|1||-1|-1||
997|11|2608|8|56|255|-1|-1|1||-1|-1||
998|11|714|8|41|255|-1|-1|1||-1|-1||
999|11|734|8|7|9|-1|-1|1||-1|-1||
1000|11|701|8|10|21|-1|-1|1||-1|-1||
1001|11|740|8|36|21|-1|-1|1||-1|-1||
1002|11|702|8|42|21|-1|-1|1||-1|-1||
1003|11|747|8|50|21|-1|-1|1||-1|-1||
1004|11|1757|8|54|21|-1|-1|1||-1|-1||
1005|11|1760|8|57|21|-1|-1|1||-1|-1||
1006|11|3374|8|62|21|-1|-1|1||-1|-1||
1007|11|2606|8|52|59|-1|-1|1||-1|-1||
1008|11|2610|8|60|255|-1|-1|1||-1|-1||
1009|11|712|8|25|28|-1|-1|1||-1|-1||
1010|11|715|8|29|32|-1|-1|1||-1|-1||
1011|11|713|8|33|36|-1|-1|1||-1|-1||
1012|11|716|8|37|62|-1|-1|1||-1|-1||
1013|11|3368|8|63|255|-1|-1|1||-1|-1||
1014|11|717|8|5|48|-1|-1|1||-1|-1||
1015|11|2605|8|49|255|-1|-1|1||-1|-1||
1016|11|3362|8|64|255|-1|-1|1||-1|-1||
1017|11|7|2|6|33|-1|60|1||-1|-1||
1018|11|1448|2|34|54|-1|60|1||-1|-1||
1019|11|1759|2|55|57|-1|60|1||-1|-1||
1020|11|2609|2|58|61|-1|60|1||-1|-1||
1021|11|3651|2|62|53|-1|60|1||-1|-1||
1022|11|3372|2|64|255|-1|60|1||-1|-1||
1023|11|725|4096|27|38|-1|-1|1||-1|-1||
1024|11|750|4096|39|63|-1|-1|1||-1|-1||
1025|11|3371|4096|64|255|-1|-1|1||-1|-1||
1026|11|706|1|26|55|-1|-1|1||-1|-1||
1027|11|1756|1|56|255|-1|-1|1||-1|-1||
1028|12|2068|1|15|57|-1|-1|1||-1|-1||
1029|12|282|1|30|57|-1|-1|1||-1|-1||
1030|12|3568|1|34|57|-1|-1|1||-1|-1||
1031|12|3569|1|49|57|-1|-1|1||-1|-1||
1032|12|3570|1|54|57|-1|-1|1||-1|-1||
1033|12|510|1|59|57|-1|-1|1||-1|-1||
1034|12|3493|1|63|57|-1|-1|1||-1|-1||
1035|12|277|256|22|38|-1|-1|1||-1|-1||
1036|12|434|256|39|51|-1|-1|1||-1|-1||
1037|12|435|256|52|60|-1|-1|1||-1|-1||
1038|12|3492|256|61|255|-1|-1|1||-1|-1||
1039|12|75|256|15|43|-1|-1|1||-1|-1||
1040|12|3689|256|44|64|-1|-1|1||-1|-1||
1041|12|32|256|65|255|-1|-1|1||-1|-1||
1043|12|49|512|58|60|-1|-1|1||-1|-1||
1044|12|1526|512|61|255|-1|-1|1||-1|-1||
1045|12|162|1|49|55|-1|-1|1||-1|-1||
1046|12|163|1|56|255|-1|-1|1||-1|-1||
1047|12|270|1|22|49|-1|-1|1||-1|-1||
1048|12|2634|1|50|59|-1|-1|1||-1|-1||
1049|12|2492|1|60|64|-1|-1|1||-1|-1||
1050|12|3462|1|65|255|-1|-1|1||-1|-1||
1052|12|267|8|9|14|-1|-1|1||-1|-1||
1053|12|274|8|15|29|-1|-1|1||-1|-1||
1054|12|283|8|30|48|-1|-1|1||-1|-1||
1055|12|649|8|49|55|-1|-1|1||-1|-1||
1056|12|431|8|56|255|-1|-1|1||-1|-1||
1057|12|2178|8|49|59|-1|-1|1||-1|-1||
1058|12|2630|8|60|61|-1|-1|1||-1|-1||
1059|12|3456|8|62|255|-1|-1|1||-1|-1||
1060|12|167|8|53|57|-1|-1|1||-1|-1||
1061|12|168|8|58|61|-1|-1|1||-1|-1||
1062|12|1585|8|62|255|-1|-1|1||-1|-1||
1070|12|1571|8|61|255|-1|-1|1||-1|-1||
1080|12|161|8|52|56|-1|-1|1||-1|-1||
1082|12|2176|8|44|51|-1|-1|1||-1|-1||
1083|12|2177|8|52|58|-1|-1|1||-1|-1||
1084|12|2629|8|59|63|-1|-1|1||-1|-1||
1085|12|3460|8|64|255|-1|-1|1||-1|-1||
1086|12|170|8|60|62|-1|-1|1||-1|-1||
1087|12|171|8|63|255|-1|-1|1||-1|-1||
1090|12|2941|8|60|64|-1|-1|1||-1|-1||
1091|12|3463|8|65|255|-1|-1|1||-1|-1||
1092|12|3454|8|61|255|-1|-1|1||-1|-1||
1093|12|200|2|9|21|-1|60|1||-1|-1||
1094|12|17|2|22|38|-1|60|1||-1|-1||
1095|12|12|2|39|56|-1|60|1||-1|-1||
1096|12|15|2|57|61|-1|60|1||-1|-1||
1097|12|1290|2|62|255|-1|60|1||-1|-1||
1098|12|145|8|55|63|-1|-1|1||-1|-1||
1099|12|1568|2|64|255|-1|60|1||-1|-1||
1213|27|808|1|0|255|-2|45|0||-1|-1||
1215|26|73|1|0|255|-2|30|15||-1|-1||
1217|27|1308|1|0|255|-2|4|0||-1|-1||
1223|26|993|256|0|255|-2|5|10||-1|-1||
1228|29|1025|1|0|255|-2|-1|0||-1|-1||
1229|30|13|2|0|255|50|60|5||-1|-1||
1231|30|1444|2|0|255|25|60|10||-1|-1||
1232|30|3467|8|0|255|150|300|5||-1|-1||
1238|32|982|1|0|255|-1|45|0||-1|-1||
1239|33|862|1|0|255|-1|-1|0|0|-1|-1||
1247|37|1014|256|0|255|-2|-1|0||-1|-1||
1248|29|1673|32|0|255|50|-1|5||-1|-1||
1249|29|1660|1|0|255|-2|10|5||-1|-1||
1250|38|134|1|0|255|-2|1|0||-1|-1||
1252|32|1312|1|0|255|-1|3|0||-1|-1||
1255|41|918|1|0|255|-2|-1|0||-1|-1||
1266|46|857|1|0|255|-1|-1|0||-1|-1||
1270|46|855|1|0|255|-1|-1|0||-1|-1||
1272|47|845|1|0|255|-1|-1|0||-1|-1||
1273|47|789|1|0|255|-1|-1|0||-1|-1||
1279|50|820|1|0|255|-1|-1|0||-1|-1||
1281|51|826|1|0|255|-1|5|0||-1|-1||
1282|52|844|1|0|255|-2|-1|0||-1|-1||
1283|52|1574|32|0|255|-2|-1|10||-1|-1||
1286|55|838|1|0|255|-2|-1|0||-1|-1||
1287|56|837|1|0|255|-2|-1|1||-1|-1||
1290|59|577|32|39|43|-1|90|5||-1|-1||
1291|59|164|32|34|38|-1|90|5||-1|-1||
1292|60|843|1|0|255|-2|-1|0||-1|-1||
1293|60|981|1|0|255|-2|-1|5||-1|-1||
1294|61|1485|1|1|255|-2|90|3||-1|-1||
1295|62|1481|1|1|255|-2|75|5||-1|-1||
1409|61|832|1|1|255|-2|30|5||-1|-1||
1410|62|832|1|1|255|-2|30|5||-1|-1||
1414|66|1497|1|1|255|-2|45|5||-1|-1||
1415|66|832|1|1|255|-2|30|5||-1|-1||
1416|61|786|1|1|255|-2|100|7||-1|-1||
1418|63|1484|1|1|255|-1|-1|0||-1|-1||
1420|68|2448|1|0|255|-1|-1|0||-1|-1||
1421|68|2449|1|0|255|-1|0|1||-1|-1||
1422|68|2450|1|0|255|-1|0|1||-1|-1||
1423|68|2451|1|0|255|-1|0|1||-1|-1||
1424|68|2452|1|0|255|-1|0|1||-1|-1||
1427|71|2389|256|0|255|-1|-1|0||-1|-1||
1428|72|3852|256|0|255|-1|-1|0||-1|-1||
1440|82|1942|1|1|255|-1|-1|0||-1|-1||
1441|83|2080|4|0|255|-1|-1|0||-1|-1||
1442|84|1480|1|0|255|-1|-1|0||-1|-1||
1444|85|1487|1|0|255|-1|-1|0||-1|-1||
1445|85|1489|1|0|255|-1|-1|0||-1|-1||
1446|87|1840|1|0|255|-1|-1|1||-1|-1||
1448|89|3784|256|0|255|-1|-1|0||-1|-1||
1449|91|3590|1|0|255|-1|-1|0||-1|-1||
1451|93|971|256|0|255|-1|15|0||-1|-1||
1453|94|899|1|0|255|0|-1|0||-1|-1||
1454|95|789|1|0|255|-1|-1|0||-1|-1||
1455|95|843|1|0|255|-1|-1|0||-1|-1||
1456|96|1356|1|0|255|-1|-1|0||-1|-1||
1457|97|1941|1|0|255|-1|-1|0||-1|-1||
1458|98|1021|1|0|255|-1|-1|0||-1|-1||
1460|99|1480|1|0|255|-1|-1|0||-1|-1||
1461|100|1479|1|1|255|-1|-1|0||-1|-1||
1462|101|1942|1|1|255|-1|-1|0||-1|-1||
1463|102|1318|256|0|255|-1|-1|0||-1|-1||
1464|103|1131|256|0|255|-1|175|0||-1|-1||
1465|103|1488|1|0|255|-1|165|0||-1|-1||
1466|104|2582|1|0|255|-1|-1|0||-1|-1||
1470|107|956|1|0|255|-1|-1|0||-1|-1||
1473|110|2446|1|0|255|-1|-1|0||-1|-1||
1475|111|3763|256|0|255|-1|-1|0||-1|-1||
1476|111|3764|1|0|255|-1|-1|0||-1|-1||
1477|112|2390|1|0|255|-1|15|1||-1|-1||
1478|112|2393|4|0|255|-1|25|1||-1|-1||
1479|113|1164|1|0|255|-1|-1|0||-1|-1||
1480|113|1165|1|0|255|-1|-1|0||-1|-1||
1482|114|2056|256|0|255|-1|-1|0||-1|-1||
1483|115|3915|256|0|255|-1|-1|0||-1|-1||
1484|116|1308|1|0|255|-1|-1|0||-1|-1||
1485|118|982|1|0|255|-1|45|0||-1|-1||
1486|118|988|1|0|255|-1|-1|0||-1|-1||
1489|121|861|1|0|255|-1|-1|0||-1|-1||
1490|122|982|1|0|255|-2|45|0||-1|-1||
1491|122|985|1|0|255|-1|-1|0||-1|-1||
1492|123|985|1|0|255|-1|-1|0||-1|-1||
1493|124|1476|1|0|255|-1|-1|0||-1|-1||
1494|125|1949|1|0|255|-1|-1|0||-1|-1||
1495|126|993|64|0|255|-1|-1|0||-1|-1||
1498|128|1319|256|0|255|-1|-1|0||-1|-1||
1499|129|862|1|1|255|-1|-1|0||-1|-1||
1500|130|989|1|0|255|-1|-1|0||-1|-1||
1501|131|938|1|0|255|-1|-1|0||-1|-1||
1502|131|956|1|0|255|-1|-1|0||-1|-1||
1503|132|1706|4096|0|255|-1|-1|0||-1|-1||
1506|135|938|1|0|255|-1|4|0||-1|-1||
1507|136|2391|1|0|255|-1|15|1||-1|-1||
1508|137|1163|256|0|255|-1|-1|30||-1|-1||
1509|137|1164|1|0|255|-1|-1|25||-1|-1||
1510|138|808|1|0|255|-1|-1|30||-1|-1||
1513|140|907|1|0|255|-1|-1|0||-1|-1||
1514|141|862|1|0|255|-1|-1|0||-1|-1||
1515|142|789|1|0|255|-1|-1|0||-1|-1||
1517|143|861|1|0|255|-1|-1|0||-1|-1||
1519|144|844|1|0|255|-1|3|0||-1|-1||
1520|145|1480|1|0|255|-1|-1|0||-1|-1||
1521|146|1485|1|1|255|-1|-1|0||-1|-1||
1522|147|981|1|0|255|-1|-1|0||-1|-1||
1523|147|955|1|0|255|-1|-1|0||-1|-1||
1524|147|1943|1|0|255|-1|-1|0||-1|-1||
1525|147|2830|1024|0|255|-1|-1|0||-1|-1||
1526|148|897|1|1|255|-1|-1|0||-1|-1||
1527|148|1941|1|1|255|-1|-1|0||-1|-1||
1528|149|1478|1|1|255|-1|-1|0||-1|-1||
1530|150|1482|1|1|255|-1|-1|0||-1|-1||
1531|151|1483|1|1|255|-1|-1|0||-1|-1||
1532|152|1481|1|1|255|-1|-1|0||-1|-1||
1533|153|1493|256|0|255|-1|-1|0||-1|-1||
1534|154|1491|1|0|255|-1|-1|0||-1|-1||
1535|155|1488|1|0|255|-1|-1|0||-1|-1||
1536|155|1490|1|0|255|-1|-1|0||-1|-1||
1537|156|926|1|0|255|-1|-1|0||-1|-1||
1539|158|1424|256|0|255|-1|-1|0||-1|-1||
1540|160|812|1|0|255|-1|-1|0||-1|-1||
1541|161|813|1|0|255|-1|-1|0||-1|-1||
1542|162|814|1|0|255|-1|-1|0||-1|-1||
1545|164|216|1|0|255|-1|-1|0||-1|-1||
1546|165|861|256|1|255|-1|20|25||-1|-1||
1547|165|2392|1|1|255|-1|15|30||-1|-1||
1548|166|473|1|1|255|-1|45|1||-1|-1||
1549|166|1527|1|1|255|-1|45|1||-1|-1||
1557|170|897|1|1|70|-1|-1|0||-1|-1||
1558|170|1956|1|1|70|-1|-1|0||-1|-1||
1560|171|1617|256|1|70|-1|60|15||-1|-1||
1561|171|1619|1|1|70|-1|30|5||-1|-1||
1562|171|2545|256|1|70|-1|60|10||-1|-1||
1563|171|1393|1|1|70|-1|60|10||-1|-1||
1564|171|2885|256|1|70|-1|60|5||-1|-1||
1565|171|1618|64|1|70|-1|60|25||-1|-1||
1566|171|1616|64|1|70|-1|60|10||-1|-1||
1567|171|1615|256|1|70|-1|60|5||-1|-1||
1568|171|1527|1|1|70|-1|45|20||-1|-1||
1574|176|2046|1|1|255|-1|-1|0||-1|-1||
1575|177|2048|1|1|255|-1|-1|1||-1|-1||
1578|178|3597|8|1|255|-1|300|1||-1|-1||
1579|179|2859|1|1|255|-1|0|0||-1|-1||
1581|184|2841|1|1|255|-1|-1|0||-1|-1||
1582|184|2842|1|1|255|-1|-1|0||-1|-1||
1584|187|2992|1|1|255|-1|-1|1||-1|-1||
1585|187|1955|1|1|255|-1|-1|1||-1|-1||
1587|145|1492|1|1|255|-1|-1|0||-1|-1||
1588|188|862|1|1|255|-1|-1|0||-1|-1||
1589|65|1489|1|1|255|-1|-1|0||-1|-1||
1592|189|1941|1|1|255|-1|-1|0||-1|-1||
1597|196|2812|1|1|255|-1|-1|0||-1|-1||
1598|196|2859|1|1|255|-1|0|0||-1|-1||
1600|197|2813|1|1|255|-1|-1|0||-1|-1||
1602|202|2048|1|1|255|-1|-1|0||-1|-1||
1604|203|2045|1|1|255|-1|-1|0||-1|-1||
1606|204|2073|1|1|255|-1|-1|0||-1|-1||
1608|208|2833|1|1|255|-1|-1|20||-1|-1||
1613|212|303|1|1|255|-1|-1|0||-1|-1||
1614|125|1950|1|1|255|-1|-1|0||-1|-1||
1616|168|2823|1|1|255|-1|-1|0||-1|-1||
1618|168|2824|1|1|255|-1|-1|0||-1|-1||
1619|168|2822|1|1|255|-1|-1|0||-1|-1||
1624|213|982|1|1|255|-1|45|0||-1|-1||
1625|78|1000|256|1|255|-1|-1|0||-1|-1||
1637|204|2645|1|1|255|-1|5|0||-1|-1||
1641|217|1631|4|1|255|-1|-1|1||-1|-1||
1644|227|2310|1|1|255|-1|-1|0||-1|-1||
1651|228|2061|1|1|255|-1|-1|0||-1|-1||
1653|229|2164|256|1|255|-1|-1|25||-1|-1||
1654|229|2157|1|1|255|-1|-1|30||-1|-1||
1656|230|2165|256|1|255|-1|-1|30||-1|-1||
1661|235|2075|1|1|255|-1|-1|0||-1|-1||
1663|237|2164|1|1|255|-1|-1|0||-1|-1||
1664|238|2162|1|1|255|-1|-1|1||-1|-1||
1671|242|3151|1|0|255|-1|-1|0||-1|-1||
1672|242|3009|1|0|255|-1|-1|0||-1|-1||
1673|243|1813|1|0|255|-1|-1|0||-1|-1||
1674|244|2899|1|0|255|-1|-1|0||-1|-1||
1675|244|3711|1|0|255|-1|-1|0||-1|-1||
1676|244|3009|1|0|255|-1|-1|0||-1|-1||
1677|245|897|256|0|255|-1|-1|0||-1|-1||
1683|249|13|2|0|255|-1|60|0||-1|-1||
1686|251|3001|1|0|255|-1|-1|0||-1|-1||
1688|252|3048|1|0|255|-1|-1|0||-1|-1||
1690|253|1113|1|0|255|-1|-1|0||-1|-1||
1692|253|1115|1|0|255|-1|-1|0||-1|-1||
1693|254|1113|1|0|255|-1|-1|0||-1|-1||
1694|255|1079|1|0|255|-1|-1|0||-1|-1||
1699|255|1077|1|0|255|-1|-1|0||-1|-1||
1700|255|1078|1|0|255|-1|-1|0||-1|-1||
1701|256|1074|1|0|255|-1|-1|0||-1|-1||
1702|256|1076|1|0|255|-1|-1|0||-1|-1||
1703|257|2321|1|0|255|-1|-1|0||-1|-1||
1704|258|1084|1|0|255|-1|-1|0||-1|-1||
1705|258|1085|1|0|255|-1|-1|0||-1|-1||
1706|258|1086|1|0|255|-1|-1|0||-1|-1||
1708|259|1086|1|0|255|-1|-1|0||-1|-1||
1709|259|1084|1|0|255|-1|-1|0||-1|-1||
1712|261|1150|1|0|255|-1|-1|0||-1|-1||
1713|262|1141|1|0|255|-1|-1|0||-1|-1||
1714|263|1137|1|0|255|-1|-1|0||-1|-1||
1715|264|3152|1|0|255|-1|-1|0||-1|-1||
1716|266|3225|1|0|255|-1|-1|0||-1|-1||
1719|268|3166|1|0|255|-1|-1|0||-1|-1||
1720|268|3168|1|0|255|-1|-1|0||-1|-1||
1721|269|1040|1|0|255|-1|-1|0||-1|-1||
1723|269|1042|1|0|255|-1|-1|0||-1|-1||
1724|270|1025|1|0|255|-1|-1|0||-1|-1||
1726|271|1032|1|0|255|-1|-1|0||-1|-1||
1727|272|2831|1|0|255|-1|-1|0||-1|-1||
1728|272|1037|1|0|255|-1|-1|0||-1|-1||
1729|273|1044|1|0|255|-1|-1|0||-1|-1||
1730|273|1043|1|0|255|-1|-1|0||-1|-1||
1732|275|1035|1|0|255|-1|-1|0||-1|-1||
1734|276|1031|1|0|255|-1|-1|1||-1|-1||
1735|277|1036|1|0|255|-1|-1|0||-1|-1||
1739|279|1028|1|0|255|-1|-1|0||-1|-1||
1740|280|1067|1|0|255|-1|3|1||-1|-1||
1741|281|1037|1|0|255|-1|-1|0||-1|-1||
1742|282|1050|1|0|255|-1|-1|0||-1|-1||
1748|288|3643|1|0|255|-1|-1|0||-1|-1||
1749|289|1109|1|0|255|-1|-1|0||-1|-1||
1750|290|3642|1|0|255|-1|-1|0||-1|-1||
1753|291|861|1|0|255|-1|-1|0||-1|-1||
1755|292|3003|1|0|255|-1|-1|0||-1|-1||
1756|293|2992|1|0|255|-1|-1|0||-1|-1||
1758|294|3007|1|0|255|-1|-1|0||-1|-1||
1759|294|3008|1|0|255|-1|-1|0||-1|-1||
1761|296|3009|1|0|255|-1|-1|0||-1|-1||
1762|297|2451|1|0|255|-1|0|1||-1|-1||
1763|297|2449|1|0|255|-1|0|1||-1|-1||
1764|297|808|1|0|255|-1|-1|0||-1|-1||
1765|297|2448|1|0|255|-1|-1|0||-1|-1||
1767|297|2450|1|0|255|-1|0|1||-1|-1||
1768|297|2452|1|0|255|-1|0|1||-1|-1||
1770|298|2446|1|0|255|-1|-1|0||-1|-1||
1771|299|2444|1|0|255|-1|-1|0||-1|-1||
1772|300|808|1|0|255|-1|-1|0||-1|-1||
1773|300|2437|1|0|255|-1|-1|1||-1|-1||
1774|301|2823|128|0|255|-1|-1|0||-1|-1||
1777|305|3008|1|0|255|-1|-1|0||-1|-1||
1778|306|1079|1|0|255|-1|-1|0||-1|-1||
1779|307|1039|1|0|255|-1|-1|0||-1|-1||
1781|308|1034|1|0|255|-1|-1|0||-1|-1||
1782|309|3075|1|0|255|-1|-1|0||-1|-1||
1783|310|1079|1|0|255|-1|-1|0||-1|-1||
1787|313|3060|1|0|255|-1|-1|0||-1|-1||
1788|315|3059|1|0|255|-1|-1|0||-1|-1||
1789|316|3061|1|0|255|-1|-1|0||-1|-1||
1790|317|3057|1|0|255|-1|-1|0||-1|-1||
1791|318|3016|1|0|255|-1|-1|0||-1|-1||
1792|319|3014|1|0|255|-1|-1|0||-1|-1||
1793|320|3019|1|0|255|-1|-1|0||-1|-1||
1795|322|3017|1|0|255|-1|-1|0||-1|-1||
1796|323|3015|1|0|255|-1|-1|0||-1|-1||
1797|324|3018|1|0|255|-1|-1|0||-1|-1||
1799|325|1493|1|0|255|-1|-1|0||-1|-1||
1800|326|2990|1|0|255|-1|-1|0||-1|-1||
1801|327|2897|1|0|255|-1|-1|0||-1|-1||
1803|328|1040|1|0|255|-1|-1|0||-1|-1||
1807|331|2860|1|0|255|-1|2|1||-1|-1||
1810|333|3155|1|0|255|-1|-1|0||-1|-1||
1814|336|3744|1|0|255|-1|-1|0||-1|-1||
1820|340|3936|1|0|255|-1|-1|0||-1|-1||
1858|361|3230|1|0|255|-1|-1|0||-1|-1||
1860|364|3230|1|0|255|-1|-1|0||-1|-1||
1863|366|1968|1|0|255|-1|-1|0||-1|-1||
1865|366|2308|1|0|255|-1|-1|0||-1|-1||
1871|371|3746|1|0|255|-1|-1|0||-1|-1||
1875|374|1154|1|0|255|-1|-1|0||-1|-1||
1882|377|789|1|0|255|-1|-1|0||-1|-1||
1889|382|3971|1|0|255|-1|-1|0||-1|-1||
1893|384|3230|1|0|255|-1|-1|0||-1|-1||
1897|386|3764|1|0|255|-1|-1|0||-1|-1||
1906|391|887|1|0|255|-1|-1|0||-1|-1||
1926|404|1968|1|0|255|-1|-1|0||-1|-1||
1927|404|3908|1|0|255|-1|-1|0||-1|-1||
1942|414|3230|1|0|255|-1|-1|0||-1|-1||
1989|442|834|1|1|255|-1|-1|10||-1|-1||
1991|443|1292|2|1|255|-1|60|25||-1|-1||
1992|444|3852|256|1|255|-1|-1|25||-1|-1||
1998|197|2814|1|1|255|-1|-1|0||-1|-1||
1999|229|2167|1|1|255|-1|-1|20||-1|-1||
2000|239|2163|1|1|255|-1|-1|1||-1|-1||
2001|230|2167|1|1|255|-1|-1|25||-1|-1||
2002|231|2167|1|1|255|-1|-1|0||-1|-1||
2003|233|2164|1|1|255|-1|-1|0||-1|-1||
2004|234|2167|1|1|255|-1|-1|0||-1|-1||
2005|449|982|1|1|255|-1|45|0||-1|-1||
2006|449|897|1|1|255|-1|-1|0||-1|-1||
2113|514|372|1|1|7|-1|-1|1||-1|-1||
2114|514|376|1|4|15|-1|-1|2||-1|-1||
2115|514|656|1|8|23|-1|-1|3||-1|-1||
2116|514|383|1|12|19|-1|-1|4||-1|-1||
2117|514|657|1|16|28|-1|-1|5||-1|-1||
2118|514|22|1|20|28|-1|-1|6||-1|-1||
2119|514|464|1|24|33|-1|-1|7||-1|-1||
2120|514|465|1|29|43|-1|-1|8||-1|-1||
2121|514|470|1|29|38|-1|-1|9||-1|-1||
2122|514|658|1|34|48|-1|-1|10||-1|-1||
2123|514|466|1|39|43|-1|-1|11||-1|-1||
2124|514|23|1|44|48|-1|-1|12||-1|-1||
2125|514|659|1|44|50|-1|-1|13||-1|-1||
2126|514|732|1|49|56|-1|-1|14||-1|-1||
2127|514|755|1|49|53|-1|-1|15||-1|-1||
2128|514|1637|1|51|59|-1|-1|16||1|99||
2129|514|1639|1|54|54|-1|-1|17||1|99||
2130|514|1643|1|55|62|-1|-1|18||1|99||
2131|514|1641|1|57|59|-1|-1|19||1|99||
2132|514|1426|1|60|64|-1|-1|20||2|99||
2133|514|1658|1|60|60|-1|-1|21||1|99||
2134|514|2884|1|60|255|-1|-1|22||3|99||
2135|514|3335|1|63|255|-1|-1|23||4|99||
2137|514|377|1|4|7|-1|-1|1||-1|-1||
2138|514|380|1|8|15|-1|-1|1||-1|-1||
2139|514|386|1|16|23|-1|-1|1||-1|-1||
2140|514|462|1|24|28|-1|-1|1||-1|-1||
2141|514|459|1|29|33|-1|-1|1||-1|-1||
2142|514|463|1|34|38|-1|-1|1||-1|-1||
2143|514|460|1|39|48|-1|-1|1||-1|-1||
2144|514|731|1|49|52|-1|-1|1||-1|-1||
2145|514|1650|1|53|53|-1|-1|1||1|99||
2146|514|1645|1|54|55|-1|-1|1||1|99||
2147|514|1651|1|56|56|-1|-1|1||1|99||
2148|514|1644|1|57|58|-1|-1|1||1|99||
2149|514|1652|1|59|60|-1|-1|1||1|99||
2150|514|3327|1|61|64|-1|-1|1||4|99||
2151|514|3332|1|65|255|-1|-1|1||4|99||
2152|514|73|1|44|58|-1|-1|1||-1|-1||
2153|514|1636|1|59|255|-1|-1|1||1|99||
2154|514|503|1|20|48|-1|-1|1||-1|-1||
2155|514|612|1|49|50|-1|-1|1||-1|-1||
2156|514|1634|1|51|55|-1|-1|1||1|99||
2157|514|1635|1|56|63|-1|-1|1||1|99||
2158|514|3333|1|64|255|-1|-1|1||4|99||
2159|514|230|4|4|255|-1|-1|0||-1|-1||
2160|514|131|4|20|38|-1|-1|1||-1|-1||
2161|514|132|4|39|48|-1|-1|2||-1|-1||
2162|514|133|4|49|57|-1|-1|3||-1|-1||
2163|514|1633|4|58|60|-1|-1|4||1|99||
2164|514|3194|4|61|255|-1|-1|5||4|99||
2166|514|49|512|34|52|-1|-1|1||-1|-1||
2167|514|1526|512|53|255|-1|-1|1||1|99||
2177|514|236|8|16|23|-1|-1|0||-1|-1||
2178|514|387|8|24|33|-1|-1|0||-1|-1||
2179|514|393|8|34|43|-1|-1|0||-1|-1||
2180|514|394|8|44|51|-1|-1|0||-1|-1||
2181|514|1609|8|52|62|-1|-1|0||1|99||
2182|514|3301|8|63|255|-1|-1|0||4|99||
2184|514|2551|8|12|33|-1|-1|2||-1|-1||
2190|514|3326|8|61|57|-1|-1|1||4|99||
2192|514|1722|32|59|255|-1|-1|1||1|99||
2193|514|2553|32|29|48|-1|-1|1||3|99||
2194|514|2555|32|49|53|-1|-1|1||3|99||
2195|514|2557|32|54|59|-1|-1|1||3|99||
2196|514|2560|32|60|255|-1|-1|1||3|99||
2197|515|2015|1|55|255|-1|-1|2||2|99||
2198|515|2014|1|44|255|-1|-1|2||-1|-1||
2199|515|204|1|24|33|-1|-1|2||-1|-1||
2200|515|1415|1|34|48|-1|-1|2||2|99||
2201|515|3571|1|49|53|-1|-1|2||4|99||
2202|515|3572|1|54|255|-1|-1|2||4|99||
2203|515|369|4|16|33|-1|60|101||-1|-1||
