raceid|genderid|helmtextureid|textureindex|colortintid|faceindex|creaturedisplay_dbcid
3|1|0|12|20001|2|43911
3|1|0|12|20001|3|43912
3|1|0|12|20001|4|43913
3|1|0|12|20001|5|43914
3|1|0|12|20001|6|43915
3|1|0|12|20001|7|43916
3|1|0|11|20004|1|43917
3|1|0|11|20004|2|43918
3|1|0|11|20004|3|43919
3|1|0|11|20004|4|43920
3|1|0|11|20004|5|43921
3|1|0|11|20004|6|43922
3|1|0|11|20004|7|43923
3|1|0|12|0|1|43924
3|1|0|10|20007|1|43925
3|1|0|12|0|2|43926
3|1|0|10|20007|2|43927
3|1|0|12|0|3|43928
3|1|0|10|20007|3|43929
3|1|0|10|20007|4|43930
3|1|0|12|0|4|43931
3|1|0|10|20007|5|43932
3|1|0|12|0|5|43933
3|1|0|10|20007|6|43934
3|1|0|12|0|6|43935
3|1|0|10|20007|7|43936
3|1|0|12|0|7|43937
3|1|0|12|20003|1|43938
3|1|0|12|20003|2|43939
3|1|0|12|20003|3|43940
3|1|0|12|20003|4|43941
3|1|0|12|20003|5|43942
3|1|0|12|20003|6|43943
3|1|0|12|20003|7|43944
3|1|2|2|20004|1|43945
3|1|2|2|20004|2|43946
3|1|2|2|20004|3|43947
3|1|2|2|20004|4|43948
3|1|2|2|20004|5|43949
3|1|2|2|20004|6|43950
3|1|2|2|20004|7|43951
3|1|3|3|20007|1|43952
3|1|3|3|20007|2|43953
3|1|3|3|20007|3|43954
3|1|3|3|20007|4|43955
3|1|3|3|20007|5|43956
3|1|3|3|20007|6|43957
3|1|3|3|20007|7|43958
3|1|0|11|20006|1|43959
3|1|0|11|20006|2|43960
3|1|0|11|20006|3|43961
3|1|0|11|20006|4|43962
3|1|0|11|20006|5|43963
3|1|0|11|20006|6|43964
3|1|0|11|20006|7|43965
3|1|0|3|20004|1|43966
3|1|0|3|20004|2|43967
3|1|0|3|20004|3|43968
3|1|0|3|20004|4|43969
3|1|0|3|20004|5|43970
3|1|0|3|20004|6|43971
3|1|0|3|20004|7|43972
3|1|0|2|20011|1|43973
3|1|0|12|20004|1|43974
3|1|0|2|20011|2|43975
3|1|0|12|20004|2|43976
3|1|0|10|20006|1|43977
3|1|0|2|20011|3|43978
3|1|0|12|20005|1|43979
3|1|0|12|20004|3|43980
3|1|0|10|20006|2|43981
3|1|0|2|20011|4|43982
3|1|0|12|20005|2|43983
3|1|0|12|20004|4|43984
3|1|0|10|20006|3|43985
3|1|0|2|20011|5|43986
3|1|0|12|20005|3|43987
3|1|0|12|20004|5|43988
3|1|0|10|20006|4|43989
3|1|0|2|20011|6|43990
3|1|0|12|20005|4|43991
3|1|0|12|20004|6|43992
3|1|0|10|20006|5|43993
3|1|0|2|20011|7|43994
3|1|0|12|20005|5|43995
3|1|0|3|20007|1|43996
3|1|0|12|20004|7|43997
3|1|0|2|20004|1|43998
3|1|0|2|20004|2|43999
3|1|0|12|20005|6|44000
3|1|0|3|20007|2|44001
3|1|0|10|20006|6|44002
3|1|0|2|20004|3|44003
3|1|0|12|20005|7|44004
3|1|0|3|20007|3|44005
3|1|0|10|20006|7|44006
3|1|0|2|20004|4|44007
3|1|0|2|20004|5|44008
3|1|0|3|20007|4|44009
3|1|0|2|20004|6|44010
3|1|0|2|20004|7|44011
3|1|0|3|20007|5|44012
3|1|0|3|20007|6|44013
3|1|0|3|20007|7|44014
3|1|3|3|20009|1|44015
3|1|3|3|20009|2|44016
3|1|2|2|20011|1|44017
3|1|0|13|0|1|44018
3|1|3|3|20009|3|44019
3|1|2|2|20011|2|44020
3|1|0|13|0|2|44021
3|1|3|3|20009|4|44022
3|1|2|2|20011|3|44023
3|1|0|13|0|3|44024
3|1|3|3|20009|5|44025
3|1|3|3|20009|6|44026
3|1|0|13|0|4|44027
3|1|0|13|0|5|44028
3|1|2|2|20011|4|44029
3|1|3|3|20009|7|44030
3|1|0|10|20008|1|44031
3|1|2|2|20005|1|44032
3|1|2|2|20011|5|44033
3|1|2|2|20011|6|44034
3|1|0|10|20008|2|44035
3|1|0|13|20001|1|44036
3|1|2|2|20005|2|44037
3|1|0|13|0|6|44038
3|1|0|13|0|7|44039
3|1|0|10|20008|3|44040
3|1|2|2|20005|3|44041
3|1|2|2|20005|4|44042
3|1|2|2|20005|5|44043
3|1|2|2|20005|6|44044
3|1|0|13|20001|2|44045
3|1|2|2|20011|7|44046
3|1|0|10|20008|4|44047
3|1|2|2|20008|1|44048
3|1|2|2|20008|2|44049
3|1|2|2|20008|3|44050
3|1|2|2|20008|4|44051
3|1|2|2|20008|5|44052
3|1|2|2|20008|6|44053
3|1|0|12|20009|1|44054
3|1|0|2|20005|1|44055
3|1|0|12|20002|1|44056
3|1|0|10|20008|5|44057
3|1|0|2|20008|1|44058
3|1|2|2|20005|7|44059
3|1|2|2|20008|7|44060
3|1|0|13|20001|3|44061
3|1|0|12|20009|2|44062
3|1|0|12|20008|1|44063
3|1|0|12|20008|2|44064
3|1|0|2|20005|2|44065
3|1|0|12|20002|2|44066
3|1|0|12|20002|3|44067
3|1|0|12|20002|4|44068
3|1|0|12|20002|5|44069
3|1|0|2|20008|2|44070
3|1|0|13|20003|1|44071
3|1|0|13|20001|4|44072
3|1|0|13|20001|5|44073
3|1|0|12|20009|3|44074
3|1|0|12|20006|1|44075
3|1|0|12|20008|3|44076
3|1|0|12|20008|4|44077
3|1|0|12|20008|5|44078
3|1|0|12|20008|6|44079
3|1|0|12|20008|7|44080
3|1|0|2|20005|3|44081
3|1|0|10|20008|6|44082
3|1|0|10|20008|7|44083
3|1|0|12|20002|6|44084
3|1|0|2|20008|3|44085
3|1|0|13|20003|2|44086
3|1|0|3|20009|1|44087
3|1|0|13|20001|6|44088
3|1|0|12|20009|4|44089
3|1|0|12|20009|5|44090
3|1|0|12|20009|6|44091
3|1|0|2|20005|4|44092
3|1|3|3|20004|1|44093
3|1|0|12|20002|7|44094
3|1|0|12|20009|7|44095
3|1|0|13|20003|3|44096
3|1|0|3|20009|2|44097
3|1|0|13|20001|7|44098
3|1|0|3|20008|1|44099
3|1|3|3|20008|1|44100
3|1|0|12|20006|2|44101
3|1|0|13|20005|1|44102
3|1|0|13|20005|2|44103
3|1|0|13|20005|3|44104
3|1|0|13|20005|4|44105
3|1|0|13|20003|4|44106
3|1|0|13|20003|5|44107
3|1|0|12|20006|3|44108
3|1|0|3|20009|3|44109
3|1|0|3|20008|2|44110
3|1|3|3|20008|2|44111
3|1|3|3|20008|3|44112
3|1|3|3|20008|4|44113
3|1|0|2|20008|4|44114
3|1|0|2|20008|5|44115
3|1|0|2|20008|6|44116
3|1|0|2|20008|7|44117
3|1|0|13|20005|5|44118
3|1|0|13|20005|6|44119
3|1|0|13|20005|7|44120
3|1|0|12|20006|4|44121
3|1|0|3|20009|4|44122
3|1|0|10|20011|1|44123
3|1|0|3|20008|3|44124
3|1|0|3|20008|4|44125
3|1|0|3|20008|5|44126
3|1|3|3|20008|5|44127
3|1|0|13|20003|6|44128
3|1|0|12|20006|5|44129
3|1|0|12|20006|6|44130
3|1|0|10|20011|2|44131
3|1|0|10|20011|3|44132
3|1|3|3|20004|2|44133
3|1|0|3|20008|6|44134
3|1|3|3|20008|6|44135
3|1|0|13|20003|7|44136
3|1|0|3|20009|5|44137
3|1|0|3|20009|6|44138
3|1|0|3|20009|7|44139
3|1|0|12|20006|7|44140
3|1|0|2|20005|5|44141
3|1|0|10|20011|4|44142
3|1|0|10|20011|5|44143
3|1|0|3|20008|7|44144
3|1|3|3|20008|7|44145
3|1|0|2|20005|6|44146
3|1|0|2|20005|7|44147
3|1|0|10|20011|6|44148
3|1|0|10|20011|7|44149
3|1|3|3|20004|3|44150
3|1|3|3|20004|4|44151
3|1|3|3|20004|5|44152
3|1|3|3|20004|6|44153
3|1|3|3|20004|7|44154
3|1|0|13|20007|1|44155
3|1|0|13|20007|2|44156
3|1|0|13|20007|3|44157
3|1|0|13|20007|4|44158
3|1|0|12|20011|1|44159
3|1|0|12|20011|2|44160
3|1|0|12|20011|3|44161
3|1|0|12|20011|4|44162
3|1|0|13|20011|1|44163
3|1|0|13|20011|2|44164
3|1|0|13|20007|5|44165
3|1|0|13|20008|1|44166
3|1|0|12|20011|5|44167
3|1|0|12|20011|6|44168
3|1|0|12|20011|7|44169
3|1|0|13|20011|3|44170
3|1|0|14|0|1|44171
3|1|0|13|20007|6|44172
3|1|0|13|20008|2|44173
3|1|0|13|20008|3|44174
3|1|0|3|20010|1|44175
3|1|0|14|20009|1|44176
3|1|0|14|20009|2|44177
3|1|0|14|20009|3|44178
3|1|0|14|20009|4|44179
3|1|0|14|20009|5|44180
3|1|0|14|20009|6|44181
3|1|0|14|20009|7|44182
3|1|0|13|20007|7|44183
3|1|0|13|20008|4|44184
3|1|0|13|20008|5|44185
3|1|0|13|20008|6|44186
3|1|0|13|20008|7|44187
3|1|0|3|20010|2|44188
3|1|0|3|20010|3|44189
3|1|0|3|20010|4|44190
3|1|0|3|20010|5|44191
3|1|0|13|20011|4|44192
3|1|0|13|20011|5|44193
3|1|0|13|20011|6|44194
3|1|0|14|0|2|44195
3|1|0|14|0|3|44196
3|1|0|14|20003|1|44197
3|1|0|14|20003|2|44198
3|1|0|14|20003|3|44199
3|1|0|13|20006|1|44200
3|1|0|14|20008|1|44201
3|1|0|14|0|4|44202
3|1|0|15|20005|1|44203
3|1|0|15|20005|2|44204
3|1|0|15|20005|3|44205
3|1|0|15|20005|4|44206
3|1|0|15|20005|5|44207
3|1|0|15|20005|6|44208
3|1|0|15|20005|7|44209
3|1|0|3|20010|6|44210
3|1|0|3|20010|7|44211
3|1|0|14|20003|4|44212
3|1|0|14|20005|1|44213
3|1|0|13|20006|2|44214
3|1|0|13|20006|3|44215
3|1|0|13|20006|4|44216
3|1|0|14|20004|1|44217
3|1|0|15|20006|1|44218
3|1|0|15|20006|2|44219
3|1|0|15|20006|3|44220
3|1|0|15|20006|4|44221
3|1|0|15|20006|5|44222
3|1|0|15|20006|6|44223
3|1|0|15|20006|7|44224
3|1|0|15|20001|1|44225
3|1|0|15|20001|2|44226
3|1|0|15|20001|3|44227
3|1|0|15|20001|4|44228
3|1|0|15|20001|5|44229
3|1|0|15|20001|6|44230
3|1|0|15|20001|7|44231
3|1|0|15|0|1|44232
3|1|0|15|0|2|44233
3|1|0|15|0|3|44234
3|1|0|15|0|4|44235
3|1|0|14|20003|5|44236
3|1|0|14|20005|2|44237
3|1|0|14|20005|3|44238
3|1|0|14|20005|4|44239
3|1|0|14|20005|5|44240
3|1|0|16|0|1|44241
3|1|0|16|0|2|44242
3|1|0|16|0|3|44243
3|1|0|13|20006|5|44244
3|1|0|14|20004|2|44245
3|1|0|15|20008|1|44246
3|1|0|15|20008|2|44247
3|1|0|15|20009|1|44248
3|1|0|13|20011|7|44249
3|1|0|16|20003|1|44250
3|1|0|16|20003|2|44251
3|1|0|16|20003|3|44252
3|1|0|16|20003|4|44253
3|1|0|14|20008|2|44254
3|1|0|14|20005|6|44255
3|1|0|14|20005|7|44256
3|1|0|16|0|4|44257
3|1|0|13|20006|6|44258
3|1|0|14|20004|3|44259
3|1|0|14|20004|4|44260
3|1|0|15|20008|3|44261
3|1|0|15|20009|2|44262
3|1|0|15|20009|3|44263
3|1|0|15|20009|4|44264
3|1|0|15|20009|5|44265
3|1|0|16|20003|5|44266
3|1|0|14|20008|3|44267
3|1|0|14|0|5|44268
3|1|0|16|0|5|44269
3|1|0|16|0|6|44270
3|1|0|15|20003|1|44271
3|1|0|14|20004|5|44272
3|1|0|15|20008|4|44273
3|1|0|15|20008|5|44274
3|1|0|15|20008|6|44275
3|1|0|15|20008|7|44276
3|1|0|15|20009|6|44277
3|1|0|16|20003|6|44278
3|1|0|14|20008|4|44279
3|1|0|14|0|6|44280
3|1|0|13|20006|7|44281
3|1|0|16|0|7|44282
3|1|0|15|20003|2|44283
3|1|0|14|20004|6|44284
3|1|0|14|20004|7|44285
3|1|0|14|20001|1|44286
3|1|0|14|20001|2|44287
3|1|0|14|20001|3|44288
3|1|0|14|20003|6|44289
3|1|0|15|20009|7|44290
3|1|0|16|20003|7|44291
3|1|0|14|20008|5|44292
3|1|0|14|0|7|44293
3|1|0|15|20003|3|44294
3|1|0|15|20003|4|44295
3|1|0|15|20003|5|44296
3|1|0|15|20003|6|44297
3|1|0|15|20003|7|44298
3|1|0|14|20008|6|44299
3|1|0|15|0|5|44300
3|1|0|15|0|6|44301
3|1|0|15|0|7|44302
3|1|0|16|20002|1|44303
3|1|0|16|20002|2|44304
3|1|0|14|20008|7|44305
3|1|0|14|20001|4|44306
3|1|0|14|20003|7|44307
3|1|0|16|20002|3|44308
3|1|0|16|20002|4|44309
3|1|0|14|20001|5|44310
3|1|0|16|20002|5|44311
3|1|0|16|20002|6|44312
3|1|0|16|20002|7|44313
3|1|0|14|20001|6|44314
3|1|3|3|20010|1|44315
3|1|0|16|20009|1|44316
3|1|0|14|20001|7|44317
3|1|3|3|20010|2|44318
3|1|0|16|20001|1|44319
3|1|0|16|20009|2|44320
3|1|0|16|20008|1|44321
3|1|3|3|20010|3|44322
3|1|0|16|20004|1|44323
3|1|0|16|20001|2|44324
3|1|0|15|20011|1|44325
3|1|0|16|20009|3|44326
3|1|0|16|20008|2|44327
3|1|3|3|20010|4|44328
3|1|0|16|20004|2|44329
3|1|0|16|20001|3|44330
3|1|0|15|20011|2|44331
3|1|0|16|20009|4|44332
3|1|0|16|20008|3|44333
3|1|3|3|20010|5|44334
3|1|0|16|20004|3|44335
3|1|0|16|20001|4|44336
3|1|0|15|20011|3|44337
3|1|0|16|20009|5|44338
3|1|0|16|20008|4|44339
3|1|3|3|20010|6|44340
3|1|0|16|20004|4|44341
3|1|0|16|20001|5|44342
3|1|0|15|20011|4|44343
3|1|0|16|20009|6|44344
3|1|0|16|20008|5|44345
3|1|3|3|20010|7|44346
3|1|0|16|20004|5|44347
3|1|0|16|20001|6|44348
3|1|0|15|20011|5|44349
3|1|0|16|20009|7|44350
3|1|0|16|20008|6|44351
3|1|0|16|20005|1|44352
3|1|0|16|20004|6|44353
3|1|0|16|20001|7|44354
3|1|0|15|20011|6|44355
3|1|0|16|20008|7|44356
3|1|0|16|20005|2|44357
3|1|0|16|20004|7|44358
3|1|0|15|20011|7|44359
3|1|0|16|20005|3|44360
3|1|0|16|20005|4|44361
3|1|0|16|20005|5|44362
3|1|0|16|20006|1|44363
3|1|0|16|20005|6|44364
3|1|0|16|20006|2|44365
3|1|0|16|20005|7|44366
3|1|0|16|20006|3|44367
3|1|0|16|20006|4|44368
3|1|0|16|20006|5|44369
3|1|0|16|20006|6|44370
3|1|0|16|20006|7|44371
3|1|0|16|20011|1|44372
3|1|0|16|20011|2|44373
3|1|0|16|20011|3|44374
3|1|0|16|20011|4|44375
3|1|0|16|20011|5|44376
3|1|0|16|20011|6|44377
3|1|0|16|20011|7|44378
3|1|0|14|20010|1|44379
3|1|0|14|20010|2|44380
3|1|0|14|20010|3|44381
3|1|0|14|20010|4|44382
3|1|0|14|20010|5|44383
3|1|0|14|20010|6|44384
3|1|0|14|20010|7|44385
3|1|0|15|20010|1|44386
3|1|0|15|20010|2|44387
3|1|0|15|20010|3|44388
3|1|0|15|20010|4|44389
3|1|0|15|20010|5|44390
3|1|0|15|20010|6|44391
3|1|0|15|20010|7|44392
3|1|0|13|20010|1|44393
3|1|0|13|20010|2|44394
3|1|0|13|20010|3|44395
3|1|0|13|20010|4|44396
3|1|0|13|20010|5|44397
3|1|0|13|20010|6|44398
3|1|0|13|20010|7|44399
3|1|0|16|20010|1|44400
3|1|0|16|20010|2|44401
3|1|0|16|20010|3|44402
3|1|0|16|20010|4|44403
3|1|0|16|20010|5|44404
3|1|0|16|20010|6|44405
3|1|0|16|20010|7|44406
4|0|0|0|0|1|44407
4|0|0|0|0|2|44408
4|0|0|0|0|3|44409
4|0|0|0|0|4|44410
4|0|0|0|0|5|44411
4|0|0|0|0|6|44412
4|0|0|0|0|7|44413
4|0|0|1|0|1|44414
4|0|0|1|0|2|44415
4|0|0|1|0|3|44416
4|0|0|1|0|4|44417
4|0|0|1|0|5|44418
4|0|0|1|0|6|44419
4|0|0|1|0|7|44420
4|0|1|1|0|1|44421
4|0|1|1|0|2|44422
4|0|1|1|0|3|44423
4|0|1|1|0|4|44424
4|0|1|1|0|5|44425
4|0|1|1|0|6|44426
4|0|1|1|0|7|44427
4|0|0|2|0|1|44428
4|0|0|2|0|2|44429
4|0|0|2|0|3|44430
4|0|0|2|0|4|44431
4|0|0|2|0|5|44432
4|0|0|2|0|6|44433
4|0|0|2|0|7|44434
4|0|2|2|0|1|44435
4|0|2|2|0|2|44436
4|0|2|2|0|3|44437
4|0|2|2|0|4|44438
4|0|2|2|0|5|44439
4|0|2|2|0|6|44440
4|0|2|2|0|7|44441
3|1|3|3|20011|1|44442
3|1|3|3|20011|2|44443
3|1|0|3|20011|1|44444
3|1|0|3|20011|2|44445
3|1|0|3|20011|3|44446
3|1|0|3|20011|4|44447
3|1|0|3|20011|5|44448
3|1|3|3|20011|3|44449
3|1|3|3|20011|4|44450
3|1|0|3|20011|6|44451
3|1|3|3|20011|5|44452
3|1|3|3|20011|6|44453
3|1|3|3|20011|7|44454
3|1|0|3|20011|7|44455
4|0|0|0|20009|1|44456
4|0|0|0|20009|2|44457
4|0|0|0|20009|3|44458
4|0|0|0|20009|4|44459
4|0|0|0|20009|5|44460
4|0|0|0|20009|6|44461
4|0|0|0|20009|7|44462
4|0|0|1|20009|1|44463
4|0|0|1|20009|2|44464
4|0|1|1|20009|1|44465
4|0|0|1|20009|3|44466
4|0|1|1|20009|2|44467
4|0|0|1|20009|4|44468
4|0|1|1|20009|3|44469
4|0|0|1|20009|5|44470
4|0|1|1|20009|4|44471
4|0|0|1|20009|6|44472
4|0|1|1|20009|5|44473
4|0|0|1|20009|7|44474
4|0|1|1|20009|6|44475
4|0|1|1|20009|7|44476
4|0|0|1|20007|1|44477
4|0|0|1|20007|2|44478
4|0|0|1|20007|3|44479
4|0|0|1|20007|4|44480
4|0|0|1|20007|5|44481
4|0|0|1|20007|6|44482
4|0|0|0|20001|1|44483
4|0|0|1|20007|7|44484
4|0|0|0|20001|2|44485
4|0|0|0|20001|3|44486
4|0|0|0|20001|4|44487
4|0|0|0|20001|5|44488
4|0|0|0|20001|6|44489
4|0|0|0|20001|7|44490
4|0|1|1|20010|1|44491
4|0|1|1|20010|2|44492
4|0|1|1|20006|1|44493
4|0|1|1|20010|3|44494
4|0|1|1|20006|2|44495
4|0|0|1|20006|1|44496
4|0|1|1|20010|4|44497
4|0|1|1|20006|3|44498
4|0|0|1|20006|2|44499
4|0|1|1|20007|1|44500
4|0|1|1|20010|5|44501
4|0|1|1|20006|4|44502
4|0|0|1|20010|1|44503
4|0|0|1|20006|3|44504
4|0|1|1|20007|2|44505
4|0|1|1|20010|6|44506
4|0|1|1|20006|5|44507
4|0|0|1|20010|2|44508
4|0|0|1|20006|4|44509
4|0|1|1|20007|3|44510
4|0|1|1|20010|7|44511
4|0|1|1|20006|6|44512
4|0|0|1|20010|3|44513
4|0|0|1|20006|5|44514
4|0|0|1|20006|6|44515
4|0|0|1|20006|7|44516
4|0|1|1|20006|7|44517
4|0|0|1|20010|4|44518
4|0|0|1|20010|5|44519
4|0|0|1|20010|6|44520
4|0|0|1|20010|7|44521
4|0|1|1|20007|4|44522
4|0|1|1|20007|5|44523
4|0|1|1|20007|6|44524
4|0|1|1|20007|7|44525
4|0|0|0|20002|1|44526
4|0|0|0|20002|2|44527
4|0|0|0|20002|3|44528
4|0|0|0|20002|4|44529
4|0|0|0|20002|5|44530
4|0|0|0|20002|6|44531
4|0|0|0|20002|7|44532
4|0|0|1|20001|1|44533
4|0|0|1|20001|2|44534
4|0|0|1|20001|3|44535
4|0|1|1|20001|1|44536
4|0|0|1|20001|4|44537
4|0|1|1|20001|2|44538
4|0|0|1|20001|5|44539
4|0|1|1|20001|3|44540
4|0|0|1|20001|6|44541
4|0|1|1|20001|4|44542
4|0|0|1|20001|7|44543
4|0|1|1|20001|5|44544
4|0|1|1|20001|6|44545
4|0|1|1|20001|7|44546
4|0|0|2|20002|1|44547
4|0|2|2|20002|1|44548
4|0|0|2|20002|2|44549
4|0|2|2|20002|2|44550
4|0|0|2|20002|3|44551
4|0|2|2|20002|3|44552
4|0|0|2|20002|4|44553
4|0|2|2|20002|4|44554
4|0|0|2|20002|5|44555
4|0|2|2|20002|5|44556
4|0|0|2|20002|6|44557
4|0|2|2|20002|6|44558
4|0|0|2|20002|7|44559
4|0|2|2|20002|7|44560
4|0|1|1|20002|1|44561
4|0|1|1|20002|2|44562
4|0|1|1|20002|3|44563
4|0|0|1|20002|1|44564
4|0|1|1|20002|4|44565
4|0|0|1|20002|2|44566
4|0|1|1|20002|5|44567
4|0|0|1|20002|3|44568
4|0|1|1|20002|6|44569
4|0|0|1|20002|4|44570
4|0|1|1|20002|7|44571
4|0|0|1|20002|5|44572
4|0|0|1|20002|6|44573
4|0|0|1|20002|7|44574
4|0|0|1|20008|1|44575
4|0|0|1|20008|2|44576
4|0|0|1|20008|3|44577
4|0|1|1|20008|1|44578
4|0|0|1|20008|4|44579
4|0|1|1|20008|2|44580
4|0|0|1|20008|5|44581
4|0|1|1|20008|3|44582
4|0|0|1|20008|6|44583
4|0|1|1|20008|4|44584
4|0|0|1|20008|7|44585
4|0|1|1|20008|5|44586
4|0|1|1|20008|6|44587
4|0|1|1|20008|7|44588
4|0|0|2|20001|1|44589
4|0|0|2|20001|2|44590
4|0|0|2|20001|3|44591
4|0|0|2|20001|4|44592
4|0|0|2|20001|5|44593
4|0|0|2|20001|6|44594
4|0|0|2|20001|7|44595
4|0|2|2|20001|1|44596
4|0|2|2|20001|2|44597
4|0|2|2|20001|3|44598
4|0|2|2|20001|4|44599
4|0|2|2|20001|5|44600
4|0|2|2|20001|6|44601
4|0|2|2|20001|7|44602
4|0|0|0|20005|1|44603
4|0|0|0|20005|2|44604
4|0|0|0|20005|3|44605
4|0|0|0|20005|4|44606
4|0|0|0|20005|5|44607
4|0|0|0|20005|6|44608
4|0|0|0|20005|7|44609
4|0|0|3|0|1|44610
4|0|0|3|0|2|44611
4|0|0|3|0|3|44612
4|0|0|3|0|4|44613
4|0|0|3|0|5|44614
4|0|0|3|0|6|44615
4|0|0|3|0|7|44616
4|0|0|1|20003|1|44617
4|0|0|1|20003|2|44618
4|0|0|1|20003|3|44619
4|0|0|1|20003|4|44620
4|0|0|1|20003|5|44621
4|0|0|1|20003|6|44622
4|0|0|1|20003|7|44623
4|0|3|3|0|1|44624
4|0|3|3|0|2|44625
4|0|3|3|0|3|44626
4|0|3|3|0|4|44627
4|0|3|3|0|5|44628
4|0|3|3|0|6|44629
4|0|3|3|0|7|44630
4|0|0|0|20003|1|44631
4|0|0|0|20003|2|44632
4|0|0|0|20003|3|44633
4|0|0|0|20003|4|44634
4|0|1|1|20003|1|44635
4|0|0|0|20003|5|44636
4|0|1|1|20003|2|44637
4|0|0|0|20003|6|44638
4|0|1|1|20003|3|44639
4|0|0|0|20003|7|44640
4|0|1|1|20003|4|44641
4|0|1|1|20003|5|44642
4|0|1|1|20003|6|44643
4|0|1|1|20003|7|44644
4|0|0|0|20004|1|44645
4|0|0|0|20004|2|44646
4|0|0|0|20004|3|44647
4|0|0|0|20004|4|44648
4|0|0|0|20004|5|44649
4|0|0|0|20004|6|44650
4|0|0|0|20004|7|44651
4|0|0|1|20011|1|44652
4|0|0|1|20011|2|44653
4|0|0|1|20011|3|44654
4|0|0|1|20011|4|44655
4|0|0|1|20011|5|44656
4|0|0|1|20011|6|44657
4|0|1|1|20011|1|44658
4|0|0|1|20011|7|44659
4|0|1|1|20011|2|44660
4|0|1|1|20011|3|44661
4|0|1|1|20011|4|44662
4|0|1|1|20011|5|44663
4|0|1|1|20011|6|44664
4|0|1|1|20011|7|44665
4|0|0|1|20004|1|44666
4|0|0|1|20004|2|44667
4|0|0|1|20004|3|44668
4|0|0|1|20004|4|44669
4|0|0|1|20004|5|44670
4|0|0|1|20004|6|44671
4|0|0|1|20004|7|44672
4|0|0|1|20005|1|44673
4|0|0|1|20005|2|44674
4|0|0|1|20005|3|44675
4|0|0|1|20005|4|44676
4|0|0|1|20005|5|44677
4|0|0|1|20005|6|44678
4|0|0|1|20005|7|44679
4|0|1|1|20004|1|44680
4|0|1|1|20004|2|44681
4|0|1|1|20004|3|44682
4|0|1|1|20004|4|44683
4|0|1|1|20004|5|44684
4|0|1|1|20004|6|44685
4|0|1|1|20004|7|44686
4|0|1|1|20005|1|44687
4|0|1|1|20005|2|44688
4|0|1|1|20005|3|44689
4|0|1|1|20005|4|44690
4|0|1|1|20005|5|44691
4|0|1|1|20005|6|44692
4|0|1|1|20005|7|44693
4|0|0|2|20009|1|44694
4|0|0|2|20009|2|44695
4|0|0|2|20009|3|44696
4|0|2|2|20009|1|44697
4|0|0|2|20009|4|44698
4|0|2|2|20009|2|44699
4|0|2|2|20009|3|44700
4|0|0|2|20009|5|44701
4|0|2|2|20009|4|44702
4|0|2|2|20009|5|44703
4|0|0|2|20009|6|44704
4|0|2|2|20009|6|44705
4|0|0|2|20009|7|44706
4|0|2|2|20009|7|44707
4|0|0|2|20010|1|44708
4|0|2|2|20010|1|44709
4|0|0|2|20010|2|44710
4|0|2|2|20010|2|44711
4|0|0|2|20010|3|44712
4|0|2|2|20010|3|44713
4|0|0|2|20010|4|44714
4|0|0|2|20010|5|44715
4|0|2|2|20010|4|44716
4|0|0|2|20010|6|44717
4|0|2|2|20010|5|44718
4|0|0|2|20010|7|44719
4|0|2|2|20010|6|44720
4|0|2|2|20010|7|44721
4|0|2|2|20006|1|44722
4|0|2|2|20006|2|44723
4|0|2|2|20006|3|44724
4|0|2|2|20006|4|44725
4|0|2|2|20006|5|44726
4|0|2|2|20006|6|44727
4|0|2|2|20006|7|44728
4|0|0|2|20008|1|44729
4|0|0|2|20008|2|44730
4|0|0|2|20008|3|44731
4|0|0|2|20006|1|44732
4|0|0|2|20008|4|44733
4|0|0|2|20006|2|44734
4|0|0|2|20008|5|44735
4|0|0|2|20006|3|44736
4|0|0|2|20008|6|44737
4|0|0|2|20006|4|44738
4|0|0|2|20008|7|44739
4|0|0|2|20006|5|44740
4|0|0|2|20006|6|44741
4|0|0|2|20006|7|44742
4|0|0|3|20005|1|44743
4|0|0|3|20005|2|44744
4|0|0|3|20005|3|44745
4|0|0|3|20005|4|44746
4|0|0|3|20005|5|44747
4|0|0|3|20005|6|44748
4|0|0|3|20005|7|44749
4|0|3|3|20001|1|44750
4|0|3|3|20001|2|44751
4|0|3|3|20001|3|44752
4|0|3|3|20001|4|44753
4|0|3|3|20001|5|44754
4|0|3|3|20001|6|44755
4|0|3|3|20001|7|44756
4|0|2|2|20011|1|44757
4|0|2|2|20011|2|44758
4|0|2|2|20011|3|44759
4|0|0|3|20009|1|44760
4|0|2|2|20003|1|44761
4|0|2|2|20011|4|44762
4|0|0|3|20009|2|44763
4|0|2|2|20003|2|44764
4|0|2|2|20011|5|44765
4|0|0|3|20006|1|44766
4|0|0|3|20009|3|44767
4|0|2|2|20003|3|44768
4|0|0|2|20004|1|44769
4|0|2|2|20011|6|44770
4|0|2|2|20008|1|44771
4|0|0|3|20006|2|44772
4|0|0|3|20009|4|44773
4|0|0|2|20011|1|44774
4|0|2|2|20003|4|44775
4|0|2|2|20007|1|44776
4|0|0|2|20004|2|44777
4|0|2|2|20011|7|44778
4|0|2|2|20008|2|44779
4|0|0|3|20003|1|44780
4|0|3|3|20005|1|44781
4|0|0|3|20006|3|44782
4|0|0|2|20003|1|44783
4|0|0|3|20009|5|44784
4|0|0|2|20011|2|44785
4|0|0|3|20010|1|44786
4|0|2|2|20003|5|44787
