id|recipe_id|item_id|successcount|componentcount|iscontainer
38050|3762|23825|1|0|0
38052|3762|31|0|0|1
38053|3763|23816|0|2|0
38054|3763|10443|0|1|0
38055|3763|10478|0|1|0
38056|3763|16488|0|1|0
38057|3763|22006|0|1|0
38058|3763|22507|0|1|0
38059|3763|22510|0|1|0
38060|3763|10478|1|0|0
38061|3763|23823|1|0|0
38063|3763|31|0|0|1
38064|3764|23816|0|3|0
38065|3764|10443|0|1|0
38066|3764|10478|0|1|0
38067|3764|16488|0|1|0
38068|3764|22008|0|1|0
38069|3764|22507|0|1|0
38070|3764|22510|0|1|0
38071|3764|10478|1|0|0
38072|3764|23828|1|0|0
38074|3764|31|0|0|1
38075|3765|23816|0|2|0
38076|3765|10443|0|1|0
38077|3765|10478|0|1|0
38078|3765|16488|0|1|0
38079|3765|22003|0|1|0
38080|3765|22507|0|1|0
38081|3765|22510|0|1|0
38082|3765|10478|1|0|0
38083|3765|23821|1|0|0
38085|3765|31|0|0|1
38086|3766|23816|0|2|0
38087|3766|10443|0|1|0
38088|3766|10478|0|1|0
38089|3766|16488|0|1|0
38090|3766|22005|0|1|0
38091|3766|22507|0|1|0
38092|3766|22510|0|1|0
38093|3766|10478|1|0|0
38094|3766|23822|1|0|0
38096|3766|31|0|0|1
38097|3767|23816|0|2|0
38098|3767|10443|0|1|0
38099|3767|10478|0|1|0
38100|3767|16488|0|1|0
38101|3767|22007|0|1|0
38102|3767|22507|0|1|0
38103|3767|22510|0|1|0
38104|3767|10478|1|0|0
38105|3767|23824|1|0|0
38107|3767|31|0|0|1
38108|3768|10443|0|1|0
38109|3768|10478|0|1|0
38110|3768|16488|0|1|0
38111|3768|22004|0|1|0
38112|3768|22507|0|1|0
38113|3768|22510|0|1|0
38114|3768|23816|0|1|0
38115|3768|10478|1|0|0
38116|3768|23817|1|0|0
38118|3768|31|0|0|1
38119|3769|9650|0|1|0
38120|3769|9652|0|1|0
38121|3769|9723|0|1|0
38122|3769|10029|0|1|0
38123|3769|10489|0|1|0
38124|3769|12003|0|1|0
38125|3769|22079|0|1|0
38126|3769|9675|1|0|0
38127|3769|10489|1|0|0
38129|3769|17|0|0|1
38130|3770|9650|0|1|0
38131|3770|9652|0|1|0
38132|3770|9723|0|1|0
38133|3770|10035|0|1|0
38134|3770|10489|0|1|0
38135|3770|12003|0|1|0
38136|3770|12046|0|1|0
38137|3770|9677|1|0|0
38138|3770|10489|1|0|0
38140|3770|17|0|0|1
38141|3771|9650|0|1|0
38142|3771|9652|0|1|0
38143|3771|9723|0|1|0
38144|3771|10034|0|1|0
38145|3771|10489|0|1|0
38146|3771|12003|0|1|0
38147|3771|12060|0|1|0
38148|3771|9676|1|0|0
38149|3771|10489|1|0|0
38151|3771|17|0|0|1
38166|3773|10424|0|3|0
38167|3773|13006|0|1|0
38168|3773|10420|1|0|0
38169|3773|17|0|0|1
38170|3774|10475|0|3|0
38171|3774|13038|0|1|0
38172|3774|10486|1|0|0
38173|3774|33|0|0|1
38174|3775|10475|0|3|0
38175|3775|13021|0|1|0
38176|3775|10486|1|0|0
38177|3775|32|0|0|1
38178|3776|10474|0|3|0
38179|3776|13036|0|1|0
38180|3776|10488|1|0|0
38181|3776|34|0|0|1
38182|3777|10440|0|3|0
38183|3777|13006|0|1|0
38184|3777|10439|1|0|0
38185|3777|17|0|0|1
38186|3778|10469|0|3|0
38187|3778|13006|0|1|0
38188|3778|10480|1|0|0
38189|3778|17|0|0|1
38190|3778|39|0|0|1
38191|3778|40|0|0|1
38192|3779|10466|0|3|0
38193|3779|13006|0|1|0
38194|3779|10465|1|0|0
38195|3779|17|0|0|1
38196|3780|10476|0|3|0
38197|3780|16594|0|1|0
38198|3780|10484|1|0|0
38199|3780|31|0|0|1
38200|3781|10502|0|3|0
38201|3781|13006|0|1|0
38202|3781|10503|1|0|0
38203|3781|17|0|0|1
38204|3781|32|0|0|1
38205|3781|33|0|0|1
38206|3781|34|0|0|1
38207|3781|48|0|0|1
38208|3782|22094|0|3|0
38209|3782|22564|0|1|0
38210|3782|22097|1|0|0
38211|3782|17|0|0|1
38212|3782|32|0|0|1
38213|3782|33|0|0|1
38214|3782|34|0|0|1
38215|3782|48|0|0|1
38216|3783|5002|0|1|0
38217|3783|22571|0|1|0
38218|3783|2567|1|0|0
38219|3783|17|0|0|1
38220|3784|5009|0|1|0
38221|3784|22571|0|1|0
38222|3784|2565|1|0|0
38223|3784|17|0|0|1
38224|3785|12042|0|1|0
38225|3785|30523|0|1|0
38226|3785|30602|0|1|0
38227|3785|30652|1|0|0
38228|3785|17|0|0|1
38229|3786|12071|0|1|0
38230|3786|30523|0|1|0
38231|3786|30664|0|1|0
38232|3786|30657|1|0|0
38233|3786|17|0|0|1
38234|3787|12007|0|1|0
38235|3787|30523|0|1|0
38236|3787|30664|0|1|0
38237|3787|30654|1|0|0
38238|3787|17|0|0|1
38239|3788|30664|0|2|0
38240|3788|12041|0|1|0
38241|3788|30523|0|1|0
38242|3788|30651|1|0|0
38243|3788|17|0|0|1
38244|3789|12092|0|1|0
38245|3789|30523|0|1|0
38246|3789|30664|0|1|0
38247|3789|30655|1|0|0
38248|3789|17|0|0|1
38249|3790|12006|0|1|0
38250|3790|30523|0|1|0
38251|3790|30664|0|1|0
38252|3790|30648|1|0|0
38253|3790|17|0|0|1
38254|3791|12038|0|1|0
38255|3791|30523|0|1|0
38256|3791|30664|0|1|0
38257|3791|30646|1|0|0
38258|3791|17|0|0|1
38259|3792|30664|0|2|0
38260|3792|12044|0|1|0
38261|3792|30523|0|1|0
38262|3792|30656|1|0|0
38263|3792|17|0|0|1
38264|3793|30664|0|2|0
38265|3793|12065|0|1|0
38266|3793|30523|0|1|0
38267|3793|30649|1|0|0
38268|3793|17|0|0|1
38269|3794|12040|0|1|0
38270|3794|30523|0|1|0
38271|3794|30664|0|1|0
38272|3794|30650|1|0|0
38273|3794|17|0|0|1
38274|3795|12039|0|1|0
38275|3795|30523|0|1|0
38276|3795|30664|0|1|0
38277|3795|30647|1|0|0
38278|3795|17|0|0|1
38279|3796|12043|0|1|0
38280|3796|30523|0|1|0
38281|3796|30664|0|1|0
38282|3796|30653|1|0|0
38283|3796|17|0|0|1
38312|3804|21012|0|1|0
38313|3804|22101|0|1|0
38314|3804|22109|0|1|0
38315|3804|22133|0|1|0
38316|3804|23153|1|0|0
38317|3804|17|0|0|1
38318|3805|21009|0|1|0
38319|3805|22101|0|1|0
38320|3805|22109|0|1|0
38321|3805|22133|0|1|0
38322|3805|23150|1|0|0
38323|3805|17|0|0|1
38324|3806|21004|0|1|0
38325|3806|22101|0|1|0
38326|3806|22109|0|1|0
38327|3806|22133|0|1|0
38328|3806|23148|1|0|0
38329|3806|17|0|0|1
38330|3807|21010|0|1|0
38331|3807|22101|0|1|0
38332|3807|22109|0|1|0
38333|3807|22133|0|1|0
38334|3807|23151|1|0|0
38335|3807|17|0|0|1
38336|3808|21011|0|1|0
38337|3808|22101|0|1|0
38338|3808|22109|0|1|0
38339|3808|22133|0|1|0
38340|3808|23152|1|0|0
38341|3808|17|0|0|1
38342|3809|21001|0|1|0
38343|3809|22101|0|1|0
38344|3809|22109|0|1|0
38345|3809|22133|0|1|0
38346|3809|23147|1|0|0
38347|3809|17|0|0|1
38348|3810|21008|0|1|0
38349|3810|22101|0|1|0
38350|3810|22109|0|1|0
38351|3810|22133|0|1|0
38352|3810|23149|1|0|0
38353|3810|17|0|0|1
38354|3811|10004|0|1|0
38355|3811|10400|0|1|0
38356|3811|12145|0|1|0
38357|3811|13819|0|1|0
38358|3811|13818|1|0|0
38359|3811|17|0|0|1
38360|3812|29802|0|1|0
38361|3812|29813|0|1|0
38362|3812|29802|1|0|0
38363|3812|29814|1|0|0
38365|3812|17|0|0|1
38366|3813|13073|0|2|0
38367|3813|6027|0|1|0
38368|3813|12689|0|1|0
38369|3813|12442|1|0|0
38370|3813|17|0|0|1
38375|3815|12304|0|1|0
38376|3815|12305|0|1|0
38377|3815|3156|1|0|0
38378|3815|17|0|0|1
38379|3816|27463|0|1|0
38381|3816|27361|1|0|0
38382|3816|17|0|0|1
38387|3818|22612|0|1|0
38388|3818|27449|0|1|0
38389|3818|27347|1|0|0
38390|3818|17|0|0|1
38395|3820|22612|0|1|0
38396|3820|24667|0|1|0
38397|3820|9868|1|0|0
38398|3820|17|0|0|1
38399|3821|22612|0|1|0
38400|3821|27435|0|1|0
38401|3821|27333|1|0|0
38402|3821|17|0|0|1
38403|3822|22674|0|1|0
38404|3822|22681|0|1|0
38405|3822|22688|1|0|0
38406|3822|17|0|0|1
38407|3823|22612|0|1|0
38408|3823|27442|0|1|0
38409|3823|27340|1|0|0
38410|3823|17|0|0|1
38411|3824|22612|0|1|0
38412|3824|22664|0|1|0
38413|3824|22657|1|0|0
38414|3824|17|0|0|1
38415|3825|22674|0|1|0
38416|3825|27544|0|1|0
38417|3825|27505|1|0|0
38418|3825|17|0|0|1
38423|3827|10489|0|1|0
38424|3827|13006|0|1|0
38425|3827|29228|0|1|0
38426|3827|29229|0|1|0
38427|3827|29230|0|1|0
38428|3827|10489|1|0|0
38429|3827|29281|1|0|0
38431|3827|17|0|0|1
38436|3829|12301|0|1|0
38437|3829|12305|0|1|0
38438|3829|3153|1|0|0
38439|3829|17|0|0|1
38440|3830|27461|0|1|0
38442|3830|27359|1|0|0
38443|3830|17|0|0|1
38456|3834|22611|0|1|0
38457|3834|24665|0|1|0
38458|3834|9866|1|0|0
38459|3834|17|0|0|1
38460|3835|22611|0|1|0
38461|3835|27433|0|1|0
38462|3835|27331|1|0|0
38463|3835|17|0|0|1
38464|3836|22672|0|1|0
38465|3836|22679|0|1|0
38466|3836|22686|1|0|0
38467|3836|17|0|0|1
38468|3837|22611|0|1|0
38469|3837|22662|0|1|0
38470|3837|22655|1|0|0
38471|3837|17|0|0|1
38472|3838|22672|0|1|0
38473|3838|27542|0|1|0
38474|3838|27503|1|0|0
38475|3838|17|0|0|1
38480|3840|22611|0|1|0
38481|3840|27447|0|1|0
38482|3840|27345|1|0|0
38483|3840|17|0|0|1
38484|3841|22611|0|1|0
38485|3841|27440|0|1|0
38486|3841|27338|1|0|0
38487|3841|17|0|0|1
38488|3842|12025|0|1|0
38489|3842|13006|0|1|0
38490|3842|16905|0|1|0
38491|3842|16947|0|1|0
38492|3842|13440|1|0|0
38493|3842|17|0|0|1
38498|3844|12299|0|1|0
38499|3844|12305|0|1|0
38500|3844|3151|1|0|0
38501|3844|17|0|0|1
38502|3845|27466|0|1|0
38504|3845|27364|1|0|0
38505|3845|17|0|0|1
38510|3847|22616|0|1|0
38511|3847|27452|0|1|0
38512|3847|27350|1|0|0
38513|3847|17|0|0|1
38518|3849|22616|0|1|0
38519|3849|24670|0|1|0
38520|3849|9871|1|0|0
38521|3849|17|0|0|1
38522|3850|22616|0|1|0
38523|3850|27438|0|1|0
38524|3850|27336|1|0|0
38525|3850|17|0|0|1
38526|3851|22616|0|1|0
38527|3851|27445|0|1|0
38528|3851|27343|1|0|0
38529|3851|17|0|0|1
38530|3852|22616|0|1|0
38531|3852|22667|0|1|0
38532|3852|22660|1|0|0
38533|3852|17|0|0|1
38538|3854|10473|0|1|0
38539|3854|10477|0|1|0
38540|3854|12011|0|1|0
38541|3854|13036|0|1|0
38542|3854|10470|1|0|0
38543|3854|10477|1|0|0
38544|3854|12011|1|0|0
38547|3854|34|0|0|1
38548|3855|2024|0|1|0
38549|3855|10477|0|1|0
38550|3855|12028|0|1|0
38551|3855|22511|0|1|0
38552|3855|23717|0|1|0
38553|3855|10477|1|0|0
38554|3855|23707|1|0|0
38556|3855|34|0|0|1
38557|3856|2021|0|1|0
38558|3856|10477|0|1|0
38559|3856|12005|0|1|0
38560|3856|22511|0|1|0
38561|3856|23717|0|1|0
38562|3856|10477|1|0|0
38563|3856|23708|1|0|0
38565|3856|34|0|0|1
38566|3857|23717|0|3|0
38567|3857|2018|0|1|0
38568|3857|10477|0|1|0
38569|3857|12032|0|1|0
38570|3857|22511|0|1|0
38571|3857|10477|1|0|0
38572|3857|23715|1|0|0
38574|3857|34|0|0|1
38575|3858|23717|0|2|0
38576|3858|2013|0|1|0
38577|3858|10477|0|1|0
38578|3858|12029|0|1|0
38579|3858|22511|0|1|0
38580|3858|10477|1|0|0
38581|3858|23709|1|0|0
38583|3858|34|0|0|1
38584|3859|23717|0|2|0
38585|3859|2022|0|1|0
38586|3859|10477|0|1|0
38587|3859|12091|0|1|0
38588|3859|22511|0|1|0
38589|3859|10477|1|0|0
38590|3859|23713|1|0|0
38592|3859|34|0|0|1
38593|3860|23717|0|3|0
38594|3860|2023|0|1|0
38595|3860|10477|0|1|0
38596|3860|12035|0|1|0
38597|3860|22511|0|1|0
38598|3860|10477|1|0|0
38599|3860|23716|1|0|0
38601|3860|34|0|0|1
38602|3861|23717|0|2|0
38603|3861|2017|0|1|0
38604|3861|10477|0|1|0
38605|3861|12031|0|1|0
38606|3861|22511|0|1|0
38607|3861|10477|1|0|0
38608|3861|23710|1|0|0
38610|3861|34|0|0|1
38611|3862|2015|0|1|0
38612|3862|10477|0|1|0
38613|3862|12004|0|1|0
38614|3862|22511|0|1|0
38615|3862|23717|0|1|0
38616|3862|10477|1|0|0
38617|3862|23706|1|0|0
38619|3862|34|0|0|1
38620|3863|23717|0|2|0
38621|3863|2019|0|1|0
38622|3863|10477|0|1|0
38623|3863|12033|0|1|0
38624|3863|22511|0|1|0
38625|3863|10477|1|0|0
38626|3863|23711|1|0|0
38628|3863|34|0|0|1
38629|3864|23717|0|2|0
38630|3864|2020|0|1|0
38631|3864|10477|0|1|0
38632|3864|12034|0|1|0
38633|3864|22511|0|1|0
38634|3864|10477|1|0|0
38635|3864|23712|1|0|0
38637|3864|34|0|0|1
38638|3865|23717|0|3|0
38639|3865|2016|0|1|0
38640|3865|10477|0|1|0
38641|3865|12064|0|1|0
38642|3865|22511|0|1|0
38643|3865|10477|1|0|0
38644|3865|23714|1|0|0
38646|3865|34|0|0|1
38647|3866|2014|0|1|0
38648|3866|10477|0|1|0
38649|3866|12030|0|1|0
38650|3866|22511|0|1|0
38651|3866|23717|0|1|0
38652|3866|10477|1|0|0
38653|3866|23705|1|0|0
38655|3866|34|0|0|1
38656|3867|10433|0|1|0
38657|3867|10477|0|1|0
38658|3867|16488|0|1|0
38659|3867|22020|0|1|0
38660|3867|22511|0|1|0
38661|3867|23754|0|1|0
38662|3867|10477|1|0|0
38663|3867|23744|1|0|0
38665|3867|34|0|0|1
38666|3868|10433|0|1|0
38667|3868|10477|0|1|0
38668|3868|16488|0|1|0
38669|3868|22019|0|1|0
38670|3868|22511|0|1|0
38671|3868|23754|0|1|0
38672|3868|10477|1|0|0
38673|3868|23745|1|0|0
38675|3868|34|0|0|1
38676|3869|23754|0|3|0
38677|3869|10433|0|1|0
38678|3869|10477|0|1|0
38679|3869|16488|0|1|0
38680|3869|22027|0|1|0
38681|3869|22511|0|1|0
38682|3869|10477|1|0|0
38683|3869|23751|1|0|0
38685|3869|34|0|0|1
38686|3870|23754|0|3|0
38687|3870|10433|0|1|0
38688|3870|10477|0|1|0
38689|3870|16488|0|1|0
38690|3870|22055|0|1|0
38691|3870|22511|0|1|0
38692|3870|10477|1|0|0
38693|3870|23752|1|0|0
38695|3870|34|0|0|1
38696|3871|10433|0|1|0
38697|3871|10477|0|1|0
38698|3871|16488|0|1|0
38699|3871|22018|0|1|0
38700|3871|22511|0|1|0
38701|3871|23754|0|1|0
38702|3871|10477|1|0|0
38703|3871|23743|1|0|0
38705|3871|34|0|0|1
38706|3872|23754|0|2|0
38707|3872|10433|0|1|0
38708|3872|10477|0|1|0
38709|3872|16488|0|1|0
38710|3872|22024|0|1|0
38711|3872|22511|0|1|0
38712|3872|10477|1|0|0
38713|3872|23748|1|0|0
38715|3872|34|0|0|1
38716|3873|23754|0|3|0
38717|3873|10433|0|1|0
38718|3873|10477|0|1|0
38719|3873|16488|0|1|0
38720|3873|22026|0|1|0
38721|3873|22511|0|1|0
38722|3873|10477|1|0|0
38723|3873|23753|1|0|0
38725|3873|34|0|0|1
38726|3874|23754|0|2|0
38727|3874|10433|0|1|0
38728|3874|10477|0|1|0
38729|3874|16488|0|1|0
38730|3874|22021|0|1|0
38731|3874|22511|0|1|0
38732|3874|10477|1|0|0
38733|3874|23746|1|0|0
38735|3874|34|0|0|1
38736|3875|23754|0|2|0
38737|3875|10433|0|1|0
38738|3875|10477|0|1|0
38739|3875|16488|0|1|0
38740|3875|22023|0|1|0
38741|3875|22511|0|1|0
38742|3875|10477|1|0|0
38743|3875|23747|1|0|0
38745|3875|34|0|0|1
38746|3876|23754|0|2|0
38747|3876|10433|0|1|0
38748|3876|10477|0|1|0
38749|3876|16488|0|1|0
38750|3876|22025|0|1|0
38751|3876|22511|0|1|0
38752|3876|10477|1|0|0
38753|3876|23749|1|0|0
38755|3876|34|0|0|1
38756|3877|10433|0|1|0
38757|3877|10477|0|1|0
38758|3877|16488|0|1|0
38759|3877|22022|0|1|0
38760|3877|22511|0|1|0
38761|3877|23754|0|1|0
38762|3877|10477|1|0|0
38763|3877|23742|1|0|0
38765|3877|34|0|0|1
38766|3878|10474|0|1|0
38767|3878|12011|0|1|0
38768|3878|13036|0|1|0
38769|3878|10473|2|0|0
38770|3878|12011|1|0|0
38772|3878|34|0|0|1
38773|3879|19635|0|1|0
38774|3879|27671|0|1|0
38775|3879|27573|1|0|0
38776|3879|17|0|0|1
38777|3880|19634|0|1|0
38778|3880|27672|0|1|0
38779|3880|27574|1|0|0
38780|3880|17|0|0|1
38781|3881|19632|0|1|0
38782|3881|27670|0|1|0
38783|3881|27572|1|0|0
38784|3881|17|0|0|1
38785|3882|19637|0|1|0
38786|3882|27675|0|1|0
38787|3882|27577|1|0|0
38788|3882|17|0|0|1
38789|3883|19633|0|1|0
38790|3883|27674|0|1|0
38791|3883|27576|1|0|0
38792|3883|17|0|0|1
38793|3884|19636|0|1|0
38794|3884|27673|0|1|0
38795|3884|27575|1|0|0
38796|3884|17|0|0|1
38797|3885|19631|0|1|0
38798|3885|27669|0|1|0
38799|3885|27571|1|0|0
38800|3885|17|0|0|1
38801|3886|21012|0|1|0
38802|3886|22101|0|1|0
38803|3886|22114|0|1|0
38804|3886|22133|0|1|0
38805|3886|23258|1|0|0
38806|3886|17|0|0|1
38807|3887|21009|0|1|0
38808|3887|22101|0|1|0
38809|3887|22114|0|1|0
38810|3887|22133|0|1|0
38811|3887|23255|1|0|0
38812|3887|17|0|0|1
38813|3888|21004|0|1|0
38814|3888|22101|0|1|0
38815|3888|22114|0|1|0
38816|3888|22133|0|1|0
38817|3888|23253|1|0|0
38818|3888|17|0|0|1
38819|3889|21010|0|1|0
38820|3889|22101|0|1|0
38821|3889|22114|0|1|0
38822|3889|22133|0|1|0
38823|3889|23256|1|0|0
38824|3889|17|0|0|1
38825|3890|22101|0|1|0
38826|3890|22114|0|1|0
38827|3890|22133|0|1|0
38828|3890|21011|0|1|0
38829|3890|23257|1|0|0
38830|3890|17|0|0|1
38831|3891|21001|0|1|0
38832|3891|22101|0|1|0
38833|3891|22114|0|1|0
38834|3891|22133|0|1|0
38835|3891|23252|1|0|0
38836|3891|17|0|0|1
38837|3892|21008|0|1|0
38838|3892|22101|0|1|0
38839|3892|22114|0|1|0
38840|3892|22133|0|1|0
38841|3892|23254|1|0|0
38842|3892|17|0|0|1
38843|3893|16905|0|2|0
38844|3893|13006|0|1|0
38845|3893|29780|0|1|0
38846|3893|29779|1|0|0
38847|3893|17|0|0|1
38848|3894|16905|0|3|0
38849|3894|3450|0|1|0
38850|3894|13006|0|1|0
38851|3894|3451|1|0|0
38852|3894|17|0|0|1
38853|3895|10423|0|1|0
38854|3895|10763|0|1|0
38855|3895|13006|0|1|0
38856|3895|10759|2|0|0
38857|3895|17|0|0|1
38858|3896|10466|0|2|0
38859|3896|12011|0|1|0
38860|3896|13006|0|1|0
38861|3896|8063|5|0|0
38862|3896|12011|1|0|0
38864|3896|17|0|0|1
38865|3897|10457|0|1|0
38866|3897|10462|0|1|0
38867|3897|12042|0|1|0
38868|3897|12616|0|1|0
38869|3897|21185|1|0|0
38870|3897|38|0|0|1
38871|3898|10462|0|2|0
38872|3898|10457|0|1|0
38873|3898|12071|0|1|0
38874|3898|12616|0|1|0
38875|3898|21190|1|0|0
38876|3898|38|0|0|1
38877|3899|10457|0|1|0
38878|3899|10462|0|1|0
38879|3899|12007|0|1|0
38880|3899|12616|0|1|0
38881|3899|21187|1|0|0
38882|3899|38|0|0|1
38883|3900|10457|0|1|0
38884|3900|10462|0|1|0
38885|3900|12038|0|1|0
38886|3900|12616|0|1|0
38887|3900|21179|1|0|0
38888|3900|38|0|0|1
38889|3901|10462|0|3|0
38890|3901|10457|0|2|0
38891|3901|12041|0|1|0
38892|3901|12616|0|1|0
38893|3901|21184|1|0|0
38894|3901|38|0|0|1
38895|3902|10462|0|3|0
38896|3902|10457|0|2|0
38897|3902|12065|0|1|0
38898|3902|12616|0|1|0
38899|3902|21182|1|0|0
38900|3902|38|0|0|1
38901|3903|10462|0|2|0
38902|3903|10457|0|1|0
38903|3903|12092|0|1|0
38904|3903|12616|0|1|0
38905|3903|21188|1|0|0
38906|3903|38|0|0|1
38907|3904|10457|0|1|0
38908|3904|10462|0|1|0
38909|3904|12006|0|1|0
38910|3904|12616|0|1|0
38911|3904|21181|1|0|0
38912|3904|38|0|0|1
38913|3905|10462|0|3|0
38914|3905|10457|0|2|0
38915|3905|12044|0|1|0
38916|3905|12616|0|1|0
38917|3905|21189|1|0|0
38918|3905|38|0|0|1
38919|3906|10457|0|1|0
38920|3906|10462|0|1|0
38921|3906|12040|0|1|0
38922|3906|12616|0|1|0
38923|3906|21183|1|0|0
38924|3906|38|0|0|1
38925|3907|10457|0|1|0
38926|3907|10462|0|1|0
38927|3907|12039|0|1|0
38928|3907|12616|0|1|0
38929|3907|21180|1|0|0
38930|3907|38|0|0|1
38931|3908|10457|0|2|0
38932|3908|10462|0|2|0
38933|3908|12043|0|1|0
38934|3908|12616|0|1|0
38935|3908|21186|1|0|0
38936|3908|38|0|0|1
38945|3910|12022|0|1|0
38946|3910|13006|0|1|0
38947|3910|16905|0|1|0
38948|3910|16947|0|1|0
38949|3910|13439|1|0|0
38950|3910|17|0|0|1
39179|3935|10489|0|1|0
39180|3935|10490|0|1|0
39181|3935|12011|0|1|0
39182|3935|13006|0|1|0
39188|3935|17|0|0|1
39259|3946|15984|0|1|0
39260|3946|15987|0|1|0
39261|3946|15998|1|0|0
39262|3946|17|0|0|1
39267|3949|22671|0|1|0
39268|3949|22678|0|1|0
39269|3949|22685|1|0|0
39270|3949|17|0|0|1
39271|3950|22671|0|1|0
39272|3950|27541|0|1|0
39273|3950|27502|1|0|0
39274|3950|17|0|0|1
39275|3951|30062|0|1|0
39276|3951|30088|0|1|0
39277|3951|30096|0|1|0
39278|3951|30137|1|0|0
39279|3951|17|0|0|1
39280|3952|11590|0|1|0
39281|3952|12036|0|1|0
39282|3952|12046|0|1|0
39283|3952|12060|0|1|0
39284|3952|23533|0|1|0
39285|3952|12519|1|0|0
39286|3952|17|0|0|1
39287|3953|10456|0|1|0
39288|3953|11590|0|1|0
39289|3953|22077|0|1|0
39290|3953|23533|0|1|0
39291|3953|12520|1|0|0
39292|3953|17|0|0|1
39293|3954|11590|0|1|0
39294|3954|12046|0|1|0
39295|3954|22074|0|1|0
39296|3954|23533|0|1|0
39297|3954|12527|1|0|0
39298|3954|17|0|0|1
39299|3955|10456|0|1|0
39300|3955|11590|0|1|0
39301|3955|22078|0|1|0
39302|3955|23533|0|1|0
39303|3955|12531|1|0|0
39304|3955|17|0|0|1
39305|3956|10456|0|1|0
39306|3956|11590|0|1|0
39307|3956|22080|0|1|0
39308|3956|23533|0|1|0
39309|3956|12524|1|0|0
39310|3956|17|0|0|1
39311|3957|11590|0|1|0
39312|3957|12045|0|1|0
39313|3957|12046|0|1|0
39314|3957|23533|0|1|0
39315|3957|12525|1|0|0
39316|3957|17|0|0|1
39317|3958|10456|0|1|0
39318|3958|11590|0|1|0
39319|3958|22088|0|1|0
39320|3958|23533|0|1|0
39321|3958|12523|1|0|0
39322|3958|17|0|0|1
39323|3959|11590|0|1|0
39324|3959|12046|0|1|0
39325|3959|22075|0|1|0
39326|3959|23533|0|1|0
39327|3959|12529|1|0|0
39328|3959|17|0|0|1
39329|3960|11590|0|1|0
39330|3960|12046|0|1|0
39331|3960|12060|0|1|0
39332|3960|22079|0|1|0
39333|3960|23533|0|1|0
39334|3960|12518|1|0|0
39335|3960|17|0|0|1
39336|3961|11590|0|1|0
39337|3961|12046|0|1|0
39338|3961|12060|0|1|0
39339|3961|22076|0|1|0
39340|3961|23533|0|1|0
39341|3961|12521|1|0|0
39342|3961|17|0|0|1
39343|3962|10456|0|1|0
39344|3962|11590|0|1|0
39345|3962|22087|0|1|0
39346|3962|23533|0|1|0
39347|3962|12528|1|0|0
39348|3962|17|0|0|1
39349|3963|11590|0|1|0
39350|3963|12037|0|1|0
39351|3963|12046|0|1|0
39352|3963|12060|0|1|0
39353|3963|23533|0|1|0
39354|3963|12530|1|0|0
39355|3963|17|0|0|1
39356|3964|10456|0|1|0
39357|3964|11590|0|1|0
39358|3964|22086|0|1|0
39359|3964|23533|0|1|0
39360|3964|12526|1|0|0
39361|3964|17|0|0|1
39362|3965|2073|0|1|0
39363|3965|2083|0|1|0
39364|3965|6027|0|1|0
39365|3965|7052|0|1|0
39366|3965|2084|1|0|0
39367|3965|6027|1|0|0
39368|3965|7052|1|0|0
39371|3965|17|0|0|1
39372|3966|2084|0|1|0
39373|3966|6027|0|1|0
39374|3966|2085|1|0|0
39375|3966|6027|1|0|0
39377|3966|17|0|0|1
39378|3967|10696|0|1|0
39379|3967|12011|0|1|0
39380|3967|13006|0|1|0
39381|3967|10756|2|0|0
39382|3967|12011|1|0|0
39384|3967|17|0|0|1
39385|3968|10698|0|1|0
39386|3968|12011|0|1|0
39387|3968|13006|0|1|0
39388|3968|10758|2|0|0
39389|3968|12011|1|0|0
39391|3968|17|0|0|1
39392|3969|10697|0|1|0
39393|3969|12011|0|1|0
39394|3969|13006|0|1|0
39395|3969|10757|2|0|0
39396|3969|12011|1|0|0
39398|3969|17|0|0|1
39399|3970|7958|0|1|0
39400|3970|7966|0|1|0
39401|3970|7964|1|0|0
39402|3970|17|0|0|1
39403|3971|7956|0|1|0
39404|3971|7966|0|1|0
39405|3971|7962|1|0|0
39406|3971|17|0|0|1
39407|3972|7957|0|1|0
39408|3972|7966|0|1|0
39409|3972|7963|1|0|0
39410|3972|17|0|0|1
39411|3973|7955|0|1|0
39412|3973|7966|0|1|0
39413|3973|7961|1|0|0
39414|3973|17|0|0|1
39415|3974|7959|0|1|0
39416|3974|7966|0|1|0
39417|3974|7965|1|0|0
39418|3974|17|0|0|1
39419|3975|7954|0|1|0
39420|3975|7966|0|1|0
39421|3975|7960|1|0|0
39422|3975|17|0|0|1
39423|3976|10442|0|1|0
39424|3976|10489|0|1|0
39425|3976|16488|0|1|0
39426|3976|22015|0|1|0
39427|3976|22500|0|1|0
39428|3976|22509|0|1|0
39429|3976|23977|0|1|0
39430|3976|10489|1|0|0
39431|3976|24225|1|0|0
39433|3976|33|0|0|1
39434|3977|10442|0|1|0
39435|3977|10489|0|1|0
39436|3977|16488|0|1|0
39437|3977|22017|0|1|0
39438|3977|22500|0|1|0
39439|3977|22509|0|1|0
39440|3977|23977|0|1|0
39441|3977|10489|1|0|0
39442|3977|24226|1|0|0
39444|3977|33|0|0|1
39445|3978|23977|0|3|0
39446|3978|10442|0|1|0
39447|3978|10489|0|1|0
39448|3978|16488|0|1|0
39449|3978|22029|0|1|0
39450|3978|22500|0|1|0
