SourceZoneShortName|SourceBoxTopNW_X|SourceBoxTopNW_Y|SourceBoxTopNW_Z|SourceBoxBottomSE_X|SourceBoxBottomSE_Y|SourceBoxBottomSE_Z|TargetZoneShortName|TargetPosX|TargetPosY|TargetPosZ|TargetPosOrientation|AreaTriggerDBCID|Comment
freporte|-1336.3037|-938.60205|200|-1366.3037|-958.60205|-100|nro|4152.2417|85|-28.03105|south|6936|
freporte|-1336.3037|-958.60205|200|-1366.3037|-978.60205|-100|nro|4152.2417|65|-28.03108|south|6937|
freporte|-1336.3037|-978.60205|200|-1366.3037|-998.60205|-100|nro|4152.2417|45|-28.03108|south|6938|
freporte|-1336.3037|-998.60205|200|-1366.3037|-1018.60205|-100|nro|4152.2417|25|-28.03107|south|6939|
freporte|-1336.3037|-1018.60205|200|-1366.3037|-1038.602|-100|nro|4152.2417|5|-28.03104|south|6940|
freporte|-1336.3037|-1038.602|200|-1366.3037|-1058.602|-100|nro|4152.2417|-15|-28.03105|south|6941|
freporte|-1336.3037|-1058.602|200|-1366.3037|-1078.602|-100|nro|4152.2417|-35|-28.03104|south|6942|
freporte|-1336.3037|-1078.602|200|-1366.3037|-1098.602|-100|nro|4152.2417|-55|-28.03103|south|6943|
freporte|-1336.3037|-1098.602|200|-1366.3037|-1118.602|-100|nro|4152.2417|-75|-28.03103|south|6944|
freporte|-1336.3037|-1118.602|200|-1366.3037|-1138.602|-100|nro|4152.2417|-95|-28.03118|south|6945|
freporte|-1336.3037|-1138.602|200|-1366.3037|-1158.602|-100|nro|4152.2417|-115|-28.03105|south|6946|
freporte|-1336.3037|-1158.602|200|-1366.3037|-1178.602|-100|nro|4152.2417|-135|-28.03125|south|6947|
freporte|-1336.3037|-1178.602|200|-1366.3037|-1198.602|-100|nro|4152.2417|-155|-28.03113|south|6948|
freporte|-1336.3037|-1198.602|200|-1366.3037|-1218.602|-100|nro|4152.2417|-175|-28.031|south|6949|
freporte|-1336.3037|-1218.602|200|-1366.3037|-1238.602|-100|nro|4152.2417|-195|-28.03122|south|6950|
freporte|-1336.3037|-1238.602|200|-1366.3037|-1258.602|-100|nro|4152.2417|-215|-28.03087|south|6951|
freporte|-1336.3037|-1258.602|200|-1366.3037|-1298.602|-100|nro|4152.2417|-230|-28.03108|south|6952|
freportn|378.03485|718.1984|-1.531|361.7725|697.0309|-14.49999|freportw|1588.4147|-278.4195|0|east|6953|
freportn|-15.07144|-433.619|-11.531|-34.9663|-454.09818|-50|freportw|728.3354|-581.2448|-20.9997|south|6954|
freportn|-429.53732|504.79944|14.50015|-490.00497|475.62012|-14.50001|freportw|211.30933|-124.6708|-14|south|6955|
freportn|-378.45425|-67.82862|0.50004|-448.00497|-98.16117|-28.49995|freportw|252.7826|-698.5315|-27.99997|south|6956|
freportw|587.77216|841.8732|200|567.77216|811.8732|-100|ecommons|577|-1580|-54.46863|west|6957|
freportw|567.77216|841.8732|200|547.77216|811.8732|-100|ecommons|557|-1580|-54.46863|west|6958|
freportw|547.77216|841.8732|200|527.77216|811.8732|-100|ecommons|537|-1580|-54.46867|west|6959|
freportw|527.77216|841.8732|200|507.77216|811.8732|-100|ecommons|517|-1580|-54.46867|west|6960|
freportw|507.77216|841.8732|200|487.77216|811.8732|-100|ecommons|497|-1580|-54.46866|west|6961|
freportw|487.77216|841.8732|200|467.77216|811.8732|-100|ecommons|477|-1580|-54.46862|west|6962|
freportw|467.77216|841.8732|200|447.77216|811.8732|-100|ecommons|457|-1580|-54.46865|west|6963|
freportw|447.77216|841.8732|200|427.77216|811.8732|-100|ecommons|437|-1580|-54.46869|west|6964|
freportw|427.77216|841.8732|200|407.77216|811.8732|-100|ecommons|417|-1580|-54.46762|west|6965|
freportw|407.77216|841.8732|200|387.77216|811.8732|-100|ecommons|397|-1580|-54.46864|west|6966|
freportw|387.77216|841.8732|200|367.77216|811.8732|-100|ecommons|377|-1580|-54.46858|west|6967|
freportw|367.77216|841.8732|200|347.77216|811.8732|-100|ecommons|357|-1580|-52.02186|west|6968|
freportw|347.77216|841.8732|200|327.77216|811.8732|-100|ecommons|337|-1580|-54.46863|west|6969|
freportw|327.77216|841.8732|200|307.77216|811.8732|-100|ecommons|317|-1580|-54.46863|west|6970|
freportw|307.77216|841.8732|200|287.77216|811.8732|-100|ecommons|297|-1580|-54.46755|west|6971|
freportw|287.77216|841.8732|200|267.77216|811.8732|-100|ecommons|277|-1580|-54.46874|west|6972|
freportw|267.77216|841.8732|200|247.77216|811.8732|-100|ecommons|257|-1580|-54.46864|west|6973|
freportw|247.77216|841.8732|200|227.77216|811.8732|-100|ecommons|237|-1580|-54.46858|west|6974|
freportw|227.77216|841.8732|200|207.77216|811.8732|-100|ecommons|217|-1580|-54.46751|west|6975|
freportw|207.77216|841.8732|200|187.77216|811.8732|-100|ecommons|197|-1580|-54.46849|west|6976|
freportw|187.77216|841.8732|200|167.77216|811.8732|-100|ecommons|177|-1580|-54.46874|west|6977|
freportw|167.77216|841.8732|200|147.77216|811.8732|-100|ecommons|157|-1580|-54.4686|west|6978|
freportw|147.77216|841.8732|200|127.77216|811.8732|-100|ecommons|137|-1580|-54.46867|west|6979|
freportw|127.77216|841.8732|200|107.77216|811.8732|-100|ecommons|117|-1580|-54.46852|west|6980|
freportw|107.77216|841.8732|200|87.77216|811.8732|-100|ecommons|97|-1580|-54.46744|west|6981|
freportw|87.77216|841.8732|200|67.77216|811.8732|-100|ecommons|77|-1580|-54.46854|west|6982|
freportw|67.77216|841.8732|200|47.77216|811.8732|-100|ecommons|57|-1580|-54.4686|west|6983|
freportw|47.77216|841.8732|200|27.77216|811.8732|-100|ecommons|37|-1580|-54.46866|west|6984|
freportw|27.77216|841.8732|200|7.77216|811.8732|-100|ecommons|17|-1580|-54.4686|west|6985|
freportw|7.77216|841.8732|200|-12.22785|811.8732|-100|ecommons|-3|-1580|-54.46863|west|6986|
freportw|-12.22784|841.8732|200|-32.22785|811.8732|-100|ecommons|-23|-1580|-54.46871|west|6987|
freportw|-32.22785|841.8732|200|-52.22785|811.8732|-100|ecommons|-43|-1580|-54.46863|west|6988|
freportw|-52.22785|841.8732|200|-72.22785|811.8732|-100|ecommons|-63|-1580|-54.46866|west|6989|
freportw|-72.22785|841.8732|200|-92.22784|811.8732|-100|ecommons|-83|-1580|-54.46863|west|6990|
freportw|-92.22784|841.8732|200|-112.22784|811.8732|-100|ecommons|-103|-1580|-54.46865|west|6991|
freportw|-112.22784|841.8732|200|-132.22784|811.8732|-100|ecommons|-123|-1580|-54.4686|west|6992|
freportw|-132.22784|841.8732|200|-152.22784|811.8732|-100|ecommons|-143|-1580|-54.46854|west|6993|
freportw|-152.22784|841.8732|200|-172.22784|811.8732|-100|ecommons|-163|-1580|-54.4686|west|6994|
freportw|-172.22784|841.8732|200|-192.22784|811.8732|-100|ecommons|-183|-1580|-54.46841|west|6995|
freportw|-192.22784|841.8732|200|-212.22784|811.8732|-100|ecommons|-203|-1580|-54.46863|west|6996|
freportw|-212.22784|841.8732|200|-232.22784|811.8732|-100|ecommons|-223|-1580|-54.46844|west|6997|
freportw|-232.22784|841.8732|200|-252.22784|811.8732|-100|ecommons|-243|-1580|-54.46864|west|6998|
freportw|-252.22784|841.8732|200|-272.22784|811.8732|-100|ecommons|-263|-1580|-54.46757|west|6999|
freportw|-272.22784|841.8732|200|-292.22784|811.8732|-100|ecommons|-283|-1580|-54.46867|west|7000|
freportw|-292.22784|841.8732|200|-312.22784|811.8732|-100|ecommons|-303|-1580|-54.46867|west|7001|
freportw|-312.22784|841.8732|200|-332.22784|811.8732|-100|ecommons|-323|-1580|-54.4687|west|7002|
freportw|-332.22784|841.8732|200|-352.22784|811.8732|-100|ecommons|-343|-1580|-54.46868|west|7003|
freportw|-352.22784|841.8732|200|-372.22784|811.8732|-100|ecommons|-363|-1580|-54.46871|west|7004|
freportw|-372.22784|841.8732|200|-392.22784|811.8732|-100|ecommons|-383|-1580|-54.46863|west|7005|
freportw|-392.22784|841.8732|200|-412.22784|811.8732|-100|ecommons|-403|-1580|-54.46867|west|7006|
freportw|-412.22784|841.8732|200|-432.22784|811.8732|-100|ecommons|-423|-1580|-54.46866|west|7007|
freportw|-432.22784|841.8732|200|-452.22784|811.8732|-100|ecommons|-443|-1580|-54.46866|west|7008|
freportw|-452.22784|841.8732|200|-472.22784|811.8732|-100|ecommons|-463|-1580|-54.46872|west|7009|
freportw|-472.22784|841.8732|200|-492.22784|811.8732|-100|ecommons|-483|-1580|-54.46765|west|7010|
freportw|-492.22784|841.8732|200|-512.22784|811.8732|-100|ecommons|-503|-1580|-54.46867|west|7011|
freportw|-512.22784|841.8732|200|-532.22784|811.8732|-100|ecommons|-523|-1580|-54.46871|west|7012|
freportw|-532.22784|841.8732|200|-552.22784|811.8732|-100|ecommons|-543|-1580|-54.46863|west|7013|
freportw|-552.22784|841.8732|200|-592.22784|811.8732|-100|ecommons|-563|-1580|-54.4686|west|7014|
freportw|-68.44912|-867.5984|0.50006|-98.16312|-942.1471|-28.49996|freporte|447.15356|-338.14795|-27.99981|west|7015|
freportw|-401.20853|-615.29553|0.94055|-462.0059|-629.9423|-28.49993|freporte|84.50436|-62.71047|-27.99999|south|7016|
freportw|-699.51245|-1623.164|-85.50009|-734.8743|-1637.5364|-98.46876|freporte|-154.75993|342.93207|-97.96849|north|7017|
freportw|1597.5593|-249.10338|12.469|1581.1826|-270.0305|-0.49995|freportn|370.83255|726.576|-13.99994|west|7018|
freportw|758.8675|-571.2139|-12.53278|742.2142|-587.94244|-50|freportn|-2.90786|-440.59357|-20.99992|north|7019|
freportw|265.37424|-110.34119|14.50002|221.54718|-140.13092|-14.5|freportn|-408.09985|489.93903|-13.99916|north|7020|
freportw|307.51575|-684.1602|0.50013|265.18433|-713.91315|-28.49997|freportn|-366.08105|-82.48942|-28.00001|north|7021|
freportw|101.84358|-653.90375|-35.96865|94.143585|-661.60376|-41.21865|freportw|146.80031|-681.7712|-12.99948|east|7022|
freportw|161.77|-712.109|-7|154.07|-719.809|-12.25|freportw|12.08458|-655.86365|-54.96872|north|7023|
frontiermtns|-2312.331|4184.5947|-433.798|-2418.7312|4063.2607|-472.19543|burningwood|-2965.3167|-4515.809|-51.462868|west|7024|
frontiermtns|-3734.1843|-3201.0337|-313.85724|-3868.1274|-3265.977|-354.65353|dreadlands|2360.6257|-3406.4407|135.15645|west|7025|
frontiermtns|3269.1394|2982.568|359.86667|3213.4932|2914.9268|336.74216|droga|1410.232|376.2199|0|south|7026|
frontiermtns|-406.43616|-4319.7314|476.97455|-932.9395|-4843.3647|35.42265|lakeofillomen|-430.32703|3112.5757|110.21404|east|7027|
frontiermtns|-2604.6492|-475.10373|-475.35757|-2669.1045|-556.3159|-506.32983|nurga|-2220.827|-1798.8882|0|north|7028|
frontiermtns|5587.59|2008.7235|1066.943|4569.66|813.6695|238.34515|overthere|-3839.4075|1460.3508|312.2859|north|7029|
gfaydark|-1636.0529|2614.4482|80.942|-1604.0468|2657.6453|-0.49969|butcher|-1164.1454|-3082.1367|0.000281766|north|7030|
gfaydark|2670.0671|-28.32428|56.29577|2579.8508|-75.04564|15.34388|crushbone|-625.62604|163.20184|0|north|7031|
gfaydark|-1917.2272|-2623.4636|46.844|-1945.6005|-2663.0894|19.90675|felwithea|41.14846|183.16798|0|east|7032|
gfaydark|-2623.4111|-1084.0839|114.32074|-2650.3342|-1130.0607|-0.4999|lfaydark|2164.084|-1199.627|0|south|7033|
greatdivide|-1092.251343|-4447.504395|1080.997559|-2291.710938|-5733.643066|52.747681|eastwastes|-1800.9198|5799.739746|161.746658|east|7034|
greatdivide|164.697464|-68.520592|132.831619|62.115631|-181.050323|90.2453|thurgadina|-1229.453369|-22.773149|-4.99971|north|7035|
greatdivide|-6791.771973|3362.486084|36.875599|-6843.382812|3253.368896|-91.954849|velketor|599.073059|-74.014381|-155.937469|south|7036|
grobb|-169.74512|26.88734|28.469|-192.24303|9.19343|-0.49999|innothule|-2795.3555|-654.6581|-34.56254|east|7037|
gukbottom|1161.7194|662.7742|-81.49975|1143.8309|656.94354|-110|guktop|1113.6058|617.18335|-88.33354|east|7038|
gukbottom|1675.0668|-37.62466|-70|1648.3296|-92.9071|-138.85168|guktop|1620.083|181.95213|-88.66063|west|7039|
gukbottom|1506.5063|73.86846|-80|1485.2137|14.15125|-105|guktop|1555.746|-121.62395|-91.0738|west|7040|
gukbottom|1203.724|-181.74394|-71.49975|1189.3378|-204.27496|-84.46878|guktop|1196.2477|-197.50217|-83.96789|west|7041|
gukbottom|-123.41924|84.16114|-225.43726|-140|69.77556|-238.40623|innothule|144.03278|-821.54865|-11.5|west|7042|
guktop|1122.2383|644.5565|-77.74037|1105.37|629.6476|-95.46848|gukbottom|1154.0399|670.3166|-93.96873|west|7043|
guktop|1623.8843|142.21452|-60|1563.4546|117.74752|-110|gukbottom|1665.7291|-107.98265|-102.30781|east|7044|
guktop|1575|-205.6899|-80|1550.644|-155.01666|-115|gukbottom|1493.7529|-1.34796|-91.87806|east|7045|
guktop|1203.7241|-205.72134|-71.50075|1185.0298|-210.71472|-84.4687|gukbottom|1195.3188|-209.31943|-83.96878|east|7046|
guktop|-53.08314|56.77636|12.469|-70.1612|49.3886|-0.49999|innothule|144.03278|-821.54865|-11.5|west|7047|
halas|-664.4632|-50.77644|37.469|-744.4831|-101.16225|-0.49999|everfrost|3682.7927|372.90463|0.00024|south|7048|
highkeep|70.16277|126.13047|12.469|55.77529|104.25289|-0.49997|highpass|62.82443|-112.59538|0|west|7049|
highkeep|-82.35539|112.7753|12.469|-98.16121|104.75877|-0.5|highpass|-90.56704|-112.65995|0|west|7050|
highpass|942.1405|260.973|147.07402|853.664|124.35235|-13.97354|eastkarana|-3069.265|-8291.038|689.9074|west|7051|
highpass|-83.77631|-118.79176|12.469|-98.16219|-140.1296|-0.5|highkeep|-90.60721|98.53122|0|east|7052|
highpass|70.16117|-118.14002|12.469|53.45363|-126.74406|-0.50001|highkeep|62.48618|97.60435|0|east|7053|
highpass|-986.1897|98.16133|38.80035|-1007.821|83.80985|-0.49989|kithicor|552.0367|4892.5234|689.9049|south|7054|
hole|52.39688|326.83432|-375.37476|37.80691|318.6806|-386.34332|erudnext|-1552.1493|-184.0366|-47.9687|north|7055|
hole|75.09029|356.0372|-375.37476|67.14538|341.31232|-386.34372|neriakc|480.00165|-809.9051|-55.96871|north|7056|
hole|608.7659|-935.432|-82.49975|580.6606|-947.8184|-98.46874|paineel|588.5022|-941.29297|-93.15973|south|7057|
hole|55.81933|375.3806|-375.37476|41.26864|367.2549|-386.34375|paineel|588.5022|-941.29297|-93.15973|south|7058|
iceclad|-4128.456543|10906.36523|953.81781|-4746.598633|10527.36035|496.799774|eastwastes|-4504.729004|-5755.606934|555.042603|west|7059|
innothule|-1099.6321|2000.7903|9.19151|-1250|1882.2343|-12.8432|feerrott|-1020.3442|-3092.2922|-12.34354|north|7060|
innothule|-2781.871|-625.3187|-16.12681|-2804.662|-646.2271|-35.06254|grobb|-179.50005|39.10145|0|west|7061|
innothule|150.59871|-828.38135|0.96734|136.21289|-843.0987|-11.99998|guktop|-62.45738|42.39487|0|east|7062|
innothule|2800|1250|19.08455|2554.7917|1120|-35|sro|-3168.6357|1032.9331|-26.81431|north|7063|
kael|115.506897|-700.777527|390.790466|-361.534973|-962.072693|95.131348|eastwastes|-6255.399902|6979.914062|-304.530029|east|7064|
kael|-19.42289|3491.033691|-190.079086|-462.892426|3233.582031|-421.752533|wakening|-574.739746|-5034.391113|-198.406296|west|7065|
kaesora|425.0085|52.37705|141.64171|389.83167|23.72681|92.9807|fieldofbone|-1893.205|-182.73276|-131.19084|east|7066|
kaladima|-66.545395|47.896313|14.469|-85.64434|34.009415|-0.49999186|butcher|3121.1667|-179.98013|0.000886721|south|7067|
kaladima|334.30426|252.0057|16.31099|317.2037|225.86856|0.60899|kaladimb|409.3323|340.7593|-24.00051|north|7068|
kaladima|414.649|-209.7156|22.469|405.9866|-280|-0.49996|kaladimb|394.00592|-270.8233|0.00021|north|7069|
kaladimb|394.6493|346.06696|-1.531|397.13852|312.69437|-24.49994|kaladima|306.09396|231.49033|0.0205|south|7070|
kaladimb|384.0532|-259.71582|22.41433|373.6549|-272.10132|-0.49997|kaladima|393.91913|-263.47256|0|south|7071|
karnor|175.20213|493.40207|26.87076|79.52834|404.6638|-6.11814|dreadlands|698.1583|-1907.232|23.06268|west|7072|North entry
karnor|-33.67823|505.4777|67.4813|-160.80922|403.3668|-9.48082|dreadlands|500.77133|-1914.3688|23.06268|west|7073|South entry
kedge|140.13095|14.51438|348.34268|119.74505|-10.19242|299.375|cauldron|-1170.5071|-1030.3832|-315.37683|east|7074|
kerraridge|430.0055|-948.88214|38.43676|399.65796|-979.80273|19.50005|tox|-510.56213|2635.0085|-38.24996|east|7075|
kithicor|1408.6932|-1098.1952|55.47014|1378.6335|-1153.8917|-52.59364|commons|1032.4127|4154.7446|-52.09307|north|7076|
kithicor|569.8845|4903.054|742.4368|558.1813|4885.0244|689.4049|highpass|-980.39417|90.6637|0|north|7077|
kithicor|2028.5575|3831.1616|472.719|2020.4988|3818.663|461.75043|rivervale|-371.95584|-282.27322|0|north|7078|
kurn|-270.2264|57.50476|60.69211|-328.1501|13.33153|-7.44149|fieldofbone|457.2101|1023.00354|61.31255|east|7079|West
kurn|-270.8727|-29.73667|53.79396|-298.99823|-55.41113|-12.21239|fieldofbone|458.61523|962.63226|61.31255|west|7080|East
lakeofillomen|6577.716|-6613.838|145.21373|6533.131|-6645.067|34.59372|cabwest|-802.6545|767.45874|0|north|7081|
lakeofillomen|6344.194|-6799.044|182.1038|6315.6855|-6843.227|34.5956|cabwest|-985.9438|584.80646|0.00038|east|7082|
lakeofillomen|1431.1852|-4380.427|487.7766|662.69617|-4773.7803|190.81023|firiona|1292.1493|3306.1018|183.35696|east|7083|
lakeofillomen|-114.58135|3693.7969|366.0017|-891.8739|3351.4937|4.84897|frontiermtns|-660.6894|-4141.4624|109.00979|west|7084|
lakeofillomen|4400.3047|1339.878|205.6362|4284.6377|1054.1677|28.18825|warslikswood|-3657.177|1188.5297|50.09395|west|7085|
lakerathe|2360.1794|2708.7017|130.344|2329.8247|2699.243|92.11265|arena|-56.940857|-835.9014|7.882746|west|7086|
lakerathe|2647.9614|-2217.051|62.95367|2538.219|-2290.2388|1.25007|rathemtn|3533.8364|2945.9277|-3.87424|north|7087|
lakerathe|4392.967|1200|38.46789|4366.504|1132.4211|-0.50099|southkarana|-8541.682|1158.6782|0.00037|north|7088|
lavastorm|-921.7762|-1060.1073|61.094|-961.18585|-1075.2767|12.12572|najena|-16.45062|870.293|0.00015|east|7089|
lavastorm|-2100.8005|-115.94855|129.45766|-2171.146|-253.3997|-20.00129|nektulos|3052.9358|312.63528|-19.29409|south|7090|
lavastorm|784.3859|231.9091|139.5315|763.3378|221.40038|126.56284|soldunga|-449.34772|-524.5205|69.96876|south|7091|
lavastorm|901.4721|489.98367|62.1565|880.40027|479.24475|51.18759|soldungb|-419.58105|-264.6905|-111.96789|south|7092|
lavastorm|1381.4121|336.84888|156.15546|1356.6456|324.49457|145.18803|soltemple|255.80176|55.67647|-0.99909|north|7093|
lfaydark|2195.6665|-1174.3789|67.3843|2176.6182|-1215.322|-0.49996|gfaydark|-2612.0007|-1113|0.00029|north|7094|
lfaydark|-1153.5778|3291.55|110.469|-1182.2557|3372.1309|-0.49982|mistmoore|-295.75797|160.09576|-181.93681|west|7095|
lfaydark|940.5604|-2182.0933|77.32993|889.5277|-2186.912|-5.28117|steamfont|590.8076|2193.7844|-113.24995|east|7096|
mistmoore|-279.68256|141.64418|-78.36236|-339.41263|108.21803|-182.4375|lfaydark|-1166.8059|3263.8926|0.00085|east|7097|
misty|418.88016|-2588.3606|11.5315|394.49527|-2613.0195|-11.24999|rivervale|-83.34413|97.2163|0|east|7098|
misty|-826.7403|1443.2245|3.53204|-840.1955|1415.7362|-11.24997|runnyeye|231.8711|150.1416|1.00106|south|7099|
najena|0.19311|929.81854|48.43775|-30.19253|883.7588|-0.49985|lavastorm|-937.9924|-1044.6533|12.62502|west|7100|
nektulos|-2666.6106|-550.0252|31.66132|-2707.922|-636.1401|-22.03105|ecommons|1569.3112|667.254|-21.53126|east|7101|
nektulos|3164.4497|385.57565|151.05223|3094.6548|237.9255|-19.99957|lavastorm|-2075.323|-189.80283|-19.59863|north|7102|
nektulos|2270.0154|-1092.749|12.469|2210.318|-1149.7773|-0.4999|neriaka|-0.73928|113.97783|28|east|7103|
neriaka|27.90915|168.12988|40.19711|-14.19339|134.4594|27.50001|nektulos|2294.105|-1105.7681|0.00019|north|7104|
neriaka|98.16222|-339.0248|12.469|64.2964|-406.34573|-14.49997|neriakb|83.47159|-404.71545|-14|east|7105|
neriaka|-223.71368|-447.6202|26.46801|-238.09943|-489.9338|13.50001|neriakb|-237.56554|-455.33685|14.00002|north|7106|
neriakb|98.16108|-305.68152|12.46763|69.77544|-384.6713|-14.5|neriaka|83.95995|-322.47906|-14|west|7107|
neriakb|-252.0753|-447.6191|26.45484|-267.197|-490.6193|13.49999|neriaka|-252.56076|-455.67593|14.00001|south|7108|
neriakb|210.71338|-844.61835|-31.53286|203.07948|-860.84973|-42.4687|neriakc|209.33447|-853.5631|-41.96808|north|7109|
neriakc|203.41866|-846.46375|-31.531|181.74513|-860.8478|-42.46874|neriakb|196.80943|-853.1834|-41.9687|south|7110|
northkarana|38.13035|-3110.0493|42.09123|-17.96954|-3238.556|-37.98871|eastkarana|13.189|1166.974|-37.34368|east|7111|
northkarana|-4417.984|3744.4175|200|-5000.984|3714.4175|-100|qey2hh1|-4429.2866|-15935.63|-69.12432|west|7112|
northkarana|-4397.984|3744.4175|200|-4417.984|3714.4175|-100|qey2hh1|-4409.2866|-15935.63|-69.12435|west|7113|
northkarana|-4377.984|3744.4175|200|-4397.984|3714.4175|-100|qey2hh1|-4389.2866|-15935.63|-69.12294|west|7114|
northkarana|-4357.984|3744.4175|200|-4377.984|3714.4175|-100|qey2hh1|-4369.2866|-15935.63|-69.12435|west|7115|
northkarana|-4337.984|3744.4175|200|-4357.984|3714.4175|-100|qey2hh1|-4349.2866|-15935.63|-69.12413|west|7116|
northkarana|-4317.984|3744.4175|200|-4337.984|3714.4175|-100|qey2hh1|-4329.2866|-15935.63|-69.12496|west|7117|
northkarana|-4297.984|3744.4175|200|-4317.984|3714.4175|-100|qey2hh1|-4309.2866|-15935.63|-69.12501|west|7118|
northkarana|-4277.984|3744.4175|200|-4297.984|3714.4175|-100|qey2hh1|-4289.2866|-15935.63|-69.12415|west|7119|
northkarana|-4257.984|3744.4175|200|-4277.984|3714.4175|-100|qey2hh1|-4269.2866|-15935.63|-69.12401|west|7120|
northkarana|-4237.984|3744.4175|200|-4257.984|3714.4175|-100|qey2hh1|-4249.2866|-15935.63|-69.12406|west|7121|
northkarana|-4217.984|3744.4175|200|-4237.984|3714.4175|-100|qey2hh1|-4229.2866|-15935.63|-66.29233|west|7122|
northkarana|-4197.984|3744.4175|200|-4217.984|3714.4175|-100|qey2hh1|-4209.2866|-15935.63|-61.7472|west|7123|
northkarana|-4177.984|3744.4175|200|-4197.984|3714.4175|-100|qey2hh1|-4189.2866|-15935.63|-57.20221|west|7124|
northkarana|-4157.984|3744.4175|200|-4177.984|3714.4175|-100|qey2hh1|-4169.2866|-15935.63|-52.65671|west|7125|
northkarana|-4137.984|3744.4175|200|-4157.984|3714.4175|-100|qey2hh1|-4149.2866|-15935.63|-48.11323|west|7126|
northkarana|-4117.984|3744.4175|200|-4137.984|3714.4175|-100|qey2hh1|-4129.2866|-15935.63|-43.56723|west|7127|
northkarana|-4097.984|3744.4175|200|-4117.984|3714.4175|-100|qey2hh1|-4109.2866|-15935.63|-39.02258|west|7128|
northkarana|-4077.984|3744.4175|200|-4097.984|3714.4175|-100|qey2hh1|-4089.2866|-15935.63|-34.4776|west|7129|
northkarana|-4057.984|3744.4175|200|-4077.984|3714.4175|-100|qey2hh1|-4069.2866|-15935.63|-29.93223|west|7130|
northkarana|-4037.984|3744.4175|200|-4057.984|3714.4175|-100|qey2hh1|-4049.2866|-15935.63|-25.38563|west|7131|
northkarana|-4017.984|3744.4175|200|-4037.984|3714.4175|-100|qey2hh1|-4029.2866|-15935.63|-20.83948|west|7132|
northkarana|-3997.984|3744.4175|200|-4017.984|3714.4175|-100|qey2hh1|-4009.2866|-15935.63|-16.29817|west|7133|
northkarana|-3977.984|3744.4175|200|-3997.984|3714.4175|-100|qey2hh1|-3989.2866|-15935.63|-13.60657|west|7134|
northkarana|-3957.984|3744.4175|200|-3977.984|3714.4175|-100|qey2hh1|-3969.2866|-15935.63|-12.27899|west|7135|
northkarana|-3937.984|3744.4175|200|-3957.984|3714.4175|-100|qey2hh1|-3949.2866|-15935.63|-10.79974|west|7136|
northkarana|-3917.984|3744.4175|200|-3937.984|3714.4175|-100|qey2hh1|-3929.2866|-15935.63|-9.32446|west|7137|
northkarana|-3897.984|3744.4175|200|-3917.984|3714.4175|-100|qey2hh1|-3909.2866|-15935.63|-7.84592|west|7138|
northkarana|-3877.984|3744.4175|200|-3897.984|3714.4175|-100|qey2hh1|-3889.2866|-15935.63|-6.36965|west|7139|
northkarana|-3857.984|3744.4175|200|-3877.984|3714.4175|-100|qey2hh1|-3869.2866|-15935.63|-4.8922|west|7140|
northkarana|-3837.984|3744.4175|200|-3857.984|3714.4175|-100|qey2hh1|-3849.2866|-15935.63|-3.93697|west|7141|
northkarana|-3817.984|3744.4175|200|-3837.984|3714.4175|-100|qey2hh1|-3829.2866|-15935.63|-3.93651|west|7142|
northkarana|-3797.984|3744.4175|200|-3817.984|3714.4175|-100|qey2hh1|-3809.2866|-15935.63|-3.93645|west|7143|
northkarana|-3777.984|3744.4175|200|-3797.984|3714.4175|-100|qey2hh1|-3789.2866|-15935.63|-3.93742|west|7144|
northkarana|-3757.984|3744.4175|200|-3777.984|3714.4175|-100|qey2hh1|-3769.2866|-15935.63|-3.9363|west|7145|
northkarana|-3737.984|3744.4175|200|-3757.984|3714.4175|-100|qey2hh1|-3749.2866|-15935.63|-3.93655|west|7146|
northkarana|-3717.984|3744.4175|200|-3737.984|3714.4175|-100|qey2hh1|-3729.2866|-15935.63|-3.93484|west|7147|
northkarana|-3697.984|3744.4175|200|-3717.984|3714.4175|-100|qey2hh1|-3709.2866|-15935.63|-3.93697|west|7148|
northkarana|-3677.984|3744.4175|200|-3697.984|3714.4175|-100|qey2hh1|-3689.2866|-15935.63|-3.93669|west|7149|
northkarana|-3657.984|3744.4175|200|-3677.984|3714.4175|-100|qey2hh1|-3669.2866|-15935.63|-3.93698|west|7150|
northkarana|-3637.984|3744.4175|200|-3657.984|3714.4175|-100|qey2hh1|-3649.2866|-15935.63|-3.9365|west|7151|
northkarana|-3617.984|3744.4175|200|-3637.984|3714.4175|-100|qey2hh1|-3629.2866|-15935.63|-3.93648|west|7152|
northkarana|-3597.984|3744.4175|200|-3617.984|3714.4175|-100|qey2hh1|-3609.2866|-15935.63|-3.93704|west|7153|
northkarana|-3577.984|3744.4175|200|-3597.984|3714.4175|-100|qey2hh1|-3589.2866|-15935.63|-3.93551|west|7154|
northkarana|-3557.984|3744.4175|200|-3577.984|3714.4175|-100|qey2hh1|-3569.2866|-15935.63|-3.93576|west|7155|
northkarana|-3537.984|3744.4175|200|-3557.984|3714.4175|-100|qey2hh1|-3549.2866|-15935.63|-3.9365|west|7156|
northkarana|-3517.984|3744.4175|200|-3537.984|3714.4175|-100|qey2hh1|-3529.2866|-15935.63|-3.937|west|7157|
northkarana|-3497.984|3744.4175|200|-3517.984|3714.4175|-100|qey2hh1|-3509.2866|-15935.63|-3.93591|west|7158|
