id|wowid|starterwowid|enabled|always_gen|Name|override_quality|override_item_class_id|override_item_subclass_id|itemtype|foodtype|bait_potency|icon|price|override_buy_stack_price|bagtype|orig_bagtype|bagslots|stacksize|orig_stacksize|damage|delay|alt_damage|alt_delay|alt_dps|classes|slots|aagi|ac|acha|adex|aint|asta|astr|awis|hp|mana|resistmagic|resistdisease|resistpoison|resistcold|resistfire|nodrop|norent|bagsize|source_tradeskill|item_display_file|material|color|bagwr|banedmgamt|banedmgbody|banedmgrace|bardtype|bardvalue|book|casttime|casttime_|deity|elemdmgtype|elemdmgamt|factionamt1|factionamt2|factionamt3|factionamt4|factionmod1|factionmod2|factionmod3|factionmod4|booktextname|focuseffect|fvnodrop|itemclass|light|lore|magic|maxcharges|races|range|reclevel|recskill|reqlevel|sellrate|size|skillmodtype|skillmodvalue|tradeskills|weight|booktype|recastdelay|recasttype|stackable|clickeffect|clickeffect_wow|clickequipwowid|clickessencewowid|clicktype|clicklevel|clicklevel2|proceffect|procrate|proclevel|proclevel2|procenchant_spellIDWOW|procenchant_effectIDEQ|worneffect|worntype|wornlevel|wornlevel2|worn_wow_spellid|focustype|scrolleffect|scrolltype|source|clickunk7|procunk1|procunk7|wornunk7|focusunk7|scrollunk7|clickname|wornname|bardeffect|bardeffecttype|bardlevel2|bardlevel|bardunk1|bardunk7|gmflag|soulbound|wowid_head|wowid_neck|wowid_shoulder|wowid_back|wowid_wrists|wowid_hands|wowid_waist|wowid_legs|wowid_feet|wowid_finger|wowid_trinket|wowid_ranged|wowid_mainhand
5077|88456|-1|1|0|Tarnished Sheer Blade|-1|-1|-1|0|0|0|1186|260|-1|0|0|0|1|1|6|33|6|33|1.818181818|413|24576|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|63|IT100|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Tarnished Sheer Blade|0|0|16383|0|0|0|0|1|2|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5078|88457|-1|1|0|Trochilic's Skean|-1|-1|-1|0|0|0|580|1|-1|0|0|0|1|1|10|25|10|25|4|393|16384|0|0|0|0|0|0|0|0|0|0|0|0|5|0|0|0|-1|0|-1|IT34|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Trochilic's Stolen Experiment|1|-1|16363|0|0|0|0|5|2|0|0|0|35|0|0|0|3|0|-1|-1|-1|0|0|0|1010|0|46|46|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5079|88458|-1|1|0|Etched Sapphire of Nature|-1|-1|-1|11|0|0|963|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Sapphire of Nature|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5082|88459|-1|1|0|Cast-Iron Long Sword|-1|-1|-1|0|0|0|590|200|-1|0|0|0|1|1|6|32|6|32|1.875|413|24576|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|-1|IT10649|0|4280000000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||-1|0|0|0|Cast-Iron Long Sword|0|0|16383|0|0|0|0|3|2|-1|0|0|75|0|0|0|3|-1|-1|-1|-1|0|0|0|-1|0|0|0|0|0|-1|0|0|0|0|0|-1|0|13THFLOOR|-1|0|-1|-1|-1|-1|||-1|0|0|0|0|-1|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5089|88460|-1|1|0|Mark of Growth|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of Growth|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5094|88461|-1|1|0|Etched Ruby of Nature|-1|-1|-1|11|0|0|964|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Ruby of Nature|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5095|88462|-1|1|0|Mark of Weather|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of Weather|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5096|88463|-1|1|0|Etched Star Ruby of Nature|-1|-1|-1|11|0|0|961|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Star Ruby of Nature|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5097|88464|-1|1|0|Mark of Storms|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of Storms|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5098|88465|-1|1|0|Etched Fire Opal of Nature|-1|-1|-1|11|0|0|960|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Fire Opal of Nature|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5099|88466|-1|1|0|Mark of the Earth|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of the Earth|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5100|88467|-1|1|0|Shadowed Two Handed Sword|-1|-1|-1|1|0|0|519|0|-1|0|0|0|1|1|12|45|12|45|2.666666667|1|8192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Summoned: Shadowed Two Handed Sword|1|0|0|0|0|0|0|1|3|0|0|0|120|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5101|88468|-1|1|0|Shadowed Long Sword|-1|-1|-1|0|0|0|590|0|-1|0|0|0|1|1|6|29|6|29|2.068965517|1|24576|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Summoned: Shadowed Long Sword|1|0|0|0|0|0|0|1|2|0|0|0|75|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5102|88469|-1|1|0|Shadowed Battle Axe|-1|-1|-1|0|0|0|569|0|-1|0|0|0|1|1|7|35|7|35|2|1|24576|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT60|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Summoned: Shadowed Battle Axe|1|0|0|0|0|0|0|1|2|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5103|88470|-1|1|0|Shadowed Scythe|-1|-1|-1|1|0|0|579|0|-1|0|0|0|1|1|11|45|11|45|2.444444444|1|24576|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT39|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Summoned: Shadowed Scythe|1|0|0|0|0|0|0|1|3|0|0|0|120|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5104|88471|-1|1|0|Shadowed Scimitar|-1|-1|-1|0|0|0|604|0|-1|0|0|0|1|1|5|25|5|25|2|1|24576|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Summoned: Shadowed Scimitar|1|0|0|0|0|0|0|1|2|0|0|0|75|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5105|88472|-1|1|0|Mask of Espionage|-1|-1|-1|10|0|0|770|1|-1|0|0|0|1|1|0|0|0|0|0|32767|8|4|3|0|4|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|2500|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mask of Espionage|1|5|16383|0|0|0|0|1|1|0|0|0|4|0|0|0|3|42|96256|113121|114121|4|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5106|88473|-1|1|0|Shadowed Halberd|-1|-1|-1|1|0|0|736|0|-1|0|0|0|1|1|14|50|14|50|2.8|1|8192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|-1|IT23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Summoned: Shadowed Halberd|1|0|0|0|0|0|0|1|4|0|0|0|140|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5107|88474|-1|1|0|Tablet of Wolves|-1|-1|-1|11|0|0|1036|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Tablet of Wolves|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5108|88475|-1|1|0|Mark of Blossoms|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of Blossoms|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5109|88476|-1|1|0|Etched Pearl of Nature|-1|-1|-1|11|0|0|953|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Pearl of Nature|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5110|88477|-1|1|0|Mark of Rain|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of Rain|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5112|88478|-1|1|0|Tainted Teir`Dal Long Sword|-1|-1|-1|0|0|0|590|0|-1|0|0|0|1|1|7|28|7|28|2.5|413|24576|2|0|0|0|0|0|5|0|0|0|0|-5|0|0|0|0|1|0|-1|IT10649|0|4280000000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||-1|0|0|0|Tainted Teir`Dal Long Sword|1|0|16383|0|0|0|0|1|2|-1|0|0|75|0|0|0|3|-1|-1|-1|-1|0|0|0|-1|0|0|0|0|0|-1|0|0|0|0|0|-1|0|13THFLOOR|-1|0|-1|-1|-1|-1|||-1|0|0|0|0|-1|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5113|88479|-1|1|0|Tainted Steel Bastard Sword|-1|-1|-1|1|0|0|577|1|-1|0|0|0|1|1|20|42|20|42|4.761904762|29|8192|0|0|0|0|0|0|6|0|0|0|0|-5|0|0|0|0|-1|0|-1|IT58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Tainted Steel Bastard Sword|1|0|16383|0|0|0|0|1|2|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5114|88480|-1|1|0|Ruined Teir`Dal Long Sword|-1|-1|-1|0|0|0|590|1|-1|0|0|0|1|1|7|30|7|30|2.333333333|413|24576|2|0|0|0|0|0|5|0|0|0|0|-5|0|0|0|0|-1|0|-1|IT1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Ruined Teir`Dal Long Sword|1|0|16383|0|0|0|0|1|2|0|0|0|75|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5115|88481|-1|1|0|Ruined Steel Bastard Sword|-1|-1|-1|1|0|0|577|1|-1|0|0|0|1|1|17|44|17|44|3.863636364|29|8192|0|0|0|0|0|0|6|0|0|0|0|0|0|0|0|0|-1|0|-1|IT58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|Ruined Steel Bastard Sword|1|0|16383|0|0|0|0|1|2|0|0|0|85|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5116|88482|-1|1|0|Etched Opal of Nature|-1|-1|-1|11|0|0|959|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Opal of Nature|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5117|88483|-1|1|0|Mark of Flora|-1|-1|-1|11|0|0|967|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Mark of Flora|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5118|88484|-1|1|0|Etched Onyx of Nature|-1|-1|-1|11|0|0|956|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Etched Onyx of Nature|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5119|88485|-1|1|0|Ancient Writ of Nature|-1|-1|-1|11|0|0|864|500|-1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|-1|0|-1|IT63|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Ancient Writ of Nature|1|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5120|88486|-1|1|0|Pawn's Khukri|-1|-1|-1|0|0|0|1174|1|-1|0|0|0|1|1|4|26|4|26|1.538461538|16|8192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|IT82|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Pawn's Khukri|0|0|6949|0|0|0|0|1|2|0|0|0|55|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5121|88487|-1|1|0|Knave's Khukri|-1|-1|-1|0|0|0|1174|1|-1|0|0|0|1|1|5|26|5|26|1.923076923|16|8192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|IT82|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Knave's Khukri|0|0|6949|0|0|0|0|1|2|0|0|0|55|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5122|88488|-1|1|0|Squire's Khukri|-1|-1|-1|0|0|0|1174|1|-1|0|0|0|1|1|6|25|6|25|2.4|16|8192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|-1|IT82|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Squire's Khukri|0|0|6949|0|0|0|0|1|2|0|0|0|55|0|0|0|0|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5123|88489|-1|1|0|Knight's Khukri|-1|-1|-1|0|0|0|1174|1|-1|0|0|0|1|1|6|24|6|24|2.5|16|8192|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|1|0|-1|IT82|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Knight's Khukri|1|0|6949|0|0|0|0|1|2|0|0|0|50|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5124|88490|-1|1|0|Zealot's Khukri|-1|-1|-1|0|0|0|1174|1|-1|0|0|0|1|1|7|25|7|25|2.8|16|8192|0|0|0|0|3|0|0|0|0|0|3|0|0|0|0|0|1|0|-1|IT82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|0|*Zealot's Khukri|1|0|6949|0|0|0|0|1|2|0|0|0|50|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5125|88491|-1|1|0|Crusader's Khukri|-1|-1|-1|0|0|0|1174|1|-1|0|0|0|1|1|8|26|8|26|3.076923077|16|8192|0|0|0|0|3|0|0|0|0|0|3|0|3|0|0|0|1|0|-1|IT82|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|3|*Crusader's Khukri|1|0|6949|0|0|0|0|1|2|0|0|0|45|0|0|0|3|-1|-1|-1|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5126|88492|-1|1|0|Hero's Khukri|-1|-1|-1|0|0|0|1184|8000|-1|0|0|0|1|1|10|26|10|26|3.846153846|16|8192|0|0|0|0|5|0|5|5|0|0|0|0|0|0|0|1|1|0|-1|IT104|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|14|*Hero's Khukri|1|3|6949|0|0|0|0|1|2|0|0|0|40|0|0|0|3|86|96366|113639|114639|5|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|OLDPEQ|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
5127|88493|-1|1|0|Greenmist|-1|-1|-1|0|0|0|890|1|-1|0|0|0|1|1|18|22|18|22|8.181818182|16|8192|0|5|0|5|10|0|5|0|0|0|25|10|5|0|0|0|-1|0|63|IT175|0|0|0|6|0|217|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0||0|0|0|14|*Greenmist Khukri|1|-1|6949|0|0|0|0|999|2|0|0|0|40|0|0|0|3|0|-1|-1|-1|0|0|0|1363|0|45|45|0|0|0|0|0|0|0|0|0|0|ALKABOR|0|0|0|0|0|0|||0|0|0|0|0|0|0|0|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1|-1
