id|zone_name|max_x|max_y|max_z|min_x|min_y|heading|name|item|max_allowed|respawn_timer|min_expansion|comment
320|templeveeshan|-1150.73|-509.02|4.06|-1150.73|-509.02|0|IT65|27|1|43200000|-1|part of rogue redemption
321|timorous|-6448.9|2836.1|6.8|-6448.9|2836.1|0|IT63|20669|1|300000|-1|part of rogue redemption
322|timorous|-8850|-6040|26.3|-8850|-6040|0|IT63|12945|1|300000|-1|Part of Tartons Wheel quest
323|timorous|5839|-1530|12.6|5839|-1530|0|IT63|12791|1|300000|-1|Part of Tartons Wheel quest
324|timorous|6270|-4815|16.2|6270|-4815|0|IT63|12791|1|300000|-1|Part of Tartons Wheel quest
325|timorous|-4100|-5733|11.9|-4100|-5733|0|IT63|12791|1|300000|-1|Part of Tartons Wheel quest
326|timorous|6062.2|-2085|2.2|6062.2|-2085|0|IT63|12791|1|300000|-1|Part of Tartons Wheel Quest
327|unrest|534|68|-67|534|68|0|IT63|6704|1|300000|-1|Part of Tartons Wheel quest
328|unrest|523|-285|-14|523|-285|0|IT35|14359|1|360000|-1|Part of Tartons Wheel quest
329|velketor|94|-62|-70|94|-62|129|IT27|18637|1|3600000|-1|Part of Tartons Wheel quest
330|wakening|1486|-1610|-171.598|1486|-1610|0|IT403|16589|1|1800000|-1|Part of Tartons Wheel quest
331|wakening|1940|-1341|-180.463|1940|-1341|0|IT403|16589|1|1800000|-1|Part of Tartons Wheel quest
332|wakening|1731|-1328|-204.641|1731|-1328|0|IT403|16589|1|1800000|-1|Part of the Hand of Glory (Master key for Charasis)
333|wakening|1956|-1099|-198.962|1956|-1099|0|IT403|16589|1|1800000|-1|Part of the Hand of Glory (Master key for Charasis)
334|wakening|-582|-1543|-173.233|-582|-1543|0|IT403|0|1|300000|-1|Part of the Hand of Glory (Master key for Charasis)
335|wakening|-733|-1446|-176.998|-733|-1446|0|IT403|16589|1|1800000|-1|Part of the Hand of Glory (Master key for Charasis)
336|wakening|-1677|-792|-43.2569|-1677|-792|0|IT403|16589|1|1800000|-1|Paw of Opolla Quest
337|wakening|-475|-943|-185.033|-475|-943|0|IT403|16589|1|1800000|-1|Reddish Crystal
338|wakening|893|-2520|-157.272|893|-2520|0|IT403|16589|1|1800000|-1|severely damaged dragon head hilt
339|wakening|208|-3056|-189.124|208|-3056|0|IT403|16589|1|1800000|-1|Shakey's Stuffing
340|wakening|-931|-2738|-180.419|-931|-2738|0|IT403|16589|1|1800000|-1|Skinning Rock for East Wastes
341|wakening|1348|-2411|-187.49|1348|-2411|0|IT403|16589|1|1800000|-1|the lost scroll
342|wakening|-1237|-2779|-167.153|-1237|-2779|0|IT403|16589|1|1800000|-1|the one key
343|wakening|199|2009|-148.409|199|2009|0|IT403|16589|1|1800000|-1|unjeweled dragon head hilt
344|wakening|2030|2120|-130.962|2030|2120|0|IT403|16589|1|1800000|-1|Wooden Fishing Tackle
345|wakening|-840|1967|-42.5156|-840|1967|0|IT403|16589|1|1800000|-1|
346|wakening|1391|1302|-161.304|1391|1302|0|IT403|16589|1|1800000|-1|
347|wakening|-688|1086|-125.498|-688|1086|0|IT403|16589|1|1800000|-1|
348|wakening|2310|313|-69.9991|2310|313|0|IT403|16589|1|1800000|-1|
349|wakening|1612|1829|-154.139|1612|1829|0|IT403|16589|1|1800000|-1|
350|wakening|1886|905|-189.374|1886|905|0|IT403|16589|1|1800000|-1|
351|wakening|-32|562|-161.573|-32|562|0|IT403|16589|1|1800000|-1|
352|wakening|-1164|-1112|-189.374|-1164|-1112|0|IT403|16589|1|1800000|-1|
353|wakening|-948|-1658|-164.276|-948|-1658|0|IT403|16589|1|1800000|-1|
354|wakening|-627|-1020|-188.04|-627|-1020|0|IT403|16589|1|1800000|-1|
355|wakening|-1412|-2551|-187.926|-1412|-2551|0|IT403|16589|1|1800000|-1|
356|wakening|-865|-2388|-174.154|-865|-2388|0|IT403|16589|1|1800000|-1|
357|wakening|-622|-2554|-189.374|-622|-2554|0|IT403|16589|1|1800000|-1|
358|wakening|199|-2369|-189.374|199|-2369|0|IT403|16589|1|1800000|-1|
359|wakening|-823|-2878|-189.16|-823|-2878|0|IT403|16589|1|1800000|-1|
360|warslikswood|4238|4211|-253|4238|4211|0|IT63|12494|1|360000|-1|
