zone_shortname|creature_name|hail_text
freporte|Tlin_Bowfright|Nice to meet you! Sit down! Have some food and grog. Just learn not to annoy anyone in here. This place attracts a pretty rough crowd at times. It is not uncommon to have a brawl break out
freporte|Tohsan_Hallard|Greetings and welcome to Hallard's! You will find many aged weapons begging you to shine them up and make them great once more. We will gladly pay you top dollar for any rusty weapons you may have found littering the Commonlands. I have a special offer for those who have obtained orc pawn picks.
freporte|Tovan_Tenlah|I suppose you're one of Nestrals new employees, eh? Well if that's the case I can help get you outfitted with some gear necessary for people in this line of work.
freporte|Trolon_Lightleer|Greetings!! I am Trolon Lightleer. Harmonizer of the soul. Please sit and order an ale. I shall be playing soon.
freporte|Tykar_Renlin|Do you have any spare coppers for a thirsty soul?
freporte|Venox_Tarkog|Welcome to the shrine of the Dismal Rage. May Innoruuk guide your every move in life. Here, we will teach you to release your rage unto the world. My priests are at your disposal.
freporte|Verona_Rankin|If you're a new employee of the Coalition of Tradefolk I suggest you speak with Tovan Tenlah. Now if you will excuse me I have much work to do.
freporte|Vesagar_Nekio|Welcome into our church of rage. I am Vesagar Nekio, servant of Innoruuk. If you should need me to cure poison, cure disease, or if you require healing, just let me know.
freporte|Wenden_Blackhammer|What do you need? Be specific. I'm busy right now!
freporte|Xelha_Nevagon|A new recruit to our cause. Just what I have been waiting for! How would you like to serve the great Xelha Nevagon? I need an apprentice necromancer to assist the great Xelha.
freporte|Zenita_DRin|Greetings. I would love to chat with you, but I just realized something.. I do not waste time with whelps.
freporte|Zhem_Xecia|What is it maggot? I have only time for new clerics who have chosen to serve the Dismal Rage. If you are looking for meaningless banter, than I suggest you find a bar wench.
freportn|Arem_Ulosia|Praise be to Marr, my friend! Welcome to the temple. If you are not a member of the congregation, please speak with our priests. I am sure they can give you guidance.
freportn|Bondl_Felligan|Bondl Felligan burps loudly in your face and says, 'Bah! Leave me be, fool! You have nothin' I want and I certainly have nothin' you want.
freportn|Celsar_Vestagon|May the Truthbringer guide your path. I am Celsar Vestagon, upholder of the faith and cleric of Mithaniel Marr. Did you come to see the minnows of marr?
freportn|Edwardian_Holyblade|Greetings and well met $N. I am Edwardian Holyblade, noble paladin of Marr. I have devoted my life and my blade to the glory of Mithaniel Marr. I am also in charge of training all new paladins of Marr to make sure that they have the best training necessary. If you are a paladin of Marr I may have some training for you.
freportn|Eestyana_Naestra|Welcome to the Hall of Truth! May the will of Mithaniel Marr guide you through life. We are glad to see that you have an interest in our ways. Please speak with any of my priests or knights and they shall help you find your faith.
freportn|Falia_Frikniller|Aye, hello there, friend! How are ye on this fine day? A beautiful day to be alive, I must say! Anyway, I just got into Freeport last month. Wow, is this city big! Way bigger than humble little Rivervale. That's where I'm from. I'm working on setting up my own little business here, Falia's Foot Combs and Footwear, it'll be called. But, I don't have anything to sell yet, so check back in a couple of weeks. Safe travels to ye, friend.
freportn|Felisity_Starbright|Hail, $N - If you are interested in helping the League of Antonican Bards by delivering some mail you should talk to Ton Twostring.
freportn|Ghonic_Erharn|May the passion of Erollisi Marr grow strong within your soul. We here in this Temple of Marr serve those who serve the wills of Mithaniel and Erollisi Marr. If you require healing or curing, just let us know.
freportn|Groflah_Steadirt|Greetings, adventurer! Certainly a person who looks as hardened as yourself deserves a fine blade to match your prowess. Here at Groflah's Forge, we supply you with only the finest quality weapons.
freportn|Guard_Willia|Please, let me go. I shall leave the Freeport Militia. I did not know they were such a vile group.
freportn|Gygus_Remnara|The Temple of Marr welcomes you. I am Gygus Remnara. High Sentinel for the Sentries of Passion. We are the order of paladins within the Priests of Marr and whose charge it is to protect the holy Temple of Marr.
freportn|Jemoz_Lerkarson|Bless you. my friend! We always welcome new converts into our Hall of Truth. The righteous army of the twin deities must assemble. The battle draws near. The blessings of the Truthbringer are passed to all who are devoted to truth.
freportn|Kalatrina_Plossen|Hail! Welcome to the Hall of Truth. We, the Knights of Truth, are all the hope this city has of loosening the grip of Lucan D'lere and his militia. I seek a young knight to serve the will of the Truthbringer.
freportn|Lanis_Herion|Greetings, $N! I hope you are following the teachings of the Queen of Passion, Erollisi Marr. The ways of love are many and shall warm the souls of all.
freportn|Merko_Quetalis|Hail, good citizen! You have entered the Hall of Truth. What is it you seek? Many citizens come to request aid in dealing with the local rogues or the oppression of our sworn enemies, the Freeport Militia. A few valiant ones have been summoned to the Hall of Truth.
freportn|Onytir_Seavin|Hail, $N. Do you like riddles?
freportn|Palious_Jarten|It is good to see you, $N!! Do not forget that the clerics of Mithaniel Marr are here to help those who pay tribute to Him. Should you require me to cure disease, just mention it.
freportn|Plur_Etinu|Your soul is welcome in our temple. The Queen of Love, Erollisi Marr, desires more to join our ranks. This city of Freeport must not stay under the control of the Freeport Militia. I am here to cure poison and cure disease, or if any need healing.
freportn|Rashinda_Elore|Hello. I am Rashinda Elore. The city Landholder Manager. If you have business to discuss. please direct it to my two clerks downstairs. Good day.
freportn|Salinsa_Delfdosan|Pleasure to meet you $N. I am Lady Salinsa Deifdosan of House Marr. I have spent many hours on the battlefield in service of our glorious god however these days I spend my time training new recruits.
freportn|Sentry_Andlin|Greetings! I would love to converse with you, but as you cansee, I am standing my watch.
freportn|Sentry_Boris|Please seek guidance from the clerics within this temple. I am but a Sentry of Passion and my duty is to protect this temple.
freportn|Sentry_Gallius|I welcome you to the Temple of Marr. home to clerics of the deities Erollisi and Mithaniel Marr. Please seek guidance from the clerics.
freportn|Sentry_Janeal|Welcome. friend! Please seek the words of the clerics of Marr. Their words are the words which will set us free from the tyranny of the Freeport Militia.
freportn|Sentry_Meighan|Please speak no further. I am nothing more than a defender of this temple. The words of Marr lie with the masters and clerics of this temple. They await you.
freportn|Sentry_Theo|Please speak with the masters. I am on watch and have no time to converse.
freportn|Sentry_Warren|May the words of Marr be passed on to you. Please seek knowledge from the masters of this temple.
freportn|Serna_Tasknon|It is a good thing to see new faces visiting our temple. We are the source of strength within this city. Do not be fooled by the Freeport Militia. They are not warriors of valor. Join the fight against the Freeport Militia.
freportn|Sten_Harnak|Greetings to you $N. I am Sten Harnak Virtuoso of Freeport. I have lived in Freeport and studied the art of songweaving here for all of my days. I am always eager to see new faces here in our concert hall. If you are here for a performance I am afraid it does not start till a bit later but if you are a young bard in training then I might have some work for you.
freportn|Svinal_Wyspin|Welcome, welcome, welcome! This is the Emporium. If we don't have it, we can get it!!
freportn|Theron_Rolius|Greetings, $N! To enter these grounds is to proclaim your faith in the Truthbringer. In this city you shall find no greater allies than the Knights of Truth. We urge all knights and clerics who oppose the hand of the Freeport Militia to join the crusade.
freportn|Tholius_Quey|Welcome $N! This is the Temple of Marr and you must be another seeker of passion and valor. That is good. Become one with us and help us to defeat the fallen knight. It is he who has caused the demise of this city.
freportn|Ton_Twostring|Hail. $N - Are you interested in helping the League of Antonican Bards by delivering some mail?
freportn|Valeron_Dushire|I am Sir Valeron Dushire, leader of the order of the Knights of Truth. If your soul shines with purity and strength, I urge you to join our order. The might of Mithaniel Marr stands behind all who join. Soon that might will help us free this city from the tyranny of the Freeport Militia.
freportn|a_greater_spirit|Greetings, shaman. Tell me, do you follow Justice, War, Honor, Fear, or Hate?
freportn|a_greater_spirit_|It is good to see you. We're glad you trusted in our brother and did what was asked regardless of Bondl's intentions. Thi sfill us with joy, as the true spirits work in ways most people would not understand and trust is the first lesson of the Heyokah.
freportw|Arinna_Trueblade|Well met, $N. I am Arianna Trueblade, Warlord of the Steel Warriors. I am personally in charge of all the training that our young warriors receive. I take pride in knowing that my teaching can help make the foundation of a Freeport Champion. If you are a warrior then we might just have something to talk about.
freportw|Armorer_Dellin|Hail!! If you be a new reserve member then show me your Militia Armory Token. If you are not yet initiated then I suggest you head to the Toll Gate in the Commonlands and speak with Guard Valon.
freportw|Boomba_the_Big|Hullo! Me is Boomba. Me make da bestest pickles in da Norrath. Me gots da dwarfies, da halflings, da humies - me even gots da pixie pickles! Of course, all of dem were baddies from da dunjuns. Da guards say it gud ta pickle da baddies.
freportw|Cain_Darkmoore|Hail, $N! We are the Steel Warriors of Freeport. Our training disciplines have created some of the finest warriors ever to walk upon Norrath. Perhaps the bards shall sing songs of you one day. Let your first mission be the extermination of Clan Deathfist.
freportw|Captain_Hazran|Hail, citizen! Welcome to the Freeport Militia House. It is time for you to serve the state. You will assist us in our war with Clan Deathfist before you are truly accepted into our city. We urge you to be all we command you to be.
freportw|Dooly_Jonkers|Greetings, $N! Welcome to the Academy of Arcane Science. Nowhere on Norrath can you find a greater learning center.
freportw|Guard_Alayle|Greetings, citizen! You should not be in the Militia House. These are restricted grounds. Please leave at once unless you have business here.
freportw|Hemia_Skemner|How are you? Welcome to the Academy of Arcane Science. Please feel free to roam. May knowledge be your goal. Be you a fellow scientist or visitor, I am sure you will find whatever you seek.
freportw|Hyrill_Pon|What do you want? Leave me be! Can't a man drown his sorrows in peace!?
freportw|Janam_Rekish|Ah. hello there. friend! Me an' Rebby here. we're a just couple o' regular merchants. Though we've got nothin' to sell right now. we'd gladly take any donations. Them's the breaks. I suppose.
freportw|Jyle_Windshot|Hello. Might I ask what you are looking for?
freportw|Klom_Jysun|Pleasure to meet you $N. I am Klom Jysun, Grandmaster of the Ashen Order. I have lived in the great city of Freeport for quite sometime now and have watched the city evolve and change. Nowadays though I am in charge of training new members of the Ashen Fist. If you are a young monk and are in need of some armor I might have some work for you. Are you a monk?
freportw|Krazen_Loosh|The towering wall of stone is clearly unmovable at this point, being held in place by collection of magical energies.
freportw|Lady_Shae|Hello. It is always good to meet someone new. I am Lady Shae of the House of Dumas. And what house are you from?
freportw|Larn_Brugal|Good day to you $N I hope you yearn to become a Steel Warrior as we all are here in the Bunker. We are in need of more recruits to continue the war.
freportw|Linadian|Greetings! Please look through my fine wares. I have spent most of my life practicing my skills in tailoring. I do my best to compete with the other local merchants, but I have yet to make a profit. I pray to Tunare that my banded orc vests will finally bring me a few extra coins.
freportw|Monia_Oakstone|Pay mind to the authorities of Freeport. Vile they may be, but powerful and many they are.
freportw|Nusk_Treton|Freeport!! Great trade city of Norrath!! What a wondrous place! How do you do? You are an arcane scientist. are you not?
freportw|Palon_Deskeb|Pleased to meet you. $N. Have you seen how clear the water is underneath the Academy? All sorts of life could flourish there. What a shame there are no Marr Minnows there.
freportw|Pandos_Flintside|Greetings! Please move along. I am not paid to converse with strangers... unless of course you have a muffin or two..?
freportw|Pincia_Brownloe|Welcome to Brownloe Bakery. Please try our muffins. One taste and you will yearn for no other. Nothing compares to a Brownloe Muffin!
freportw|Ping_Fuzzlecutter|Step right up! The name's Ping Fuzzlecutter, groomer to the royal crowns of Norrath and alchemist of fine hair care products. It was I who took the grey out of Felwithe, who added curls to Kaladim and tamed the tangles of Moggok of Oggok. Step right up and find yourself a new look! Hey, is that a bald spot?!
freportw|Plagus_Ladeson|Greetings $N, and welcome to the Bunker. Are you a new warrior or veteran?
freportw|Puab_Closk|Greetings. I am Puab Closk, Master of the Ashen Order. Our home is your home, friend. Feel free to stay as long as you like. Learn our ways as many have done in the past. To fight like the tiger and strike like the cobra are your goals.
freportw|Raenna_Griff|Hail $N. If it is refuge you seek from the evil that is corrupting this city then I suggest you flee to Qeynos or take up arms along side the Sentries of Passion and the Knights of Truth. You must have faith that the Marr twins will not let this city fall to the hate of the Dismal Rage.
freportw|Rebby_Willend|Hey friend, nice wallet ya got there. Bet it's fulla money, huh? Why don't ya let me take a quick look, huh?
freportw|Reyia_Beslin|Greetings. $N. I am Reyia Beslin of the Ashen Order. I help to train our members and I am in charge of handing out the orange and red Sashes of Order. Would you like to know how you can get an orange sash? Or maybe you think you are ready to earn the red sash?
freportw|Shana_Liskia|Hail and well met $N. I am Shana Liskia, Enchantress of Freeport. I have studied my art for years here in our wonderful academy. I am also delighted to meet and teach those that come here to gain knowledge. My specialty however lies in Beguiling so I like to train young newcomers to our academy. Are you studying the ways of a Magician an Enchanter or a Wizard??
freportw|Shintl_Lowbrew|Hail. mighty one! What are you doing in the city? You should be out slaying beasts. There is nothing to find here in the city.
freportw|Sir_Lucan_D`Lere|Hail, citizen! I am very busy, I do not have time to speak with you. If you have any complaints, please direct them to City Hall. Unless, of course, you have some personal business in which I might be interested.
freportw|Swin_Blackeye|Greetings, friend! Welcome to the Hog Caller's Inn! Don't let the name fool you. We are the finest establishment in Freeport. Please feel free to relax in our lounge. There is usually music to soothe your blues away.
freportw|Tara_Neklene|It is always a pleasure to meet a new face. We have many who travel far and wide to visit our great academy. Many who brave the long trip by boat. Many who dare to cross the territory of the Deathfist orcs.
freportw|Tarsa_Yovar|Keep your voice down friend. The Dismal Rage and their fool pawns the Freeport Militia have eyes and ears in every corner of the city. It is not safe for you to be among us unless you too have been placed on the Militias most wanted list.
freportw|Toala_Nehron|I am Toala Nehron. You must be another young warrior aspiring to join the ranks of the Steel Warriors. We welcome all who would try. When you have time there is a friend of mine I would like you to check on.
freportw|Toxdil|Correct. Toxdil is my name. No last name. I swear allegiance to no house nor guild. What brings you down here? Perhaps you seek my deadly liquid, perhaps not. Whatever your reasons, I warn you to keep an eye out for the militia. They have begun to patrol the sewers.
freportw|Ulia_Yovar|Greetings $N. If you have love and kindness in your heart then seek refuge at the Temple of Marr and the Hall of Honor in North Freeport. There is a growing evil spreading through the city. May Erollisi save us and cleanse this city of the hatred and corruption spread by the vile Dismal Rage.
freportw|Velan_Torresk|Greetings. $N! I am Velan Torresk of the Ashen Order. I am in charge of training the newest members of our clan. and helping them advance their skills and rank. When members perform certain tasks on behalf of the Order. they advance to a higher rank in our clan. and are awarded a special sash.
freportw|Yovik_Splegle|Greetings $N. Beware the corruption that has infected Freeport. Even the tower of the Arcane Scientists is not safe from the slimy hands of the Dismal Rage. I fear Opal Darkbriar is not what she seems and is darkening the minds of her apprentices.
freportw|a_prisoner|Aaaarghhh!!.. Buggl n gump.. Figgle and fump..
frontiermtns|Mentrax_Mountainbone|What be it you want! Go away before I eat you for dinner!
frozenshadow|lucid_spirit_of_Abrams|Where am I? Oh god no, please let this be a simple nightmare. Please don't hold my withering soul here any longer! Who are you? Why have you freed me? Please tell me it is over!
gfaydark|Aliafya_Mistrunner|Pleased to meet you, $N. I am Aliafya Mistrunner Preserver of Nature and loyal servant of Tunare. I have resided in this guild house for many of my years. I pride myself on being a mentor to many young druids of Tunare that come up through our ranks. If you are a druid of Tunare then I might have some work for you.
gfaydark|Bidl_Frugrin|Greeting. Do not you find the wine of Kelethin as sweet as their women?
gfaydark|Bilrio_Surecut|Greetings, friend. If fine weapons are what you seek then you shall find them here in my shop. I have traveled far and wide for the finest weapons. Still, there are a few unusual weapons which have eluded me.
gfaydark|Captain_Silverwind|Greetings. $N. I protect these lands in the name of the Royal Order of Koada'Vie. defenders of Felwithe.
gfaydark|Devin_Ashwood|Good day to you. $N! I am Devin Ashwood. Pleased to make your acquaintance.
gfaydark|Dill_Fireshine|Welcome to the treetops and the home of Faydark's Champions. We are the skilled rangers of the Faydarks. You are safe in Kelethin. but watch yourself upon the forest floor. I hear the blue meanies have been on the rise.
gfaydark|Expin|How are you, my friend? You must be a new scout of Kelethin. I would hope so. We dearly need more recruits. Most of the Fier'Dal choose the path of the ranger.
gfaydark|Gallin_Woodwind|Greetings. friend! I am Gallin Woodwind of the Emerald Warriors. It is my charge to send forth Fier'Dal to hunt for meat. Kelethin's citizens must be nourished and this requires meat. Such is the circle of life.
gfaydark|Geeda|Are not the woods of the Faydarks a lovely sight? Tunare has truly blessed us. It is unfortunate that the orcs of Crushbone Citadel have chosen to invade our lands.
gfaydark|Heartwood_Master|Greetings, child of Tunare. As druids of the Mother of all, we may only use blunt weapons and the scimitar, all other blades are forbidden. Prove your devotion by bringing me a rusty short sword, a rusty long sword, a rusty broad sword, and a rusty bastard sword. I will destroy them and reward your faith.
gfaydark|Idia|Hail. $N - Are you interested in helping the League of Antonican Bards by delivering some mail?
gfaydark|Innkeep_Anisyla|Welcome! Why don't you browse through my selection of fine goods and pick out some things you like $N?
gfaydark|Innkeep_Larya|Welcome! Why don't you browse through my selection of fine goods and pick out some things you like $N?
gfaydark|Innkeep_Linen|Welcome! Why don't you browse through my selection of fine goods and pick out some things you like $N?
gfaydark|Innkeep_Wuleran|Welcome! Why don't you browse through my selection of fine goods and pick out some things you like $N?
gfaydark|Jakum_Webdancer|Hail. $N - If you are interested in helping the League of Antonican Bards by delivering some mail then you should talk to Idia.
gfaydark|Josylyn_Greenblade|Greetings $N. It is my duty to teach young Fier`Dal the arts of defense and fighting so that they may become skilled members of the Emerald Warriors. There are many threats facing our forests and our home Kelethin, thus we warriors must be prepared both physically and mentally to defend our people. It is wise for all young Emerald Warriors to acquire a suit of armor to protect them from the weapons of our enemies.
gfaydark|Laren|Welcome, my friend! What is it you seek from Laren and the Scouts of Tunare?
gfaydark|Lieutenant_Leafstalker|Hail!! Respect all laws in Kelethin and her territory and you shall live a fruitful life.
gfaydark|Lily_Ashwood|Hello there, $N. You wouldn't by chance happen to be a ranger, would you?'
gfaydark|Linadian|Greetings! Please look through my fine wares. I have spent most of my life practicing my skills in tailoring. I do my best to compete with the other local merchants, but I have yet to make a profit. I pray to Tunare that my banded orc vests will finally bring me a few extra coins.
gfaydark|Maesyn_Trueshot|Welcome to Kelethin, $N! I am Maesyn Trueshot, commander of Faydark's Champions. We are the finest marksmen in all of Norrath. With our trusty Trueshot longbows we can miss no target regardless of the distance or the conditions.
gfaydark|Ran_Sunfire|Hail. $N! I trust you are not afraid of heights. Kelethin is a grand city. but it is also a safe haven from predators and evil beings. About the only thing to fear are the pixie tricksters.
gfaydark|Regren|Welcome, warrior! Show the Emerald Warriors your mettle and bring me a ruined wolf pelt, some bat fur, some bone chips, and a spiderling eye from the depths of Greater Faydark. If you succeed, my admiration and a reward will be yours. To battle!
gfaydark|Salani_Tunfar|Can't an elven woman get a drink without some adventurer hitting on her? Really!
gfaydark|Samatansyn_Flamecaller|It is a pleasure to meet you $N, I am Samatansyn Flamecaller, Warder of Tunare and Guildmaster of Faydarks Champions. I have studied here for many of my years until recently when I took up teaching. I have many pupils that undergo my vigorous training exercises.
gfaydark|Sarialiyn_Tranquilsong|Pleased to meet you $N. I am Sarialiyn Tranquilsong. Virtuoso of the Songweavers Kelethin division. I have spent all of my years here in Kelethin training our new recruits to ensure that all are ready to defend themselves once their adventures take them away from the Faydark and beyond. If you are a young bard of Kelethin then I might have some exercises for you to complete.
gfaydark|Sindl_Talonstrike|Greetings. Is not Kelethin the most glorious city you have seen? A part of the forest itself. it is. The forest is our life force. It shelters us and we feed from its vegetation. The Soldiers of Tunare have harvesters upon the grounds at all times. We have our hunters.
gfaydark|Soulbinder_Oakstout|Greetings $N. When a hero of our world is slain their soul returns to the place it was last bound and the body is reincarnated. As a member of the Order of Eternity it is my duty to bind your soul to this location if that is your wish.
gfaydark|Sylia_Windlehands|Salutations! The Song Weavers are always glad to add a new voice to the choir. In addition to your voice. will you also fetch spiderling silk? We need some to replace our worn lute strings. Carry out this task in high tempo and we will show our gratitude.
gfaydark|Tilania_Shadowwalker|Greetings to you $N. I welcome you to the Scouts of Tunare training halls. I have seen many scouts pass through my halls with unimaginable abilities and daggers guided by Tunare herself. I cannot say for certain what the future has in store for you. But I can say that wherever your adventures may take you it is always wise to have the proper training.
gfaydark|Tylfon|So, you think you have what it takes to be a Scout of Tunare? Come back with two gold and two rusty daggers and I'll make it worth your while.
gfaydark|a_drunkard|Can you -hic- . . . spare some copper or -hic- . . . silver? I just . . . -Hic- . . . need some change to buy something to drin . . Er . . Eat . -Hic-
greatdivide|#Gralk_Dwarfkiller|Something small talks to me eh? If you werent so ugly Id crush you now. I think running around like that is pain enough for you. Go away little bug.
greatdivide|Bekerak_Coldbones|Just another boring day waiting for supplies. I wonder when they will arrive.
greatdivide|Kardakor|Hello, $N. It is not very often that I see adventurers back in this cave unless they have intentions of hurting the kind wurms here. I can only hope that for your sake that your intentions are good.
greatdivide|Relik|Huh? What are ya needin'? Speak up! I ain't got all day. Are you here to help out or just eat up valuable time chatting?
greatdivide|Taskmaster_Abyott|I do not have time for small talk, I am here on a mission that is far more important than any problem or concern you may have. If I were you I would continue on to whatever destination awaits you, if not im afraid I see trouble in your immediate future.
greatdivide|Vores_the_Hunter|Vores the Hunter squints and looks in your direction. 'Who is that? I can't see ya but yer not Coldain and yer voice is too whiny for a giant. We ain't bashin' each other's brains in yet so ya can't be all that bad. Come have a seat by me fire. But quiet yerself down already. The wurms may not be the best at sniffin out people but best not to test em'.
greatdivide|a_frost_giant_berserker|Move along small one. My duties call.
greatdivide|a_frost_giant_elite|Move along small one. My duties call.
greatdivide|a_frost_giant_scout|Move along small one. My duties call.
greatdivide|a_furious_tizmak_warrior|a furious tizmak warrior makes a strange gurgling sound and nods at you.
greatdivide|a_tizmak_augur|a tizmak augur makes a strange gurgling sound and nods at you.
greatdivide|a_tizmak_shaman|a tizmak shaman makes a strange gurgling sound and nods at you.
greatdivide|a_tizmak_spiritcaller|a tizmak spiritcaller makes a strange gurgling sound and nods at you.
greatdivide|a_tizmak_warrior|a tizmak warrior makes a strange gurgling sound and nods at you.
greatdivide|a_velium_miner|Hello, $N. I be a bit busy right now. If ya need help, look fer Relik. He's the mining boss.
greatdivide|an_expedition_guard|Yeah? I be guardin'. Which means I ain't talkin. Move on, $R.
greatdivide|gnomish_captive|Uh, hi. Hey, that was great work and all. I couldn't believe that. Knowing that bear, I was sure my time was up. I'm heading back to Ak'Anon. I've had enough of pirates, mountains, snow, and bears ten times my size. If you want a map to get back you can have it.
greatdivide|gnomish_deserter|gnomish deserter smiles at you and nods congenially. 'Hullo there. Nice ta meet ya.' He moves to shake your hand and then seems to remember that his hand is currently frozen to a very heavy, very solid hunk of metal shaped somewhat like a box.
grobb|##a_skeleton|Here I stand high and above, a minstrel supreme, my words offer love. Love between all, troll and ogre alike. I sing to all, except Tabaz, so take a hike!
grobb|Basher_Avisk|Ranjor tell shaddernites to gets rids of spore guardian. Ha! Gud.
grobb|Basher_Nanrum|Peh! What am you wanted?! I am Basher Nanrum. You? $N ? Heh, you look for works? Hmm, me tinks you too weakling for job me need done. Hmm.. You might do, mebbe.
grobb|Bregna|Hail, $N, are ya a follower ob Innoruuk? I hopes so. We needs many ta spread His Hate. None be as bicious as be dem dat follow Him. We do brings fear and hate ta all dat does sees us. Dis is well. He likes it. Can ya help?
grobb|Carver_Cagrek|Away from carver Cagrek you get!! Me's a busy troll. Must punish enmees of Grobb and feeds trolls a plenty. Trolls complain meats no good, complains dey want sum special bread. Dey says dey hears ogres have special meat which taste better den pris'ners of Grobb. Do you knows name of meat? What kinda meat dat be? Tell me!!
grobb|Gargh|You friend of Gardunk? Meez friend of Gardunk.
grobb|Hergor|Whats you wants!! Me great master of da bashers. Me tinks yooz must be lookin' fer trainin'. Yooz looks like a weaklin'. Me train yooz and yooz helps me get fatter. Well!! Are yooz gonna helps Hergor get fatter?!!
grobb|Hukulk|What you want!! You make fun of helm of Hukulk?!! Me smash you!! Maybe you come learn ways of Hate and Fear! You be dark power. You be Pain. You want join Nightkeep?
grobb|Kaglari|SNORT! HHUUUUCCCSSH.. Peh! You speak at Kaglari, High Priestess of Dark Ones. Children of Hate. Spawn of Innoruuk. $N . speak or be gone! <SNORT!> You wish majik power?
grobb|Kragia|Mez got secretz!' Kragia's eyes glint with menace. 'Mez bet yoo wantz to know my secretz!
grobb|Ranjor|Ya wanna be a member a Da Bashers, duz ya? What making ya tink yooz is good nuff ta be one o' us? Can ya proves ta me why I shouldn't oughtta just eat yer smelly hide? I gonna tests ya, ya big, ugly peece o' meet. Ya willin ta test or duz I just eats ya now?
grobb|Rasrok_the_Blotched|Hail, yerself. What you want? Youse shud know dat youse talkin to a hee-ro. Me give many peeples nightmares and dat make Cazic-Thule happy soes he tooks me to da Realm of Heroes. I live dere a long time but now me back here agin. My job iz ta reward dose dat urned favor in da eyes of da gods.
grobb|Savarixsa_Zexus|Salutations. $N! I am here as a favor to my brother. High Priest Perrir. We seek loyal followers of Innoruuk to earn their place among the hierarchy of the Spires. Are you devoted to Innoruuk?
grobb|Soulbinder_Snog|Greetings $N. When a hero of our world is slain their soul returns to the place it was last bound and the body is reincarnated. As a member of the Order of Eternity it is my duty to bind your soul to this location if that is your wish.
grobb|Treskar|You dare speak to Master Treskar! You be sent by Hukulk or you be hurtin'! Me have no time to waste with ugly one like you!
grobb|Urako|Me says hi to you. What you want from me? Oh!! Me shaman trainer. You must be shaman. Are you shaman Darkone?
grobb|a_prisoner|Rrrribit.. Please, let me go!! I don't want to be eaten!!
grobb|a_skeleton|Sorry. Nothing t' sell at this time. Maybe later. Good day.
growthplane|Ancient_Totem|Greetings, my friend. It is not often that we see strangers coming to this plane. I fear that our growing infestation problem has kept us busy as of late. The time for battle grows near yet we still do not have the offensive magics necessary to fend off our enemies.
growthplane|Guardian_of_Takish|Well met, $N. It is indeed a wondrous day to be serving the lady Tunare. If you know of any templars or knights, send them to me.
growthplane|Prince_Thirneg|Salutations, $N! I am the Prince of the Tunarean Court! What brings you to this most sacred of all Tunares blessed creations?
growthplane|Tunarean_Earthmelder|Hail, my friend. Unfortunately I cannot talk right now. The giants must be dealt with.
growthplane|a_gleaming_sphere_of_light|I greet thee, $N. You will have to pardon my demeanour; I am afraid that I am not in the best of spirits. Recently yet another brother was taken from us by an evil unknown through the dark art of mind rending.
growthplane|a_mosscovered_treant|I welcome thee, $N. Is there something I can assist you with? I am afraid my tireless searching for the incantations is going to be endless.
guktop|an_old_froglok|Frroooaaaaaakkkk!
halas|Adon_McMarrin|Hail. $N! I patrol Halas to insure the safety of the travelers and the resident clans. Just ask if you need help in finding your destination.
halas|Alec_McMarrin|Hail. $N! I patrol Halas to insure the safety of the travelers and the resident clans. Just ask if you need help in finding your destination.
halas|Andres_McMarrin|Hail. $N! I patrol Halas to insure the safety of the travelers and the resident clans. Just ask if you need help in finding your destination.
halas|April|Hello. $N. I'm a maker of weapon molds. Care to view my wares?
halas|Arantir_Karondor|Ah yes, you again. Do you have the items? Give me the three you possess and I'll combine them with my own.
halas|Brandyn_McDonald|Well met. $N! Come in out of the cold and warm yer bones with one of my several fine house brews! A swig o' whiskey will be sure ta put some color back inta ya!
halas|Cappi_McTarnigal|Hail there, $N! If you are not a member of the White Rose, then it be best that you stay on the lower level. This here floor is for honest ...ermm respectable rogues only.
halas|Cian_McMarrin|Hail. $N! I patrol Halas to insure the safety of the travelers and the resident clans. Just ask if you need help in finding your destination.
halas|Cindl|Welcome to my humble shop. I offer fine items fashioned from the skins of the beasts of Everfrost. Leather is my specialty and I can always use extra hides.
halas|Clovan_McMarrin|Welcome to Halas! Home of the Wolves of the North.
halas|Dargon|Hello there, $N. Can I interest you in any components to help you in your research?
halas|Dargon_McPherson|Hail, mighty $N! I assume ye must be a warrior o' the Wolves. Why else would ye approach a trainer such as meself, then?
halas|Dok|Fine day to ye, $N. Welcome to me shop. If ye're searchin' fer a cigar, ye won't be findin' any, more's th' pity.
halas|Elyn_Connoy|Hail $N.
halas|Gorth_Bearsoul|Hail. yerself. I'm sure ye've better things to do than to bother a man makin' his potions. then. eh?
halas|Hetie_McDonald|Welcome back, $N. Why don't you purchase a few things before you head out into the tundra again?
halas|Holana_Oleary|Hmph. Hello, how are ye an' how do ye do? Now, what are ye planning to buy?
halas|Hoyce_MacTaegan|Greetings to you brother. Did Keven send you?
halas|Jinkus_Felligan|Welcome! Welcome to the Church o' the Tribunal! Do ye require healing or are ye new to the Shamans o' Justice, then, eh?
halas|Kevan_McPherson|Well met, $N! I'm Kevan McPherson, the best darn smith in the north. Have ye come to purchase my finely crafted weapons or are ye wanting me ta teach ya the secrets of Northman smithing?
halas|Lakgara_the_Righteous|Greetings. $N! I am Lakgara the Righteous. I have returned to Norrath after many years to find those who are deemed worthy to be recognized by the gods. Those in the Realm of Heroes shall speak the names of those humble adventurers.
